Gene;OverallAverageExpression;case_avg;control_avg
AC026202.3;1,97536244155518e-02;0,021313413541583552;1,74139198943178e-02
AC026806.2;1,36804433732697e-02;0,015050311229866265;1,16256232927335e-02
AC027307.3;5,78824484829834e-03;0,006213923624707378;5,14972099841651e-03
AC027763.2;2,02372162564380e-02;0,019086979520324485;2,19625867229068e-02
AC034220.3;7,22983471095640e-03;0,005120662450285323;1,03936212715848e-02
AC061992.2;4,21651867735965e-03;0,005196204328038349;2,74697711688436e-03
AC062017.1;9,99230566886553e-03;0,010342917380699338;9,46638341842508e-03
AC062029.1;5,80006024818330e-03;0,006008213079047138;5,48782822184599e-03
AC066593.1;7,61857978908150e-03;0,002976811533434951;1,45812941669453e-02
AC069513.4;5,28801291175662e-03;0,003879098979838064;7,40140262676632e-03
AC073283.4;8,10869718476123e-03;0,006651555808413247;1,02944287105298e-02
AC074138.3;7,95735030982061e-03;0,007456499688919906;8,70863293041787e-03
AC074183.4;4,29986307046309e-03;0,003357085114608852;5,71404259577097e-03
AC074212.5;2,32336227321959e-02;0,026518384488415276;1,83064362273409e-02
AC074289.1;6,09221095478891e-03;0,008191254233180335;2,94361800286037e-03
AC074389.9;1,11217208124413e-02;0,014160618272779165;6,56333403511591e-03
AC078883.3;2,04420111331830e-02;0,019066005274854771;2,25060382982945e-02
AC079210.1;1,13486988475152e-02;0,011181425595956238;1,15996109589170e-02
AC079305.10;5,25516519240570e-03;0,004353442259662066;6,60776163472616e-03
AC079602.1;2,28137504240336e-02;0,017816596269773242;3,03095483962708e-02
AC079767.4;2,13353808033617e-02;0,033757345626313613;2,70226766401594e-03
AC079922.3;8,56430799168044e-03;0,006848612869208446;1,11378735898196e-02
AC084018.1;2,09193102237457e-02;0,021772252312240250;1,96398856993047e-02
AC090186.1;1,33156065480756e-02;0,015989362647967645;9,30493668816326e-03
AC090587.2;6,58274373338749e-03;0,006467755085405727;6,75522824112220e-03
AC091729.9;9,60154012443716e-03;0,008347942549099811;1,14819532302054e-02
AC092295.7;6,73346860163158e-03;0,006360683756178968;7,29265084863952e-03
AC092580.4;4,07089318013815e-02;0,042810038760203770;3,75572433012447e-02
AC092620.2;4,13256400232283e-03;0,004658531894112917;3,34360513993098e-03
AC093323.3;1,74172426200813e-02;0,019307223285176783;1,45822463802891e-02
AC093415.2;9,33171772978928e-03;0,008551775435238745;1,05016415883458e-02
AC093627.10;2,62312072104086e-03;0,001511143675336697;4,29110114090792e-03
AC093673.5;1,25232522409977e-02;0,014485459472901965;9,57991518635079e-03
AC093818.1;3,83503229483683e-02;0,036050476678757826;4,18001230690041e-02
AC096579.13;7,72644793805036e-03;0,007357190133869061;8,28033957604498e-03
AC096579.7;4,17716534565853e-01;0,289251718721719342;6,10415474078720e-01
AC096772.6;3,59633648724098e-03;0,003704699081904249;3,43379114798007e-03
AC097500.2;1,19921772013764e-02;0,012438756246000058;1,13223026700334e-02
AC104024.1;3,80129634507523e-02;0,038208746186296209;3,77192867326069e-02
AC104532.4;5,07592446537413e-03;0,005464816893828557;4,49258062873425e-03
AC104699.1;3,93594884988941e-02;0,034006806281973549;4,73885833134730e-02
AC104820.2;7,76566974348994e-03;0,009449730217126591;5,23955654110888e-03
AC106876.2;2,47789091996914e-02;0,020068018893943950;3,18453075758848e-02
AC108488.3;1,90028410885499e-02;0,017009587009597267;2,19927488284240e-02
AC108488.4;1,87307326063390e-03;0,001701142379607802;2,13097187844252e-03
AC109826.1;3,66430880839795e-03;0,003221208527830928;4,32896514719437e-03
AC112229.7;1,93139968881163e-02;0,013688108406591497;2,77529047484819e-02
AC113189.5;1,78436313305704e-02;0,016348898533106733;2,00857504900748e-02
AC115618.1;8,34467188783641e-03;0,009439131614011666;6,70296768122003e-03
AC116035.1;1,76882574456871e-03;0,001565147201299896;2,07434627975593e-03
AC116366.6;4,64078068500506e-03;0,006089898491961293;2,46708462048508e-03
AC124789.1;3,95704857056615e-03;0,004342648046150983;3,37864420721058e-03
AC127904.2;5,48704192870473e-03;0,007221714944132621;2,88500923766729e-03
AC131025.8;4,82773388255724e-03;0,005564474009241843;3,72261385279789e-03
AC132872.2;6,21379600654419e-03;0,007990380128348663;3,54889609618672e-03
AC135048.13;5,61372335238388e-03;0,004377165250040787;7,46857702108539e-03
AC137934.1;4,02117533863813e-03;0,004131977209999096;3,85497105175225e-03
AC139100.2;6,86842916952663e-03;0,008448743451982953;4,49793663952644e-03
AC142528.1;5,50319973122700e-03;0,006666586577005228;3,75810392463134e-03
AC144521.1;3,41474839955701e-03;0,004702357443145403;1,48331763716286e-03
AC145212.1;1,45236529972887e-02;0,015522076051300682;1,30260050815610e-02
AC147651.3;3,45248192169413e-03;0,002777703768439249;4,46465816375895e-03
AC147651.4;5,79574660814789e-03;0,007403678464234334;3,38382734884853e-03
AC159540.1;2,63136493528160e-02;0,029347299162495850;2,17631341215639e-02
ACAA1;1,81286288619869e-01;0,150987918853374065;2,26734247927700e-01
ACAA2;2,75113789282793e-01;0,168125687307334987;4,35597371154572e-01
ACACA;1,87157380159007e-02;0,019605883672357310;1,73805076426342e-02
ACACB;1,95802394538423e-02;0,016963293994279385;2,35056925945110e-02
ACAD10;1,92534548785293e-02;0,015063421248352435;2,55385612849242e-02
ACAD8;3,26128832938528e-02;0,028932514881279830;3,81334850668702e-02
ACAD9;2,96786262706794e-02;0,026243920895525241;3,48307302065492e-02
ACADM;1,25796141745144e-01;0,113676495257008958;1,43975773344571e-01
ACADS;1,75350793436439e-01;0,098865666572589106;2,90079505250056e-01
ACADSB;2,50612317316857e-02;0,022447831444103655;2,89813670670346e-02
ACADVL;4,41732046606865e-01;0,363166561565970658;5,59581323470835e-01
ACAP1;1,28818612872495e-01;0,155084499804926668;8,94194316726747e-02
ACAP2;7,93568362688672e-02;0,086592816232267084;6,85027696816759e-02
ACAP3;3,32134089452106e-02;0,034140607303000926;3,18225990250761e-02
