"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene"
"1641","Lymphocytes:LGALS1_Myeloid:PTPRC","Lymphocytes","LGALS1","Myeloid","PTPRC"
"1642","Lymphocytes:LRPAP1_Myeloid:SIRPA","Lymphocytes","LRPAP1","Myeloid","SIRPA"
"1643","Lymphocytes:LTB_Myeloid:CD40","Lymphocytes","LTB","Myeloid","CD40"
"1644","Lymphocytes:LTB_Myeloid:TNFRSF1A","Lymphocytes","LTB","Myeloid","TNFRSF1A"
"1645","Lymphocytes:MIF_Myeloid:CD44","Lymphocytes","MIF","Myeloid","CD44"
"1646","Lymphocytes:MIF_Myeloid:CD74","Lymphocytes","MIF","Myeloid","CD74"
"1647","Lymphocytes:MIF_Myeloid:CXCR4","Lymphocytes","MIF","Myeloid","CXCR4"
"1648","Lymphocytes:MIF_Myeloid:TNFRSF14","Lymphocytes","MIF","Myeloid","TNFRSF14"
"1649","Lymphocytes:MT-RNR2_Myeloid:FPR3","Lymphocytes","MT-RNR2","Myeloid","FPR3"
"1650","Lymphocytes:PKM_Myeloid:CD44","Lymphocytes","PKM","Myeloid","CD44"
"1651","Lymphocytes:PLGRKT_Myeloid:PLAUR","Lymphocytes","PLGRKT","Myeloid","PLAUR"
"1652","Lymphocytes:PTGS2_Myeloid:ALOX5","Lymphocytes","PTGS2","Myeloid","ALOX5"
"1653","Lymphocytes:RPS19_Myeloid:C5AR1","Lymphocytes","RPS19","Myeloid","C5AR1"
"1654","Lymphocytes:SRGN_Myeloid:CD44","Lymphocytes","SRGN","Myeloid","CD44"
"1655","Lymphocytes:TGFB1_Myeloid:CXCR4","Lymphocytes","TGFB1","Myeloid","CXCR4"
"1656","Lymphocytes:TGFB1_Myeloid:ENG","Lymphocytes","TGFB1","Myeloid","ENG"
"1657","Lymphocytes:TYROBP_Myeloid:TREM1","Lymphocytes","TYROBP","Myeloid","TREM1"
"1658","Lymphocytes:VIM_Myeloid:CD44","Lymphocytes","VIM","Myeloid","CD44"
"1659","T-cells:ALOX5AP_Myeloid:ALOX5","T-cells","ALOX5AP","Myeloid","ALOX5"
"1660","T-cells:ANXA1_Myeloid:FPR3","T-cells","ANXA1","Myeloid","FPR3"
"1661","T-cells:ARRB2_Myeloid:ENG","T-cells","ARRB2","Myeloid","ENG"
"1662","T-cells:B2M_Myeloid:CD1C","T-cells","B2M","Myeloid","CD1C"
"1663","T-cells:B2M_Myeloid:HLA-F","T-cells","B2M","Myeloid","HLA-F"
"1664","T-cells:B2M_Myeloid:LILRB2","T-cells","B2M","Myeloid","LILRB2"
"1665","T-cells:CALR_Myeloid:HLA-F","T-cells","CALR","Myeloid","HLA-F"
"1666","T-cells:CD2_Myeloid:CD53","T-cells","CD2","Myeloid","CD53"
"1667","T-cells:CD40LG_Myeloid:CD40","T-cells","CD40LG","Myeloid","CD40"
"1668","T-cells:CD40LG_Myeloid:CD53","T-cells","CD40LG","Myeloid","CD53"
"1669","T-cells:CD40LG_Myeloid:CD9","T-cells","CD40LG","Myeloid","CD9"
"1670","T-cells:CD40LG_Myeloid:ITGB2","T-cells","CD40LG","Myeloid","ITGB2"
"1671","T-cells:CD53_Myeloid:CD37","T-cells","CD53","Myeloid","CD37"
"1672","T-cells:CD69_Myeloid:SIRPA","T-cells","CD69","Myeloid","SIRPA"
"1673","T-cells:CD74_Myeloid:CXCR4","T-cells","CD74","Myeloid","CXCR4"
"1674","T-cells:CD99_Myeloid:CD81","T-cells","CD99","Myeloid","CD81"
"1675","T-cells:CD99_Myeloid:PILRA","T-cells","CD99","Myeloid","PILRA"
"1676","T-cells:CIRBP_Myeloid:TREM1","T-cells","CIRBP","Myeloid","TREM1"
"1677","T-cells:HLA-A_Myeloid:APLP2","T-cells","HLA-A","Myeloid","APLP2"
"1678","T-cells:HLA-A_Myeloid:LILRB2","T-cells","HLA-A","Myeloid","LILRB2"
"1679","T-cells:HLA-C_Myeloid:CD47","T-cells","HLA-C","Myeloid","CD47"
"1680","T-cells:HLA-C_Myeloid:CD53","T-cells","HLA-C","Myeloid","CD53"
"1681","T-cells:HLA-C_Myeloid:CD81","T-cells","HLA-C","Myeloid","CD81"
"1682","T-cells:HLA-C_Myeloid:LILRB2","T-cells","HLA-C","Myeloid","LILRB2"
"1683","T-cells:HMGB1_Myeloid:CD163","T-cells","HMGB1","Myeloid","CD163"
"1684","T-cells:HMGB1_Myeloid:CXCR4","T-cells","HMGB1","Myeloid","CXCR4"
"1685","T-cells:HMGB1_Myeloid:HAVCR2","T-cells","HMGB1","Myeloid","HAVCR2"
"1686","T-cells:IFNG_Myeloid:IFNGR1","T-cells","IFNG","Myeloid","IFNGR1"
"1687","T-cells:IFNG_Myeloid:IFNGR2","T-cells","IFNG","Myeloid","IFNGR2"
"1688","T-cells:JAK1_Myeloid:IFNAR1","T-cells","JAK1","Myeloid","IFNAR1"
"1689","T-cells:JAK1_Myeloid:IFNAR2","T-cells","JAK1","Myeloid","IFNAR2"
"1690","T-cells:LGALS1_Myeloid:CD69","T-cells","LGALS1","Myeloid","CD69"
"1691","T-cells:LGALS1_Myeloid:PTPRC","T-cells","LGALS1","Myeloid","PTPRC"
"1692","T-cells:LRPAP1_Myeloid:SIRPA","T-cells","LRPAP1","Myeloid","SIRPA"
"1693","T-cells:LTB_Myeloid:CD40","T-cells","LTB","Myeloid","CD40"
"1694","T-cells:LTB_Myeloid:TNFRSF1A","T-cells","LTB","Myeloid","TNFRSF1A"
"1695","T-cells:MIF_Myeloid:CD44","T-cells","MIF","Myeloid","CD44"
"1696","T-cells:MIF_Myeloid:CD74","T-cells","MIF","Myeloid","CD74"
"1697","T-cells:MIF_Myeloid:CXCR4","T-cells","MIF","Myeloid","CXCR4"
"1698","T-cells:MIF_Myeloid:TNFRSF14","T-cells","MIF","Myeloid","TNFRSF14"
"1699","T-cells:MT-RNR2_Myeloid:FPR3","T-cells","MT-RNR2","Myeloid","FPR3"
"1700","T-cells:PKM_Myeloid:CD44","T-cells","PKM","Myeloid","CD44"
"1701","T-cells:RPS19_Myeloid:C5AR1","T-cells","RPS19","Myeloid","C5AR1"
"1702","T-cells:SRGN_Myeloid:CD44","T-cells","SRGN","Myeloid","CD44"
"1703","T-cells:TIMP1_Myeloid:CD63","T-cells","TIMP1","Myeloid","CD63"
"1704","T-cells:VIM_Myeloid:CD44","T-cells","VIM","Myeloid","CD44"
"1705","Plasma:ANXA1_Myeloid:FPR3","Plasma","ANXA1","Myeloid","FPR3"
"1706","Plasma:APOE_Myeloid:TREM2","Plasma","APOE","Myeloid","TREM2"
"1707","Plasma:B2M_Myeloid:CD1C","Plasma","B2M","Myeloid","CD1C"
"1708","Plasma:B2M_Myeloid:HLA-F","Plasma","B2M","Myeloid","HLA-F"
"1709","Plasma:B2M_Myeloid:LILRB2","Plasma","B2M","Myeloid","LILRB2"
"1710","Plasma:CALR_Myeloid:HLA-F","Plasma","CALR","Myeloid","HLA-F"
"1711","Plasma:CD320_Myeloid:TMEM167A","Plasma","CD320","Myeloid","TMEM167A"
"1712","Plasma:CD53_Myeloid:CD37","Plasma","CD53","Myeloid","CD37"
"1713","Plasma:CD59_Myeloid:STAB1","Plasma","CD59","Myeloid","STAB1"
"1714","Plasma:CD69_Myeloid:SIRPA","Plasma","CD69","Myeloid","SIRPA"
"1715","Plasma:CD74_Myeloid:CXCR4","Plasma","CD74","Myeloid","CXCR4"
"1716","Plasma:CD99_Myeloid:CD81","Plasma","CD99","Myeloid","CD81"
"1717","Plasma:CD99_Myeloid:PILRA","Plasma","CD99","Myeloid","PILRA"
"1718","Plasma:CIRBP_Myeloid:TREM1","Plasma","CIRBP","Myeloid","TREM1"
"1719","Plasma:CXCL14_Myeloid:CXCR4","Plasma","CXCL14","Myeloid","CXCR4"
"1720","Plasma:FAM3C_Myeloid:HLA-C","Plasma","FAM3C","Myeloid","HLA-C"
"1721","Plasma:FAM3C_Myeloid:LAMP1","Plasma","FAM3C","Myeloid","LAMP1"
"1722","Plasma:GRN_Myeloid:TNFRSF1A","Plasma","GRN","Myeloid","TNFRSF1A"
"1723","Plasma:GRN_Myeloid:TNFRSF1B","Plasma","GRN","Myeloid","TNFRSF1B"
"1724","Plasma:HLA-A_Myeloid:APLP2","Plasma","HLA-A","Myeloid","APLP2"
"1725","Plasma:HLA-A_Myeloid:LILRB2","Plasma","HLA-A","Myeloid","LILRB2"
"1726","Plasma:HLA-C_Myeloid:CD47","Plasma","HLA-C","Myeloid","CD47"
"1727","Plasma:HLA-C_Myeloid:CD53","Plasma","HLA-C","Myeloid","CD53"
"1728","Plasma:HLA-C_Myeloid:CD81","Plasma","HLA-C","Myeloid","CD81"
"1729","Plasma:HLA-C_Myeloid:LILRB2","Plasma","HLA-C","Myeloid","LILRB2"
"1730","Plasma:HMGB1_Myeloid:CD163","Plasma","HMGB1","Myeloid","CD163"
"1731","Plasma:HMGB1_Myeloid:CXCR4","Plasma","HMGB1","Myeloid","CXCR4"
"1732","Plasma:HMGB1_Myeloid:HAVCR2","Plasma","HMGB1","Myeloid","HAVCR2"
"1733","Plasma:LGALS1_Myeloid:CD69","Plasma","LGALS1","Myeloid","CD69"
"1734","Plasma:LGALS1_Myeloid:PTPRC","Plasma","LGALS1","Myeloid","PTPRC"
"1735","Plasma:LRPAP1_Myeloid:SIRPA","Plasma","LRPAP1","Myeloid","SIRPA"
"1736","Plasma:MDK_Myeloid:ITGB2","Plasma","MDK","Myeloid","ITGB2"
"1737","Plasma:MDK_Myeloid:NCL","Plasma","MDK","Myeloid","NCL"
"1738","Plasma:MIF_Myeloid:CD44","Plasma","MIF","Myeloid","CD44"
"1739","Plasma:MIF_Myeloid:CD74","Plasma","MIF","Myeloid","CD74"
"1740","Plasma:MIF_Myeloid:CXCR4","Plasma","MIF","Myeloid","CXCR4"
"1741","Plasma:MIF_Myeloid:TNFRSF14","Plasma","MIF","Myeloid","TNFRSF14"
"1742","Plasma:MT-RNR2_Myeloid:FPR3","Plasma","MT-RNR2","Myeloid","FPR3"
"1743","Plasma:PKM_Myeloid:CD44","Plasma","PKM","Myeloid","CD44"
"1744","Plasma:RPS19_Myeloid:C5AR1","Plasma","RPS19","Myeloid","C5AR1"
"1745","Plasma:SEMA4A_Myeloid:LILRB2","Plasma","SEMA4A","Myeloid","LILRB2"
"1746","Plasma:SRGN_Myeloid:CD44","Plasma","SRGN","Myeloid","CD44"
"1747","Plasma:VIM_Myeloid:CD44","Plasma","VIM","Myeloid","CD44"
"1748","B-cells:ALOX5AP_Myeloid:ALOX5","B-cells","ALOX5AP","Myeloid","ALOX5"
"1749","B-cells:B2M_Myeloid:CD1C","B-cells","B2M","Myeloid","CD1C"
"1750","B-cells:B2M_Myeloid:HLA-F","B-cells","B2M","Myeloid","HLA-F"
"1751","B-cells:B2M_Myeloid:LILRB2","B-cells","B2M","Myeloid","LILRB2"
"1752","B-cells:CALR_Myeloid:HLA-F","B-cells","CALR","Myeloid","HLA-F"
"1753","B-cells:CD22_Myeloid:PTPRC","B-cells","CD22","Myeloid","PTPRC"
"1754","B-cells:CD53_Myeloid:CD37","B-cells","CD53","Myeloid","CD37"
"1755","B-cells:CD59_Myeloid:STAB1","B-cells","CD59","Myeloid","STAB1"
"1756","B-cells:CD69_Myeloid:SIRPA","B-cells","CD69","Myeloid","SIRPA"
"1757","B-cells:CD74_Myeloid:CXCR4","B-cells","CD74","Myeloid","CXCR4"
"1758","B-cells:CD82_Myeloid:CD37","B-cells","CD82","Myeloid","CD37"
"1759","B-cells:CD99_Myeloid:CD81","B-cells","CD99","Myeloid","CD81"
"1760","B-cells:CD99_Myeloid:PILRA","B-cells","CD99","Myeloid","PILRA"
"1761","B-cells:CIRBP_Myeloid:TREM1","B-cells","CIRBP","Myeloid","TREM1"
"1762","B-cells:FAM3C_Myeloid:HLA-C","B-cells","FAM3C","Myeloid","HLA-C"
"1763","B-cells:FAM3C_Myeloid:LAMP1","B-cells","FAM3C","Myeloid","LAMP1"
"1764","B-cells:GRN_Myeloid:TNFRSF1A","B-cells","GRN","Myeloid","TNFRSF1A"
"1765","B-cells:GRN_Myeloid:TNFRSF1B","B-cells","GRN","Myeloid","TNFRSF1B"
"1766","B-cells:HLA-A_Myeloid:APLP2","B-cells","HLA-A","Myeloid","APLP2"
"1767","B-cells:HLA-A_Myeloid:LILRB2","B-cells","HLA-A","Myeloid","LILRB2"
"1768","B-cells:HLA-C_Myeloid:CD47","B-cells","HLA-C","Myeloid","CD47"
"1769","B-cells:HLA-C_Myeloid:CD53","B-cells","HLA-C","Myeloid","CD53"
"1770","B-cells:HLA-C_Myeloid:CD81","B-cells","HLA-C","Myeloid","CD81"
"1771","B-cells:HLA-C_Myeloid:LILRB2","B-cells","HLA-C","Myeloid","LILRB2"
"1772","B-cells:JAK1_Myeloid:IFNAR1","B-cells","JAK1","Myeloid","IFNAR1"
"1773","B-cells:JAK1_Myeloid:IFNAR2","B-cells","JAK1","Myeloid","IFNAR2"
"1774","B-cells:LGALS1_Myeloid:CD69","B-cells","LGALS1","Myeloid","CD69"
"1775","B-cells:LGALS1_Myeloid:PTPRC","B-cells","LGALS1","Myeloid","PTPRC"
"1776","B-cells:LRPAP1_Myeloid:SIRPA","B-cells","LRPAP1","Myeloid","SIRPA"
"1777","B-cells:LTB_Myeloid:CD40","B-cells","LTB","Myeloid","CD40"
"1778","B-cells:LTB_Myeloid:TNFRSF1A","B-cells","LTB","Myeloid","TNFRSF1A"
"1779","B-cells:MIF_Myeloid:CD44","B-cells","MIF","Myeloid","CD44"
"1780","B-cells:MIF_Myeloid:CD74","B-cells","MIF","Myeloid","CD74"
"1781","B-cells:MIF_Myeloid:CXCR4","B-cells","MIF","Myeloid","CXCR4"
"1782","B-cells:MIF_Myeloid:TNFRSF14","B-cells","MIF","Myeloid","TNFRSF14"
"1783","B-cells:MS4A1_Myeloid:CD53","B-cells","MS4A1","Myeloid","CD53"
"1784","B-cells:MT-RNR2_Myeloid:FPR3","B-cells","MT-RNR2","Myeloid","FPR3"
"1785","B-cells:PKM_Myeloid:CD44","B-cells","PKM","Myeloid","CD44"
"1786","B-cells:RPS19_Myeloid:C5AR1","B-cells","RPS19","Myeloid","C5AR1"
"1787","B-cells:SRGN_Myeloid:CD44","B-cells","SRGN","Myeloid","CD44"
"1788","B-cells:SYK_Myeloid:FCGR2A","B-cells","SYK","Myeloid","FCGR2A"
"1789","B-cells:VIM_Myeloid:CD44","B-cells","VIM","Myeloid","CD44"
"1790","Epithelial:ACTR2_Mast:ADRB2","Epithelial","ACTR2","Mast","ADRB2"
"1791","Epithelial:APOO_Mast:IL1RAPL1","Epithelial","APOO","Mast","IL1RAPL1"
"1792","Epithelial:APP_Mast:CD74","Epithelial","APP","Mast","CD74"
"1793","Epithelial:APP_Mast:RPSA","Epithelial","APP","Mast","RPSA"
"1794","Epithelial:APP_Mast:SLC45A3","Epithelial","APP","Mast","SLC45A3"
"1795","Epithelial:ARPC5_Mast:ADRB2","Epithelial","ARPC5","Mast","ADRB2"
"1796","Epithelial:CD63_Mast:KIT","Epithelial","CD63","Mast","KIT"
"1797","Epithelial:CD81_Mast:CD37","Epithelial","CD81","Mast","CD37"
"1798","Epithelial:CD81_Mast:KIT","Epithelial","CD81","Mast","KIT"
"1799","Epithelial:CD9_Mast:KIT","Epithelial","CD9","Mast","KIT"
"1800","Epithelial:CDH1_Mast:KLRG1","Epithelial","CDH1","Mast","KLRG1"
"1801","Epithelial:COPA_Mast:CD74","Epithelial","COPA","Mast","CD74"
"1802","Epithelial:FAM3C_Mast:HLA-C","Epithelial","FAM3C","Mast","HLA-C"
"1803","Epithelial:FAM3C_Mast:LAMP1","Epithelial","FAM3C","Mast","LAMP1"
"1804","Epithelial:GNAS_Mast:ADRB2","Epithelial","GNAS","Mast","ADRB2"
"1805","Epithelial:HLA-B_Mast:SIGLEC10","Epithelial","HLA-B","Mast","SIGLEC10"
"1806","Epithelial:IL10RB_Mast:IFNAR1","Epithelial","IL10RB","Mast","IFNAR1"
"1807","Epithelial:IL18_Mast:IL1RAPL1","Epithelial","IL18","Mast","IL1RAPL1"
"1808","Epithelial:ITGA3_Mast:CD63","Epithelial","ITGA3","Mast","CD63"
"1809","Epithelial:ITGA6_Mast:CD63","Epithelial","ITGA6","Mast","CD63"
"1810","Epithelial:ITGA6_Mast:CD9","Epithelial","ITGA6","Mast","CD9"
"1811","Epithelial:JAK1_Mast:IFNAR1","Epithelial","JAK1","Mast","IFNAR1"
"1812","Epithelial:LAMA1_Mast:CD44","Epithelial","LAMA1","Mast","CD44"
"1813","Epithelial:LAMA1_Mast:RPSA","Epithelial","LAMA1","Mast","RPSA"
"1814","Epithelial:LAMB3_Mast:CD44","Epithelial","LAMB3","Mast","CD44"
"1815","Epithelial:LEFTY1_Mast:TGFB1","Epithelial","LEFTY1","Mast","TGFB1"
"1816","Epithelial:LGALS1_Mast:CD69","Epithelial","LGALS1","Mast","CD69"
"1817","Epithelial:LGALS9_Mast:CD44","Epithelial","LGALS9","Mast","CD44"
"1818","Epithelial:LMAN1_Mast:MCFD2","Epithelial","LMAN1","Mast","MCFD2"
"1819","Epithelial:MDK_Mast:NCL","Epithelial","MDK","Mast","NCL"
"1820","Epithelial:MIF_Mast:CD44","Epithelial","MIF","Mast","CD44"
"1821","Epithelial:MIF_Mast:CD74","Epithelial","MIF","Mast","CD74"
"1822","Epithelial:PIGR_Mast:SIGLEC10","Epithelial","PIGR","Mast","SIGLEC10"
"1823","Epithelial:PKM_Mast:CD44","Epithelial","PKM","Mast","CD44"
"1824","Epithelial:RPS27A_Mast:ADRB2","Epithelial","RPS27A","Mast","ADRB2"
"1825","Epithelial:UBA52_Mast:ADRB2","Epithelial","UBA52","Mast","ADRB2"
"1826","Epithelial:UBC_Mast:ADRB2","Epithelial","UBC","Mast","ADRB2"
"1827","Fibroblasts:APP_Mast:CD74","Fibroblasts","APP","Mast","CD74"
"1828","Fibroblasts:APP_Mast:RPSA","Fibroblasts","APP","Mast","RPSA"
"1829","Fibroblasts:APP_Mast:SLC45A3","Fibroblasts","APP","Mast","SLC45A3"
"1830","Fibroblasts:ARPC5_Mast:ADRB2","Fibroblasts","ARPC5","Mast","ADRB2"
"1831","Fibroblasts:COL14A1_Mast:CD44","Fibroblasts","COL14A1","Mast","CD44"
"1832","Fibroblasts:COL1A1_Mast:CD44","Fibroblasts","COL1A1","Mast","CD44"
"1833","Fibroblasts:COL1A2_Mast:CD44","Fibroblasts","COL1A2","Mast","CD44"
"1834","Fibroblasts:COL4A2_Mast:CD44","Fibroblasts","COL4A2","Mast","CD44"
"1835","Fibroblasts:COL6A1_Mast:CD44","Fibroblasts","COL6A1","Mast","CD44"
"1836","Fibroblasts:COL6A2_Mast:CD44","Fibroblasts","COL6A2","Mast","CD44"
"1837","Fibroblasts:COL6A3_Mast:CD44","Fibroblasts","COL6A3","Mast","CD44"
"1838","Fibroblasts:DCN_Mast:TGFB1","Fibroblasts","DCN","Mast","TGFB1"
"1839","Fibroblasts:FAM3C_Mast:HLA-C","Fibroblasts","FAM3C","Mast","HLA-C"
"1840","Fibroblasts:FAM3C_Mast:LAMP1","Fibroblasts","FAM3C","Mast","LAMP1"
"1841","Fibroblasts:FN1_Mast:CD44","Fibroblasts","FN1","Mast","CD44"
"1842","Fibroblasts:GNAS_Mast:ADRB2","Fibroblasts","GNAS","Mast","ADRB2"
"1843","Fibroblasts:GRK5_Mast:ADRB2","Fibroblasts","GRK5","Mast","ADRB2"
"1844","Fibroblasts:JAK1_Mast:IFNAR1","Fibroblasts","JAK1","Mast","IFNAR1"
"1845","Fibroblasts:LAMA4_Mast:CD44","Fibroblasts","LAMA4","Mast","CD44"
"1846","Fibroblasts:LAMB1_Mast:CD44","Fibroblasts","LAMB1","Mast","CD44"
"1847","Fibroblasts:LAMC1_Mast:CD44","Fibroblasts","LAMC1","Mast","CD44"
"1848","Fibroblasts:LGALS1_Mast:CD69","Fibroblasts","LGALS1","Mast","CD69"
"1849","Fibroblasts:LMAN1_Mast:MCFD2","Fibroblasts","LMAN1","Mast","MCFD2"
"1850","Fibroblasts:MIF_Mast:CD44","Fibroblasts","MIF","Mast","CD44"
"1851","Fibroblasts:MIF_Mast:CD74","Fibroblasts","MIF","Mast","CD74"
"1852","Fibroblasts:MMP14_Mast:CD44","Fibroblasts","MMP14","Mast","CD44"
"1853","Fibroblasts:MXRA5_Mast:CD69","Fibroblasts","MXRA5","Mast","CD69"
"1854","Fibroblasts:PKM_Mast:CD44","Fibroblasts","PKM","Mast","CD44"
"1855","Fibroblasts:PROCR_Mast:SIGLEC10","Fibroblasts","PROCR","Mast","SIGLEC10"
"1856","Fibroblasts:PTN_Mast:NCL","Fibroblasts","PTN","Mast","NCL"
"1857","Fibroblasts:SCT_Mast:ADRB2","Fibroblasts","SCT","Mast","ADRB2"
"1858","Fibroblasts:TIMP2_Mast:CD44","Fibroblasts","TIMP2","Mast","CD44"
"1859","Fibroblasts:VCAN_Mast:CD44","Fibroblasts","VCAN","Mast","CD44"
"1860","Fibroblasts:VIM_Mast:CD44","Fibroblasts","VIM","Mast","CD44"
"1861","Endothelial:ACTR2_Mast:ADRB2","Endothelial","ACTR2","Mast","ADRB2"
"1862","Endothelial:ADM_Mast:ADRB2","Endothelial","ADM","Mast","ADRB2"
"1863","Endothelial:ADRB2_Mast:HNRNPK","Endothelial","ADRB2","Mast","HNRNPK"
"1864","Endothelial:ADRB2_Mast:VAPA","Endothelial","ADRB2","Mast","VAPA"
"1865","Endothelial:ADRB2_Mast:YWHAQ","Endothelial","ADRB2","Mast","YWHAQ"
"1866","Endothelial:APP_Mast:CD74","Endothelial","APP","Mast","CD74"
"1867","Endothelial:APP_Mast:RPSA","Endothelial","APP","Mast","RPSA"
"1868","Endothelial:APP_Mast:SLC45A3","Endothelial","APP","Mast","SLC45A3"
"1869","Endothelial:ARPC5_Mast:ADRB2","Endothelial","ARPC5","Mast","ADRB2"
"1870","Endothelial:COL4A1_Mast:CD44","Endothelial","COL4A1","Mast","CD44"
"1871","Endothelial:COL4A2_Mast:CD44","Endothelial","COL4A2","Mast","CD44"
"1872","Endothelial:FAM3C_Mast:HLA-C","Endothelial","FAM3C","Mast","HLA-C"
"1873","Endothelial:FAM3C_Mast:LAMP1","Endothelial","FAM3C","Mast","LAMP1"
"1874","Endothelial:GNAS_Mast:ADRB2","Endothelial","GNAS","Mast","ADRB2"
"1875","Endothelial:GRK5_Mast:ADRB2","Endothelial","GRK5","Mast","ADRB2"
"1876","Endothelial:HLA-B_Mast:SIGLEC10","Endothelial","HLA-B","Mast","SIGLEC10"
"1877","Endothelial:IL10RB_Mast:IFNAR1","Endothelial","IL10RB","Mast","IFNAR1"
"1878","Endothelial:INHBB_Mast:TGFB1","Endothelial","INHBB","Mast","TGFB1"
"1879","Endothelial:ITGA5_Mast:CD9","Endothelial","ITGA5","Mast","CD9"
"1880","Endothelial:ITGA6_Mast:CD63","Endothelial","ITGA6","Mast","CD63"
"1881","Endothelial:ITGA6_Mast:CD9","Endothelial","ITGA6","Mast","CD9"
"1882","Endothelial:JAK1_Mast:IFNAR1","Endothelial","JAK1","Mast","IFNAR1"
"1883","Endothelial:LAMB1_Mast:CD44","Endothelial","LAMB1","Mast","CD44"
"1884","Endothelial:LAMB2_Mast:CD44","Endothelial","LAMB2","Mast","CD44"
"1885","Endothelial:LAMB2_Mast:RPSA","Endothelial","LAMB2","Mast","RPSA"
"1886","Endothelial:LGALS1_Mast:CD69","Endothelial","LGALS1","Mast","CD69"
"1887","Endothelial:LMAN1_Mast:MCFD2","Endothelial","LMAN1","Mast","MCFD2"
"1888","Endothelial:MADCAM1_Mast:CD44","Endothelial","MADCAM1","Mast","CD44"
"1889","Endothelial:MICA_Mast:HCST","Endothelial","MICA","Mast","HCST"
"1890","Endothelial:MIF_Mast:CD44","Endothelial","MIF","Mast","CD44"
"1891","Endothelial:MIF_Mast:CD74","Endothelial","MIF","Mast","CD74"
"1892","Endothelial:PKM_Mast:CD44","Endothelial","PKM","Mast","CD44"
"1893","Endothelial:PROCR_Mast:SIGLEC10","Endothelial","PROCR","Mast","SIGLEC10"
"1894","Endothelial:SRGN_Mast:CD44","Endothelial","SRGN","Mast","CD44"
"1895","Endothelial:TIMP2_Mast:CD44","Endothelial","TIMP2","Mast","CD44"
"1896","Endothelial:TIMP3_Mast:CD44","Endothelial","TIMP3","Mast","CD44"
"1897","Endothelial:UBC_Mast:ADRB2","Endothelial","UBC","Mast","ADRB2"
"1898","Endothelial:VIM_Mast:CD44","Endothelial","VIM","Mast","CD44"
"1899","Myeloid:ACTR2_Mast:ADRB2","Myeloid","ACTR2","Mast","ADRB2"
"1900","Myeloid:ALOX5AP_Mast:ALOX5","Myeloid","ALOX5AP","Mast","ALOX5"
"1901","Myeloid:ARPC5_Mast:ADRB2","Myeloid","ARPC5","Mast","ADRB2"
"1902","Myeloid:ARRB2_Mast:ADRB2","Myeloid","ARRB2","Mast","ADRB2"
"1903","Myeloid:C1QB_Mast:C1QBP","Myeloid","C1QB","Mast","C1QBP"
"1904","Myeloid:CD33_Mast:SIGLEC10","Myeloid","CD33","Mast","SIGLEC10"
"1905","Myeloid:CD52_Mast:SIGLEC10","Myeloid","CD52","Mast","SIGLEC10"
"1906","Myeloid:CD53_Mast:CD37","Myeloid","CD53","Mast","CD37"
"1907","Myeloid:CD63_Mast:KIT","Myeloid","CD63","Mast","KIT"
"1908","Myeloid:CD81_Mast:CD37","Myeloid","CD81","Mast","CD37"
"1909","Myeloid:CD81_Mast:KIT","Myeloid","CD81","Mast","KIT"
"1910","Myeloid:CD9_Mast:KIT","Myeloid","CD9","Mast","KIT"
"1911","Myeloid:GNAS_Mast:ADRB2","Myeloid","GNAS","Mast","ADRB2"
"1912","Myeloid:HLA-B_Mast:SIGLEC10","Myeloid","HLA-B","Mast","SIGLEC10"
"1913","Myeloid:IL16_Mast:CD9","Myeloid","IL16","Mast","CD9"
"1914","Myeloid:IL18_Mast:IL1RAPL1","Myeloid","IL18","Mast","IL1RAPL1"
"1915","Myeloid:IL1B_Mast:ADRB2","Myeloid","IL1B","Mast","ADRB2"
"1916","Myeloid:JAK1_Mast:IFNAR1","Myeloid","JAK1","Mast","IFNAR1"
"1917","Myeloid:LGALS1_Mast:CD69","Myeloid","LGALS1","Mast","CD69"
"1918","Myeloid:LGALS9_Mast:CD44","Myeloid","LGALS9","Mast","CD44"
"1919","Myeloid:LILRB2_Mast:SIGLEC10","Myeloid","LILRB2","Mast","SIGLEC10"
"1920","Myeloid:MIF_Mast:CD44","Myeloid","MIF","Mast","CD44"
"1921","Myeloid:MIF_Mast:CD74","Myeloid","MIF","Mast","CD74"
"1922","Myeloid:MMP14_Mast:CD44","Myeloid","MMP14","Mast","CD44"
"1923","Myeloid:PKM_Mast:CD44","Myeloid","PKM","Mast","CD44"
"1924","Myeloid:PTGS2_Mast:ALOX5","Myeloid","PTGS2","Mast","ALOX5"
"1925","Myeloid:RPS27A_Mast:ADRB2","Myeloid","RPS27A","Mast","ADRB2"
"1926","Myeloid:SIGLEC7_Mast:SIGLEC10","Myeloid","SIGLEC7","Mast","SIGLEC10"
"1927","Myeloid:SRGN_Mast:CD44","Myeloid","SRGN","Mast","CD44"
"1928","Myeloid:UBA52_Mast:ADRB2","Myeloid","UBA52","Mast","ADRB2"
"1929","Myeloid:UBC_Mast:ADRB2","Myeloid","UBC","Mast","ADRB2"
"1930","Myeloid:VIM_Mast:CD44","Myeloid","VIM","Mast","CD44"
"1931","Mast:ACTR2_Mast:ADRB2","Mast","ACTR2","Mast","ADRB2"
"1932","Mast:ADRB2_Mast:HNRNPK","Mast","ADRB2","Mast","HNRNPK"
