id_gene,ensembl,gene_name,hgnc_symbol,protein_id
1956,ENSG00000166603,MC4R,MC4R,944
1957,ENSG00000176136,MC5R,MC5R,957
1958,ENSG00000076706,MCAM,MCAM,1055
1959,ENSG00000180398,MCFD2,MCFD2,1769
1960,ENSG00000128285,MCHR1,MCHR1,1926
1961,ENSG00000152034,MCHR2,MCHR2,1842
1962,ENSG00000112139,MDGA1,MDGA1,1758
1963,ENSG00000110492,MDK,MDK,775
1964,ENSG00000145794,MEGF10,MEGF10,1874
1965,ENSG00000163975,MELTF,MELTF,502
1966,ENSG00000152595,MEPE,MEPE,2067
1967,ENSG00000153208,MERTK,MERTK,1343
1968,ENSG00000105976,MET,MET,501
1969,ENSG00000117122,MFAP2,MFAP2,1164
1970,ENSG00000198948,MFAP3L,MFAP3L,176
1971,ENSG00000197614,MFAP5,MFAP5,1375
1972,ENSG00000140545,MFGE8,MFGE8,1327
1973,ENSG00000100060,MFNG,MFNG,44
1974,ENSG00000235718,MFRP,MFRP,1960
1975,ENSG00000074416,MGLL,MGLL,1925
1976,ENSG00000102858,MGRN1,MGRN1,137
1977,ENSG00000261857,MIA,MIA,1501
1978,ENSG00000204520,MICA,MICA,1509
1979,ENSG00000235233,MICA,MICA,1509
1980,ENSG00000183214,MICA,MICA,1509
1981,ENSG00000233051,MICA,MICA,1509
1982,ENSG00000231225,MICA,MICA,1509
1983,ENSG00000234218,MICB,MICB,1508
1984,ENSG00000206449,MICB,MICB,1508
1985,ENSG00000238289,MICB,MICB,1508
1986,ENSG00000231179,MICB,MICB,1508
1987,ENSG00000227772,MICB,MICB,1508
1988,ENSG00000204516,MICB,MICB,1508
1989,ENSG00000231372,MICB,MICB,1508
1990,ENSG00000224378,MICB,MICB,1508
1991,ENSG00000276701,MIF,MIF,647
1992,ENSG00000240972,MIF,MIF,647
1993,ENSG00000271605,MILR1,MILR1,1647
1994,ENSG00000135517,MIP,MIP,910
1995,ENSG00000011143,MKS1,MKS1,2101
1996,ENSG00000096395,MLN,MLN,617
1997,ENSG00000102539,MLNR,MLNR,108
1998,ENSG00000196611,MMP1,MMP1,390
1999,ENSG00000262406,MMP12,MMP12,1015
2000,ENSG00000137745,MMP13,MMP13,1069
2001,ENSG00000157227,MMP14,MMP14,1121
2002,ENSG00000102996,MMP15,MMP15,1128
2003,ENSG00000156103,MMP16,MMP16,1129
2004,ENSG00000087245,MMP2,MMP2,493
2005,ENSG00000125966,MMP24,MMP24,2267
2006,ENSG00000137673,MMP7,MMP7,522
2007,ENSG00000100985,MMP9,MMP9,658
2008,ENSG00000173269,MMRN2,MMRN2,2019
2009,ENSG00000234623,MOG,MOG,1497
2010,ENSG00000230885,MOG,MOG,1497
2011,ENSG00000204655,MOG,MOG,1497
2012,ENSG00000236561,MOG,MOG,1497
2013,ENSG00000137345,MOG,MOG,1497
2014,ENSG00000234096,MOG,MOG,1497
2015,ENSG00000237834,MOG,MOG,1497
2016,ENSG00000232641,MOG,MOG,1497
2017,ENSG00000107186,MPDZ,MPDZ,203
2018,ENSG00000228090,MPIG6B,MPIG6B,261
2019,ENSG00000204420,MPIG6B,MPIG6B,261
2020,ENSG00000230060,MPIG6B,MPIG6B,261
2021,ENSG00000224393,MPIG6B,MPIG6B,261
2022,ENSG00000237459,MPIG6B,MPIG6B,261
2023,ENSG00000206396,MPIG6B,MPIG6B,261
2024,ENSG00000231003,MPIG6B,MPIG6B,261
2025,ENSG00000117400,MPL,MPL,1025
2026,ENSG00000158887,MPZ,MPZ,842
2027,ENSG00000197965,MPZL1,MPZL1,229
2028,ENSG00000149573,MPZL2,MPZL2,143
2029,ENSG00000160588,MPZL3,MPZL3,1591
2030,ENSG00000170262,MRAP,MRAP,1778
2031,ENSG00000260314,MRC1,MRC1,801
2032,ENSG00000011028,MRC2,MRC2,2151
2033,ENSG00000170255,MRGPRX1,MRGPRX1,1878
2034,ENSG00000183695,MRGPRX2,MRGPRX2,1877
2035,ENSG00000179817,MRGPRX4,MRGPRX4,1876
2036,ENSG00000156738,MS4A1,MS4A1,598
2037,ENSG00000110079,MS4A4A,MS4A4A,1872
2038,ENSG00000263639,MSMB,MSMB,487
2039,ENSG00000215183,MSMP,MSMP,1506
2040,ENSG00000147065,MSN,MSN,852
2041,ENSG00000173531,MST1,MST1,859
2042,ENSG00000000012,MST1,MST1,859
2043,ENSG00000164078,MST1R,MST1R,1298
2044,ENSG00000138379,MSTN,MSTN,66
2045,ENSG0000000002,MT-RNR2,MT-RNR2,1684
2046,ENSG00000108389,MTMR4,MTMR4,2104
2047,ENSG00000168412,MTNR1A,MTNR1A,1088
2048,ENSG00000134640,MTNR1B,MTNR1B,1105
2049,ENSG00000138823,MTTP,MTTP,1173
2050,ENSG00000185499,MUC1,MUC1,674
2051,ENSG00000169550,MUC15,MUC15,1726
2052,ENSG0000000003,MUC2,MUC2,1287
2053,ENSG00000278466,MUC2,MUC2,1287
2054,ENSG00000198788,MUC2,MUC2,1287
2055,ENSG00000284971,MUC2,,1287
2056,ENSG00000275430,MUC20,MUC20,1725
2057,ENSG00000277753,MUC20,MUC20,1725
2058,ENSG00000276583,MUC20,MUC20,1725
2059,ENSG00000281630,MUC20,MUC20,1725
2060,ENSG00000176945,MUC20,MUC20,1725
2061,ENSG00000278114,MUC20,MUC20,1725
2062,ENSG00000275501,MUC20,MUC20,1725
2063,ENSG00000274843,MUC20,MUC20,1725
2064,ENSG00000215182,MUC5AC,MUC5AC,1252
2065,ENSG00000283158,MUC5AC,MUC5AC,1252
2066,ENSG00000277281,MUC6,MUC6,1620
2067,ENSG00000277518,MUC6,MUC6,1620
2068,ENSG00000283350,MUC6,MUC6,1620
2069,ENSG00000184956,MUC6,MUC6,1620
2070,ENSG00000171195,MUC7,MUC7,1773
2071,ENSG00000030304,MUSK,MUSK,81
2072,ENSG00000101825,MXRA5,MXRA5,2076
2073,ENSG00000162576,MXRA8,MXRA8,1942
2074,ENSG00000101335,MYL9,MYL9,826
2075,ENSG00000065534,MYLK,MYLK,1466
2076,ENSG00000101306,MYLK2,MYLK2,1993
2077,ENSG00000176658,MYO1D,MYO1D,209
2078,ENSG00000034971,MYOC,MYOC,1936
2079,ENSG00000077616,NAALAD2,NAALAD2,2251
2080,ENSG00000285516,NAALAD2,NAALAD2,2251
2081,ENSG00000168060,NAALADL1,NAALADL1,2233
2082,ENSG00000105835,NAMPT,NAMPT,1060
2083,ENSG00000135372,NAT10,NAT10,1984
2084,ENSG00000158747,NBL1,NBL1,1036
2085,ENSG00000149294,NCAM1,NCAM1,630
2086,ENSG00000154654,NCAM2,NCAM2,93
2087,ENSG00000130287,NCAN,NCAN,58
2088,ENSG00000115053,NCL,NCL,727
2089,ENSG00000141027,NCOR1,NCOR1,183
2090,ENSG00000278362,NCR1,NCR1,204
2091,ENSG00000277824,NCR1,NCR1,204
2092,ENSG00000275521,NCR1,NCR1,204
2093,ENSG00000273535,NCR1,NCR1,204
2094,ENSG00000278025,NCR1,NCR1,204
2095,ENSG00000189430,NCR1,NCR1,204
2096,ENSG00000275637,NCR1,NCR1,204
2097,ENSG00000277629,NCR1,NCR1,204
2098,ENSG00000273916,NCR1,NCR1,204
2099,ENSG00000275822,NCR1,NCR1,204
2100,ENSG00000277334,NCR1,NCR1,204
2101,ENSG00000273506,NCR1,NCR1,204
2102,ENSG00000284113,NCR1,NCR1,204
2103,ENSG00000284208,NCR1,NCR1,204
2104,ENSG00000276450,NCR1,NCR1,204
2105,ENSG00000275156,NCR1,NCR1,204
2106,ENSG00000277442,NCR1,NCR1,204
2107,ENSG00000274053,NCR1,NCR1,204
2108,ENSG00000096264,NCR2,NCR2,264
2109,ENSG00000237808,NCR3,NCR3,71
2110,ENSG00000204475,NCR3,NCR3,71
2111,ENSG00000236315,NCR3,NCR3,71
2112,ENSG00000236979,NCR3,NCR3,71
2113,ENSG00000237103,NCR3,NCR3,71
2114,ENSG00000223833,NCR3,NCR3,71
2115,ENSG00000225211,NCR3,NCR3,71
2116,ENSG00000206430,NCR3,NCR3,71
2117,ENSG00000188211,NCR3LG1,NCR3LG1,1553
2118,ENSG00000162736,NCSTN,NCSTN,1808
2119,ENSG00000124479,NDP,NDP,1259
2120,ENSG00000110400,NECTIN1,NECTIN1,1450
2121,ENSG00000130202,NECTIN2,NECTIN2,1813
