Gene;OverallAverageExpression;case_avg;control_avg
C19orf48;9,51794546722227e-02;7,45980659853505e-02;9,90855386655819e-02
C19orf53;4,21482892952249e-01;3,27683934122888e-01;4,39284734084127e-01
C19orf54;8,64439990417341e-03;1,31306227429036e-02;7,79297226303546e-03
C19orf57;2,78890634386321e-03;2,69932087806644e-03;2,80590851797839e-03
C19orf60;2,79245766394245e-01;2,45211262691687e-01;2,85705079327745e-01
C19orf66;8,29507520527740e-02;5,92891874003559e-02;8,74414139975435e-02
C19orf68;1,34913719571834e-02;1,42924681994671e-02;1,33393341497871e-02
C19orf70;2,24604187964902e-01;2,13366106903387e-01;2,26737031827788e-01
C19orf73;6,12552258719267e-03;6,80533385027125e-03;5,99650311559062e-03
C19orf81;3,15902716961194e-03;5,81937360163538e-03;2,65412748703875e-03
C1D;1,56836199460949e-01;1,46326830136037e-01;1,58830743168610e-01
C1GALT1;7,19427119262392e-02;6,85289852726023e-02;7,25905935265697e-02
C1GALT1C1;2,88806345705664e-02;4,39380549105674e-02;2,60229290257081e-02
C1QA;1,26218104131680e-02;1,95785245367451e-02;1,13015151649755e-02
C1QB;5,06512415438620e-03;8,03999459398881e-03;4,50053184318510e-03
C1QBP;3,45998123346278e-01;3,99252106000451e-01;3,35891199445619e-01
C1QC;2,56746696632131e-03;4,32838513279381e-03;2,23326724985314e-03
C1QTNF3;1,96221727540152e-03;4,97706817425351e-03;1,39003718505213e-03
C1QTNF4;2,67800596593489e-02;9,17126297548184e-02;1,44566894263495e-02
C1QTNF6;3,69658064260167e-03;3,72903973381551e-03;3,69042032278271e-03
C1R;2,18925895355472e-03;4,18637321824089e-03;1,81023224253517e-03
C1RL;2,15201782846074e-02;4,09572987559908e-02;1,78312617442626e-02
C1RL-AS1;1,12498490740210e-02;2,55741315045866e-02;8,53128371530550e-03
C1orf109;2,51870412528617e-02;2,68468676627009e-02;2,48720274571520e-02
C1orf112;1,03530634721291e-02;1,20412877924223e-02;1,00326601166985e-02
C1orf122;5,22796003548242e-02;5,97735704474415e-02;5,08573408041770e-02
C1orf123;6,37848350684889e-02;7,35653944253677e-02;6,19286101591185e-02
C1orf131;6,91892287313367e-02;6,75331566292553e-02;6,95035300075142e-02
C1orf132;2,76642232188132e-02;2,43906128237907e-02;2,82855125476838e-02
C1orf159;7,77881953788112e-03;1,07585898543204e-02;7,21329729280761e-03
C1orf162;2,91320786677649e-01;2,88145741221182e-01;2,91923369643472e-01
C1orf174;5,42517165759840e-02;6,84458851693704e-02;5,15578451572379e-02
C1orf186;2,82006804522366e-02;1,00646589126062e-01;1,44513747780431e-02
C1orf198;1,12152272863594e-02;7,88954256375629e-03;1,18463996557052e-02
C1orf21;3,36834387145463e-02;3,98544636412601e-02;3,25122572138426e-02
C1orf216;1,28927049490552e-02;2,03483731064497e-02;1,14777146151925e-02
C1orf228;1,14304871964030e-01;2,23545038722281e-01;9,35724873179698e-02
C1orf27;2,83241012628581e-02;5,09614943297818e-02;2,40278139687702e-02
C1orf35;6,25752908577866e-02;6,02541661370345e-02;6,30158106038669e-02
C1orf43;1,72729710771213e-01;2,22451329736908e-01;1,63293184260750e-01
C1orf50;2,52386206113285e-02;2,78137222997601e-02;2,47498992893862e-02
C1orf52;7,53571619156743e-02;7,84802043674035e-02;7,47644484541642e-02
C1orf53;3,89728454992488e-03;5,60115187172980e-03;3,57391235314230e-03
C1orf54;2,06285594783778e-02;4,41029290473012e-02;1,61734247631068e-02
C1orf56;1,16159072440437e-01;5,30246172325445e-02;1,28141183495669e-01
C1orf74;3,28288847302843e-03;1,29349637121832e-02;1,45104820374623e-03
C2;3,93519156595031e-03;7,58122870523740e-03;3,24322041057114e-03
C20orf194;1,89222741390391e-02;3,87669354007633e-02;1,51560115759351e-02
C20orf196;2,95885365236479e-02;2,07306771186674e-02;3,12696447988776e-02
C20orf197;4,44382092577589e-03;1,36743099363410e-02;2,69199232355700e-03
C20orf24;2,12565042484909e-01;3,08867886714550e-01;1,94287995970536e-01
C20orf27;1,50360850241114e-01;1,58558404497488e-01;1,48805059426769e-01
C20orf96;2,06708919283926e-02;3,59555565714252e-02;1,77700583250655e-02
C21orf2;5,93244337242738e-02;6,17548091507498e-02;5,88631795933867e-02
C21orf33;3,72452794508504e-02;1,29789060364683e-01;1,96816550126686e-02
C21orf58;2,95614151071319e-02;5,09811422212657e-02;2,54962252166165e-02
C21orf59;8,22876511790577e-02;1,32198596302488e-01;7,28151929884976e-02
C21orf62;6,41538609271174e-03;5,22880102409322e-03;6,64058474251161e-03
C21orf62-AS1;5,91588300171542e-03;5,87846619559518e-03;5,92298423233170e-03
C21orf91;2,65615819839641e-02;5,73732557787715e-02;2,07139208931811e-02
C22orf15;1,13822572526995e-03;1,77244246101410e-03;1,01785951104113e-03
C22orf34;5,16290821293160e-03;8,85418241676635e-03;4,46235164203822e-03
C22orf39;9,07613423299039e-02;1,01627419114283e-01;8,86991001146763e-02
C22orf46;4,01603648219439e-02;2,58284772336972e-02;4,28803735421904e-02
C2CD2;7,41511317263255e-03;1,90029178290546e-02;5,21589625023435e-03
C2CD2L;1,00380636291188e-02;1,47892851897110e-02;9,13634262432720e-03
C2CD3;1,46311008372314e-02;1,81722253318053e-02;1,39590407582354e-02
C2CD5;2,87951019471937e-02;5,53898269853249e-02;2,37477637252838e-02
C2orf15;4,71574837294100e-03;4,14583466595864e-03;4,82391069581961e-03
C2orf42;8,13415659055334e-03;8,62821277613039e-03;8,04039105375389e-03
C2orf48;3,63108481963150e-03;3,79781495001623e-03;3,59944157614512e-03
C2orf49;4,74730159600210e-02;6,63397655441927e-02;4,38923485095075e-02
C2orf68;6,08366984552315e-02;1,01571083114693e-01;5,31058339193924e-02
C2orf69;4,94830894888904e-02;4,07871527042357e-02;5,11334669244747e-02
C2orf74;3,34296066160445e-02;3,91278504260830e-02;3,23481529165258e-02
C2orf76;3,60676261378022e-02;4,21441665729586e-02;3,49143765835627e-02
C2orf81;1,63918542816130e-03;1,30345974033624e-03;1,70290186417659e-03
C2orf88;1,69804152868965e-02;1,07790157654407e-02;1,81573614966843e-02
C3AR1;1,36002250545221e-02;2,73387089236036e-02;1,09928367606373e-02
C3orf14;1,33215728713814e-02;1,10362012154029e-02;1,37553071436459e-02
C3orf18;2,55645375663791e-03;1,92098014709837e-03;2,67705850941671e-03
C3orf33;1,21165055068279e-02;1,51541006592624e-02;1,15400088484271e-02
C3orf38;4,98367715662066e-02;6,65879247353753e-02;4,66576172214789e-02
C3orf58;4,19457486532379e-02;5,52820241147049e-02;3,94146943641611e-02
C3orf62;2,09912843897480e-02;2,34738918564723e-02;2,05201172865413e-02
C3orf70;5,91242224763206e-04;4,33416106238828e-03;-1,19115836226896e-04
C3orf80;2,87942875395431e-03;1,27869290040996e-02;9,99112088734356e-04
C4orf3;3,92390881733942e-01;3,74485723986024e-01;3,95789051368741e-01
C4orf32;2,83340523418141e-02;3,98651749917710e-02;2,61455929383343e-02
C4orf33;2,61455819124411e-02;3,78660252906624e-02;2,39211918593080e-02
C4orf36;1,36004035403078e-03;1,30981655871316e-04;1,59329995477103e-03
C4orf46;2,02823159723898e-02;2,66148445049700e-02;1,90804831556188e-02
C4orf48;1,82241872770454e-01;2,37867025243657e-01;1,71684931204973e-01
C5;7,58510945592350e-03;2,60077697332948e-02;4,08872446852781e-03
C5AR1;7,76555901571814e-02;1,13471341915519e-01;7,08582191545820e-02
C5AR2;3,30768421406154e-03;4,02056929857592e-03;3,17238775471707e-03
C5orf15;4,45989039966706e-02;5,64202585964613e-02;4,23553622860221e-02
C5orf17;2,60048780284197e-03;2,59897326477164e-03;2,60077524277151e-03
C5orf22;1,93196312373769e-02;3,50152500075333e-02;1,63408038036827e-02
C5orf24;6,80099978066461e-02;8,71169162920400e-02;6,43837493744487e-02
C5orf30;2,27699930576541e-02;2,17479317827991e-02;2,29639671984024e-02
C5orf34;5,77668200738986e-03;7,06301599589491e-03;5,53255229004875e-03
C5orf42;2,42532533348054e-02;6,10283797572055e-02;1,72738053073783e-02
C5orf51;2,52706368003883e-02;4,67981542117954e-02;2,11849896918870e-02
C5orf56;7,05915709041821e-02;6,24150834849365e-02;7,21433635026373e-02
C5orf63;1,33879851104104e-02;1,84724049071864e-02;1,24230273475567e-02
C5orf66;1,05877531438234e-02;3,51239313345425e-02;5,93110075038657e-03
C6orf106;3,60691160222452e-02;6,74758188109532e-02;3,01085260487701e-02
C6orf120;1,92048211569543e-02;3,22356927421144e-02;1,67317286123885e-02
C6orf132;5,90063944249088e-03;5,79085186073360e-03;5,92147571949318e-03
C6orf136;1,57583687737497e-02;1,12414016411207e-02;1,66156312881371e-02
C6orf203;1,82205413312616e-02;1,85263777517197e-02;1,81624974954100e-02
C6orf226;4,01319741183824e-02;2,88665796507734e-02;4,22700017159503e-02
C6orf47;1,67509045612980e-02;2,16599220212596e-02;1,58192359156488e-02
C6orf48;5,85075344549771e-01;5,35177506231403e-01;5,94545315236585e-01
C6orf52;3,21789163290865e-04;-2,18357243760141e-04;4,24302033863015e-04
C6orf62;1,97168898575037e-01;3,10078355201563e-01;1,75740129703427e-01
C6orf89;6,69181064400892e-02;8,24193688555098e-02;6,39761653534628e-02
C7orf25;3,20180918590864e-03;9,03468089018254e-03;2,09480483620143e-03
C7orf26;3,05447097596224e-02;2,48016782484050e-02;3,16346635912428e-02
C7orf31;9,20085799815479e-03;1,09130222662070e-02;8,87591114723087e-03
C7orf43;1,04738011819634e-02;1,30303622651644e-02;9,98859862945021e-03
C7orf49;3,30089949712036e-02;3,16174045082740e-02;3,32731010194038e-02
C7orf50;1,26995398126603e-01;1,17606996692581e-01;1,28777196484459e-01
C7orf73;3,04360757853881e-01;3,35077795158780e-01;2,98531057556903e-01
C8orf33;6,51055859613358e-02;7,23287656145919e-02;6,37347189681509e-02
C8orf37;6,49954868185760e-03;2,03055556860748e-02;3,87934536167172e-03
C8orf44;1,61469016938639e-02;2,78157091102707e-02;1,39323114849977e-02
C8orf58;3,94887349345777e-03;2,54955681927327e-03;4,21444587760691e-03
C8orf59;3,59625661339018e-01;4,01875442026813e-01;3,51607194044204e-01
C8orf76;3,63559910115024e-02;5,74422068226822e-02;3,23540972951126e-02
C8orf82;1,69811296041809e-02;2,14958987892572e-02;1,61242842320906e-02
C8orf88;2,54008457916580e-02;1,31327243716443e-02;2,77291781231818e-02
C9orf116;9,24281999126111e-04;4,32859911082554e-04;1,01754761794777e-03
C9orf139;3,82876250035348e-03;2,04329747402515e-02;6,77495662174837e-04
C9orf147;2,79117319386103e-03;3,64338062693395e-03;2,62943513701790e-03
C9orf16;3,52332026166700e-01;2,40130623191970e-01;3,73626415523021e-01
C9orf24;2,18142821943258e-03;2,53289639715544e-03;2,11472406044382e-03
C9orf3;5,53389419522841e-03;5,67298679790309e-03;5,50749620055623e-03
C9orf40;1,78592449070610e-02;2,04301717605786e-02;1,73713159153197e-02
C9orf43;3,64831087457769e-03;8,39560661659338e-03;2,74733493987520e-03
C9orf64;1,15682224249675e-02;2,16559026329764e-02;9,65370991125341e-03
C9orf66;6,54344865693425e-03;1,62091427987005e-02;4,70902369434941e-03
C9orf72;5,74587053289799e-02;7,72699821239204e-02;5,36987787101271e-02
C9orf78;2,82255604669592e-01;2,25851572817685e-01;2,92960367566286e-01
C9orf85;2,43199101563224e-02;3,95498124075051e-02;2,14294697536436e-02
CA1;3,93950550243085e-01;1,83395016307189e-01;4,33911294065236e-01
CA11;1,81263973329272e-02;1,26361518888869e-02;1,91683756063495e-02
CA13;4,41801948707600e-03;7,39283265148416e-03;3,85343804597329e-03
CA2;1,87643918335116e-01;9,88506586321230e-02;2,04495741879233e-01
CA3;2,38374543324389e-02;8,70041983100992e-03;2,67102696255426e-02
CA3-AS1;3,80576924888520e-03;2,49517345110965e-03;4,05450354691244e-03
CA5B;4,13841785794907e-02;4,38745116683246e-02;4,09115452521471e-02
CA8;1,07637896090608e-02;1,30083146602346e-02;1,03378074992785e-02
CAAP1;3,52889822494105e-02;6,08571787586101e-02;3,04364659958619e-02
CAB39;6,15195964286958e-02;9,43923411887568e-02;5,52807704641990e-02
CAB39L;8,78361008156069e-03;1,00425519747028e-02;8,54467903311746e-03
CABIN1;4,32296272514921e-02;5,87874352150677e-02;4,02769545439871e-02
CABLES1;1,68983227086867e-03;4,63283228661857e-03;1,13128855796026e-03
CABLES2;4,33435202883425e-03;5,87967751254510e-03;4,04106904252618e-03
CABP4;8,29434745698362e-03;7,91149589869354e-03;8,36700777968689e-03
CACFD1;6,80643564330806e-03;7,76260544598004e-03;6,62496686012858e-03
CACNA1A;7,56144724559352e-03;2,48888402196865e-02;4,27292996561420e-03
CACNA1C-AS2;8,57343620688753e-03;7,39858383917992e-03;8,79640814031154e-03
CACNA2D3;6,29042385213594e-03;1,45572619282121e-02;4,72148385610688e-03
CACNA2D4;1,78791993940152e-02;2,77470739836922e-02;1,60064031716787e-02
CACNB3;4,76753996387704e-03;4,67982563269182e-03;4,78418702060599e-03
CACNB4;2,69878200589816e-03;1,65145496205131e-02;7,67262468598780e-05
CACTIN;9,27318072906829e-03;1,02727261577969e-02;9,08347980756135e-03
CACUL1;6,76716514924974e-02;9,95578238156258e-02;6,16200643418057e-02
CACYBP;2,41604749260645e-01;2,94220571654627e-01;2,31618940004652e-01
CAD;1,30493769635482e-02;1,71728125668772e-02;1,22668016935867e-02
CADM1;4,73957906795072e-03;5,38229651964380e-03;4,61759952670080e-03
CADPS2;-2,83041361233577e-04;1,23158160520124e-04;-3,60132828392174e-04
CAHM;6,35102624871850e-03;8,91053442895290e-03;5,86526437493091e-03
CALCOCO1;3,68125847617916e-02;4,14895259749758e-02;3,59249612156528e-02
CALCOCO2;1,12240170634938e-01;2,29438583271884e-01;8,99974128398679e-02
CALCRL;1,09634411238043e-02;3,68941058685187e-02;6,04213304117228e-03
CALD1;-4,83239040196880e-04;-8,44662704883234e-04;-4,14645457279266e-04
CALHM2;2,01095052515367e-02;3,68317358373794e-02;1,69358400427217e-02
CALM1;7,63311384209402e-01;6,14072150540725e-01;7,91635079499518e-01
CALM2;8,22265491646139e-01;1,03565619631756e+00;7,81766668727531e-01
CALM3;3,49974346593676e-01;2,82547696768020e-01;3,62771061218566e-01
CALML4;7,04051210291671e-03;2,25234514131909e-02;4,10204850698888e-03
CALN1;3,34165597044064e-03;6,28791262522061e-03;2,78249418915108e-03
CALR;4,19679513335908e-01;6,54037431404724e-01;3,75201381835019e-01
CALU;5,85976343340675e-02;1,09022407355427e-01;4,90276581889135e-02
CAMK1;2,21968634671772e-02;3,04930666911839e-02;2,06223503421412e-02
CAMK1D;4,37336488341699e-02;6,78720900332908e-02;3,91524818280451e-02
CAMK2D;2,68727483450324e-02;1,83818982482037e-02;2,84842029537484e-02
CAMK2G;4,31300027074197e-02;5,76106574599874e-02;4,03817598845996e-02
CAMK4;7,70949163749764e-02;1,33246570334915e-02;8,91976949122199e-02
CAMKK1;3,01700896602344e-03;4,34957130638332e-03;2,76410569953234e-03
CAMKK2;3,04438296594118e-02;6,43515454251282e-02;2,40085794525917e-02
CAMKMT;2,26446546950640e-02;1,82421132829601e-02;2,34802006731102e-02
CAMLG;1,94349219245450e-01;1,77259252719982e-01;1,97592676026126e-01
CAMP;3,00977337730053e-03;3,69044592788688e-03;2,88059044435975e-03
CAMSAP1;1,27414232340660e-02;1,92820888531938e-02;1,15000886638149e-02
CAMSAP2;3,49426826252323e-03;5,37353560128914e-03;3,13760738881461e-03
CAMTA1;1,65278986119059e-01;1,68308331986812e-01;1,64704055069244e-01
CAMTA2;1,99234549320226e-02;2,67546595549416e-02;1,86269797796941e-02
CAND1;9,89815016364952e-02;1,11950199733714e-01;9,65202088237042e-02
CANT1;3,30973112856656e-02;5,16791280131714e-02;2,95707204423013e-02
CANX;3,10549104989363e-01;5,79824645484386e-01;2,59444055931052e-01
CAP1;3,69932429003170e-01;6,51882693099151e-01;3,16421879726618e-01
CAPG;1,21373833062667e-01;2,06859186698958e-01;1,05149807726691e-01
CAPN1;1,03328254012547e-01;1,07538566025891e-01;1,02529190712563e-01
CAPN10;9,49020850772334e-03;1,20090371266241e-02;9,01216709370646e-03
CAPN10-AS1;1,51933627957782e-02;1,04157707775434e-02;1,61000885757122e-02
CAPN12;6,05366442850691e-03;9,27219735668674e-03;5,44282809748315e-03
CAPN15;1,48436760727895e-02;1,88005804239196e-02;1,40927063017817e-02
CAPN2;1,54885878390756e-01;1,65771104921869e-01;1,52820001798843e-01
CAPN3;7,12902481796162e-03;1,17437713263157e-02;6,25320503029150e-03
CAPN7;4,67893765475125e-02;6,91812689208204e-02;4,25396821410223e-02
CAPNS1;1,29152284009200e-01;1,98480119072308e-01;1,15994748774127e-01
CAPRIN1;1,06402358171361e-01;2,34744755467019e-01;8,20446148055947e-02
CAPRIN2;1,87642156079358e-02;1,61398419727037e-02;1,92622881143703e-02
CAPS;1,99613721232202e-02;2,71379223526570e-02;1,85993547975078e-02
CAPS2;7,96830756686915e-04;1,57940167088500e-03;6,48308819313105e-04
CAPZA1;2,63309236119579e-01;4,74199334458687e-01;2,23284996258360e-01
CAPZA2;2,41810084150938e-01;2,62839538680911e-01;2,37818962998797e-01
CAPZB;3,76144472363852e-01;4,16869256443389e-01;3,68415429895131e-01
CARD11;1,85240781725007e-02;1,58756409546596e-02;1,90267176387397e-02
CARD16;2,14667574666642e-01;2,51703987379814e-01;2,07638537847438e-01
CARD19;1,17154457035237e-01;1,94214739594715e-01;1,02529402292391e-01
CARD6;1,41934535087580e-02;3,79755674274522e-02;9,67991285708613e-03
CARD8;1,19966696614769e-01;2,08314632542095e-01;1,03199389820151e-01
CARD8-AS1;2,92030785286317e-02;5,34993879263927e-02;2,45919501601736e-02
CARD9;1,52988956878776e-02;3,50032297891700e-02;1,15592654226976e-02
CARF;2,52806941115800e-02;3,31978350353366e-02;2,37781221565991e-02
CARHSP1;1,44191391168713e-01;1,02590003677041e-01;1,52086801738671e-01
CARM1;3,27640878285040e-02;5,24010615967076e-02;2,90372416918815e-02
CARNMT1;3,51431948675503e-02;5,09776479886039e-02;3,21380184520640e-02
CARS;4,54918256808140e-02;4,70797164963856e-02;4,51904643396396e-02
CARS2;5,86427966770192e-02;1,01295589537287e-01;5,05478428331210e-02
CASC1;3,02102425073017e-03;3,53905446265145e-03;2,92270875075844e-03
CASC10;1,66407251207415e-03;5,58210510697495e-03;9,20480102580242e-04
CASC15;2,04903631757647e-03;8,23181507621315e-03;8,75624090101424e-04
CASC3;5,39244137806072e-02;7,11619075009162e-02;5,06529582276844e-02
CASC4;7,62645881210370e-02;1,25972103884837e-01;6,68307382176786e-02
CASD1;1,35018769793816e-02;2,97745718842548e-02;1,04135278857518e-02
CASK;1,94773686948801e-02;4,21678748226141e-02;1,51710012220528e-02
CASP1;1,18513094563284e-01;1,80670867955949e-01;1,06716345208523e-01
CASP10;2,87646982434987e-02;5,29329000313876e-02;2,41778830587602e-02
CASP2;5,41956783722193e-02;1,01862284984536e-01;4,51491668885271e-02
CASP3;4,49478158550133e-02;8,30025672167794e-02;3,77255114018510e-02
CASP4;1,94985821273716e-01;2,18866135603362e-01;1,90453643441667e-01
CASP6;4,88030592433068e-02;7,06066405580878e-02;4,46650187414093e-02
CASP7;2,11284971936575e-02;2,43369711840760e-02;2,05195699201991e-02
CASP8;8,81452134756709e-02;1,14573571911683e-01;8,31294495042380e-02
CASP8AP2;6,95628843901361e-02;1,00926368373392e-01;6,36104967924461e-02
CASP9;7,90383732662694e-03;1,61742910301928e-02;6,33421113080453e-03
CASS4;9,32507085471711e-03;1,56776936050468e-02;8,11942441275763e-03
CAST;2,50895839171971e-01;2,71301685198846e-01;2,47023070927359e-01
CASZ1;8,93428153111123e-03;8,77879489314415e-03;8,96379090372863e-03
CAT;3,09260693159038e-01;4,24647637253568e-01;2,87361728894407e-01
CATSPER1;1,63050853165019e-02;3,12410291660329e-02;1,34704344538233e-02
CATSPER2;1,13317699868550e-02;7,21579454324280e-03;1,21129294140421e-02
CAV1;1,30422291618220e-02;5,01483386677239e-02;5,99996478394313e-03
CBFA2T2;2,77610503208929e-02;3,14399809682463e-02;2,70628363989396e-02
CBFA2T3;2,31132855569827e-02;4,54253612899864e-02;1,88787393266354e-02
CBFB;6,61735601397314e-02;8,49247670873797e-02;6,26148212019116e-02
CBL;6,28299819324609e-02;1,42973478822818e-01;4,76197725953748e-02
CBLB;4,82477641265299e-02;3,86308620511171e-02;5,00729289797856e-02
CBLL1;4,44885548897854e-02;3,62301264683384e-02;4,60558988410656e-02
CBR1;4,65334671103192e-02;9,24747146828108e-02;3,78144066762520e-02
CBR3;8,83357749184506e-03;7,45713287425539e-03;9,09480905256777e-03
CBR4;3,50482581843618e-02;4,09386497924889e-02;3,39303372935426e-02
CBWD1;6,56492746466955e-02;6,27626512068078e-02;6,61971188075025e-02
CBWD2;3,95051351073680e-02;5,48705978651786e-02;3,65889670566123e-02
CBWD3;2,80091070430923e-02;2,01854495933242e-02;2,94939370319238e-02
CBWD5;7,72228705627335e-02;1,28984643007279e-01;6,73991490495924e-02
CBX1;6,55204096853253e-02;9,24949816910482e-02;6,04009813735478e-02
CBX2;7,29690010099875e-03;1,45357158173415e-02;5,92306558328619e-03
CBX3;3,88358286041704e-01;5,03008315725716e-01;3,66599178694758e-01
CBX4;3,53078997303602e-02;3,98351997592263e-02;3,44486761645973e-02
CBX5;1,30643429814370e-01;2,22340195837036e-01;1,13240557955077e-01
CBX6;7,80920161110467e-02;8,11323690804028e-02;7,75149960543127e-02
CBX7;2,71980957059568e-02;1,18034082144574e-02;3,01198102368947e-02
CBX8;1,41836745712381e-03;1,77686694939724e-03;1,35032884468121e-03
CBY1;1,07883837205823e-02;1,37866276365140e-02;1,02193554229107e-02
CC2D1A;1,83287173840840e-02;1,37119231316281e-02;1,92049258073598e-02
CC2D1B;9,36897586037301e-03;2,16469545799783e-02;7,03877273962603e-03
CC2D2A;2,85555620775496e-03;5,84010912841375e-03;2,28912628564990e-03
CC2D2B;6,09921113609859e-03;2,81177495215668e-02;1,92037453507259e-03
CCAR1;1,26608771247460e-01;1,93146419465496e-01;1,13980777742531e-01
CCAR2;2,68384514700027e-02;3,03961043717761e-02;2,61632545109943e-02
CCBE1;3,63395659716195e-03;4,38925885950054e-03;3,49060990068997e-03
CCDC102A;4,55383236980337e-03;6,27800667867171e-03;4,22660616694138e-03
CCDC102B;1,09490420441999e-02;7,78607574896023e-03;1,15493325399161e-02
CCDC106;1,42035386017472e-02;1,70498084726185e-02;1,36633530315440e-02
CCDC107;9,87511679465149e-02;5,01245547595875e-02;1,07979876383564e-01
CCDC112;4,49888282963258e-02;5,22545100401602e-02;4,36098949506602e-02
CCDC113;2,17295949709633e-03;4,90174137963392e-03;1,65507164244697e-03
CCDC115;9,03319999393081e-02;7,23913627984598e-02;9,37369031085113e-02
CCDC117;3,00942527899705e-02;4,98218025558324e-02;2,63502164889709e-02
CCDC12;2,19592119431617e-01;1,38584156778894e-01;2,34966393299458e-01
CCDC120;1,06500567266871e-03;1,87233494663459e-03;9,11784915683542e-04
CCDC121;3,82746223237662e-03;7,56698817371103e-03;3,11774809965072e-03
CCDC122;9,98808076167080e-03;1,93571335830524e-02;8,20995452270233e-03
CCDC124;9,95212840479325e-02;8,02337807486795e-02;1,03181805165107e-01
CCDC125;2,10091030782767e-02;7,21957952829474e-02;1,12945244297911e-02
CCDC126;1,30409715055549e-02;1,81458158911072e-02;1,20721374173228e-02
CCDC127;8,48854804766518e-03;1,03355783800811e-02;8,13800534491254e-03
CCDC13;2,99108317789926e-03;4,96655436470039e-03;2,61616404588616e-03
CCDC130;3,91063713649848e-02;5,88729360592166e-02;3,53549305302326e-02
CCDC134;2,93923775938215e-03;4,50333375584110e-03;2,64239237014257e-03
CCDC136;2,98231772760299e-03;4,12310171802560e-03;2,76581153588462e-03
CCDC137;3,60993794256196e-02;4,99026477895564e-02;3,34796958642860e-02
CCDC138;1,06496337505998e-02;2,20353252196918e-02;8,48877532275649e-03
CCDC14;9,95642363393930e-02;1,25272258284273e-01;9,46851830088529e-02
CCDC141;8,00783491188177e-03;1,08088839492244e-02;7,47623167675327e-03
CCDC142;5,00488047262198e-03;1,31070589963021e-02;3,46719075089428e-03
CCDC144A;2,02540099614333e-02;3,04496633594797e-02;1,83190055190290e-02
CCDC146;1,72968539483819e-02;1,87784469598561e-02;1,70156665691025e-02
CCDC149;7,22013564702111e-03;1,73259113189641e-02;5,30218884599527e-03
CCDC15;1,36348639487336e-02;1,99307820678072e-02;1,24399793195880e-02
CCDC150;3,21402875588809e-03;5,03471389121513e-03;2,86848603414821e-03
CCDC151;4,01523087393673e-03;5,30431292978729e-03;3,77057960860709e-03
CCDC152;1,81599581508967e-02;3,26476268264222e-02;1,54103841753244e-02
CCDC153;1,87941373365209e-03;5,57514546454876e-03;1,17801118120852e-03
CCDC157;1,11348647212299e-02;1,14072461129223e-02;1,10831702213900e-02
CCDC159;3,43194686617931e-02;3,75908506015723e-02;3,36986022651886e-02
CCDC167;1,06584652461361e-01;8,96978501096764e-02;1,09789551283713e-01
CCDC169;4,93970215716052e-03;5,19986888660933e-03;4,89032584378509e-03
CCDC170;5,45309195218445e-03;2,37853348071522e-02;1,97386703361329e-03
CCDC171;7,02925952674229e-03;2,53624113470986e-02;3,54986209818123e-03
CCDC173;3,34796733726680e-03;4,54223108618241e-03;3,12131137228500e-03
CCDC174;5,81363180121805e-02;6,91099159107960e-02;5,60536696664601e-02
CCDC175;2,88590412701751e-04;3,15977960532070e-04;2,83392606867317e-04
CCDC18;4,62295711686545e-02;7,70555433244381e-02;4,03791964320729e-02
CCDC180;9,04753443302883e-03;6,28031246893696e-03;9,57271772286709e-03
CCDC181;7,40949676780738e-04;7,80674997055554e-04;7,33410319742333e-04
CCDC183;1,56553076075168e-03;2,62625560272651e-03;1,36421877011622e-03
CCDC184;8,12484527932072e-03;4,16246584463932e-03;8,87685415106887e-03
CCDC186;7,73050160470642e-02;7,82273896662066e-02;7,71299613467015e-02
CCDC189;1,35182201833871e-02;1,36774532122157e-02;1,34879997937630e-02
CCDC191;1,26835870609069e-02;1,68522535657184e-02;1,18924275451021e-02
CCDC22;2,54251507659088e-02;2,83331078034003e-02;2,48732577614894e-02
CCDC24;2,63331496748903e-03;4,81872132664109e-03;2,21855282833783e-03
CCDC25;8,98555983160575e-02;8,24289247062688e-02;9,12650858561089e-02
CCDC26;7,21220719317360e-03;8,03416038338722e-03;7,05621100416854e-03
CCDC28A;5,83176019769451e-02;6,84203267512818e-02;5,64002341972131e-02
CCDC28B;3,78339870513688e-02;3,70484594530823e-02;3,79830701295172e-02
CCDC30;7,70852023445735e-03;5,91070205629543e-03;8,04972310057725e-03
CCDC34;5,92415104905139e-02;4,79349639873927e-02;6,13873482174008e-02
CCDC39;1,06847738234255e-03;4,28106050148142e-03;4,58770248877425e-04
CCDC42;2,13609817464831e-03;1,85679835732139e-03;2,18910570307154e-03
CCDC43;3,78928660021577e-02;6,14970931540018e-02;3,34130859806938e-02
CCDC47;8,67586615132454e-02;1,47890900564974e-01;7,51565454426966e-02
CCDC50;5,57197817393070e-02;9,08847288978532e-02;4,90459251150970e-02
CCDC51;9,44909369725594e-03;1,15155594376997e-02;9,05690496430026e-03
CCDC57;9,64604761568652e-02;7,57760393855695e-02;1,00386117356943e-01
CCDC58;4,71334055096813e-02;7,59958220011003e-02;4,16556884915527e-02
CCDC59;2,47895761940608e-01;1,69998276120904e-01;2,62679707140446e-01
CCDC6;4,58060413515193e-02;8,65810841465304e-02;3,80674604222489e-02
CCDC61;7,14825452672560e-03;7,66259514689172e-03;7,05063926401756e-03
CCDC65;7,39419180107525e-03;-3,83415783415354e-03;9,52518876387902e-03
