"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene"
"1","Mono:ACKR3_Mono:CXCR4","Mono","ACKR3","Mono","CXCR4"
"2","Mono:ACTR2_Mono:LDLR","Mono","ACTR2","Mono","LDLR"
"3","Mono:ADAM10_Mono:CADM1","Mono","ADAM10","Mono","CADM1"
"4","Mono:ADAM10_Mono:CD44","Mono","ADAM10","Mono","CD44"
"5","Mono:ADAM10_Mono:IL6R","Mono","ADAM10","Mono","IL6R"
"6","Mono:ADAM10_Mono:NOTCH2","Mono","ADAM10","Mono","NOTCH2"
"7","Mono:ADAM10_Mono:TSPAN14","Mono","ADAM10","Mono","TSPAN14"
"8","Mono:ALOX5AP_Mono:ALOX5","Mono","ALOX5AP","Mono","ALOX5"
"9","Mono:APP_Mono:APLP2","Mono","APP","Mono","APLP2"
"10","Mono:APP_Mono:CD74","Mono","APP","Mono","CD74"
"11","Mono:APP_Mono:LRP1","Mono","APP","Mono","LRP1"
"12","Mono:APP_Mono:LRP10","Mono","APP","Mono","LRP10"
"13","Mono:APP_Mono:NCSTN","Mono","APP","Mono","NCSTN"
"14","Mono:APP_Mono:NOTCH2","Mono","APP","Mono","NOTCH2"
"15","Mono:APP_Mono:PTGER2","Mono","APP","Mono","PTGER2"
"16","Mono:APP_Mono:RPSA","Mono","APP","Mono","RPSA"
"17","Mono:ARPC5_Mono:LDLR","Mono","ARPC5","Mono","LDLR"
"18","Mono:CCR1_Mono:MBP","Mono","CCR1","Mono","MBP"
"19","Mono:CCR1_Mono:PRNP","Mono","CCR1","Mono","PRNP"
"20","Mono:CD52_Mono:SIGLEC10","Mono","CD52","Mono","SIGLEC10"
"21","Mono:CD53_Mono:CD37","Mono","CD53","Mono","CD37"
"22","Mono:CD74_Mono:ACKR3","Mono","CD74","Mono","ACKR3"
"23","Mono:CD74_Mono:CXCR4","Mono","CD74","Mono","CXCR4"
"24","Mono:CD82_Mono:CD37","Mono","CD82","Mono","CD37"
"25","Mono:COPA_Mono:CD74","Mono","COPA","Mono","CD74"
"26","Mono:COPA_Mono:SORT1","Mono","COPA","Mono","SORT1"
"27","Mono:FCGR1A_Mono:LILRB3","Mono","FCGR1A","Mono","LILRB3"
"28","Mono:FCGR1A_Mono:PILRA","Mono","FCGR1A","Mono","PILRA"
"29","Mono:IL18_Mono:CD48","Mono","IL18","Mono","CD48"
"30","Mono:IL1RN_Mono:IL1B","Mono","IL1RN","Mono","IL1B"
"31","Mono:IL1RN_Mono:IL1R2","Mono","IL1RN","Mono","IL1R2"
"32","Mono:IL1RN_Mono:IL1RAP","Mono","IL1RN","Mono","IL1RAP"
"33","Mono:JAK1_Mono:IFNAR1","Mono","JAK1","Mono","IFNAR1"
"34","Mono:JAK1_Mono:IFNAR2","Mono","JAK1","Mono","IFNAR2"
"35","Mono:LILRB4_Mono:LAIR1","Mono","LILRB4","Mono","LAIR1"
"36","Mono:LMAN1_Mono:MCFD2","Mono","LMAN1","Mono","MCFD2"
"37","Mono:LY86_Mono:CD180","Mono","LY86","Mono","CD180"
"38","Mono:MIF_Mono:ACKR3","Mono","MIF","Mono","ACKR3"
"39","Mono:MIF_Mono:CD44","Mono","MIF","Mono","CD44"
"40","Mono:MIF_Mono:CD74","Mono","MIF","Mono","CD74"
"41","Mono:MIF_Mono:CXCR4","Mono","MIF","Mono","CXCR4"
"42","Mono:MIF_Mono:TNFRSF14","Mono","MIF","Mono","TNFRSF14"
"43","Mono:QDPR_Mono:DYSF","Mono","QDPR","Mono","DYSF"
"44","Mono:RPS19_Mono:C5AR1","Mono","RPS19","Mono","C5AR1"
"45","Mono:S100A12_Mono:CD36","Mono","S100A12","Mono","CD36"
"46","Mono:S100A12_Mono:TLR4","Mono","S100A12","Mono","TLR4"
"47","Mono:TNF_Mono:FAS","Mono","TNF","Mono","FAS"
"48","Mono:TNF_Mono:FFAR2","Mono","TNF","Mono","FFAR2"
"49","Mono:TNF_Mono:LTBR","Mono","TNF","Mono","LTBR"
"50","Mono:TNF_Mono:TRADD","Mono","TNF","Mono","TRADD"
"51","Mono:TNF_Mono:VSIR","Mono","TNF","Mono","VSIR"
"52","Mono:TNFRSF1A_Mono:TNF","Mono","TNFRSF1A","Mono","TNF"
"53","Mono:TNFRSF1B_Mono:TNF","Mono","TNFRSF1B","Mono","TNF"
"54","Mono:TNFSF13_Mono:FAS","Mono","TNFSF13","Mono","FAS"
"55","Mono:TNFSF13_Mono:TNFRSF14","Mono","TNFSF13","Mono","TNFRSF14"
"56","Mono:TNFSF13_Mono:TNFRSF1A","Mono","TNFSF13","Mono","TNFRSF1A"
"57","Mono:TOR2A_Mono:ATP5F1B","Mono","TOR2A","Mono","ATP5F1B"
"58","Mono:TSPAN3_Mono:ADAM10","Mono","TSPAN3","Mono","ADAM10"
"59","Mono:TYK2_Mono:IFNAR1","Mono","TYK2","Mono","IFNAR1"
"60","Mono:TYK2_Mono:IFNAR2","Mono","TYK2","Mono","IFNAR2"
"61","Mono:TYK2_Mono:JAK1","Mono","TYK2","Mono","JAK1"
"62","Gran:ACTR2_Mono:LDLR","Gran","ACTR2","Mono","LDLR"
"63","Gran:ADAM10_Mono:CADM1","Gran","ADAM10","Mono","CADM1"
"64","Gran:ADAM10_Mono:CD44","Gran","ADAM10","Mono","CD44"
"65","Gran:ADAM10_Mono:IL6R","Gran","ADAM10","Mono","IL6R"
"66","Gran:ADAM10_Mono:NOTCH2","Gran","ADAM10","Mono","NOTCH2"
"67","Gran:ADAM10_Mono:TSPAN14","Gran","ADAM10","Mono","TSPAN14"
"68","Gran:ALOX5AP_Mono:ALOX5","Gran","ALOX5AP","Mono","ALOX5"
"69","Gran:APP_Mono:APLP2","Gran","APP","Mono","APLP2"
"70","Gran:APP_Mono:CD74","Gran","APP","Mono","CD74"
"71","Gran:APP_Mono:LRP1","Gran","APP","Mono","LRP1"
"72","Gran:APP_Mono:LRP10","Gran","APP","Mono","LRP10"
"73","Gran:APP_Mono:NCSTN","Gran","APP","Mono","NCSTN"
"74","Gran:APP_Mono:NOTCH2","Gran","APP","Mono","NOTCH2"
"75","Gran:APP_Mono:PTGER2","Gran","APP","Mono","PTGER2"
"76","Gran:APP_Mono:RPSA","Gran","APP","Mono","RPSA"
"77","Gran:ARPC5_Mono:LDLR","Gran","ARPC5","Mono","LDLR"
"78","Gran:CCL23_Mono:CCR1","Gran","CCL23","Mono","CCR1"
"79","Gran:CCR1_Mono:MBP","Gran","CCR1","Mono","MBP"
"80","Gran:CCR1_Mono:PRNP","Gran","CCR1","Mono","PRNP"
"81","Gran:CD52_Mono:SIGLEC10","Gran","CD52","Mono","SIGLEC10"
"82","Gran:CD53_Mono:CD37","Gran","CD53","Mono","CD37"
"83","Gran:CD74_Mono:ACKR3","Gran","CD74","Mono","ACKR3"
"84","Gran:CD74_Mono:CXCR4","Gran","CD74","Mono","CXCR4"
"85","Gran:CD82_Mono:CD37","Gran","CD82","Mono","CD37"
"86","Gran:COPA_Mono:CD74","Gran","COPA","Mono","CD74"
"87","Gran:COPA_Mono:SORT1","Gran","COPA","Mono","SORT1"
"88","Gran:FCGR1A_Mono:LILRB3","Gran","FCGR1A","Mono","LILRB3"
"89","Gran:FCGR1A_Mono:PILRA","Gran","FCGR1A","Mono","PILRA"
"90","Gran:IL18_Mono:CD48","Gran","IL18","Mono","CD48"
"91","Gran:IL1RN_Mono:IL1B","Gran","IL1RN","Mono","IL1B"
"92","Gran:IL1RN_Mono:IL1R2","Gran","IL1RN","Mono","IL1R2"
"93","Gran:IL1RN_Mono:IL1RAP","Gran","IL1RN","Mono","IL1RAP"
"94","Gran:JAK1_Mono:IFNAR1","Gran","JAK1","Mono","IFNAR1"
"95","Gran:JAK1_Mono:IFNAR2","Gran","JAK1","Mono","IFNAR2"
"96","Gran:LILRB4_Mono:LAIR1","Gran","LILRB4","Mono","LAIR1"
"97","Gran:LMAN1_Mono:MCFD2","Gran","LMAN1","Mono","MCFD2"
"98","Gran:LY86_Mono:CD180","Gran","LY86","Mono","CD180"
"99","Gran:MIF_Mono:ACKR3","Gran","MIF","Mono","ACKR3"
"100","Gran:MIF_Mono:CD44","Gran","MIF","Mono","CD44"
"101","Gran:MIF_Mono:CD74","Gran","MIF","Mono","CD74"
"102","Gran:MIF_Mono:CXCR4","Gran","MIF","Mono","CXCR4"
"103","Gran:MIF_Mono:TNFRSF14","Gran","MIF","Mono","TNFRSF14"
"104","Gran:QDPR_Mono:DYSF","Gran","QDPR","Mono","DYSF"
"105","Gran:RPS19_Mono:C5AR1","Gran","RPS19","Mono","C5AR1"
"106","Gran:S100A12_Mono:CD36","Gran","S100A12","Mono","CD36"
"107","Gran:S100A12_Mono:TLR4","Gran","S100A12","Mono","TLR4"
"108","Gran:TNF_Mono:FAS","Gran","TNF","Mono","FAS"
"109","Gran:TNF_Mono:FFAR2","Gran","TNF","Mono","FFAR2"
"110","Gran:TNF_Mono:LTBR","Gran","TNF","Mono","LTBR"
"111","Gran:TNF_Mono:TRADD","Gran","TNF","Mono","TRADD"
"112","Gran:TNF_Mono:VSIR","Gran","TNF","Mono","VSIR"
"113","Gran:TNFRSF1A_Mono:TNF","Gran","TNFRSF1A","Mono","TNF"
"114","Gran:TNFRSF1B_Mono:TNF","Gran","TNFRSF1B","Mono","TNF"
"115","Gran:TNFSF13_Mono:FAS","Gran","TNFSF13","Mono","FAS"
"116","Gran:TNFSF13_Mono:TNFRSF14","Gran","TNFSF13","Mono","TNFRSF14"
"117","Gran:TNFSF13_Mono:TNFRSF1A","Gran","TNFSF13","Mono","TNFRSF1A"
"118","Gran:TOR2A_Mono:ATP5F1B","Gran","TOR2A","Mono","ATP5F1B"
"119","Gran:TSPAN3_Mono:ADAM10","Gran","TSPAN3","Mono","ADAM10"
"120","Gran:TYK2_Mono:IFNAR1","Gran","TYK2","Mono","IFNAR1"
"121","Gran:TYK2_Mono:IFNAR2","Gran","TYK2","Mono","IFNAR2"
"122","Gran:TYK2_Mono:JAK1","Gran","TYK2","Mono","JAK1"
"123","T:ACTR2_Mono:LDLR","T","ACTR2","Mono","LDLR"
"124","T:ADAM10_Mono:CADM1","T","ADAM10","Mono","CADM1"
"125","T:ADAM10_Mono:CD44","T","ADAM10","Mono","CD44"
"126","T:ADAM10_Mono:IL6R","T","ADAM10","Mono","IL6R"
"127","T:ADAM10_Mono:NOTCH2","T","ADAM10","Mono","NOTCH2"
"128","T:ADAM10_Mono:TSPAN14","T","ADAM10","Mono","TSPAN14"
"129","T:ADRB2_Mono:CXCR4","T","ADRB2","Mono","CXCR4"
"130","T:ADRB2_Mono:HNRNPK","T","ADRB2","Mono","HNRNPK"
"131","T:ADRB2_Mono:MBP","T","ADRB2","Mono","MBP"
"132","T:ADRB2_Mono:PRNP","T","ADRB2","Mono","PRNP"
"133","T:ADRB2_Mono:SLC52A2","T","ADRB2","Mono","SLC52A2"
"134","T:ADRB2_Mono:TMEM259","T","ADRB2","Mono","TMEM259"
"135","T:ADRB2_Mono:VAPA","T","ADRB2","Mono","VAPA"
"136","T:ADRB2_Mono:YWHAQ","T","ADRB2","Mono","YWHAQ"
"137","T:ALOX5AP_Mono:ALOX5","T","ALOX5AP","Mono","ALOX5"
"138","T:ANXA2_Mono:DYSF","T","ANXA2","Mono","DYSF"
"139","T:ANXA2_Mono:TLR2","T","ANXA2","Mono","TLR2"
"140","T:ARPC5_Mono:LDLR","T","ARPC5","Mono","LDLR"
"141","T:CCL3_Mono:CCR1","T","CCL3","Mono","CCR1"
"142","T:CCL3L1_Mono:CCR1","T","CCL3L1","Mono","CCR1"
"143","T:CCL4_Mono:CCR1","T","CCL4","Mono","CCR1"
"144","T:CCL5_Mono:CCR1","T","CCL5","Mono","CCR1"
"145","T:CCL5_Mono:SDC4","T","CCL5","Mono","SDC4"
"146","T:CD320_Mono:JAML","T","CD320","Mono","JAML"
"147","T:CD320_Mono:TMEM167A","T","CD320","Mono","TMEM167A"
"148","T:CD52_Mono:SIGLEC10","T","CD52","Mono","SIGLEC10"
"149","T:CD53_Mono:CD37","T","CD53","Mono","CD37"
"150","T:CD69_Mono:SIRPA","T","CD69","Mono","SIRPA"
"151","T:CD74_Mono:ACKR3","T","CD74","Mono","ACKR3"
"152","T:CD74_Mono:CXCR4","T","CD74","Mono","CXCR4"
"153","T:COPA_Mono:CD74","T","COPA","Mono","CD74"
"154","T:COPA_Mono:SORT1","T","COPA","Mono","SORT1"
"155","T:FYN_Mono:SPN","T","FYN","Mono","SPN"
"156","T:ICAM2_Mono:ITGAM","T","ICAM2","Mono","ITGAM"
"157","T:IFNG_Mono:IFNGR1","T","IFNG","Mono","IFNGR1"
"158","T:IFNG_Mono:IFNGR2","T","IFNG","Mono","IFNGR2"
"159","T:JAK1_Mono:IFNAR1","T","JAK1","Mono","IFNAR1"
"160","T:JAK1_Mono:IFNAR2","T","JAK1","Mono","IFNAR2"
"161","T:LRPAP1_Mono:LDLR","T","LRPAP1","Mono","LDLR"
"162","T:LRPAP1_Mono:LRP1","T","LRPAP1","Mono","LRP1"
"163","T:LRPAP1_Mono:SIRPA","T","LRPAP1","Mono","SIRPA"
"164","T:LRPAP1_Mono:SORL1","T","LRPAP1","Mono","SORL1"
"165","T:LRPAP1_Mono:SORT1","T","LRPAP1","Mono","SORT1"
"166","T:LTA_Mono:LTBR","T","LTA","Mono","LTBR"
"167","T:LTA_Mono:TNFRSF14","T","LTA","Mono","TNFRSF14"
"168","T:LTA_Mono:TNFRSF1A","T","LTA","Mono","TNFRSF1A"
"169","T:LTA_Mono:TNFRSF1B","T","LTA","Mono","TNFRSF1B"
"170","T:LTB_Mono:CD40","T","LTB","Mono","CD40"
"171","T:LTB_Mono:TNFRSF1A","T","LTB","Mono","TNFRSF1A"
"172","T:MIF_Mono:ACKR3","T","MIF","Mono","ACKR3"
"173","T:MIF_Mono:CD44","T","MIF","Mono","CD44"
"174","T:MIF_Mono:CD74","T","MIF","Mono","CD74"
"175","T:MIF_Mono:CXCR4","T","MIF","Mono","CXCR4"
"176","T:MIF_Mono:TNFRSF14","T","MIF","Mono","TNFRSF14"
"177","T:RPS19_Mono:C5AR1","T","RPS19","Mono","C5AR1"
"178","T:SELPLG_Mono:ITGAM","T","SELPLG","Mono","ITGAM"
"179","T:SELPLG_Mono:ITGB2","T","SELPLG","Mono","ITGB2"
"180","T:SELPLG_Mono:SELL","T","SELPLG","Mono","SELL"
"181","T:SEMA4D_Mono:PLXNB2","T","SEMA4D","Mono","PLXNB2"
"182","T:SORL1_Mono:APP","T","SORL1","Mono","APP"
"183","T:TNF_Mono:FAS","T","TNF","Mono","FAS"
"184","T:TNF_Mono:FFAR2","T","TNF","Mono","FFAR2"
"185","T:TNF_Mono:LTBR","T","TNF","Mono","LTBR"
"186","T:TNF_Mono:TRADD","T","TNF","Mono","TRADD"
"187","T:TNF_Mono:VSIR","T","TNF","Mono","VSIR"
"188","T:TNFRSF1B_Mono:TNF","T","TNFRSF1B","Mono","TNF"
"189","NK:ACTR2_Mono:LDLR","NK","ACTR2","Mono","LDLR"
"190","NK:ALOX5AP_Mono:ALOX5","NK","ALOX5AP","Mono","ALOX5"
"191","NK:ANXA2_Mono:DYSF","NK","ANXA2","Mono","DYSF"
"192","NK:ANXA2_Mono:TLR2","NK","ANXA2","Mono","TLR2"
"193","NK:AREG_Mono:ICAM1","NK","AREG","Mono","ICAM1"
"194","NK:ARPC5_Mono:LDLR","NK","ARPC5","Mono","LDLR"
"195","NK:CCL3_Mono:CCR1","NK","CCL3","Mono","CCR1"
"196","NK:CCL3L1_Mono:CCR1","NK","CCL3L1","Mono","CCR1"
"197","NK:CCL4_Mono:CCR1","NK","CCL4","Mono","CCR1"
"198","NK:CCL5_Mono:CCR1","NK","CCL5","Mono","CCR1"
"199","NK:CCL5_Mono:SDC4","NK","CCL5","Mono","SDC4"
"200","NK:CD52_Mono:SIGLEC10","NK","CD52","Mono","SIGLEC10"
"201","NK:CD53_Mono:CD37","NK","CD53","Mono","CD37"
"202","NK:CD69_Mono:SIRPA","NK","CD69","Mono","SIRPA"
"203","NK:CD74_Mono:ACKR3","NK","CD74","Mono","ACKR3"
"204","NK:CD74_Mono:CXCR4","NK","CD74","Mono","CXCR4"
"205","NK:COPA_Mono:CD74","NK","COPA","Mono","CD74"
"206","NK:COPA_Mono:SORT1","NK","COPA","Mono","SORT1"
"207","NK:FYN_Mono:SPN","NK","FYN","Mono","SPN"
"208","NK:GRN_Mono:SORT1","NK","GRN","Mono","SORT1"
"209","NK:GRN_Mono:TNFRSF1A","NK","GRN","Mono","TNFRSF1A"
"210","NK:GRN_Mono:TNFRSF1B","NK","GRN","Mono","TNFRSF1B"
"211","NK:HLA-DPA1_Mono:CD4","NK","HLA-DPA1","Mono","CD4"
"212","NK:ICAM2_Mono:ITGAM","NK","ICAM2","Mono","ITGAM"
"213","NK:IFNG_Mono:IFNGR1","NK","IFNG","Mono","IFNGR1"
"214","NK:IFNG_Mono:IFNGR2","NK","IFNG","Mono","IFNGR2"
"215","NK:ITGAM_Mono:ICAM1","NK","ITGAM","Mono","ICAM1"
"216","NK:JAK1_Mono:IFNAR1","NK","JAK1","Mono","IFNAR1"
"217","NK:JAK1_Mono:IFNAR2","NK","JAK1","Mono","IFNAR2"
"218","NK:LGALS9_Mono:CD44","NK","LGALS9","Mono","CD44"
"219","NK:LGALS9_Mono:CD47","NK","LGALS9","Mono","CD47"
"220","NK:LGALS9_Mono:HAVCR2","NK","LGALS9","Mono","HAVCR2"
"221","NK:LGALS9_Mono:LRP1","NK","LGALS9","Mono","LRP1"
"222","NK:LGALS9_Mono:PTPRC","NK","LGALS9","Mono","PTPRC"
"223","NK:LGALS9_Mono:SLC1A5","NK","LGALS9","Mono","SLC1A5"
"224","NK:LMAN1_Mono:MCFD2","NK","LMAN1","Mono","MCFD2"
"225","NK:LRPAP1_Mono:LDLR","NK","LRPAP1","Mono","LDLR"
"226","NK:LRPAP1_Mono:LRP1","NK","LRPAP1","Mono","LRP1"
"227","NK:LRPAP1_Mono:SIRPA","NK","LRPAP1","Mono","SIRPA"
"228","NK:LRPAP1_Mono:SORL1","NK","LRPAP1","Mono","SORL1"
"229","NK:LRPAP1_Mono:SORT1","NK","LRPAP1","Mono","SORT1"
"230","NK:MIF_Mono:ACKR3","NK","MIF","Mono","ACKR3"
"231","NK:MIF_Mono:CD44","NK","MIF","Mono","CD44"
"232","NK:MIF_Mono:CD74","NK","MIF","Mono","CD74"
"233","NK:MIF_Mono:CXCR4","NK","MIF","Mono","CXCR4"
"234","NK:MIF_Mono:TNFRSF14","NK","MIF","Mono","TNFRSF14"
"235","NK:RPS19_Mono:C5AR1","NK","RPS19","Mono","C5AR1"
"236","NK:SELPLG_Mono:ITGAM","NK","SELPLG","Mono","ITGAM"
"237","NK:SELPLG_Mono:ITGB2","NK","SELPLG","Mono","ITGB2"
"238","NK:SELPLG_Mono:SELL","NK","SELPLG","Mono","SELL"
"239","NK:SEMA4D_Mono:PLXNB2","NK","SEMA4D","Mono","PLXNB2"
"240","NK:SORL1_Mono:APP","NK","SORL1","Mono","APP"
"241","NK:TNFRSF1B_Mono:TNF","NK","TNFRSF1B","Mono","TNF"
"242","B:ACTR2_Mono:LDLR","B","ACTR2","Mono","LDLR"
"243","B:ANXA2_Mono:DYSF","B","ANXA2","Mono","DYSF"
"244","B:ANXA2_Mono:TLR2","B","ANXA2","Mono","TLR2"
"245","B:AREG_Mono:ICAM1","B","AREG","Mono","ICAM1"
"246","B:ARPC5_Mono:LDLR","B","ARPC5","Mono","LDLR"
"247","B:CCL3_Mono:CCR1","B","CCL3","Mono","CCR1"
"248","B:CCL4_Mono:CCR1","B","CCL4","Mono","CCR1"
"249","B:CD52_Mono:SIGLEC10","B","CD52","Mono","SIGLEC10"
"250","B:CD53_Mono:CD37","B","CD53","Mono","CD37"
"251","B:CD69_Mono:SIRPA","B","CD69","Mono","SIRPA"
"252","B:CD74_Mono:ACKR3","B","CD74","Mono","ACKR3"
"253","B:CD74_Mono:CXCR4","B","CD74","Mono","CXCR4"
"254","B:CD82_Mono:CD37","B","CD82","Mono","CD37"
"255","B:COPA_Mono:CD74","B","COPA","Mono","CD74"
"256","B:COPA_Mono:SORT1","B","COPA","Mono","SORT1"
"257","B:FCER2_Mono:ITGB2","B","FCER2","Mono","ITGB2"
"258","B:GRN_Mono:SORT1","B","GRN","Mono","SORT1"
"259","B:GRN_Mono:TNFRSF1A","B","GRN","Mono","TNFRSF1A"
"260","B:GRN_Mono:TNFRSF1B","B","GRN","Mono","TNFRSF1B"
"261","B:HLA-DMA_Mono:CD4","B","HLA-DMA","Mono","CD4"
"262","B:HLA-DMB_Mono:CD4","B","HLA-DMB","Mono","CD4"
"263","B:HLA-DOB_Mono:CD4","B","HLA-DOB","Mono","CD4"
"264","B:HLA-DPA1_Mono:CD4","B","HLA-DPA1","Mono","CD4"
"265","B:HLA-DPB1_Mono:CD4","B","HLA-DPB1","Mono","CD4"
"266","B:HLA-DQA1_Mono:CD4","B","HLA-DQA1","Mono","CD4"
"267","B:HLA-DQA2_Mono:CD4","B","HLA-DQA2","Mono","CD4"
"268","B:HLA-DQB1_Mono:CD4","B","HLA-DQB1","Mono","CD4"
"269","B:HLA-DRB5_Mono:CD4","B","HLA-DRB5","Mono","CD4"
"270","B:JAK1_Mono:IFNAR1","B","JAK1","Mono","IFNAR1"
"271","B:JAK1_Mono:IFNAR2","B","JAK1","Mono","IFNAR2"
"272","B:LGALS9_Mono:CD44","B","LGALS9","Mono","CD44"
"273","B:LGALS9_Mono:CD47","B","LGALS9","Mono","CD47"
"274","B:LGALS9_Mono:HAVCR2","B","LGALS9","Mono","HAVCR2"
"275","B:LGALS9_Mono:LRP1","B","LGALS9","Mono","LRP1"
"276","B:LGALS9_Mono:PTPRC","B","LGALS9","Mono","PTPRC"
"277","B:LGALS9_Mono:SLC1A5","B","LGALS9","Mono","SLC1A5"
"278","B:LRPAP1_Mono:LDLR","B","LRPAP1","Mono","LDLR"
"279","B:LRPAP1_Mono:LRP1","B","LRPAP1","Mono","LRP1"
"280","B:LRPAP1_Mono:SIRPA","B","LRPAP1","Mono","SIRPA"
"281","B:LRPAP1_Mono:SORL1","B","LRPAP1","Mono","SORL1"
"282","B:LRPAP1_Mono:SORT1","B","LRPAP1","Mono","SORT1"
"283","B:LTB_Mono:CD40","B","LTB","Mono","CD40"
"284","B:LTB_Mono:TNFRSF1A","B","LTB","Mono","TNFRSF1A"
"285","B:LY86_Mono:CD180","B","LY86","Mono","CD180"
"286","B:MIF_Mono:ACKR3","B","MIF","Mono","ACKR3"
"287","B:MIF_Mono:CD44","B","MIF","Mono","CD44"
"288","B:MIF_Mono:CD74","B","MIF","Mono","CD74"
"289","B:MIF_Mono:CXCR4","B","MIF","Mono","CXCR4"
"290","B:MIF_Mono:TNFRSF14","B","MIF","Mono","TNFRSF14"
"291","B:MS4A1_Mono:CD53","B","MS4A1","Mono","CD53"
"292","B:MS4A1_Mono:CD82","B","MS4A1","Mono","CD82"
"293","B:RPS19_Mono:C5AR1","B","RPS19","Mono","C5AR1"
"294","HSPC:ACTR2_Mono:LDLR","HSPC","ACTR2","Mono","LDLR"
"295","HSPC:ADGRA3_Mono:SIGLEC10","HSPC","ADGRA3","Mono","SIGLEC10"
"296","HSPC:ALOX5AP_Mono:ALOX5","HSPC","ALOX5AP","Mono","ALOX5"
"297","HSPC:APP_Mono:APLP2","HSPC","APP","Mono","APLP2"
"298","HSPC:APP_Mono:CD74","HSPC","APP","Mono","CD74"
"299","HSPC:APP_Mono:LRP1","HSPC","APP","Mono","LRP1"
"300","HSPC:APP_Mono:LRP10","HSPC","APP","Mono","LRP10"
"301","HSPC:APP_Mono:NCSTN","HSPC","APP","Mono","NCSTN"
"302","HSPC:APP_Mono:NOTCH2","HSPC","APP","Mono","NOTCH2"
"303","HSPC:APP_Mono:PTGER2","HSPC","APP","Mono","PTGER2"
"304","HSPC:APP_Mono:RPSA","HSPC","APP","Mono","RPSA"
"305","HSPC:ARPC5_Mono:LDLR","HSPC","ARPC5","Mono","LDLR"
"306","HSPC:CCR2_Mono:CXCR4","HSPC","CCR2","Mono","CXCR4"
"307","HSPC:CD52_Mono:SIGLEC10","HSPC","CD52","Mono","SIGLEC10"
"308","HSPC:CD53_Mono:CD37","HSPC","CD53","Mono","CD37"
"309","HSPC:CD69_Mono:SIRPA","HSPC","CD69","Mono","SIRPA"
"310","HSPC:CD74_Mono:ACKR3","HSPC","CD74","Mono","ACKR3"
"311","HSPC:CD74_Mono:CXCR4","HSPC","CD74","Mono","CXCR4"
"312","HSPC:CD82_Mono:CD37","HSPC","CD82","Mono","CD37"
"313","HSPC:COPA_Mono:CD74","HSPC","COPA","Mono","CD74"
"314","HSPC:COPA_Mono:SORT1","HSPC","COPA","Mono","SORT1"
"315","HSPC:FCGR1A_Mono:LILRB3","HSPC","FCGR1A","Mono","LILRB3"
"316","HSPC:FCGR1A_Mono:PILRA","HSPC","FCGR1A","Mono","PILRA"
"317","HSPC:FSTL1_Mono:DIP2A","HSPC","FSTL1","Mono","DIP2A"
"318","HSPC:IGSF10_Mono:MILR1","HSPC","IGSF10","Mono","MILR1"
"319","HSPC:LILRB4_Mono:LAIR1","HSPC","LILRB4","Mono","LAIR1"
"320","HSPC:LMAN1_Mono:MCFD2","HSPC","LMAN1","Mono","MCFD2"
"321","HSPC:LY86_Mono:CD180","HSPC","LY86","Mono","CD180"
"322","HSPC:MIF_Mono:ACKR3","HSPC","MIF","Mono","ACKR3"
"323","HSPC:MIF_Mono:CD44","HSPC","MIF","Mono","CD44"
"324","HSPC:MIF_Mono:CD74","HSPC","MIF","Mono","CD74"
"325","HSPC:MIF_Mono:CXCR4","HSPC","MIF","Mono","CXCR4"
"326","HSPC:MIF_Mono:TNFRSF14","HSPC","MIF","Mono","TNFRSF14"
"327","HSPC:MPZL3_Mono:MPZL2","HSPC","MPZL3","Mono","MPZL2"
"328","HSPC:QDPR_Mono:DYSF","HSPC","QDPR","Mono","DYSF"
"329","HSPC:RPS19_Mono:C5AR1","HSPC","RPS19","Mono","C5AR1"
"330","HSPC:S100A12_Mono:CD36","HSPC","S100A12","Mono","CD36"
"331","HSPC:S100A12_Mono:TLR4","HSPC","S100A12","Mono","TLR4"
"332","HSPC:SEMA4F_Mono:VSIR","HSPC","SEMA4F","Mono","VSIR"
"333","HSPC:TNF_Mono:FAS","HSPC","TNF","Mono","FAS"
"334","HSPC:TNF_Mono:FFAR2","HSPC","TNF","Mono","FFAR2"
"335","HSPC:TNF_Mono:LTBR","HSPC","TNF","Mono","LTBR"
"336","HSPC:TNF_Mono:TRADD","HSPC","TNF","Mono","TRADD"
"337","HSPC:TNF_Mono:VSIR","HSPC","TNF","Mono","VSIR"
"338","HSPC:TNFRSF1A_Mono:TNF","HSPC","TNFRSF1A","Mono","TNF"
"339","HSPC:TNFSF13_Mono:FAS","HSPC","TNFSF13","Mono","FAS"
"340","HSPC:TNFSF13_Mono:TNFRSF14","HSPC","TNFSF13","Mono","TNFRSF14"
"341","HSPC:TNFSF13_Mono:TNFRSF1A","HSPC","TNFSF13","Mono","TNFRSF1A"
"342","HSPC:TOR2A_Mono:ATP5F1B","HSPC","TOR2A","Mono","ATP5F1B"
"343","HSPC:TYK2_Mono:IFNAR1","HSPC","TYK2","Mono","IFNAR1"
"344","HSPC:TYK2_Mono:IFNAR2","HSPC","TYK2","Mono","IFNAR2"
"345","HSPC:TYK2_Mono:JAK1","HSPC","TYK2","Mono","JAK1"
"346","HSPC:VSTM1_Mono:LAMP1","HSPC","VSTM1","Mono","LAMP1"
"347","Ery:ACTR2_Mono:LDLR","Ery","ACTR2","Mono","LDLR"
