"","interaction_ID","AML1012-D0","AML210A-D0","AML328-D0","AML419A-D0","AML420B-D0","AML556-D0","AML707B-D0","AML916-D0","AML921A-D0","BM1","BM2","BM3","BM4","BM-A","BM-B","BM-C1","BM-E","BM-F","BM-G","BM-H","BM-J","BM-K","BM-L","BM-M","BM-N","BM-O","BM-P","BM-Q","BM-R","BM-Sk2","BM-T","BM-U","BM-W"
"11","HSPC:CD69_HSPC:SIRPA",0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829,0.141459859424829
"12","HSPC:CD82_HSPC:CD37",0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005,0.274507734849005
"13","HSPC:CLEC1B_HSPC:KLRB1",0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511
"14","HSPC:CLEC2B_HSPC:KLRB1",0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511,0.191960066391511
"15","HSPC:CLEC2B_HSPC:KLRF1",2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084,2.65069994875084
"16","HSPC:CLEC2D_HSPC:KLRB1",0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728,0.901590470787728
"17","HSPC:CLEC4G_HSPC:LAG3",0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942,0.178059208001942
"18","HSPC:CXADR_HSPC:JAML",0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764,0.835556816084764
"19","HSPC:GSTO1_HSPC:RYR1",0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134,0.0151904815873134
"20","HSPC:IGSF10_HSPC:MILR1",0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852
"21","HSPC:IL17RC_HSPC:IGSF8",0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519
"22","HSPC:LILRB4_HSPC:LAIR1",0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114,0.554093274518114
"23","HSPC:LIN7B_HSPC:AQP1",0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196,0.119466594315196
"24","HSPC:LMAN1_HSPC:MCFD2",3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319,3.09970054790319
"25","HSPC:LY86_HSPC:CD180",8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158,8.68972029118158
"26","HSPC:MPZL3_HSPC:MPZL2",1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999,1.30106741164999
"27","HSPC:MS4A1_HSPC:CD53",0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009
"28","HSPC:MS4A1_HSPC:CD82",0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292
"29","HSPC:NETO2_HSPC:FCRL1",0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292
"30","HSPC:NT5E_HSPC:FCRL1",0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292,0.192300889340292
"31","HSPC:NUCB2_HSPC:ERAP1",2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554,2.55348889966554
"32","HSPC:PAPLN_HSPC:CD200",0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852,0.587263156814852
"33","HSPC:PAPLN_HSPC:SIRPA",0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344,0.500614314959344
"34","HSPC:PCSK1N_HSPC:GPR171",0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803,0.135604675141803
"35","HSPC:PRSS23_HSPC:TMEM222",5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927,5.71364258052927
"36","HSPC:QDPR_HSPC:DYSF",1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985,1.69555769252985
"37","HSPC:RPS19_HSPC:C5AR1",1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787,1.70641792106787
"38","HSPC:SDK2_HSPC:CLEC4A",0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442,0.798327015108442
"39","HSPC:SEMA6B_HSPC:PLXNA4",0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663,0.494887757375663
"40","HSPC:SIRPA_HSPC:TIGIT",0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009,0.175891634195009
"41","HSPC:TCTN1_HSPC:B9D1",0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,NA,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162
"42","HSPC:TCTN1_HSPC:CC2D2A",0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162
"43","HSPC:TCTN1_HSPC:CEP290",0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519
"44","HSPC:TCTN1_HSPC:MKS1",0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162
"45","HSPC:TCTN1_HSPC:TCTN2",0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519,0.549416069151519
"46","HSPC:TCTN1_HSPC:TCTN3",0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162,0.928669943314162
