"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene"
"1","Mono:ACKR3_Mono:CXCR4","Mono","ACKR3","Mono","CXCR4"
"2","Mono:ACTR2_Mono:LDLR","Mono","ACTR2","Mono","LDLR"
"3","Mono:ADAM10_Mono:CADM1","Mono","ADAM10","Mono","CADM1"
"4","Mono:ADAM10_Mono:CD44","Mono","ADAM10","Mono","CD44"
"5","Mono:ADAM10_Mono:IL6R","Mono","ADAM10","Mono","IL6R"
"6","Mono:ADAM10_Mono:NOTCH2","Mono","ADAM10","Mono","NOTCH2"
"7","Mono:ADAM10_Mono:TSPAN14","Mono","ADAM10","Mono","TSPAN14"
"8","Mono:ALOX5AP_Mono:ALOX5","Mono","ALOX5AP","Mono","ALOX5"
"9","Mono:APP_Mono:APLP2","Mono","APP","Mono","APLP2"
"10","Mono:APP_Mono:CD74","Mono","APP","Mono","CD74"
"11","Mono:APP_Mono:LRP1","Mono","APP","Mono","LRP1"
"12","Mono:APP_Mono:LRP10","Mono","APP","Mono","LRP10"
"13","Mono:APP_Mono:NCSTN","Mono","APP","Mono","NCSTN"
"14","Mono:APP_Mono:NOTCH2","Mono","APP","Mono","NOTCH2"
"15","Mono:APP_Mono:PTGER2","Mono","APP","Mono","PTGER2"
"16","Mono:APP_Mono:RPSA","Mono","APP","Mono","RPSA"
"17","Mono:ARPC5_Mono:LDLR","Mono","ARPC5","Mono","LDLR"
"18","Mono:CCL4_Mono:CCR1","Mono","CCL4","Mono","CCR1"
"19","Mono:CCR1_Mono:MBP","Mono","CCR1","Mono","MBP"
"20","Mono:CCR1_Mono:PRNP","Mono","CCR1","Mono","PRNP"
"21","Mono:CD52_Mono:SIGLEC10","Mono","CD52","Mono","SIGLEC10"
"22","Mono:CD53_Mono:CD37","Mono","CD53","Mono","CD37"
"23","Mono:CD74_Mono:ACKR3","Mono","CD74","Mono","ACKR3"
"24","Mono:CD74_Mono:CXCR4","Mono","CD74","Mono","CXCR4"
"25","Mono:CD82_Mono:CD37","Mono","CD82","Mono","CD37"
"26","Mono:COPA_Mono:CD74","Mono","COPA","Mono","CD74"
"27","Mono:COPA_Mono:SORT1","Mono","COPA","Mono","SORT1"
"28","Mono:FCGR1A_Mono:LILRB3","Mono","FCGR1A","Mono","LILRB3"
"29","Mono:FCGR1A_Mono:PILRA","Mono","FCGR1A","Mono","PILRA"
"30","Mono:IL18_Mono:CD48","Mono","IL18","Mono","CD48"
"31","Mono:IL1RN_Mono:IL1B","Mono","IL1RN","Mono","IL1B"
"32","Mono:IL1RN_Mono:IL1R2","Mono","IL1RN","Mono","IL1R2"
"33","Mono:IL1RN_Mono:IL1RAP","Mono","IL1RN","Mono","IL1RAP"
"34","Mono:JAK1_Mono:IFNAR1","Mono","JAK1","Mono","IFNAR1"
"35","Mono:JAK1_Mono:IFNAR2","Mono","JAK1","Mono","IFNAR2"
"36","Mono:LILRB4_Mono:LAIR1","Mono","LILRB4","Mono","LAIR1"
"37","Mono:LMAN1_Mono:MCFD2","Mono","LMAN1","Mono","MCFD2"
"38","Mono:LY86_Mono:CD180","Mono","LY86","Mono","CD180"
"39","Mono:MIF_Mono:ACKR3","Mono","MIF","Mono","ACKR3"
"40","Mono:MIF_Mono:CD44","Mono","MIF","Mono","CD44"
"41","Mono:MIF_Mono:CD74","Mono","MIF","Mono","CD74"
"42","Mono:MIF_Mono:CXCR4","Mono","MIF","Mono","CXCR4"
"43","Mono:MIF_Mono:TNFRSF14","Mono","MIF","Mono","TNFRSF14"
"44","Mono:QDPR_Mono:DYSF","Mono","QDPR","Mono","DYSF"
"45","Mono:RPS19_Mono:C5AR1","Mono","RPS19","Mono","C5AR1"
"46","Mono:S100A12_Mono:CD36","Mono","S100A12","Mono","CD36"
"47","Mono:S100A12_Mono:TLR4","Mono","S100A12","Mono","TLR4"
"48","Mono:SIGLEC7_Mono:CD33","Mono","SIGLEC7","Mono","CD33"
"49","Mono:SIGLEC7_Mono:CD4","Mono","SIGLEC7","Mono","CD4"
"50","Mono:SIGLEC7_Mono:SIGLEC10","Mono","SIGLEC7","Mono","SIGLEC10"
"51","Mono:TNF_Mono:FAS","Mono","TNF","Mono","FAS"
"52","Mono:TNF_Mono:FFAR2","Mono","TNF","Mono","FFAR2"
"53","Mono:TNF_Mono:LTBR","Mono","TNF","Mono","LTBR"
"54","Mono:TNF_Mono:TRADD","Mono","TNF","Mono","TRADD"
"55","Mono:TNF_Mono:VSIR","Mono","TNF","Mono","VSIR"
"56","Mono:TNFSF13_Mono:FAS","Mono","TNFSF13","Mono","FAS"
"57","Mono:TNFSF13_Mono:TNFRSF14","Mono","TNFSF13","Mono","TNFRSF14"
"58","Mono:TNFSF13_Mono:TNFRSF1A","Mono","TNFSF13","Mono","TNFRSF1A"
"59","Mono:TOR2A_Mono:ATP5F1B","Mono","TOR2A","Mono","ATP5F1B"
"60","Mono:TSPAN3_Mono:ADAM10","Mono","TSPAN3","Mono","ADAM10"
"61","Mono:TYK2_Mono:IFNAR1","Mono","TYK2","Mono","IFNAR1"
"62","Mono:TYK2_Mono:IFNAR2","Mono","TYK2","Mono","IFNAR2"
"63","Mono:TYK2_Mono:JAK1","Mono","TYK2","Mono","JAK1"
"64","Gran:ACTR2_Mono:LDLR","Gran","ACTR2","Mono","LDLR"
"65","Gran:ADAM10_Mono:CADM1","Gran","ADAM10","Mono","CADM1"
"66","Gran:ADAM10_Mono:CD44","Gran","ADAM10","Mono","CD44"
"67","Gran:ADAM10_Mono:IL6R","Gran","ADAM10","Mono","IL6R"
"68","Gran:ADAM10_Mono:NOTCH2","Gran","ADAM10","Mono","NOTCH2"
"69","Gran:ADAM10_Mono:TSPAN14","Gran","ADAM10","Mono","TSPAN14"
"70","Gran:ALOX5AP_Mono:ALOX5","Gran","ALOX5AP","Mono","ALOX5"
"71","Gran:APP_Mono:APLP2","Gran","APP","Mono","APLP2"
"72","Gran:APP_Mono:CD74","Gran","APP","Mono","CD74"
"73","Gran:APP_Mono:LRP1","Gran","APP","Mono","LRP1"
"74","Gran:APP_Mono:LRP10","Gran","APP","Mono","LRP10"
"75","Gran:APP_Mono:NCSTN","Gran","APP","Mono","NCSTN"
"76","Gran:APP_Mono:NOTCH2","Gran","APP","Mono","NOTCH2"
"77","Gran:APP_Mono:PTGER2","Gran","APP","Mono","PTGER2"
"78","Gran:APP_Mono:RPSA","Gran","APP","Mono","RPSA"
"79","Gran:AREG_Mono:ICAM1","Gran","AREG","Mono","ICAM1"
"80","Gran:ARPC5_Mono:LDLR","Gran","ARPC5","Mono","LDLR"
"81","Gran:CCL23_Mono:CCR1","Gran","CCL23","Mono","CCR1"
"82","Gran:CCR1_Mono:MBP","Gran","CCR1","Mono","MBP"
"83","Gran:CCR1_Mono:PRNP","Gran","CCR1","Mono","PRNP"
"84","Gran:CD52_Mono:SIGLEC10","Gran","CD52","Mono","SIGLEC10"
"85","Gran:CD53_Mono:CD37","Gran","CD53","Mono","CD37"
"86","Gran:CD74_Mono:ACKR3","Gran","CD74","Mono","ACKR3"
"87","Gran:CD74_Mono:CXCR4","Gran","CD74","Mono","CXCR4"
"88","Gran:CD82_Mono:CD37","Gran","CD82","Mono","CD37"
"89","Gran:COPA_Mono:CD74","Gran","COPA","Mono","CD74"
"90","Gran:COPA_Mono:SORT1","Gran","COPA","Mono","SORT1"
"91","Gran:FCGR1A_Mono:LILRB3","Gran","FCGR1A","Mono","LILRB3"
"92","Gran:FCGR1A_Mono:PILRA","Gran","FCGR1A","Mono","PILRA"
"93","Gran:IL18_Mono:CD48","Gran","IL18","Mono","CD48"
"94","Gran:IL1RN_Mono:IL1B","Gran","IL1RN","Mono","IL1B"
"95","Gran:IL1RN_Mono:IL1R2","Gran","IL1RN","Mono","IL1R2"
"96","Gran:IL1RN_Mono:IL1RAP","Gran","IL1RN","Mono","IL1RAP"
"97","Gran:JAK1_Mono:IFNAR1","Gran","JAK1","Mono","IFNAR1"
"98","Gran:JAK1_Mono:IFNAR2","Gran","JAK1","Mono","IFNAR2"
"99","Gran:LILRB4_Mono:LAIR1","Gran","LILRB4","Mono","LAIR1"
"100","Gran:LMAN1_Mono:MCFD2","Gran","LMAN1","Mono","MCFD2"
"101","Gran:LY86_Mono:CD180","Gran","LY86","Mono","CD180"
"102","Gran:MIF_Mono:ACKR3","Gran","MIF","Mono","ACKR3"
"103","Gran:MIF_Mono:CD44","Gran","MIF","Mono","CD44"
"104","Gran:MIF_Mono:CD74","Gran","MIF","Mono","CD74"
"105","Gran:MIF_Mono:CXCR4","Gran","MIF","Mono","CXCR4"
"106","Gran:MIF_Mono:TNFRSF14","Gran","MIF","Mono","TNFRSF14"
"107","Gran:QDPR_Mono:DYSF","Gran","QDPR","Mono","DYSF"
"108","Gran:RPS19_Mono:C5AR1","Gran","RPS19","Mono","C5AR1"
"109","Gran:S100A12_Mono:CD36","Gran","S100A12","Mono","CD36"
"110","Gran:S100A12_Mono:TLR4","Gran","S100A12","Mono","TLR4"
"111","Gran:SIGLEC7_Mono:CD33","Gran","SIGLEC7","Mono","CD33"
"112","Gran:SIGLEC7_Mono:CD4","Gran","SIGLEC7","Mono","CD4"
"113","Gran:SIGLEC7_Mono:SIGLEC10","Gran","SIGLEC7","Mono","SIGLEC10"
"114","Gran:TNF_Mono:FAS","Gran","TNF","Mono","FAS"
"115","Gran:TNF_Mono:FFAR2","Gran","TNF","Mono","FFAR2"
"116","Gran:TNF_Mono:LTBR","Gran","TNF","Mono","LTBR"
"117","Gran:TNF_Mono:TRADD","Gran","TNF","Mono","TRADD"
"118","Gran:TNF_Mono:VSIR","Gran","TNF","Mono","VSIR"
"119","Gran:TNFSF13_Mono:FAS","Gran","TNFSF13","Mono","FAS"
"120","Gran:TNFSF13_Mono:TNFRSF14","Gran","TNFSF13","Mono","TNFRSF14"
"121","Gran:TNFSF13_Mono:TNFRSF1A","Gran","TNFSF13","Mono","TNFRSF1A"
"122","Gran:TOR2A_Mono:ATP5F1B","Gran","TOR2A","Mono","ATP5F1B"
"123","Gran:TSPAN3_Mono:ADAM10","Gran","TSPAN3","Mono","ADAM10"
"124","Gran:TYK2_Mono:IFNAR1","Gran","TYK2","Mono","IFNAR1"
"125","Gran:TYK2_Mono:IFNAR2","Gran","TYK2","Mono","IFNAR2"
"126","Gran:TYK2_Mono:JAK1","Gran","TYK2","Mono","JAK1"
"127","T:ACTR2_Mono:LDLR","T","ACTR2","Mono","LDLR"
"128","T:ADAM10_Mono:CADM1","T","ADAM10","Mono","CADM1"
"129","T:ADAM10_Mono:CD44","T","ADAM10","Mono","CD44"
"130","T:ADAM10_Mono:IL6R","T","ADAM10","Mono","IL6R"
"131","T:ADAM10_Mono:NOTCH2","T","ADAM10","Mono","NOTCH2"
"132","T:ADAM10_Mono:TSPAN14","T","ADAM10","Mono","TSPAN14"
"133","T:ADRB2_Mono:CXCR4","T","ADRB2","Mono","CXCR4"
"134","T:ADRB2_Mono:HNRNPK","T","ADRB2","Mono","HNRNPK"
"135","T:ADRB2_Mono:MBP","T","ADRB2","Mono","MBP"
"136","T:ADRB2_Mono:PRNP","T","ADRB2","Mono","PRNP"
"137","T:ADRB2_Mono:SLC52A2","T","ADRB2","Mono","SLC52A2"
"138","T:ADRB2_Mono:TMEM259","T","ADRB2","Mono","TMEM259"
"139","T:ADRB2_Mono:VAPA","T","ADRB2","Mono","VAPA"
"140","T:ADRB2_Mono:YWHAQ","T","ADRB2","Mono","YWHAQ"
"141","T:ALOX5AP_Mono:ALOX5","T","ALOX5AP","Mono","ALOX5"
"142","T:ANXA2_Mono:DYSF","T","ANXA2","Mono","DYSF"
"143","T:ANXA2_Mono:TLR2","T","ANXA2","Mono","TLR2"
"144","T:ARPC5_Mono:LDLR","T","ARPC5","Mono","LDLR"
"145","T:CCL3_Mono:CCR1","T","CCL3","Mono","CCR1"
"146","T:CCL3L1_Mono:CCR1","T","CCL3L1","Mono","CCR1"
"147","T:CCL4_Mono:CCR1","T","CCL4","Mono","CCR1"
"148","T:CCL5_Mono:CCR1","T","CCL5","Mono","CCR1"
"149","T:CCL5_Mono:SDC4","T","CCL5","Mono","SDC4"
"150","T:CD320_Mono:JAML","T","CD320","Mono","JAML"
"151","T:CD320_Mono:TMEM167A","T","CD320","Mono","TMEM167A"
"152","T:CD52_Mono:SIGLEC10","T","CD52","Mono","SIGLEC10"
"153","T:CD53_Mono:CD37","T","CD53","Mono","CD37"
"154","T:CD69_Mono:SIRPA","T","CD69","Mono","SIRPA"
"155","T:CD74_Mono:ACKR3","T","CD74","Mono","ACKR3"
"156","T:CD74_Mono:CXCR4","T","CD74","Mono","CXCR4"
"157","T:COPA_Mono:CD74","T","COPA","Mono","CD74"
"158","T:COPA_Mono:SORT1","T","COPA","Mono","SORT1"
"159","T:FYN_Mono:SPN","T","FYN","Mono","SPN"
"160","T:HLA-DPA1_Mono:CD4","T","HLA-DPA1","Mono","CD4"
"161","T:HLA-DQB1_Mono:CD4","T","HLA-DQB1","Mono","CD4"
"162","T:ICAM2_Mono:ITGAM","T","ICAM2","Mono","ITGAM"
"163","T:IFNG_Mono:IFNGR1","T","IFNG","Mono","IFNGR1"
"164","T:IFNG_Mono:IFNGR2","T","IFNG","Mono","IFNGR2"
"165","T:JAK1_Mono:IFNAR1","T","JAK1","Mono","IFNAR1"
"166","T:JAK1_Mono:IFNAR2","T","JAK1","Mono","IFNAR2"
"167","T:LRPAP1_Mono:LDLR","T","LRPAP1","Mono","LDLR"
"168","T:LRPAP1_Mono:LRP1","T","LRPAP1","Mono","LRP1"
"169","T:LRPAP1_Mono:SIRPA","T","LRPAP1","Mono","SIRPA"
"170","T:LRPAP1_Mono:SORL1","T","LRPAP1","Mono","SORL1"
"171","T:LRPAP1_Mono:SORT1","T","LRPAP1","Mono","SORT1"
"172","T:LTA_Mono:LTBR","T","LTA","Mono","LTBR"
"173","T:LTA_Mono:TNFRSF14","T","LTA","Mono","TNFRSF14"
"174","T:LTA_Mono:TNFRSF1A","T","LTA","Mono","TNFRSF1A"
"175","T:LTA_Mono:TNFRSF1B","T","LTA","Mono","TNFRSF1B"
"176","T:LTB_Mono:CD40","T","LTB","Mono","CD40"
"177","T:LTB_Mono:TNFRSF1A","T","LTB","Mono","TNFRSF1A"
"178","T:MIF_Mono:ACKR3","T","MIF","Mono","ACKR3"
"179","T:MIF_Mono:CD44","T","MIF","Mono","CD44"
"180","T:MIF_Mono:CD74","T","MIF","Mono","CD74"
"181","T:MIF_Mono:CXCR4","T","MIF","Mono","CXCR4"
"182","T:MIF_Mono:TNFRSF14","T","MIF","Mono","TNFRSF14"
"183","T:RPS19_Mono:C5AR1","T","RPS19","Mono","C5AR1"
"184","T:SELPLG_Mono:ITGAM","T","SELPLG","Mono","ITGAM"
"185","T:SELPLG_Mono:ITGB2","T","SELPLG","Mono","ITGB2"
"186","T:SELPLG_Mono:SELL","T","SELPLG","Mono","SELL"
"187","T:SEMA4D_Mono:PLXNB2","T","SEMA4D","Mono","PLXNB2"
"188","T:SORL1_Mono:APP","T","SORL1","Mono","APP"
"189","T:TNF_Mono:FAS","T","TNF","Mono","FAS"
"190","T:TNF_Mono:FFAR2","T","TNF","Mono","FFAR2"
"191","T:TNF_Mono:LTBR","T","TNF","Mono","LTBR"
"192","T:TNF_Mono:TRADD","T","TNF","Mono","TRADD"
"193","T:TNF_Mono:VSIR","T","TNF","Mono","VSIR"
"194","NK:ACTR2_Mono:LDLR","NK","ACTR2","Mono","LDLR"
"195","NK:ALOX5AP_Mono:ALOX5","NK","ALOX5AP","Mono","ALOX5"
"196","NK:ANXA2_Mono:DYSF","NK","ANXA2","Mono","DYSF"
"197","NK:ANXA2_Mono:TLR2","NK","ANXA2","Mono","TLR2"
"198","NK:AREG_Mono:ICAM1","NK","AREG","Mono","ICAM1"
"199","NK:ARPC5_Mono:LDLR","NK","ARPC5","Mono","LDLR"
"200","NK:CCL3_Mono:CCR1","NK","CCL3","Mono","CCR1"
"201","NK:CCL3L1_Mono:CCR1","NK","CCL3L1","Mono","CCR1"
"202","NK:CCL4_Mono:CCR1","NK","CCL4","Mono","CCR1"
"203","NK:CCL5_Mono:CCR1","NK","CCL5","Mono","CCR1"
"204","NK:CCL5_Mono:SDC4","NK","CCL5","Mono","SDC4"
"205","NK:CD52_Mono:SIGLEC10","NK","CD52","Mono","SIGLEC10"
"206","NK:CD53_Mono:CD37","NK","CD53","Mono","CD37"
"207","NK:CD69_Mono:SIRPA","NK","CD69","Mono","SIRPA"
"208","NK:CD74_Mono:ACKR3","NK","CD74","Mono","ACKR3"
"209","NK:CD74_Mono:CXCR4","NK","CD74","Mono","CXCR4"
"210","NK:COPA_Mono:CD74","NK","COPA","Mono","CD74"
"211","NK:COPA_Mono:SORT1","NK","COPA","Mono","SORT1"
"212","NK:FYN_Mono:SPN","NK","FYN","Mono","SPN"
"213","NK:GRN_Mono:SORT1","NK","GRN","Mono","SORT1"
"214","NK:GRN_Mono:TNFRSF1A","NK","GRN","Mono","TNFRSF1A"
"215","NK:GRN_Mono:TNFRSF1B","NK","GRN","Mono","TNFRSF1B"
"216","NK:HLA-DPA1_Mono:CD4","NK","HLA-DPA1","Mono","CD4"
"217","NK:HLA-DPB1_Mono:CD4","NK","HLA-DPB1","Mono","CD4"
"218","NK:ICAM2_Mono:ITGAM","NK","ICAM2","Mono","ITGAM"
"219","NK:IFNG_Mono:IFNGR1","NK","IFNG","Mono","IFNGR1"
"220","NK:IFNG_Mono:IFNGR2","NK","IFNG","Mono","IFNGR2"
"221","NK:JAK1_Mono:IFNAR1","NK","JAK1","Mono","IFNAR1"
"222","NK:JAK1_Mono:IFNAR2","NK","JAK1","Mono","IFNAR2"
"223","NK:LGALS9_Mono:CD44","NK","LGALS9","Mono","CD44"
"224","NK:LGALS9_Mono:CD47","NK","LGALS9","Mono","CD47"
"225","NK:LGALS9_Mono:HAVCR2","NK","LGALS9","Mono","HAVCR2"
"226","NK:LGALS9_Mono:LRP1","NK","LGALS9","Mono","LRP1"
"227","NK:LGALS9_Mono:PTPRC","NK","LGALS9","Mono","PTPRC"
"228","NK:LGALS9_Mono:SLC1A5","NK","LGALS9","Mono","SLC1A5"
"229","NK:LMAN1_Mono:MCFD2","NK","LMAN1","Mono","MCFD2"
"230","NK:LRPAP1_Mono:LDLR","NK","LRPAP1","Mono","LDLR"
"231","NK:LRPAP1_Mono:LRP1","NK","LRPAP1","Mono","LRP1"
"232","NK:LRPAP1_Mono:SIRPA","NK","LRPAP1","Mono","SIRPA"
"233","NK:LRPAP1_Mono:SORL1","NK","LRPAP1","Mono","SORL1"
"234","NK:LRPAP1_Mono:SORT1","NK","LRPAP1","Mono","SORT1"
"235","NK:MIF_Mono:ACKR3","NK","MIF","Mono","ACKR3"
"236","NK:MIF_Mono:CD44","NK","MIF","Mono","CD44"
"237","NK:MIF_Mono:CD74","NK","MIF","Mono","CD74"
"238","NK:MIF_Mono:CXCR4","NK","MIF","Mono","CXCR4"
"239","NK:MIF_Mono:TNFRSF14","NK","MIF","Mono","TNFRSF14"
"240","NK:RPS19_Mono:C5AR1","NK","RPS19","Mono","C5AR1"
"241","NK:SELPLG_Mono:ITGAM","NK","SELPLG","Mono","ITGAM"
"242","NK:SELPLG_Mono:ITGB2","NK","SELPLG","Mono","ITGB2"
"243","NK:SELPLG_Mono:SELL","NK","SELPLG","Mono","SELL"
"244","NK:SEMA4D_Mono:PLXNB2","NK","SEMA4D","Mono","PLXNB2"
"245","NK:SORL1_Mono:APP","NK","SORL1","Mono","APP"
"246","NK:SPON2_Mono:ITGA4","NK","SPON2","Mono","ITGA4"
"247","NK:SPON2_Mono:ITGA5","NK","SPON2","Mono","ITGA5"
"248","NK:SPON2_Mono:ITGAM","NK","SPON2","Mono","ITGAM"
"249","NK:SPON2_Mono:ITGB1","NK","SPON2","Mono","ITGB1"
"250","NK:SPON2_Mono:ITGB2","NK","SPON2","Mono","ITGB2"
"251","B:ACTR2_Mono:LDLR","B","ACTR2","Mono","LDLR"
"252","B:ANXA2_Mono:DYSF","B","ANXA2","Mono","DYSF"
"253","B:ANXA2_Mono:TLR2","B","ANXA2","Mono","TLR2"
"254","B:AREG_Mono:ICAM1","B","AREG","Mono","ICAM1"
"255","B:ARPC5_Mono:LDLR","B","ARPC5","Mono","LDLR"
"256","B:CCL3_Mono:CCR1","B","CCL3","Mono","CCR1"
"257","B:CCL4_Mono:CCR1","B","CCL4","Mono","CCR1"
"258","B:CD52_Mono:SIGLEC10","B","CD52","Mono","SIGLEC10"
"259","B:CD53_Mono:CD37","B","CD53","Mono","CD37"
"260","B:CD69_Mono:SIRPA","B","CD69","Mono","SIRPA"
"261","B:CD74_Mono:ACKR3","B","CD74","Mono","ACKR3"
"262","B:CD74_Mono:CXCR4","B","CD74","Mono","CXCR4"
"263","B:CD82_Mono:CD37","B","CD82","Mono","CD37"
"264","B:COPA_Mono:CD74","B","COPA","Mono","CD74"
"265","B:COPA_Mono:SORT1","B","COPA","Mono","SORT1"
"266","B:FCER2_Mono:ITGB2","B","FCER2","Mono","ITGB2"
"267","B:GRN_Mono:SORT1","B","GRN","Mono","SORT1"
"268","B:GRN_Mono:TNFRSF1A","B","GRN","Mono","TNFRSF1A"
"269","B:GRN_Mono:TNFRSF1B","B","GRN","Mono","TNFRSF1B"
"270","B:HLA-DMA_Mono:CD4","B","HLA-DMA","Mono","CD4"
"271","B:HLA-DMB_Mono:CD4","B","HLA-DMB","Mono","CD4"
"272","B:HLA-DOB_Mono:CD4","B","HLA-DOB","Mono","CD4"
"273","B:HLA-DPA1_Mono:CD4","B","HLA-DPA1","Mono","CD4"
"274","B:HLA-DPB1_Mono:CD4","B","HLA-DPB1","Mono","CD4"
"275","B:HLA-DQA1_Mono:CD4","B","HLA-DQA1","Mono","CD4"
"276","B:HLA-DQA2_Mono:CD4","B","HLA-DQA2","Mono","CD4"
"277","B:HLA-DQB1_Mono:CD4","B","HLA-DQB1","Mono","CD4"
"278","B:HLA-DRB5_Mono:CD4","B","HLA-DRB5","Mono","CD4"
"279","B:JAK1_Mono:IFNAR1","B","JAK1","Mono","IFNAR1"
"280","B:JAK1_Mono:IFNAR2","B","JAK1","Mono","IFNAR2"
"281","B:LGALS9_Mono:CD44","B","LGALS9","Mono","CD44"
"282","B:LGALS9_Mono:CD47","B","LGALS9","Mono","CD47"
"283","B:LGALS9_Mono:HAVCR2","B","LGALS9","Mono","HAVCR2"
"284","B:LGALS9_Mono:LRP1","B","LGALS9","Mono","LRP1"
"285","B:LGALS9_Mono:PTPRC","B","LGALS9","Mono","PTPRC"
"286","B:LGALS9_Mono:SLC1A5","B","LGALS9","Mono","SLC1A5"
"287","B:LRPAP1_Mono:LDLR","B","LRPAP1","Mono","LDLR"
"288","B:LRPAP1_Mono:LRP1","B","LRPAP1","Mono","LRP1"
"289","B:LRPAP1_Mono:SIRPA","B","LRPAP1","Mono","SIRPA"
"290","B:LRPAP1_Mono:SORL1","B","LRPAP1","Mono","SORL1"
"291","B:LRPAP1_Mono:SORT1","B","LRPAP1","Mono","SORT1"
"292","B:LTB_Mono:CD40","B","LTB","Mono","CD40"
"293","B:LTB_Mono:TNFRSF1A","B","LTB","Mono","TNFRSF1A"
"294","B:LY86_Mono:CD180","B","LY86","Mono","CD180"
"295","B:MIF_Mono:ACKR3","B","MIF","Mono","ACKR3"
"296","B:MIF_Mono:CD44","B","MIF","Mono","CD44"
"297","B:MIF_Mono:CD74","B","MIF","Mono","CD74"
"298","B:MIF_Mono:CXCR4","B","MIF","Mono","CXCR4"
"299","B:MIF_Mono:TNFRSF14","B","MIF","Mono","TNFRSF14"
"300","B:MS4A1_Mono:CD53","B","MS4A1","Mono","CD53"
"301","B:MS4A1_Mono:CD82","B","MS4A1","Mono","CD82"
"302","B:RPS19_Mono:C5AR1","B","RPS19","Mono","C5AR1"
"303","HSPC:ACTR2_Mono:LDLR","HSPC","ACTR2","Mono","LDLR"
"304","HSPC:ADGRA3_Mono:SIGLEC10","HSPC","ADGRA3","Mono","SIGLEC10"
"305","HSPC:ALOX5AP_Mono:ALOX5","HSPC","ALOX5AP","Mono","ALOX5"
"306","HSPC:APP_Mono:APLP2","HSPC","APP","Mono","APLP2"
"307","HSPC:APP_Mono:CD74","HSPC","APP","Mono","CD74"
"308","HSPC:APP_Mono:LRP1","HSPC","APP","Mono","LRP1"
"309","HSPC:APP_Mono:LRP10","HSPC","APP","Mono","LRP10"
"310","HSPC:APP_Mono:NCSTN","HSPC","APP","Mono","NCSTN"
"311","HSPC:APP_Mono:NOTCH2","HSPC","APP","Mono","NOTCH2"
"312","HSPC:APP_Mono:PTGER2","HSPC","APP","Mono","PTGER2"
"313","HSPC:APP_Mono:RPSA","HSPC","APP","Mono","RPSA"
"314","HSPC:ARPC5_Mono:LDLR","HSPC","ARPC5","Mono","LDLR"
"315","HSPC:CCR2_Mono:CXCR4","HSPC","CCR2","Mono","CXCR4"
"316","HSPC:CD52_Mono:SIGLEC10","HSPC","CD52","Mono","SIGLEC10"
"317","HSPC:CD53_Mono:CD37","HSPC","CD53","Mono","CD37"
"318","HSPC:CD69_Mono:SIRPA","HSPC","CD69","Mono","SIRPA"
"319","HSPC:CD74_Mono:ACKR3","HSPC","CD74","Mono","ACKR3"
"320","HSPC:CD74_Mono:CXCR4","HSPC","CD74","Mono","CXCR4"
"321","HSPC:CD82_Mono:CD37","HSPC","CD82","Mono","CD37"
"322","HSPC:COPA_Mono:CD74","HSPC","COPA","Mono","CD74"
"323","HSPC:COPA_Mono:SORT1","HSPC","COPA","Mono","SORT1"
"324","HSPC:FCGR1A_Mono:LILRB3","HSPC","FCGR1A","Mono","LILRB3"
"325","HSPC:FCGR1A_Mono:PILRA","HSPC","FCGR1A","Mono","PILRA"
"326","HSPC:FSTL1_Mono:DIP2A","HSPC","FSTL1","Mono","DIP2A"
"327","HSPC:IGSF10_Mono:MILR1","HSPC","IGSF10","Mono","MILR1"
"328","HSPC:JAK1_Mono:IFNAR1","HSPC","JAK1","Mono","IFNAR1"
"329","HSPC:JAK1_Mono:IFNAR2","HSPC","JAK1","Mono","IFNAR2"
"330","HSPC:LILRB4_Mono:LAIR1","HSPC","LILRB4","Mono","LAIR1"
"331","HSPC:LMAN1_Mono:MCFD2","HSPC","LMAN1","Mono","MCFD2"
"332","HSPC:LY86_Mono:CD180","HSPC","LY86","Mono","CD180"
"333","HSPC:MIF_Mono:ACKR3","HSPC","MIF","Mono","ACKR3"
"334","HSPC:MIF_Mono:CD44","HSPC","MIF","Mono","CD44"
"335","HSPC:MIF_Mono:CD74","HSPC","MIF","Mono","CD74"
"336","HSPC:MIF_Mono:CXCR4","HSPC","MIF","Mono","CXCR4"
"337","HSPC:MIF_Mono:TNFRSF14","HSPC","MIF","Mono","TNFRSF14"
"338","HSPC:MPZL3_Mono:MPZL2","HSPC","MPZL3","Mono","MPZL2"
"339","HSPC:QDPR_Mono:DYSF","HSPC","QDPR","Mono","DYSF"
"340","HSPC:RPS19_Mono:C5AR1","HSPC","RPS19","Mono","C5AR1"
"341","HSPC:S100A12_Mono:CD36","HSPC","S100A12","Mono","CD36"
"342","HSPC:S100A12_Mono:TLR4","HSPC","S100A12","Mono","TLR4"
"343","HSPC:SEMA4F_Mono:VSIR","HSPC","SEMA4F","Mono","VSIR"
"344","HSPC:TNF_Mono:FAS","HSPC","TNF","Mono","FAS"
"345","HSPC:TNF_Mono:FFAR2","HSPC","TNF","Mono","FFAR2"
"346","HSPC:TNF_Mono:LTBR","HSPC","TNF","Mono","LTBR"
"347","HSPC:TNF_Mono:TRADD","HSPC","TNF","Mono","TRADD"
"348","HSPC:TNF_Mono:VSIR","HSPC","TNF","Mono","VSIR"
