Gene;OverallAverageExpression;case_avg;control_avg
UBE2D1;2,28973934901926e-01;2,68874902930363e-01;1,95484528039099e-01
TFAM;1,51282984279153e-01;1,75365898380792e-01;1,31069877965103e-01
BICC1;1,35686443733263e-03;1,27238266268628e-03;1,42777110109098e-03
SLC16A9;5,34997158682831e-03;5,13398687376562e-03;5,53125039507056e-03
CCDC6;1,39576552056027e-01;1,54145188564930e-01;1,27348903966498e-01
ANK3;2,60603843900536e-02;2,90727534498439e-02;2,35320634482556e-02
AL592430.1;1,56698653816983e-03;2,29794451207436e-03;9,53483904091628e-04
CDK1;2,44895368881022e-02;3,23987587315654e-02;1,78512230483148e-02
RHOBTB1;4,32076578956828e-03;5,55469841970330e-03;3,28510991619553e-03
ARID5B;1,28586775491757e-01;1,32210330300103e-01;1,25545478318717e-01
RTKN2;7,62367600783145e-03;6,42524834713292e-03;8,62953209373380e-03
ZNF365;3,24494579422138e-03;3,61201857881897e-03;2,93685678187215e-03
ADO;2,14252107157668e-02;2,50363449744094e-02;1,83943382733291e-02
EGR2;9,62577158173377e-03;1,18420090614161e-02;7,76565433824161e-03
NRBF2;1,03257277322964e-01;9,98922844347191e-02;1,06081560078325e-01
JMJD1C;4,43581553124559e-01;5,36999260811533e-01;3,65174843325138e-01
REEP3;7,13770703506009e-02;7,73195585641841e-02;6,63894618940742e-02
LINC01515;1,91898782679940e-03;2,51326902175562e-03;1,42019980956054e-03
DNAJC12;6,57293850469598e-03;8,84658697652048e-03;4,66463546097766e-03
AL133551.1;2,26830533730787e-03;2,51850001986596e-03;2,05831365206525e-03
SIRT1;6,33110260011630e-02;7,22492507868857e-02;5,58090564683153e-02
HERC4;1,12056207808444e-01;1,18043353833873e-01;1,07031117463522e-01
PBLD;5,75456333940937e-03;6,20374451641994e-03;5,37755967420231e-03
HNRNPH3;3,97027940675676e-01;4,77084763498415e-01;3,29835197137596e-01
RUFY2;6,01349698960245e-02;6,62766893663626e-02;5,49801440273161e-02
DNA2;1,23375220144233e-02;1,62033945741310e-02;9,09284436801580e-03
SLC25A16;5,01030430309419e-02;6,36366606321837e-02;3,87440999132993e-02
TET1;6,83744473504572e-03;6,80736585762985e-03;6,86269033217106e-03
AL513534.2;1,93478521481132e-03;1,33908959089540e-03;2,43476038086513e-03
CCAR1;1,67928035464868e-01;1,95653684210510e-01;1,44657534089640e-01
STOX1;1,49316977615536e-03;1,88679933010674e-03;1,16279131826643e-03
DDX50;8,68175751194138e-02;8,99649116062645e-02;8,41759742422811e-02
DDX21;4,96184659879544e-01;6,08728529582738e-01;4,01725110935243e-01
KIF1BP;1,59358112832842e-02;1,66244145316345e-02;1,53578575270085e-02
SRGN;1,04643728912178e+00;1,14843941015693e+00;9,60825568378991e-01
VPS26A;1,58834214589213e-01;1,82913524339905e-01;1,38624133454283e-01
SUPV3L1;7,46600734266407e-02;9,96338258362538e-02;5,36992748129089e-02
HK1;1,07242852441457e-01;1,05244592417017e-01;1,08920018342005e-01
TSPAN15;2,12740179675120e-03;2,58234096386954e-03;1,74556537477259e-03
FAM241B;6,47734455396923e-03;6,04587439752570e-03;6,83948312684814e-03
H2AFY2;9,94331208075060e-03;1,44519269894758e-02;6,15917233360229e-03
AIFM2;6,78950519414777e-03;9,08628584558601e-03;4,86178700806607e-03
TYSND1;2,22096067041271e-02;2,21932329204596e-02;2,22233494359510e-02
SAR1A;2,08018057742702e-01;2,68263399513406e-01;1,57453350623034e-01
PPA1;2,96046612042759e-01;3,38682465937413e-01;2,60261779529311e-01
LRRC20;2,73676346112699e-03;3,79951156237646e-03;1,84478501263235e-03
EIF4EBP2;1,52720693932375e-01;1,63513729973681e-01;1,43661956935947e-01
PALD1;2,98869745135310e-03;2,84368998652008e-03;3,11040412234110e-03
PRF1;1,10071372621428e-01;1,11105844850298e-01;1,09203126484236e-01
ADAMTS14;6,17179770333650e-04;1,05178871054036e-03;2,52406774991000e-04
SGPL1;3,32090323332755e-02;3,65981299836968e-02;3,03645181342234e-02
PCBD1;8,73833905628407e-02;1,02728307980900e-01;7,45041997040219e-02
SLC29A3;1,58718411120874e-02;1,68242566462784e-02;1,50724662371654e-02
CDH23;2,42352229976725e-02;1,83091499359962e-02;2,92090540014684e-02
VSIR;3,84255376909650e-01;4,10799565516570e-01;3,61976490556137e-01
PSAP;6,46773937606869e-01;6,60485175469075e-01;6,35265915469833e-01
SPOCK2;1,51184545357560e-01;1,98164554620829e-01;1,11753606150380e-01
ASCC1;2,98739484002031e-02;3,50713425846993e-02;2,55117071546516e-02
ANAPC16;3,92465600494743e-01;3,54358971773850e-01;4,24448994794728e-01
DDIT4;3,15564093988074e-01;4,56853415897310e-01;1,96978109221513e-01
DDIT4-AS1;4,67213913186209e-03;8,93898541660423e-03;1,09091896825531e-03
DNAJB12;1,17692765885813e-01;1,19334678047969e-01;1,16314687429364e-01
MICU1;1,09907920034857e-01;1,21403826776386e-01;1,00259254422288e-01
MCU;2,23947345905064e-02;3,02403068584309e-02;1,58098426759800e-02
P4HA1;7,70179185777359e-02;8,21624043731810e-02;7,27000840384610e-02
AL731563.3;2,93991270258766e-03;3,43972885408847e-03;2,52041043782322e-03
NUDT13;3,58207097025008e-03;3,02473456888229e-03;4,04985073668499e-03
AC016394.2;4,21732225621028e-03;5,08449221893107e-03;3,48949510975907e-03
ECD;6,84181948414107e-02;8,56339460012902e-02;5,39687886357397e-02
FAM149B1;1,32919930713553e-02;1,68544074634101e-02;1,03020118532433e-02
DNAJC9;9,87642437137997e-02;1,07736912516730e-01;9,12333648646308e-02
MRPS16;1,24801515759052e-01;1,28116938218504e-01;1,22018838116054e-01
AC016394.1;4,31922778271473e-03;3,16727578633533e-03;5,28607623274982e-03
CFAP70;3,93336096872766e-03;6,13620707444136e-03;2,08448328140283e-03
ANXA7;1,97764628966239e-01;2,14988598130180e-01;1,83308325281755e-01
MSS51;3,42964905139400e-03;2,91461049508256e-03;3,86192768057572e-03
PPP3CB;6,78056110399003e-02;6,71922272489603e-02;6,83204321170034e-02
PPP3CB-AS1;2,95912869001051e-02;2,80399047347051e-02;3,08933823404911e-02
USP54;4,56615850220138e-03;4,27417541003819e-03;4,81122374882773e-03
AC073389.1;9,51522612040460e-03;1,13693142131389e-02;7,95906561690885e-03
SYNPO2L;1,08251707729907e-03;1,26813408870128e-03;9,26726280166524e-04
AGAP5;4,79811782859668e-03;5,96127630376086e-03;3,82186363363690e-03
SEC24C;4,29792226358776e-02;5,39772877531880e-02;3,37484020413755e-02
FUT11;3,46815620550063e-02;3,39363918725098e-02;3,53069931825391e-02
CHCHD1;1,21611139661926e-01;1,31957779812641e-01;1,12927068603209e-01
ZSWIM8;5,49956194408283e-02;6,64485586109756e-02;4,53830170756198e-02
ZSWIM8-AS1;5,77500417359509e-03;5,85250880244955e-03;5,70995351999667e-03
NDST2;7,66643512815013e-02;9,72896048426595e-02;5,93533049012152e-02
CAMK2G;4,56713141718836e-02;4,82097569947185e-02;4,35407657493152e-02
PLAU;5,76884747439112e-03;6,88975069211445e-03;4,82805867233913e-03
VCL;1,25119690650765e-01;1,09802759419007e-01;1,37975392335614e-01
AP3M1;5,05695800164223e-02;5,20967615138415e-02;4,92877965147288e-02
ADK;1,16425244797587e-01;1,19919481073995e-01;1,13492486367965e-01
KAT6B;2,44066939547472e-01;2,73414726930202e-01;2,19434955895259e-01
SAMD8;8,37901038191019e-02;9,76517850142376e-02;7,21558126155440e-02
VDAC2;3,32385031048813e-01;3,58053737647530e-01;3,10840948250764e-01
COMTD1;5,65052245043749e-02;5,93114007437668e-02;5,41499639066165e-02
ZNF503;8,40904507199230e-02;1,44086189974564e-01;3,37352382723767e-02
LRMDA;6,03258072045504e-02;7,11989497941390e-02;5,11998357293537e-02
AL589863.2;6,83118946396130e-03;8,90120161306537e-03;5,09380106218284e-03
AL589863.1;6,76848972506454e-03;6,36470722195858e-03;7,10738968661355e-03
AL731568.1;2,15141687161390e-03;2,75816655736834e-03;1,64216388618154e-03
KCNMA1;6,74341695436111e-03;4,92411789849184e-03;8,27037856200279e-03
AL450306.1;1,84591869993107e-03;3,21750762543256e-03;6,94726088715983e-04
DLG5;9,08287414021322e-03;1,32546998782620e-02;5,58140597024914e-03
POLR3A;2,99123009076640e-02;3,07061389708017e-02;2,92460221882939e-02
RPS24;1,51619934807514e+00;1,47040353108965e+00;1,55463637914039e+00
ZMIZ1;7,91962955777392e-02;8,50236252658970e-02;7,43053411850674e-02
PPIF;1,51669119728847e-01;1,91087745182893e-01;1,18584549327872e-01
ZCCHC24;1,23516104554641e-02;1,07678943256463e-02;1,36808442171335e-02
EIF5AL1;6,49892702030217e-03;9,28041128611738e-03;4,16439072047988e-03
NUTM2B-AS1;1,60347741464542e-01;1,74331166945851e-01;1,48611268681581e-01
AL135925.1;2,19096586253282e-02;2,34758883700371e-02;2,05951014164947e-02
TMEM254;1,80200540622115e-02;1,94010103712304e-02;1,68609992828999e-02
ANXA11;2,55173595031984e-01;2,64040157421993e-01;2,47731772689677e-01
PRXL2A;2,11876607179747e-02;2,11290875433865e-02;2,12368219532017e-02
TSPAN14;1,24071074137228e-01;1,19561421424953e-01;1,27856084926535e-01
AL603756.1;3,59275707623416e-03;4,87966887363468e-03;2,51263509149931e-03
GHITM;2,86082819343874e-01;2,94495996769061e-01;2,79021528961133e-01
CERNA2;1,59947468388099e-03;1,71608911169864e-03;1,50159866201412e-03
CDHR1;1,56208071424460e-03;9,62196772770227e-04;2,06557119026999e-03
CCSER2;1,32826873905921e-01;1,46463711341447e-01;1,21381297024802e-01
WAPL;1,74038647483993e-01;1,77371655815248e-01;1,71241209787669e-01
AL731569.1;2,98010789983731e-03;3,51189653886568e-03;2,53377070609411e-03
BMPR1A;6,22812126694257e-03;8,26851123770948e-03;4,51559514875055e-03
ADIRF-AS1;1,15444830990591e-02;1,56692861944502e-02;8,08248165107042e-03
ADIRF;1,46543808359515e-03;2,29536058893710e-03;7,68873217644915e-04
GLUD1;1,56689538828257e-01;1,69864563194735e-01;1,45631567725346e-01
SHLD2;6,87332602093007e-02;8,17414566797025e-02;5,78153099520941e-02
AL136982.3;2,22942018530226e-03;2,49420071393324e-03;2,00718640775687e-03
NUTM2A-AS1;1,54371855462032e-01;1,86911454547263e-01;1,27060942299677e-01
AL157893.2;5,25921594912146e-03;4,34751102922215e-03;6,02442187043114e-03
LINC00863;1,67088551136948e-02;1,93904828454321e-02;1,44581297152838e-02
MINPP1;3,14811951238912e-02;3,68430669416723e-02;2,69809056390842e-02
PAPSS2;1,08681279059116e-02;9,53340830715146e-03;1,19883756066394e-02
ATAD1;6,47790394824235e-02;7,77909669775091e-02;5,38579577271649e-02
KLLN;2,24444122768926e-03;3,04458068866872e-03;1,57287366229469e-03
PTEN;2,82631106957823e-01;3,14072894307570e-01;2,56241601612998e-01
RNLS;5,68390369172998e-03;5,80444824351686e-03;5,58272906516427e-03
LIPN;1,12029381208316e-02;9,66284077769834e-03;1,24955620615789e-02
ANKRD22;2,07608031635898e-02;3,89042739955636e-02;5,53274964461882e-03
STAMBPL1;1,90077702321463e-02;1,79479167814131e-02;1,98973191624198e-02
ACTA2;2,09880226549832e-02;3,53963675068608e-02;8,89490945982089e-03
AL157394.3;1,06171242007237e-02;1,81076113811019e-02;4,33025986686374e-03
FAS;5,10212467902914e-02;7,03087626666551e-02;3,48329812300067e-02
CH25H;5,50015714639918e-03;8,93142188622825e-03;2,62025155502832e-03
LIPA;9,34658366426254e-02;1,01388125689325e-01;8,68165553274261e-02
IFIT2;8,82510480012661e-02;1,36789110546953e-01;4,75124141975115e-02
IFIT3;8,90752637563590e-02;1,60362389351643e-01;2,92430423566075e-02
IFIT1B;9,40164407697870e-04;1,64251131906330e-03;3,50675414428263e-04
IFIT1;2,50127616278952e-02;4,30279639726484e-02;9,89236553601083e-03
IFIT5;4,52869255318081e-02;6,19101528996437e-02;3,13348323320152e-02
PANK1;1,96924288428621e-03;2,12283428773894e-03;1,84033160080068e-03
KIF20B;1,20866577639481e-01;1,49875136504084e-01;9,65193129408259e-02
LINC00865;3,12478829151410e-03;9,60432169857688e-04;4,94136082936688e-03
LINC01374;2,41782481220948e-03;1,72944242365318e-03;2,99559319795732e-03
HTR7;3,70672872010586e-03;5,66454072440879e-03;2,06351137444402e-03
RPP30;7,29165038999464e-02;7,69647621559258e-02;6,95187475416628e-02
PCGF5;1,83816252147253e-01;2,12482492196722e-01;1,59756300129049e-01
HECTD2;5,61279989282308e-03;6,66815152590393e-03;4,72702939727009e-03
TNKS2-AS1;2,13181529871856e-03;2,65140045215516e-03;1,69572065081626e-03
TNKS2;1,45031277279046e-01;1,52006098597922e-01;1,39177218079858e-01
FGFBP3;1,04920685474010e-02;1,06726437622547e-02;1,03405093963732e-02
AL359198.1;1,49704116249949e-03;1,12989705761504e-03;1,80519003490280e-03
BTAF1;1,07344821701407e-01;1,28451840889920e-01;8,96294230985013e-02
CPEB3;1,57942017197844e-02;1,43051373610240e-02;1,70439930060489e-02
MARCH5;8,04855515918491e-02;9,12692567596350e-02;7,14346461201982e-02
IDE;2,98818727579614e-02;3,15359142547598e-02;2,84936139915374e-02
KIF11;2,42002507144293e-02;2,92769094280020e-02;1,99393443363840e-02
HHEX;1,05675719386886e-01;9,07957970738126e-02;1,18164633742914e-01
EXOC6;8,28534404929061e-02;8,58521543544365e-02;8,03365805384705e-02
MYOF;3,58027026109277e-02;3,31777511204029e-02;3,80058588952242e-02
CEP55;6,12396969369885e-03;4,53480319063820e-03;7,45777802526221e-03
RBP4;3,35796457836242e-03;5,79629623159546e-03;1,31144077614709e-03
FRA10AC1;6,01180246784097e-02;5,66311591661368e-02;6,30445967288232e-02
SLC35G1;5,32310732129446e-03;4,77411019559698e-03;5,78388782406075e-03
PLCE1;1,18249211337211e-02;7,20492196711873e-03;1,57025471523679e-02
NOC3L;4,93381569550055e-02;4,52502546630824e-02;5,27691870736764e-02
TBC1D12;2,66371647563494e-02;2,46183715664223e-02;2,83315644125479e-02
HELLS;5,50955122468051e-02;6,16015729181882e-02;4,96348900197229e-02
PDLIM1;7,31037362656961e-02;8,26988655641142e-02;6,50504181420070e-02
SORBS1;2,82462484134424e-03;4,37171646877592e-03;1,52613050586330e-03
ALDH18A1;1,83038459915810e-02;2,19048079874597e-02;1,52815112629696e-02
TCTN3;4,04130972365662e-02;4,05275724029146e-02;4,03170167249656e-02
ENTPD1;7,31577825502269e-02;4,40008597332373e-02;9,76295710639863e-02
ENTPD1-AS1;3,03024860601117e-02;2,66235240027772e-02;3,33902872654150e-02
CC2D2B;2,00561076577851e-03;1,29361488959473e-03;2,60319826203122e-03
CCNJ;2,02660092450752e-02;2,42773958731818e-02;1,68991997286488e-02
ZNF518A;1,00337492795689e-01;1,01375254995735e-01;9,94664853424510e-02
BLNK;2,10003632419272e-02;1,23418538895532e-02;2,82675639354187e-02
DNTT;3,36150245752089e-03;4,89164799863948e-03;2,07723119499564e-03
TM9SF3;2,40701501944069e-01;2,72390884215565e-01;2,14104186927415e-01
PIK3AP1;1,04853419883483e-01;9,33623507737619e-02;1,14498025208096e-01
LCOR;1,93794246775183e-01;2,32059374840337e-01;1,61677821892488e-01
ARHGAP19;3,54100902192892e-02;3,37531560859663e-02;3,68007768135645e-02
FRAT1;5,84994444184204e-02;4,80896661821737e-02;6,72365081021135e-02
FRAT2;7,65736885819040e-02;4,52036452627931e-02;1,02902978218924e-01
RRP12;6,97294662495795e-02;7,90985097913846e-02;6,18659048727370e-02
PGAM1;1,79732637282770e-01;1,66218430136453e-01;1,91075288950493e-01
EXOSC1;8,61678576814435e-02;7,79069011284135e-02;9,31013870856268e-02
ZDHHC16;1,52347732537477e-02;1,25638100077297e-02;1,74765478091370e-02
MMS19;2,28807350290344e-02;2,26423718987940e-02;2,30807963369211e-02
UBTD1;1,12061889305407e-02;1,20910341713838e-02;1,04635266908648e-02
MORN4;2,20899594452564e-03;1,76540240989231e-03;2,58130982805015e-03
PI4K2A;5,95593575202166e-02;6,50844802429813e-02;5,49220494053397e-02
AVPI1;1,67441126548474e-02;1,45595180248650e-02;1,85776716387219e-02
MARVELD1;2,41871379663303e-02;2,47180105088818e-02;2,37415696644000e-02
ZFYVE27;3,93926387579051e-02;3,94240589054186e-02;3,93662674151593e-02
GOLGA7B;3,31508043917411e-03;4,45411720326484e-03;2,35907191333671e-03
R3HCC1L;4,91823983999313e-02;5,53612008004707e-02;4,39964483405443e-02
PYROXD2;1,12282828704554e-02;1,23680022913314e-02;1,02717013818064e-02
HPS1;1,20999078571267e-01;1,19612268884845e-01;1,22163046167162e-01
AL139243.1;1,33867322511832e-03;1,33822707292671e-03;1,33904768651627e-03
CNNM1;9,69284734472554e-04;1,56227972468181e-03;4,71576245781702e-04
GOT1;1,45235059334495e-02;1,45155105071483e-02;1,45302165998236e-02
AL391684.1;1,99316565623816e-03;2,38510919685744e-03;1,66420229149721e-03
NKX2-3;2,14972071211100e-03;3,97854668138239e-03;6,14763040843919e-04
SLC25A28;6,32398115532312e-02;6,82036531439249e-02;5,90735940691118e-02
AL353719.1;4,88062300837133e-03;5,07916616547719e-03;4,71398312726845e-03
AL133353.1;1,01342007788171e-03;1,15394853468493e-03;8,95472697198263e-04
ENTPD7;1,28302341584567e-02;1,18058533821038e-02;1,36900104069249e-02
CUTC;6,07536481787827e-02;4,73951273199710e-02;7,19656302993032e-02
COX15;3,54742539716781e-02;3,09269457181104e-02;3,92908695516782e-02
DNMBP;2,61930659973437e-02;2,24247235157450e-02;2,93558853674098e-02
ERLIN1;4,34283133346155e-02;5,59393862252199e-02;3,29276054313556e-02
CHUK;4,28691367453484e-02;5,08718830969961e-02;3,61523265567003e-02
CWF19L1;5,09267985909589e-02;6,50838003624077e-02;3,90446409464650e-02
BLOC1S2;1,86921507772315e-01;1,79102467836596e-01;1,93484130751721e-01
SCD;9,23526704174297e-03;1,25595058799051e-02;6,44518969622396e-03
OLMALINC;8,89777315888019e-03;8,65480828735158e-03;9,10169676870832e-03
SEC31B;2,61167028541240e-02;3,39388349771321e-02;1,95514845612869e-02
NDUFB8;3,63690915681590e-01;3,16882345424425e-01;4,02977963877819e-01
HIF1AN;4,02943470797971e-02;4,22634373039231e-02;3,86416637760144e-02
AL138762.1;1,74600401161332e-03;1,52559780987603e-03;1,93099383340937e-03
SLF2;6,08383074142628e-02;5,83531232255650e-02;6,29241551652509e-02
MRPL43;1,24262279532604e-01;1,05253265321359e-01;1,40216794985160e-01
TWNK;8,24079212526276e-03;7,21530357154064e-03;9,10149814583588e-03
LZTS2;1,20775021287691e-02;1,56840936753666e-02;9,05044244425326e-03
PDZD7;2,06195409894897e-03;3,21785332566603e-03;1,09179268661518e-03
SFXN3;5,13069484944048e-02;5,13219266521261e-02;5,12943771297795e-02
AL133215.2;1,15538729718694e-03;9,84530706631684e-04;1,29878947911451e-03
KAZALD1;4,03927929469607e-03;3,58744024345746e-03;4,41851374867370e-03
BTRC;1,84585664083594e-02;1,91924458501342e-02;1,78426117479025e-02
DPCD;1,36093170809994e-02;1,12490974854032e-02;1,55902804066561e-02
POLL;2,62993435067531e-02;2,30134150424748e-02;2,90572664519791e-02
FBXW4;5,30194342152714e-02;6,42328063160026e-02;4,36079036399225e-02
NPM3;3,42068984197113e-02;3,59979634790177e-02;3,27036339764488e-02
OGA;3,14921021808668e-01;3,47784924039702e-01;2,87337916753902e-01
KCNIP2;1,73197843995470e-03;1,34866208478246e-03;2,05370089456758e-03
ARMH3;5,05182411787197e-02;5,60406704241488e-02;4,58831937347694e-02
HPS6;1,50632257017554e-02;1,62347459488307e-02;1,40799533617365e-02
LDB1;3,99183401949237e-02;4,88408184339135e-02;3,24295869456972e-02
PPRC1;2,07744530666619e-02;2,40791083765897e-02;1,80008124337655e-02
NOLC1;7,27522541945776e-02;7,64699685132288e-02;6,96319277070515e-02
GBF1;3,94857578036760e-02;4,85245361142557e-02;3,18993923758959e-02
NFKB2;1,06990874284407e-01;1,38512707075944e-01;8,05341857482938e-02
PSD;2,61160931219739e-03;2,43934329976840e-03;2,75619444042686e-03
FBXL15;9,47914422261678e-02;8,77430663585888e-02;1,00707236724769e-01
CUEDC2;9,46311134088562e-02;9,63239768690682e-02;9,32102708583234e-02
RPARP-AS1;3,00592175818746e-02;3,06651822495252e-02;2,95506234724539e-02
C10orf95;5,98714423187496e-03;5,65225983047474e-03;6,26821711117236e-03
MFSD13A;1,31138525305975e-02;1,46649574855279e-02;1,18119897566020e-02
ACTR1A;7,00954337776478e-02;7,46980213059341e-02;6,62324215758712e-02
SUFU;1,03377063912722e-02;8,87613242431401e-03;1,15644246304060e-02
TRIM8;1,93750024435330e-01;1,75163223584451e-01;2,09350170665613e-01
AL391121.1;1,62484566341395e-02;1,80238406980928e-02;1,47583534563636e-02
ARL3;4,26331247689546e-02;3,30325411116937e-02;5,06910208077040e-02
SFXN2;7,97048233380172e-03;7,30456664577598e-03;8,52939412252673e-03
WBP1L;3,84904345580682e-02;3,41862199968811e-02;4,21030184072061e-02
BORCS7;1,61218967229995e-01;1,34531054547338e-01;1,83618483089161e-01
AS3MT;1,63835926589931e-03;1,66966654665881e-03;1,61208265370343e-03
CNNM2;1,72694984795030e-02;1,72795910183733e-02;1,72610276789884e-02
NT5C2;7,20192526988484e-02;8,62358929997900e-02;6,00870396527547e-02
PCGF6;1,55401947396816e-02;1,57345684235630e-02;1,53770543522531e-02
TAF5;1,34042365875775e-02;1,18173626504633e-02;1,47361207384121e-02
ATP5MD;4,38513290317147e-01;4,65713751522270e-01;4,15683585746930e-01
PDCD11;3,90777456780659e-02;3,75706858452716e-02;4,03426408021917e-02
CALHM2;2,15886749878266e-02;1,70898281903332e-02;2,53646162308411e-02
NEURL1;1,14690360124854e-02;7,30793812241225e-03;1,49615001586534e-02
AL121929.3;1,49008016881401e-03;2,20935938355806e-03;8,86379670786746e-04
SH3PXD2A;1,68870476194626e-02;2,13788186389410e-02;1,31170451699291e-02
AL121929.2;2,42318296572488e-03;1,52459865301206e-03;3,17737658898600e-03
STN1;4,66732626586241e-02;3,84996078359977e-02;5,35335185731211e-02
SLK;1,53846462823324e-01;1,53618453791755e-01;1,54037833800117e-01
SFR1;3,09476975381510e-02;3,02741377794724e-02;3,15130250958368e-02
GSTO1;2,95644306174104e-01;2,63576465659442e-01;3,22559266168117e-01
GSTO2;3,82519766505183e-03;3,95890505379754e-03;3,71297529643461e-03
ITPRIP;6,22998079879510e-02;6,22390647269539e-02;6,23507906052213e-02
XPNPEP1;5,14714156302193e-02;6,09255469023767e-02;4,35364390030306e-02
ADD3-AS1;1,92578388017864e-03;2,60583188925534e-03;1,35501064866221e-03
ADD3;2,43640186954021e-01;2,31519582000602e-01;2,53813169985894e-01
MXI1;1,13897316085539e-01;1,21710300401888e-01;1,07339775667054e-01
SMNDC1;1,62085469870395e-01;1,89583105101653e-01;1,39006343234448e-01
AL355512.1;3,41188148702423e-03;2,04165218235432e-03;4,56193295060662e-03
DUSP5;6,60474904308526e-02;8,66032573061365e-02;4,87947651392462e-02
SMC3;2,14292550348159e-01;2,17476971035757e-01;2,11619824213963e-01
PDCD4-AS1;1,66096326706499e-02;1,44046944484166e-02;1,84602662988651e-02
PDCD4;3,52588495744239e-01;3,88496629136344e-01;3,22450327467324e-01
BBIP1;6,72248946489821e-02;6,17584419803357e-02;7,18129602163691e-02
AL158163.2;2,93788525187224e-03;3,84659202956210e-03;2,17519571072189e-03
AL158163.1;4,48203138917802e-03;4,81365380207110e-03;4,20369633970521e-03
SHOC2;2,11008756877395e-01;2,32699030436526e-01;1,92803825215836e-01
ADRA2A;1,21702396477980e-03;1,13982371559609e-03;1,28181914852026e-03
GPAM;1,32993493778285e-02;1,32485354338275e-02;1,33419981888484e-02
ACSL5;4,15751476179018e-02;4,51384815734950e-02;3,85843945980268e-02
AL157786.1;3,58713412597735e-03;3,13383179805323e-03;3,96759672730818e-03
ZDHHC6;6,19297448229572e-02;7,20912504352185e-02;5,34010596154860e-02
VTI1A;1,07906383429301e-01;1,18277794942596e-01;9,92015214404139e-02
AL158212.3;3,61102030603693e-03;3,63743935226048e-03;3,58884645333045e-03
TCF7L2;1,09362959710310e-01;1,40233436332214e-01;8,34529629677880e-02
AL158212.2;1,25496948416808e-02;1,54694308443447e-02;1,00991220421546e-02
CASP7;3,81329028924287e-02;4,57303369165723e-02;3,17562766670526e-02
DCLRE1A;6,96042084989833e-03;7,90476077841601e-03;6,16782393695121e-03
NHLRC2;4,34781751590071e-02;4,54972144831642e-02;4,17835689191146e-02
ADRB1;8,48009562018274e-03;6,87190979693020e-03;9,82986711714366e-03
CCDC186;2,04051087663328e-01;2,50031731559139e-01;1,65458928943167e-01
AFAP1L2;1,85350643338890e-03;1,14137594721451e-03;2,45120690957583e-03
ABLIM1;6,27156858932823e-02;7,05681936147207e-02;5,61249729614728e-02
FAM160B1;9,72923893424315e-02;1,35198939753372e-01;6,54769233975084e-02
TRUB1;2,06270807088003e-02;2,01982246287950e-02;2,09870252529691e-02
SHTN1;1,04069317249008e-01;9,97074411429081e-02;1,07730297190605e-01
SLC18A2;2,67886937504129e-03;2,65421445639964e-03;2,69956257228332e-03
AL391988.1;4,76186307931330e-03;4,71586692242999e-03;4,80046825828774e-03
PDZD8;1,36304103737598e-01;1,55844400905189e-01;1,19903675517420e-01
RAB11FIP2;8,53636076460018e-02;9,64429050201668e-02;7,60646077507306e-02
FAM204A;2,72598698294659e-01;2,98837566758809e-01;2,50576071149628e-01
CACUL1;1,36311742532304e-01;1,45073586966016e-01;1,28957811346970e-01
AL139407.1;6,45251120626668e-03;8,66496076756861e-03;4,59557321245371e-03
NANOS1;1,86069976545319e-03;2,55279945978437e-03;1,27981139611398e-03
EIF3A;4,40529388734074e-01;4,69195696980670e-01;4,16469379477124e-01
DENND10;1,70979654708517e-01;2,00362333636592e-01;1,46318386123735e-01
SFXN4;3,81382463392258e-02;3,80169352166628e-02;3,82400643587185e-02
PRDX3;1,57307976613908e-01;1,61239494770691e-01;1,54008201755131e-01
GRK5;2,71068889976644e-02;3,27617851494787e-02;2,23606603382451e-02
GRK5-IT1;2,01438996153282e-03;2,44018800460311e-03;1,65701206795357e-03
RGS10;3,37959028490265e-01;3,13306498550756e-01;3,58650220863188e-01
TIAL1;1,85291564656448e-01;2,15755735770122e-01;1,59722585466833e-01
BAG3;2,42232906862694e-02;3,79188697862937e-02;1,27284111541273e-02
INPP5F;2,70822530715926e-02;2,86705310395157e-02;2,57491904992477e-02
MCMBP;6,83863870761003e-02;7,15996363951007e-02;6,56894646926881e-02
SEC23IP;4,70366360081025e-02;4,57225463010241e-02;4,81395687696143e-02
PLPP4;1,52157071020132e-03;2,32316246591461e-03;8,48784214749940e-04
WDR11-AS1;2,50513399974514e-03;2,21226535260573e-03;2,75094250430139e-03
WDR11;1,27836079241920e-01;1,34408503733741e-01;1,22319756988162e-01
ATE1;5,26871570802813e-02;5,30232893254181e-02;5,24050368693360e-02
NSMCE4A;9,66222679474568e-02;8,58712835636154e-02;1,05645710435112e-01
AL731566.2;2,69310896044025e-03;3,04275292763995e-03;2,39964818359047e-03
PLEKHA1;7,23030077339298e-02;6,60810214087344e-02;7,75252026288233e-02
FAM24B;2,34399518102065e-02;3,30222792836252e-02;1,53973784264869e-02
C10orf88;8,77229153975535e-03;8,59740770252692e-03;8,91907384274361e-03
PSTK;2,80237713960673e-02;3,14936150498855e-02;2,51114860151638e-02
IKZF5;7,70482022735079e-02;1,08567565276313e-01;5,05935866635364e-02
ACADSB;2,06936763733831e-02;2,18698490830519e-02;1,97064991603646e-02
BUB3;1,88044250053080e-01;2,08373514917111e-01;1,70981630876310e-01
CHST15;5,47525147870257e-02;5,56589531868974e-02;5,39917291251901e-02
OAT;1,44277971266592e-01;2,20046718139480e-01;8,06842662290547e-02
