Gene;OverallAverageExpression;case_avg;control_avg
S100A3;1,05487838834930e-03;1,29717097612245e-03;8,51519035112588e-04
S100A2;1,88919887869074e-03;1,78988102541977e-03;1,97255765822119e-03
S100A16;1,28656678933011e-02;2,74107357236794e-02;6,57801305408051e-04
S100A13;2,09729142724064e-02;2,67732375284018e-02;1,61046267331793e-02
AL162258.2;3,17946800577915e-03;3,08942988675061e-03;3,25503818240146e-03
CHTOP;1,08910384718156e-01;1,13061917831978e-01;1,05425948414400e-01
SNAPIN;5,94619332343131e-02;5,86123268844792e-02;6,01750190096394e-02
ILF2;2,01186275699508e-01;2,18553067318434e-01;1,86610099251517e-01
INTS3;3,80107961387805e-02;4,14028217286882e-02;3,51638244816372e-02
SLC27A3;4,39718475368209e-02;4,01372016685630e-02;4,71903162106991e-02
GATAD2B;8,87521973298302e-02;1,01581992492946e-01;7,79839816344593e-02
AL358472.5;7,55809502991012e-03;1,30431424733718e-02;2,95442262363968e-03
DENND4B;8,27623908611314e-02;9,10643758591922e-02;7,57944257438191e-02
CRTC2;4,30274958304847e-02;6,17932092030752e-02;2,72771859693814e-02
SLC39A1;3,92830865843660e-02;4,65780031066420e-02;3,31603672741291e-02
AL358472.4;2,07928881691396e-03;2,30864588408869e-03;1,88678641611995e-03
CREB3L4;1,04457628291265e-02;1,01066726529924e-02;1,07303656704323e-02
JTB;3,89230992107249e-01;4,05164350732289e-01;3,75857914809852e-01
AL358472.2;1,57008603944917e-03;1,26986623729553e-03;1,82206446502107e-03
RAB13;6,75859257021102e-02;8,76209630155419e-02;5,07702555754298e-02
RPS27;1,51163950808928e+00;1,52050165466357e+00;1,50420139199914e+00
TPM3;8,81541053899963e-01;9,22462211934384e-01;8,47195388157317e-01
C1orf43;1,46302883876703e-01;1,51737616694468e-01;1,41741441197038e-01
UBAP2L;8,86339469076124e-02;1,06655793144341e-01;7,35079745098761e-02
HAX1;1,35158628818842e-01;1,34056975574288e-01;1,36083260865421e-01
ATP8B2;2,61408917284366e-02;3,02093971337387e-02;2,27261416716294e-02
IL6R-AS1;1,90039914241536e-03;8,62294841178828e-04;2,77169372567918e-03
IL6R;8,67032999743681e-02;6,34249074338512e-02;1,06241160768782e-01
UBE2Q1;1,14673882646109e-01;1,26079835459670e-01;1,05100716547500e-01
ADAR;2,97330948771022e-01;3,62373555955534e-01;2,42739833741715e-01
PMVK;7,38578003785473e-02;7,98498499232970e-02;6,88285944454150e-02
AL451085.1;7,29598200286472e-03;4,60612025778398e-03;9,55361831688999e-03
PBXIP1;1,04946910390089e-01;1,17166929510848e-01;9,46904877410208e-02
PYGO2;1,78626653701072e-02;1,88917322814105e-02;1,69989559869877e-02
AL451085.2;1,01047059767946e-02;9,72503302964842e-03;1,04233704711679e-02
SHC1;5,43575746253028e-02;6,58383707583571e-02;4,47215915450176e-02
CKS1B;6,92431589658142e-02;6,77144227462088e-02;7,05262473662715e-02
FLAD1;4,57554176900486e-02;5,01998570469379e-02;4,20251413269803e-02
ZBTB7B;5,24832902725914e-02;6,90906788022117e-02;3,85444908178735e-02
DCST2;5,43387797623326e-04;6,87431413998249e-04;4,22490097313532e-04
ADAM15;6,22928696272595e-02;7,09469610404268e-02;5,50293769682067e-02
EFNA4;9,41380923670379e-03;8,92869710303044e-03;9,82097022605879e-03
EFNA3;1,64428039503322e-03;1,57884119208457e-03;1,69920437809960e-03
SLC50A1;7,35227975727668e-02;8,56724169394993e-02;6,33254623624784e-02
DPM3;1,35697885844355e-01;1,56219398622220e-01;1,18473910466896e-01
KRTCAP2;4,28577721253714e-01;4,53516841777110e-01;4,07645989637231e-01
TRIM46;3,81214575109246e-03;4,86040376062463e-03;2,93232902701148e-03
MUC1;1,03459758322990e-02;1,68589434906622e-02;4,87955648026960e-03
THBS3;7,81791588316007e-03;1,11218679708582e-02;5,04486547392312e-03
MTX1;1,12252426570823e-01;1,22235524884680e-01;1,03873480953612e-01
GBA;3,25280897700796e-02;3,57461782222217e-02;2,98271058386236e-02
FAM189B;1,27770237825956e-02;1,53590164085315e-02;1,06099234379334e-02
SCAMP3;6,12786423235621e-02;7,77173131303895e-02;4,74814498709489e-02
CLK2;2,82411886946823e-02;2,98034758867879e-02;2,69299405220635e-02
PKLR;1,09448437622642e-02;1,01389666008725e-02;1,16212270550221e-02
FDPS;1,40379127824110e-01;1,42235920895201e-01;1,38820696996730e-01
RUSC1-AS1;2,82145178034543e-03;2,89517172769307e-03;2,75957765967568e-03
RUSC1;2,42445996667798e-02;2,78469619541773e-02;2,12210896550934e-02
ASH1L;2,47069249908332e-01;2,74951994822221e-01;2,23666895654466e-01
ASH1L-AS1;2,12305998965723e-02;2,54747316418492e-02;1,76684443444634e-02
MSTO1;1,41646878323444e-02;1,70390694466860e-02;1,17521815670050e-02
AL353807.5;2,62398424515271e-02;3,58130559176995e-02;1,82049185738697e-02
YY1AP1;9,03485762041554e-02;1,20025634018614e-01;6,54402315511709e-02
DAP3;1,28577277008471e-01;1,46456963353637e-01;1,13570621276053e-01
GON4L;1,28327225613951e-01;1,28693563442269e-01;1,28019753460067e-01
SYT11;3,67510165775400e-02;4,94241965653213e-02;2,61142500571348e-02
RIT1;1,43301310167265e-01;1,79583066277372e-01;1,12849555432813e-01
KHDC4;8,99907654853906e-02;1,10295283174547e-01;7,29489169377316e-02
ARHGEF2;1,02655042303082e-01;1,21417774306326e-01;8,69072347444530e-02
AL355388.2;2,16466573903626e-03;2,93319286409937e-03;1,51963082263991e-03
SSR2;5,06105119006900e-01;5,03868628136099e-01;5,07982235187738e-01
UBQLN4;2,02137456514730e-02;2,40080073338423e-02;1,70291719555582e-02
LAMTOR2;2,53663907191130e-01;2,82523475207865e-01;2,29441692469195e-01
MEX3A;1,81384157656803e-03;1,50422162469620e-03;2,07370967133942e-03
LMNA;2,84035315782488e-01;4,70309922834494e-01;1,27692589978647e-01
SEMA4A;5,60693800699276e-02;6,36085070800785e-02;4,97416916876927e-02
SLC25A44;2,19701719750889e-02;2,27420402812081e-02;2,13223327615209e-02
PMF1;1,43370034887279e-01;1,54342717810133e-01;1,34160517902167e-01
BGLAP;6,32214338841171e-03;7,61525329990501e-03;5,23681924506038e-03
PAQR6;4,23005017584593e-03;5,71245338109453e-03;2,98584968326773e-03
SMG5;2,91927163317673e-02;3,39426854040560e-02;2,52060048631547e-02
TMEM79;7,68056903950560e-03;7,83954143496258e-03;7,54714141871148e-03
GLMP;3,11762792416414e-02;4,17573564342729e-02;2,22954420925662e-02
CCT3;2,18364802759981e-01;2,21470912889282e-01;2,15757803706555e-01
C1orf61;7,15235027379719e-03;1,05251931229371e-02;4,32147894308868e-03
MEF2D;1,25929935365930e-01;1,55272671356137e-01;1,01302191413848e-01
IQGAP3;3,57788453772276e-03;4,49245475094958e-03;2,81027373806631e-03
TTC24;3,78470720276832e-03;2,85058471147244e-03;4,56872848637301e-03
NAXE;1,08883515856141e-01;1,25847945360414e-01;9,46450472190037e-02
GPATCH4;7,57191230380167e-02;7,43833112977540e-02;7,68402873874609e-02
CRABP2;1,70328446401351e-03;2,71424350168275e-03;8,54773257217044e-04
ISG20L2;7,21845637261419e-02;7,66162574164526e-02;6,84649849685422e-02
RRNAD1;1,99600216455021e-02;2,45335740636714e-02;1,61213789932392e-02
MRPL24;5,37800657553227e-02;6,14854703248581e-02;4,73128184322015e-02
HDGF;1,84382125516099e-01;2,12006713309126e-01;1,61196445926591e-01
PRCC;6,31561329035357e-02;7,30432405718220e-02;5,48577534967045e-02
SH2D2A;3,28041794728247e-02;3,70321319119716e-02;2,92556034249865e-02
PEAR1;1,74412450483435e-03;2,65073964997910e-03;9,83190498368283e-04
ARHGEF11;2,06548331777943e-02;2,64323196209173e-02;1,58057128757426e-02
ETV3;5,20540536509025e-02;6,20940218607210e-02;4,36273763826011e-02
LINC02772;5,03517681084540e-03;6,93589566423133e-03;3,43987849709221e-03
FCRL5;3,23191362344927e-02;1,68094135385567e-02;4,53366503289786e-02
FCRL3;2,93206805640989e-02;2,11423936252846e-02;3,61848242745896e-02
FCRL2;2,02234181083479e-02;9,29666837343623e-03;2,93943827651438e-02
FCRL1;3,27017740931195e-02;1,29729741585706e-02;4,92604151629936e-02
CD1D;8,64654721011244e-02;1,08710861694329e-01;6,77946242565819e-02
AL138899.1;1,41713604872886e-03;6,24474170572297e-04;2,08242758058639e-03
CD1A;2,13612734166176e-03;2,71869119208822e-04;3,70082376869080e-03
CD1C;1,67044229690713e-02;4,31139448245301e-03;2,71060546526728e-02
CD1E;3,55666272360020e-03;9,17551074815523e-04;5,77170381482348e-03
OR10Z1;7,02106447363798e-04;9,96482807947026e-04;4,55032499099091e-04
SPTA1;3,16082448812526e-02;4,88512671058711e-02;1,71359497125374e-02
MNDA;4,26733989465189e-01;4,21492445987467e-01;4,31133285792774e-01
PYHIN1;8,63870666200148e-02;8,83508258028635e-02;8,47388577292390e-02
IFI16;3,20148284457725e-01;3,64445911559473e-01;2,82968703851788e-01
AIM2;3,90943848600535e-02;6,38441414601650e-02;1,83215888730906e-02
ACKR1;5,82060587826830e-03;1,00794508451940e-02;2,24610132586180e-03
FCER1A;3,64155390152770e-02;1,76946511090569e-02;5,21282262733392e-02
DUSP23;1,03163009270234e-01;1,08075688780758e-01;9,90397327923971e-02
FCRL6;4,32091712557222e-02;4,91562422142813e-02;3,82177164411087e-02
SLAMF8;3,63840178219361e-03;2,76090277463787e-03;4,37489823172378e-03
CFAP45;4,29752202868935e-03;6,16046177211481e-03;2,73393221843611e-03
TAGLN2;5,90714752221567e-01;6,90474691529472e-01;5,06984924070223e-01
SLAMF9;1,48822381266415e-03;2,01699477812986e-03;1,04441939200173e-03
LINC01133;8,43687394167502e-03;8,95981987696839e-03;7,99795854539142e-03
PIGM;2,48310297701543e-02;2,12991716720946e-02;2,77953646891315e-02
IGSF8;1,95397318102200e-02;2,13985133461527e-02;1,79796320381644e-02
AL121987.2;2,19170606975806e-03;3,05970440699028e-03;1,46318365769252e-03
PEA15;5,70394726900234e-02;6,33918346996895e-02;5,17078517696976e-02
DCAF8;9,65720376263701e-02;1,03398259517348e-01;9,08426998799782e-02
AL139011.1;5,33806729260688e-03;6,09737421185850e-03;4,70077101612421e-03
PEX19;3,03548207343077e-02;3,62154617065040e-02;2,54359077431504e-02
COPA;2,33074727635874e-01;2,61725767393767e-01;2,09027533422158e-01
NCSTN;7,47543626768966e-02;9,72860473083794e-02;5,58432236441083e-02
SLAMF6;2,66426819937191e-02;2,47095731501988e-02;2,82651656518760e-02
CD84;1,26192575384108e-01;1,34218229311021e-01;1,19456538566477e-01
SLAMF1;1,38989984434870e-02;1,14295178293042e-02;1,59716659780013e-02
AL121985.1;2,31841874423683e-03;1,65668123442925e-03;2,87382373307182e-03
CD48;5,14634952896990e-01;4,01003905183367e-01;6,10006984633630e-01
SLAMF7;4,68124486840158e-02;5,09237624763918e-02;4,33617689853303e-02
LY9;4,81816216343989e-02;5,83658496963148e-02;3,96338651763038e-02
CD244;2,88014106249868e-02;2,65708836611198e-02;3,06735212203541e-02
F11R;4,84692696382589e-02;6,33155543845990e-02;3,60085877340702e-02
TSTD1;2,14133778889251e-01;2,28933616712801e-01;2,01712080497787e-01
USF1;4,06781208209537e-02;4,98650501015501e-02;3,29674103369716e-02
ARHGAP30;2,23062518409792e-01;2,12303636726716e-01;2,32092589204484e-01
PFDN2;2,92858453721262e-01;3,23519802817647e-01;2,67123980459356e-01
NIT1;3,64001528063574e-02;3,75015674086127e-02;3,54757210553960e-02
DEDD;3,50371630185008e-02;4,60153898474472e-02;2,58229929601465e-02
UFC1;3,47179216345249e-01;3,57571352535653e-01;3,38456959862492e-01
USP21;1,12404080386330e-02;1,44831513169807e-02;8,51873098751763e-03
PPOX;2,64256858414278e-02;3,24381552813137e-02;2,13793412219402e-02
B4GALT3;3,69995065613233e-02;3,85164361933767e-02;3,57263275849659e-02
NDUFS2;1,48692864259686e-01;1,48241788976362e-01;1,49071457673215e-01
FCER1G;5,81769697409937e-01;5,74195932786490e-01;5,88126457596234e-01
TOMM40L;1,92833001509078e-02;2,18323733349368e-02;1,71438295264802e-02
MPZ;6,14972301343323e-03;8,64009113019774e-03;4,05952432348922e-03
SDHC;1,41161227202159e-01;1,53506331089742e-01;1,30799819264374e-01
AL592295.5;1,11397483908013e-02;9,36228510634826e-03;1,26315966856686e-02
FCGR2A;1,68781167598864e-01;2,13856267589040e-01;1,30949043779769e-01
HSPA6;2,02935956040716e-02;1,88921868900188e-02;2,14698163557230e-02
FCGR3A;1,47116176676690e-01;1,52870243150509e-01;1,42286713062671e-01
FCGR2B;2,45473059385963e-02;2,33601496303527e-02;2,55437018302500e-02
FCRLA;1,70861609265677e-02;5,43515482112341e-03;2,68650034736561e-02
FCRLB;4,70315165992468e-03;4,60241116805658e-03;4,78770447872666e-03
DUSP12;6,70360757272295e-02;6,97976270833206e-02;6,47182693805061e-02
AL359541.1;1,32011688649700e-03;1,99526385579496e-03;7,53457162078547e-04
ATF6;1,04999832394259e-01;1,10685849848431e-01;1,00227483216761e-01
NOS1AP;1,92865444918286e-03;2,12536878639259e-03;1,76354952065398e-03
SH2D1B;1,36178768248973e-02;1,12922610898385e-02;1,55697966756255e-02
UHMK1;2,16597211452184e-01;2,47128104744802e-01;1,90972231460888e-01
UAP1;5,72889032219925e-02;7,70238060011007e-02;4,07251399544736e-02
AL596325.2;3,02069909711594e-03;3,73797371706333e-03;2,41868108184680e-03
DDR2;2,05288750143044e-03;3,47059142777015e-03;8,62989963947648e-04
HSD17B7;2,11765395681296e-02;2,15495537510275e-02;2,08634638621025e-02
AL592435.1;3,70720028845597e-03;3,76859613757852e-03;3,65566994539542e-03
NUF2;1,73607694380184e-02;2,03216490701257e-02;1,48756642495721e-02
PBX1;9,60732476087553e-03;9,70260250975354e-03;9,52735689405897e-03
MGST3;3,27783080381600e-01;3,38429553107494e-01;3,18847355902000e-01
ALDH9A1;9,80242759587388e-02;9,53251512589618e-02;1,00289686792379e-01
TMCO1;2,19723151351079e-01;2,39681401275646e-01;2,02971929889048e-01
UCK2;1,73267971560853e-02;1,89832578820195e-02;1,59365078988531e-02
AL358115.1;2,95691993957983e-03;3,10147396231856e-03;2,83559384850090e-03
POGK;6,43856952963162e-02;5,99660073420081e-02;6,80951974819041e-02
TADA1;2,04153540895545e-02;2,39853045371898e-02;1,74190477609517e-02
ILDR2;2,33865558848593e-03;3,19805254936771e-03;1,61735242463450e-03
AL451050.2;1,69251041965052e-03;1,86576748482335e-03;1,54709348782829e-03
POU2F1;7,74558679449370e-02;9,40009638178892e-02;6,35693515356390e-02
AL136984.1;3,74757768549185e-03;3,92104610348196e-03;3,60198336247239e-03
CD247;1,59233936066302e-01;1,67670200876596e-01;1,52153268137816e-01
AL359962.2;5,34874784465667e-03;5,16044476475606e-03;5,50679309438146e-03
CREG1;1,67573048824547e-01;1,90763907611503e-01;1,48108656259906e-01
AL031733.2;4,43729294159263e-03;5,25471787171590e-03;3,75121745477222e-03
RCSD1;2,74161858072986e-01;2,28958117052396e-01;3,12101951999566e-01
MPZL1;3,43550526550715e-02;3,41763545311806e-02;3,45050363389846e-02
MPC2;2,20033126489118e-01;2,33413165175294e-01;2,08803084173293e-01
DCAF6;5,13382064797271e-02;5,78284188464071e-02;4,58908859430677e-02
GPR161;1,49947945656855e-03;1,91621068047760e-03;1,14971146347157e-03
TIPRL;1,29271470579502e-01;1,31694136576935e-01;1,27238095168085e-01
SFT2D2;1,91631949234576e-01;1,98170906803759e-01;1,86143716208825e-01
TBX19;6,30178164105300e-03;7,72380141805277e-03;5,10826175339036e-03
XCL2;5,36213430509799e-02;4,49622962361354e-02;6,08889948437865e-02
XCL1;2,23552691750163e-02;1,64914420578472e-02;2,72768563395230e-02
ATP1B1;2,71354436448004e-02;2,97588677817709e-02;2,49335692884151e-02
NME7;2,05804699625305e-02;2,01855572629999e-02;2,09119253813677e-02
BLZF1;4,52127178757349e-02;5,52208815758372e-02;3,68127345504275e-02
SLC19A2;1,95865457488964e-02;2,83867643074409e-02;1,22004066562596e-02
Z99572.1;8,30348943797065e-03;1,06501226239750e-02;6,33392936444308e-03
F5;5,14124326184791e-02;7,00271401847895e-02;3,57888639151733e-02
SELP;2,22895205869991e-03;3,05467420642516e-03;1,53591260810037e-03
C1orf112;8,86234805634357e-03;8,56218978598792e-03;9,11427483746875e-03
SELL;3,19893347670868e-01;2,95739703422167e-01;3,40165818726914e-01
METTL18;1,82765624409770e-02;1,48064690308042e-02;2,11890574456713e-02
SCYL3;1,80029374379368e-02;1,70358869054916e-02;1,88145956592333e-02
KIFAP3;4,45795040973825e-02;4,88858897017577e-02;4,09650980631641e-02
GORAB;1,70524528955518e-02;2,04317739593970e-02;1,42161443141014e-02
FMO4;3,81293529680350e-03;4,33122001540356e-03;3,37793212095041e-03
PRRC2C;6,78700148042832e-01;7,75939737274858e-01;5,97085682833753e-01
MYOCOS;3,17561770917381e-04;4,52817715496483e-04;2,04039679037375e-04
VAMP4;5,14474739742454e-02;6,00350672990418e-02;4,42397940347104e-02
EEF1AKNMT;2,26498982688995e-02;2,03030791552552e-02;2,46196143939388e-02
DNM3;4,38105085476958e-03;5,68759319536037e-03;3,28445269714166e-03
PIGC;7,21625397929987e-02;7,43843766047383e-02;7,02977229565218e-02
SUCO;1,35610144396637e-01;1,68789655009810e-01;1,07762145078873e-01
FASLG;1,02115412757559e-02;1,13777627571255e-02;9,23271625943241e-03
TNFSF4;2,48717610122373e-03;3,01495929466652e-03;2,04420073060189e-03
AL645568.1;1,61975421961528e-02;1,57019520743737e-02;1,66134974986315e-02
PRDX6;3,60680046213806e-01;3,79135916957599e-01;3,45189791343145e-01
KLHL20;4,16923543831149e-02;4,68131556798621e-02;3,73943985548695e-02
CENPL;2,63261680723050e-02;2,86337966685069e-02;2,43893450636146e-02
DARS2;1,35996594581302e-02;1,39204086981014e-02;1,33304504055910e-02
GAS5;6,25125370553655e-01;6,56614010754146e-01;5,98696540995439e-01
ZBTB37;4,58413473721728e-02;4,97292175888593e-02;4,25782068031599e-02
RC3H1;1,39559160109831e-01;1,69900055067857e-01;1,14093648217803e-01
RC3H1-IT1;5,85260527559005e-03;8,17909711952707e-03;3,89995009516621e-03
LINC02776;3,43332058023145e-03;3,53611286966180e-03;3,34704566076982e-03
RABGAP1L-DT;2,99049617187140e-03;4,09802165766205e-03;2,06093547604671e-03
RABGAP1L;1,57251406563960e-01;1,71569272294598e-01;1,45234233684371e-01
GPR52;1,28825049675901e-03;1,63388044425892e-03;9,98158739397313e-04
RABGAP1L-IT1;5,26546656723079e-03;6,18683200448099e-03;4,49215244674562e-03
Z99127.4;5,68953248571411e-02;5,52215412799949e-02;5,83001534110603e-02
CACYBP;2,14863363730568e-01;2,43259110379757e-01;1,91030440378166e-01
MRPS14;5,28077518978407e-02;5,16563071085026e-02;5,37741746423401e-02
KIAA0040;5,59834233943882e-02;3,74007155222640e-02;7,15801343338092e-02
COP1;6,81845964663008e-02;7,38495867184358e-02;6,34298956958211e-02
RASAL2;6,14803313395817e-03;7,03039152595716e-03;5,40745813920055e-03
C1orf220;4,15490408229914e-03;2,08870885237430e-03;5,88908889364679e-03
RALGPS2;1,02447705751079e-01;7,71524363497897e-02;1,23678357801447e-01
ANGPTL1;6,59926498052038e-03;1,53782906907520e-03;1,08473946606751e-02
FAM20B;4,17280339052843e-02;4,58629306628741e-02;3,82575607139568e-02
TOR3A;6,37122855509551e-02;6,94744012588460e-02;5,88760661089928e-02
ABL2;4,50537112216288e-02;4,84291171562147e-02;4,22206886596202e-02
SOAT1;1,07569737269467e-01;1,30362074835290e-01;8,84398288032684e-02
TOR1AIP2;1,50376736572555e-01;2,04394983472498e-01;1,05038512017214e-01
AL353708.3;7,28780719759262e-03;6,87245967240579e-03;7,63641383416685e-03
TOR1AIP1;1,20796020511058e-01;1,39325855165641e-01;1,05243686758003e-01
AL353708.1;3,15509529102939e-03;3,89119713154581e-03;2,53727534210082e-03
CEP350;2,19590954268487e-01;2,29440395009752e-01;2,11324189208541e-01
QSOX1;1,08397297555465e-01;1,41561131330335e-01;8,05624560141205e-02
LHX4;2,59207137566790e-03;1,78245949609623e-03;3,27158926647771e-03
ACBD6;1,04938655391306e-01;1,06256121781069e-01;1,03832888535640e-01
XPR1;3,53789128372197e-02;4,37594895796524e-02;2,83449846359678e-02
STX6;3,86344522890739e-02;3,48641533120827e-02;4,17989137714362e-02
MR1;6,57596885249984e-02;7,56861783744800e-02;5,74282551359117e-02
IER5;2,92966330852750e-01;4,12641752843149e-01;1,92521176347712e-01
GLUL;3,93580662692430e-01;4,82146320381819e-01;3,19246342223816e-01
RNASEL;1,64515544702465e-02;1,33257096511391e-02;1,90751171081891e-02
RGS16;1,23125672195779e-02;1,77823589821747e-02;7,72169910675438e-03
NPL;4,27328553173048e-02;4,35993289856190e-02;4,20056125799001e-02
AL355999.1;2,99017348070527e-03;3,57116324433720e-03;2,50254113645889e-03
DHX9;2,22183718234492e-01;2,59894057184362e-01;1,90532935147545e-01
LAMC1;7,58071513851263e-03;1,23374077877175e-02;3,58836048342989e-03
SMG7-AS1;3,54292102936469e-03;3,36458245264700e-03;3,69260294061004e-03
SMG7;9,46222706857423e-02;1,14455238552854e-01;7,79762001010458e-02
NCF2;2,68758204912383e-01;2,57323872152963e-01;2,78355190672534e-01
ARPC5;5,45249564240427e-01;4,67124653397714e-01;6,10820828663611e-01
RGL1;4,13313572278330e-03;3,87004712173830e-03;4,35394944326969e-03
COLGALT2;3,07688014083232e-03;3,01499295909579e-03;3,12882286581310e-03
TSEN15;5,13244755803300e-02;5,64111784720534e-02;4,70551389915577e-02
C1orf21;5,56716671616839e-02;6,05596691992655e-02;5,15691028112092e-02
EDEM3;7,36585948091698e-02;7,72990123634401e-02;7,06031445118575e-02
NIBAN1;1,03689770642743e-01;1,13571184483105e-01;9,53961701405203e-02
RNF2;4,24150006540055e-02;4,50141101475783e-02;4,02335338973780e-02
TRMT1L;2,41400212412266e-02;2,33952189892224e-02;2,47651435598616e-02
SWT1;1,03317539774489e-02;1,19453662005111e-02;8,97742803181156e-03
IVNS1ABP;1,73821321133469e-01;1,63775700964419e-01;1,82252742165434e-01
TPR;3,41234651893174e-01;3,48121542664286e-01;3,35454393958349e-01
ODR4;6,84892920386890e-02;8,47466463092453e-02;5,48442809379122e-02
AL096803.2;4,73604331734130e-03;6,13668832492968e-03;3,56046355456253e-03
PTGS2;5,40398918236737e-02;2,69982777965452e-02;7,67362738697583e-02
PLA2G4A;8,32643977573626e-03;9,80787099256557e-03;7,08305508581268e-03
ERVMER61-1;3,30793756670494e-03;4,18350043734700e-03;2,57306614233202e-03
RGS18;1,15700455027501e-01;1,42471476282727e-01;9,32311850511269e-02
AL136987.1;5,50633858424927e-03;4,17317605034405e-03;6,62527941998060e-03
RGS1;1,41617535224636e-01;1,96649175251166e-01;9,54287564996801e-02
RGS13;3,50753162191187e-03;3,24802007592660e-03;3,72534307307536e-03
AL136454.1;3,72159820933265e-03;3,56613103120870e-03;3,85208385515201e-03
RGS2;3,91277907209457e-01;4,35882223734837e-01;3,53840918139615e-01
UCHL5;7,97453151373228e-02;7,75450610056311e-02;8,15920173467860e-02
RO60;1,98835934493893e-01;2,28774008255184e-01;1,73708515726343e-01
GLRX2;4,93446804112204e-02;4,80250608221574e-02;5,04522544753581e-02
CDC73;1,72122057081979e-01;2,02498196589884e-01;1,46626963976038e-01
B3GALT2;2,70941106683167e-03;3,08243841416992e-03;2,39632431171665e-03
LINC01724;7,86949712617749e-04;1,63503601997328e-04;1,31021622687208e-03
CFH;1,43193982732715e-02;2,36920316015468e-02;6,45282394146597e-03
ASPM;3,72040845069813e-02;4,65608091872388e-02;2,93508625125356e-02
ZBTB41;3,07679236747099e-02;3,04704511537799e-02;3,10175962710449e-02
CRB1;1,12987723696801e-03;2,41880644174536e-03;4,80620157081155e-05
DENND1B;8,79845820941913e-02;1,22418621726978e-01;5,90836400826788e-02
C1orf53;7,13044826239030e-03;5,70999014356443e-03;8,32265742982356e-03
NEK7;5,90412525534936e-02;6,58150163121271e-02;5,33559436070071e-02
AL157402.1;1,47455400697832e-03;1,10280687002201e-03;1,78656626469468e-03
PTPRC;9,20851587408145e-01;9,07711706447369e-01;9,31880062188780e-01
AL157402.2;1,73937268346786e-03;1,51871630374407e-03;1,92457248293593e-03
MIR181A1HG;1,07953586862821e-01;1,53630927825184e-01;6,96159942808472e-02
ZNF281;1,42217799033554e-01;1,77799672205620e-01;1,12353465247178e-01
KIF14;1,55683268543770e-02;2,01768756229115e-02;1,17003113053147e-02
DDX59;4,54980128927832e-02;4,89744564317779e-02;4,25801881415125e-02
CAMSAP2;7,48883276680613e-03;9,31633282155580e-03;5,95498795302289e-03
KIF21B;2,52483335098507e-02;2,89314357562204e-02;2,21570573894780e-02
TMEM9;4,09805650498753e-02;4,92401169634713e-02;3,40482145780291e-02
PHLDA3;9,84371551080905e-03;1,99709962730466e-02;1,34375566976125e-03
CSRP1;7,18541631734192e-02;8,26992819993624e-02;6,27517124113509e-02
AC096677.1;3,55478160166630e-03;4,89199798315108e-03;2,43243831838396e-03
NAV1;1,10432683157389e-02;8,66792315435681e-03;1,30369267275468e-02
IPO9-AS1;3,50788974268474e-03;3,33694519500539e-03;3,65136574818254e-03
IPO9;6,16752556638977e-02;6,33488365328533e-02;6,02705972456269e-02
SHISA4;1,00042864854183e-02;1,98357467096663e-02;1,75261270971248e-03
TIMM17A;1,31681247804270e-01;1,50738636181200e-01;1,15686131278699e-01
RNPEP;9,19261232696846e-02;8,73098235867225e-02;9,58006442630920e-02
ELF3-AS1;1,56321094378268e-02;1,27428929487428e-02;1,80570668085042e-02
ELF3;3,80918299188315e-03;3,08908139828210e-03;4,41357372329317e-03
ARL8A;1,66890739678183e-01;2,12006488003059e-01;1,29024499177555e-01
PTPN7;1,58740810177017e-01;2,16266149697948e-01;1,10459036693084e-01
LGR6;6,04697038684083e-03;9,48249231550863e-03;3,16349168092774e-03
UBE2T;2,33515015866259e-02;2,59284934512190e-02;2,11885984466809e-02
PPP1R12B;4,16453668745183e-02;4,78840753007047e-02;3,64091369004936e-02
KDM5B;1,94924836383379e-01;2,68249776113255e-01;1,33382250798589e-01
PCAT6;3,44185718355132e-03;5,28201890931193e-03;1,89738526288320e-03
RABIF;6,08286424061249e-02;6,58941164040233e-02;5,65771235069396e-02
KLHL12;2,22359721954926e-02;2,48763197961700e-02;2,00198937536023e-02
ADIPOR1;1,31199746084491e-01;1,51686058200487e-01;1,14005315085161e-01
CYB5R1;5,20245834842139e-02;6,23111099602054e-02;4,33909666227333e-02
TMEM183A;1,46097598703639e-01;1,63530952750098e-01;1,31465555535427e-01
PPFIA4;2,55854594786434e-03;3,63693205520122e-03;1,65344231533878e-03
CHI3L1;5,49978358758485e-04;1,00139979607028e-03;1,71094413638104e-04
LINC01353;6,78400791320945e-03;7,01446043872831e-03;6,59058607983021e-03
LINC01136;3,35977024813139e-03;3,06699652721818e-03;3,60549907985843e-03
BTG2;3,66642045248435e-01;3,68189578386685e-01;3,65343180347121e-01
ATP2B4;1,00570227897419e-01;1,10960806812108e-01;9,18492784566344e-02
LAX1;2,12997698768786e-02;2,39153978873750e-02;1,91044389119033e-02
ZC3H11A;5,11640894953148e-03;6,92293425281671e-03;3,60016852031200e-03
ZBED6;3,76308325684104e-03;4,16401478056594e-03;3,42657615975540e-03
SNRPE;2,93474402521163e-01;2,97440695625950e-01;2,90145440591499e-01
SOX13;2,45639490262461e-03;3,14583308607745e-03;1,87774037434438e-03
ETNK2;2,40929469603900e-03;3,82091736102247e-03;1,22450124113520e-03
PPP1R15B;1,69081640337248e-01;2,42132792139836e-01;1,07768848558076e-01
