"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"7477","Gran:ADAM10_HSPC:TSPAN14","Gran","ADAM10","HSPC","TSPAN14",NA,NA,NA,NA
"7478","Gran:ADAM10_HSPC:TSPAN15","Gran","ADAM10","HSPC","TSPAN15",NA,NA,NA,NA
"7479","Gran:ADAM10_HSPC:TSPAN33","Gran","ADAM10","HSPC","TSPAN33",NA,NA,NA,NA
"7480","Gran:ADAM17_HSPC:RHBDF2","Gran","ADAM17","HSPC","RHBDF2",NA,NA,NA,NA
"7481","Gran:ADAM9_HSPC:ITGB1","Gran","ADAM9","HSPC","ITGB1",NA,NA,NA,NA
"7482","Gran:ADM_HSPC:CALCRL","Gran","ADM","HSPC","CALCRL",NA,NA,NA,NA
"7483","Gran:ADM_HSPC:VIPR1","Gran","ADM","HSPC","VIPR1",NA,NA,NA,NA
"7484","Gran:AGTRAP_HSPC:RACK1","Gran","AGTRAP","HSPC","RACK1",NA,NA,NA,NA
"7485","Gran:ANXA1_HSPC:FPR1","Gran","ANXA1","HSPC","FPR1",NA,NA,NA,NA
"7486","Gran:APC_HSPC:PROCR","Gran","APC","HSPC","PROCR",NA,NA,NA,NA
"7487","Gran:APOC2_HSPC:LDLR","Gran","APOC2","HSPC","LDLR",NA,NA,NA,NA
"7488","Gran:APOC2_HSPC:LRP1","Gran","APOC2","HSPC","LRP1",NA,NA,NA,NA
"7489","Gran:APP_HSPC:APLP2","Gran","APP","HSPC","APLP2",NA,NA,NA,NA
"7490","Gran:APP_HSPC:CAV1","Gran","APP","HSPC","CAV1",NA,NA,NA,NA
"7491","Gran:APP_HSPC:LRP1","Gran","APP","HSPC","LRP1",NA,NA,NA,NA
"7492","Gran:APP_HSPC:LRP10","Gran","APP","HSPC","LRP10",NA,NA,NA,NA
"7493","Gran:APP_HSPC:NCSTN","Gran","APP","HSPC","NCSTN",NA,NA,NA,NA
"7494","Gran:APP_HSPC:PLD1","Gran","APP","HSPC","PLD1",NA,NA,NA,NA
"7495","Gran:APP_HSPC:PTGER2","Gran","APP","HSPC","PTGER2",NA,NA,NA,NA
"7496","Gran:APP_HSPC:RPSA","Gran","APP","HSPC","RPSA",NA,NA,NA,NA
"7497","Gran:APP_HSPC:SORL1","Gran","APP","HSPC","SORL1",NA,NA,NA,NA
"7498","Gran:APP_HSPC:VLDLR","Gran","APP","HSPC","VLDLR",NA,NA,NA,NA
"7499","Gran:ARF1_HSPC:INSR","Gran","ARF1","HSPC","INSR",NA,NA,NA,NA
"7500","Gran:ARF1_HSPC:PLD2","Gran","ARF1","HSPC","PLD2",NA,NA,NA,NA
"7501","Gran:ARF6_HSPC:PLD1","Gran","ARF6","HSPC","PLD1",NA,NA,NA,NA
"7502","Gran:ARF6_HSPC:SMAP1","Gran","ARF6","HSPC","SMAP1",NA,NA,NA,NA
"7503","Gran:ARPC5_HSPC:LDLR","Gran","ARPC5","HSPC","LDLR",NA,NA,NA,NA
"7504","Gran:ARRB2_HSPC:ENG","Gran","ARRB2","HSPC","ENG",NA,NA,NA,NA
"7505","Gran:ARTN_HSPC:NCAM1","Gran","ARTN","HSPC","NCAM1",NA,NA,NA,NA
"7506","Gran:B2M_HSPC:HLA-F","Gran","B2M","HSPC","HLA-F",NA,NA,NA,NA
"7507","Gran:B2M_HSPC:LILRB2","Gran","B2M","HSPC","LILRB2",NA,NA,NA,NA
"7508","Gran:B2M_HSPC:TFRC","Gran","B2M","HSPC","TFRC",NA,NA,NA,NA
"7509","Gran:BMP1_HSPC:BMPR2","Gran","BMP1","HSPC","BMPR2",NA,NA,NA,NA
"7510","Gran:BMP8B_HSPC:ACVR1","Gran","BMP8B","HSPC","ACVR1",NA,NA,NA,NA
"7511","Gran:BMP8B_HSPC:ACVRL1","Gran","BMP8B","HSPC","ACVRL1",NA,NA,NA,NA
"7512","Gran:BMP8B_HSPC:BMPR2","Gran","BMP8B","HSPC","BMPR2",NA,NA,NA,NA
"7513","Gran:BMP8B_HSPC:PLAUR","Gran","BMP8B","HSPC","PLAUR",NA,NA,NA,NA
"7514","Gran:BSG_HSPC:SLC16A1","Gran","BSG","HSPC","SLC16A1",NA,NA,NA,NA
"7515","Gran:BSG_HSPC:SLC16A7","Gran","BSG","HSPC","SLC16A7",NA,NA,NA,NA
"7516","Gran:BST1_HSPC:CAV1","Gran","BST1","HSPC","CAV1",NA,NA,NA,NA
"7517","Gran:BTK_HSPC:EPOR","Gran","BTK","HSPC","EPOR",NA,NA,NA,NA
"7518","Gran:BTK_HSPC:JAK2","Gran","BTK","HSPC","JAK2",NA,NA,NA,NA
"7519","Gran:BTK_HSPC:TNFRSF10A","Gran","BTK","HSPC","TNFRSF10A",NA,NA,NA,NA
"7520","Gran:C1QA_HSPC:CD33","Gran","C1QA","HSPC","CD33",NA,NA,NA,NA
"7521","Gran:C1QA_HSPC:CD93","Gran","C1QA","HSPC","CD93",NA,NA,NA,NA
"7522","Gran:C1QA_HSPC:CR1","Gran","C1QA","HSPC","CR1",NA,NA,NA,NA
"7523","Gran:CALM1_HSPC:FAS","Gran","CALM1","HSPC","FAS",NA,NA,NA,NA
"7524","Gran:CALM1_HSPC:PDE1B","Gran","CALM1","HSPC","PDE1B",NA,NA,NA,NA
"7525","Gran:CALM1_HSPC:PTPRA","Gran","CALM1","HSPC","PTPRA",NA,NA,NA,NA
"7526","Gran:CALM1_HSPC:SELL","Gran","CALM1","HSPC","SELL",NA,NA,NA,NA
"7527","Gran:CALM1_HSPC:VIPR1","Gran","CALM1","HSPC","VIPR1",NA,NA,NA,NA
"7528","Gran:CALM2_HSPC:PDE1B","Gran","CALM2","HSPC","PDE1B",NA,NA,NA,NA
"7529","Gran:CALM2_HSPC:SELL","Gran","CALM2","HSPC","SELL",NA,NA,NA,NA
"7530","Gran:CALM3_HSPC:PDE1B","Gran","CALM3","HSPC","PDE1B",NA,NA,NA,NA
"7531","Gran:CALM3_HSPC:SELL","Gran","CALM3","HSPC","SELL",NA,NA,NA,NA
"7532","Gran:CALR_HSPC:HLA-F","Gran","CALR","HSPC","HLA-F",NA,NA,NA,NA
"7533","Gran:CALR_HSPC:LRP1","Gran","CALR","HSPC","LRP1",NA,NA,NA,NA
"7534","Gran:CALR_HSPC:SCARF1","Gran","CALR","HSPC","SCARF1",NA,NA,NA,NA
"7535","Gran:CASP8_HSPC:FAS","Gran","CASP8","HSPC","FAS",NA,NA,NA,NA
"7536","Gran:CCL5_HSPC:SDC4","Gran","CCL5","HSPC","SDC4",3.80495216807934e-73,NA,0.283557408090166,NA
"7537","Gran:CD14_HSPC:ITGA4","Gran","CD14","HSPC","ITGA4",NA,NA,NA,NA
"7538","Gran:CD14_HSPC:PLXND1","Gran","CD14","HSPC","PLXND1",NA,NA,NA,NA
"7539","Gran:CD1D_HSPC:LILRB2","Gran","CD1D","HSPC","LILRB2",NA,NA,NA,NA
"7540","Gran:CD33_HSPC:SIGLEC10","Gran","CD33","HSPC","SIGLEC10",NA,NA,NA,NA
"7541","Gran:CD4_HSPC:CXCR4","Gran","CD4","HSPC","CXCR4",NA,NA,NA,NA
"7542","Gran:CD44_HSPC:EPCAM","Gran","CD44","HSPC","EPCAM",NA,NA,NA,NA
"7543","Gran:CD52_HSPC:SIGLEC10","Gran","CD52","HSPC","SIGLEC10",5.77072736627515e-34,NA,-0.262811733589469,NA
"7544","Gran:CD55_HSPC:ADGRE5","Gran","CD55","HSPC","ADGRE5",NA,NA,NA,NA
"7545","Gran:CD55_HSPC:CR1","Gran","CD55","HSPC","CR1",NA,NA,NA,NA
"7546","Gran:CD63_HSPC:KIT","Gran","CD63","HSPC","KIT",NA,NA,NA,NA
"7547","Gran:CD74_HSPC:CXCR4","Gran","CD74","HSPC","CXCR4",NA,NA,NA,NA
"7548","Gran:CD99_HSPC:CD81","Gran","CD99","HSPC","CD81",NA,NA,NA,NA
"7549","Gran:CD99_HSPC:PILRA","Gran","CD99","HSPC","PILRA",NA,NA,NA,NA
"7550","Gran:CD99_HSPC:PILRB","Gran","CD99","HSPC","PILRB",NA,NA,NA,NA
"7551","Gran:CIRBP_HSPC:TREM1","Gran","CIRBP","HSPC","TREM1",NA,NA,NA,NA
"7552","Gran:CLEC11A_HSPC:ITGB1","Gran","CLEC11A","HSPC","ITGB1",NA,NA,NA,NA
"7553","Gran:CLEC11A_HSPC:KIT","Gran","CLEC11A","HSPC","KIT",NA,NA,NA,NA
"7554","Gran:COL9A2_HSPC:CD44","Gran","COL9A2","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7555","Gran:COL9A2_HSPC:ITGB1","Gran","COL9A2","HSPC","ITGB1",NA,NA,NA,NA
"7556","Gran:COL9A2_HSPC:SDC4","Gran","COL9A2","HSPC","SDC4",NA,NA,NA,NA
"7557","Gran:COPA_HSPC:CD74","Gran","COPA","HSPC","CD74",NA,NA,NA,NA
"7558","Gran:COPA_HSPC:SORT1","Gran","COPA","HSPC","SORT1",NA,NA,NA,NA
"7559","Gran:CTSG_HSPC:F2R","Gran","CTSG","HSPC","F2R",NA,NA,NA,NA
"7560","Gran:CXCL8_HSPC:CD79A","Gran","CXCL8","HSPC","CD79A",NA,NA,NA,NA
"7561","Gran:F13A1_HSPC:ITGA4","Gran","F13A1","HSPC","ITGA4",NA,NA,NA,NA
"7562","Gran:F13A1_HSPC:ITGB1","Gran","F13A1","HSPC","ITGB1",NA,NA,NA,NA
"7563","Gran:FABP5_HSPC:RXRA","Gran","FABP5","HSPC","RXRA",NA,NA,NA,NA
"7564","Gran:FAM126B_HSPC:ENG","Gran","FAM126B","HSPC","ENG",NA,NA,NA,NA
"7565","Gran:FAM3C_HSPC:CLEC2D","Gran","FAM3C","HSPC","CLEC2D",NA,NA,NA,NA
"7566","Gran:FAM3C_HSPC:HLA-C","Gran","FAM3C","HSPC","HLA-C",NA,NA,NA,NA
"7567","Gran:FAM3C_HSPC:LAMP1","Gran","FAM3C","HSPC","LAMP1",NA,NA,NA,NA
"7568","Gran:FCGR1A_HSPC:PILRA","Gran","FCGR1A","HSPC","PILRA",NA,NA,NA,NA
"7569","Gran:FCGR2A_HSPC:MPZ","Gran","FCGR2A","HSPC","MPZ",NA,NA,NA,NA
"7570","Gran:FCGRT_HSPC:CD300E","Gran","FCGRT","HSPC","CD300E",NA,NA,NA,NA
"7571","Gran:FCGRT_HSPC:IGFLR1","Gran","FCGRT","HSPC","IGFLR1",NA,NA,NA,NA
"7572","Gran:FCGRT_HSPC:LILRA2","Gran","FCGRT","HSPC","LILRA2",NA,NA,NA,NA
"7573","Gran:FCGRT_HSPC:LILRB2","Gran","FCGRT","HSPC","LILRB2",NA,NA,NA,NA
"7574","Gran:FCGRT_HSPC:SHISA4","Gran","FCGRT","HSPC","SHISA4",NA,NA,NA,NA
"7575","Gran:FCN1_HSPC:LRP1","Gran","FCN1","HSPC","LRP1",4.8200472283136e-102,NA,-0.529143186307675,NA
"7576","Gran:FYN_HSPC:SPN","Gran","FYN","HSPC","SPN",NA,NA,NA,NA
"7577","Gran:GAL_HSPC:GALR3","Gran","GAL","HSPC","GALR3",NA,NA,NA,NA
"7578","Gran:GAL_HSPC:HLA-DPA1","Gran","GAL","HSPC","HLA-DPA1",NA,NA,NA,NA
"7579","Gran:GAS6_HSPC:AXL","Gran","GAS6","HSPC","AXL",NA,NA,NA,NA
"7580","Gran:GDF11_HSPC:ACTR2","Gran","GDF11","HSPC","ACTR2",NA,NA,NA,NA
"7581","Gran:GDF11_HSPC:BMPR2","Gran","GDF11","HSPC","BMPR2",NA,NA,NA,NA
"7582","Gran:GNAI2_HSPC:ADCY7","Gran","GNAI2","HSPC","ADCY7",NA,NA,NA,NA
"7583","Gran:GNAI2_HSPC:CAV1","Gran","GNAI2","HSPC","CAV1",NA,NA,NA,NA
"7584","Gran:GNAI2_HSPC:F2R","Gran","GNAI2","HSPC","F2R",NA,NA,NA,NA
"7585","Gran:GNAI2_HSPC:FPR1","Gran","GNAI2","HSPC","FPR1",NA,NA,NA,NA
"7586","Gran:GNAI2_HSPC:IGF1R","Gran","GNAI2","HSPC","IGF1R",NA,NA,NA,NA
"7587","Gran:GNAI2_HSPC:LPAR3","Gran","GNAI2","HSPC","LPAR3",NA,NA,NA,NA
"7588","Gran:GNAI2_HSPC:S1PR3","Gran","GNAI2","HSPC","S1PR3",NA,NA,NA,NA
"7589","Gran:GNAS_HSPC:ADCY7","Gran","GNAS","HSPC","ADCY7",NA,NA,NA,NA
"7590","Gran:GNAS_HSPC:ADCY9","Gran","GNAS","HSPC","ADCY9",NA,NA,NA,NA
"7591","Gran:GNAS_HSPC:VIPR1","Gran","GNAS","HSPC","VIPR1",NA,NA,NA,NA
"7592","Gran:GPI_HSPC:AMFR","Gran","GPI","HSPC","AMFR",NA,NA,NA,NA
"7593","Gran:GRN_HSPC:SORT1","Gran","GRN","HSPC","SORT1",NA,NA,NA,NA
"7594","Gran:GRN_HSPC:TNFRSF1A","Gran","GRN","HSPC","TNFRSF1A",NA,NA,NA,NA
"7595","Gran:GRN_HSPC:TNFRSF1B","Gran","GRN","HSPC","TNFRSF1B",NA,NA,NA,NA
"7596","Gran:GSTP1_HSPC:TRAF2","Gran","GSTP1","HSPC","TRAF2",NA,NA,NA,NA
"7597","Gran:HGF_HSPC:CD44","Gran","HGF","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7598","Gran:HGF_HSPC:ITGB1","Gran","HGF","HSPC","ITGB1",NA,NA,NA,NA
"7599","Gran:HGF_HSPC:ST14","Gran","HGF","HSPC","ST14",NA,NA,NA,NA
"7600","Gran:HLA-A_HSPC:APLP2","Gran","HLA-A","HSPC","APLP2",NA,NA,NA,NA
"7601","Gran:HLA-A_HSPC:LILRB2","Gran","HLA-A","HSPC","LILRB2",NA,NA,NA,NA
"7602","Gran:HLA-B_HSPC:CANX","Gran","HLA-B","HSPC","CANX",NA,NA,NA,NA
"7603","Gran:HLA-B_HSPC:LILRB2","Gran","HLA-B","HSPC","LILRB2",NA,NA,NA,NA
"7604","Gran:HLA-B_HSPC:SIGLEC10","Gran","HLA-B","HSPC","SIGLEC10",NA,NA,NA,NA
"7605","Gran:HLA-C_HSPC:CD53","Gran","HLA-C","HSPC","CD53",NA,NA,NA,NA
"7606","Gran:HLA-C_HSPC:CD81","Gran","HLA-C","HSPC","CD81",NA,NA,NA,NA
"7607","Gran:HLA-C_HSPC:LILRB2","Gran","HLA-C","HSPC","LILRB2",NA,NA,NA,NA
"7608","Gran:HLA-DMA_HSPC:CD4","Gran","HLA-DMA","HSPC","CD4",1.79905114303341e-51,NA,-0.301066199206883,NA
"7609","Gran:HLA-DQB1_HSPC:CD4","Gran","HLA-DQB1","HSPC","CD4",1.78192492914929e-62,NA,-0.347816722143458,NA
"7610","Gran:HLA-DRA_HSPC:CD37","Gran","HLA-DRA","HSPC","CD37",4.55369147793726e-82,NA,-0.447825012493197,NA
"7611","Gran:HLA-DRA_HSPC:CD4","Gran","HLA-DRA","HSPC","CD4",4.55369147793726e-82,NA,-0.447825012493197,NA
"7612","Gran:HLA-DRA_HSPC:CD53","Gran","HLA-DRA","HSPC","CD53",4.55369147793726e-82,NA,-0.447825012493197,NA
"7613","Gran:HLA-DRA_HSPC:CD63","Gran","HLA-DRA","HSPC","CD63",4.55369147793726e-82,NA,-0.447825012493197,NA
"7614","Gran:HLA-DRA_HSPC:CD81","Gran","HLA-DRA","HSPC","CD81",4.55369147793726e-82,NA,-0.447825012493197,NA
"7615","Gran:HLA-DRA_HSPC:CD82","Gran","HLA-DRA","HSPC","CD82",4.55369147793726e-82,NA,-0.447825012493197,NA
"7616","Gran:HLA-DRA_HSPC:CD9","Gran","HLA-DRA","HSPC","CD9",4.55369147793726e-82,NA,-0.447825012493197,NA
"7617","Gran:HLA-DRB1_HSPC:CD37","Gran","HLA-DRB1","HSPC","CD37",1.21576656649759e-138,NA,-0.478194771066587,NA
"7618","Gran:HLA-DRB1_HSPC:CD53","Gran","HLA-DRB1","HSPC","CD53",1.21576656649759e-138,NA,-0.478194771066587,NA
"7619","Gran:HLA-DRB1_HSPC:CD81","Gran","HLA-DRB1","HSPC","CD81",1.21576656649759e-138,NA,-0.478194771066587,NA
"7620","Gran:HLA-DRB1_HSPC:CD82","Gran","HLA-DRB1","HSPC","CD82",1.21576656649759e-138,NA,-0.478194771066587,NA
"7621","Gran:HLA-DRB5_HSPC:CD4","Gran","HLA-DRB5","HSPC","CD4",NA,NA,NA,NA
"7622","Gran:HLA-F_HSPC:LILRB2","Gran","HLA-F","HSPC","LILRB2",NA,NA,NA,NA
"7623","Gran:HMGB1_HSPC:CXCR4","Gran","HMGB1","HSPC","CXCR4",NA,NA,NA,NA
"7624","Gran:HMGB1_HSPC:HAVCR2","Gran","HMGB1","HSPC","HAVCR2",NA,NA,NA,NA
"7625","Gran:HMGB1_HSPC:THBD","Gran","HMGB1","HSPC","THBD",NA,NA,NA,NA
"7626","Gran:HMGB1_HSPC:TLR2","Gran","HMGB1","HSPC","TLR2",NA,NA,NA,NA
"7627","Gran:HMGB1_HSPC:TLR4","Gran","HMGB1","HSPC","TLR4",NA,NA,NA,NA
"7628","Gran:HRAS_HSPC:CAV1","Gran","HRAS","HSPC","CAV1",NA,NA,NA,NA
"7629","Gran:HRAS_HSPC:INSR","Gran","HRAS","HSPC","INSR",NA,NA,NA,NA
"7630","Gran:HRAS_HSPC:TLR2","Gran","HRAS","HSPC","TLR2",NA,NA,NA,NA
"7631","Gran:HSP90AA1_HSPC:LRP1","Gran","HSP90AA1","HSPC","LRP1",NA,NA,NA,NA
"7632","Gran:HSP90B1_HSPC:LRP1","Gran","HSP90B1","HSPC","LRP1",NA,NA,NA,NA
"7633","Gran:HSP90B1_HSPC:TLR2","Gran","HSP90B1","HSPC","TLR2",NA,NA,NA,NA
"7634","Gran:HSP90B1_HSPC:TLR4","Gran","HSP90B1","HSPC","TLR4",NA,NA,NA,NA
"7635","Gran:HSPA1A_HSPC:TLR4","Gran","HSPA1A","HSPC","TLR4",NA,NA,NA,NA
"7636","Gran:HSPA4_HSPC:TLR4","Gran","HSPA4","HSPC","TLR4",NA,NA,NA,NA
"7637","Gran:HSPA8_HSPC:LDLR","Gran","HSPA8","HSPC","LDLR",NA,NA,NA,NA
"7638","Gran:ICAM1_HSPC:CAV1","Gran","ICAM1","HSPC","CAV1",NA,NA,NA,NA
"7639","Gran:ICAM1_HSPC:EZR","Gran","ICAM1","HSPC","EZR",NA,NA,NA,NA
"7640","Gran:ICAM1_HSPC:IL2RG","Gran","ICAM1","HSPC","IL2RG",NA,NA,NA,NA
"7641","Gran:ICAM1_HSPC:ITGAL","Gran","ICAM1","HSPC","ITGAL",NA,NA,NA,NA
"7642","Gran:ICAM1_HSPC:ITGAM","Gran","ICAM1","HSPC","ITGAM",NA,NA,NA,NA
"7643","Gran:ICAM1_HSPC:ITGAX","Gran","ICAM1","HSPC","ITGAX",NA,NA,NA,NA
"7644","Gran:ICAM1_HSPC:MSN","Gran","ICAM1","HSPC","MSN",NA,NA,NA,NA
"7645","Gran:ICAM1_HSPC:MUC1","Gran","ICAM1","HSPC","MUC1",NA,NA,NA,NA
"7646","Gran:ICAM1_HSPC:SPN","Gran","ICAM1","HSPC","SPN",NA,NA,NA,NA
"7647","Gran:ICAM2_HSPC:ITGAL","Gran","ICAM2","HSPC","ITGAL",NA,NA,NA,NA
"7648","Gran:ICAM2_HSPC:ITGAM","Gran","ICAM2","HSPC","ITGAM",NA,NA,NA,NA
"7649","Gran:ICAM2_HSPC:ITGB2","Gran","ICAM2","HSPC","ITGB2",NA,NA,NA,NA
"7650","Gran:IL10RB_HSPC:IL10RA","Gran","IL10RB","HSPC","IL10RA",NA,NA,NA,NA
"7651","Gran:IL16_HSPC:CD4","Gran","IL16","HSPC","CD4",NA,NA,NA,NA
"7652","Gran:IL16_HSPC:CD9","Gran","IL16","HSPC","CD9",NA,NA,NA,NA
"7653","Gran:IL18_HSPC:CD48","Gran","IL18","HSPC","CD48",NA,NA,NA,NA
"7654","Gran:IL18_HSPC:IL18RAP","Gran","IL18","HSPC","IL18RAP",NA,NA,NA,NA
"7655","Gran:IL1B_HSPC:IL1R1","Gran","IL1B","HSPC","IL1R1",NA,NA,NA,NA
"7656","Gran:IL1B_HSPC:IL1R2","Gran","IL1B","HSPC","IL1R2",NA,NA,NA,NA
"7657","Gran:IL1B_HSPC:SIGIRR","Gran","IL1B","HSPC","SIGIRR",NA,NA,NA,NA
"7658","Gran:IL1R2_HSPC:TNFSF13B","Gran","IL1R2","HSPC","TNFSF13B",NA,NA,NA,NA
"7659","Gran:IL1RN_HSPC:IL1B","Gran","IL1RN","HSPC","IL1B",NA,NA,NA,NA
"7660","Gran:IL1RN_HSPC:IL1R1","Gran","IL1RN","HSPC","IL1R1",NA,NA,NA,NA
"7661","Gran:IL1RN_HSPC:IL1R2","Gran","IL1RN","HSPC","IL1R2",NA,NA,NA,NA
"7662","Gran:IL1RN_HSPC:IL2RG","Gran","IL1RN","HSPC","IL2RG",NA,NA,NA,NA
"7663","Gran:IL6ST_HSPC:VSIG10","Gran","IL6ST","HSPC","VSIG10",NA,NA,NA,NA
"7664","Gran:IRAK4_HSPC:TLR4","Gran","IRAK4","HSPC","TLR4",NA,NA,NA,NA
"7665","Gran:ITGA4_HSPC:CD81","Gran","ITGA4","HSPC","CD81",9.54823233491811e-49,NA,0.26934471267845,NA
"7666","Gran:ITGA4_HSPC:CD82","Gran","ITGA4","HSPC","CD82",9.54823233491811e-49,NA,0.26934471267845,NA
"7667","Gran:ITGA4_HSPC:CD9","Gran","ITGA4","HSPC","CD9",9.54823233491811e-49,NA,0.26934471267845,NA
"7668","Gran:ITGA5_HSPC:CD9","Gran","ITGA5","HSPC","CD9",NA,NA,NA,NA
"7669","Gran:ITGA5_HSPC:ENG","Gran","ITGA5","HSPC","ENG",NA,NA,NA,NA
"7670","Gran:ITGB1_HSPC:CD151","Gran","ITGB1","HSPC","CD151",NA,NA,NA,NA
"7671","Gran:ITGB1_HSPC:CD81","Gran","ITGB1","HSPC","CD81",NA,NA,NA,NA
"7672","Gran:ITGB1_HSPC:ENG","Gran","ITGB1","HSPC","ENG",NA,NA,NA,NA
"7673","Gran:JAK1_HSPC:IFNAR2","Gran","JAK1","HSPC","IFNAR2",NA,NA,NA,NA
"7674","Gran:JAK2_HSPC:EPOR","Gran","JAK2","HSPC","EPOR",NA,NA,NA,NA
"7675","Gran:LAMC1_HSPC:CD44","Gran","LAMC1","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7676","Gran:LAMC1_HSPC:SV2A","Gran","LAMC1","HSPC","SV2A",NA,NA,NA,NA
"7677","Gran:LDLR_HSPC:LRP1","Gran","LDLR","HSPC","LRP1",NA,NA,NA,NA
"7678","Gran:LGALS1_HSPC:CD69","Gran","LGALS1","HSPC","CD69",NA,NA,NA,NA
"7679","Gran:LGALS1_HSPC:ITGB1","Gran","LGALS1","HSPC","ITGB1",NA,NA,NA,NA
"7680","Gran:LGALS1_HSPC:PTPRC","Gran","LGALS1","HSPC","PTPRC",NA,NA,NA,NA
"7681","Gran:LGALS3_HSPC:ANXA2","Gran","LGALS3","HSPC","ANXA2",NA,NA,NA,NA
"7682","Gran:LGALS3_HSPC:ENG","Gran","LGALS3","HSPC","ENG",NA,NA,NA,NA
"7683","Gran:LGALS3_HSPC:PTPRK","Gran","LGALS3","HSPC","PTPRK",NA,NA,NA,NA
"7684","Gran:LGALS3BP_HSPC:CD33","Gran","LGALS3BP","HSPC","CD33",NA,NA,NA,NA
"7685","Gran:LGALS3BP_HSPC:ITGB1","Gran","LGALS3BP","HSPC","ITGB1",NA,NA,NA,NA
"7686","Gran:LGALS9_HSPC:CD44","Gran","LGALS9","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7687","Gran:LGALS9_HSPC:CD47","Gran","LGALS9","HSPC","CD47",NA,NA,NA,NA
"7688","Gran:LGALS9_HSPC:HAVCR2","Gran","LGALS9","HSPC","HAVCR2",NA,NA,NA,NA
"7689","Gran:LGALS9_HSPC:LRP1","Gran","LGALS9","HSPC","LRP1",NA,NA,NA,NA
"7690","Gran:LGALS9_HSPC:PTPRC","Gran","LGALS9","HSPC","PTPRC",NA,NA,NA,NA
"7691","Gran:LGALS9_HSPC:PTPRK","Gran","LGALS9","HSPC","PTPRK",NA,NA,NA,NA
"7692","Gran:LGALS9_HSPC:SLC1A5","Gran","LGALS9","HSPC","SLC1A5",NA,NA,NA,NA
"7693","Gran:LILRA1_HSPC:CD300E","Gran","LILRA1","HSPC","CD300E",NA,NA,NA,NA
"7694","Gran:LILRA1_HSPC:IFNGR1","Gran","LILRA1","HSPC","IFNGR1",NA,NA,NA,NA
"7695","Gran:LILRA1_HSPC:NETO2","Gran","LILRA1","HSPC","NETO2",NA,NA,NA,NA
"7696","Gran:LILRB2_HSPC:SIGLEC10","Gran","LILRB2","HSPC","SIGLEC10",NA,NA,NA,NA
"7697","Gran:LMAN1_HSPC:MCFD2","Gran","LMAN1","HSPC","MCFD2",NA,NA,NA,NA
"7698","Gran:LPL_HSPC:CD44","Gran","LPL","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7699","Gran:LPL_HSPC:LRP1","Gran","LPL","HSPC","LRP1",NA,NA,NA,NA
"7700","Gran:LPL_HSPC:VCAN","Gran","LPL","HSPC","VCAN",NA,NA,NA,NA
"7701","Gran:LPL_HSPC:VLDLR","Gran","LPL","HSPC","VLDLR",NA,NA,NA,NA
"7702","Gran:LRPAP1_HSPC:LDLR","Gran","LRPAP1","HSPC","LDLR",NA,NA,NA,NA
"7703","Gran:LRPAP1_HSPC:LRP1","Gran","LRPAP1","HSPC","LRP1",NA,NA,NA,NA
"7704","Gran:LRPAP1_HSPC:LRP8","Gran","LRPAP1","HSPC","LRP8",NA,NA,NA,NA
"7705","Gran:LRPAP1_HSPC:SIRPA","Gran","LRPAP1","HSPC","SIRPA",NA,NA,NA,NA
"7706","Gran:LRPAP1_HSPC:SORL1","Gran","LRPAP1","HSPC","SORL1",NA,NA,NA,NA
"7707","Gran:LRPAP1_HSPC:SORT1","Gran","LRPAP1","HSPC","SORT1",NA,NA,NA,NA
"7708","Gran:LRPAP1_HSPC:VLDLR","Gran","LRPAP1","HSPC","VLDLR",NA,NA,NA,NA
"7709","Gran:LY86_HSPC:CD180","Gran","LY86","HSPC","CD180",NA,NA,NA,NA
"7710","Gran:LYN_HSPC:EPOR","Gran","LYN","HSPC","EPOR",NA,NA,NA,NA
"7711","Gran:LYZ_HSPC:ITGAL","Gran","LYZ","HSPC","ITGAL",NA,NA,NA,NA
"7712","Gran:MELTF_HSPC:TFRC","Gran","MELTF","HSPC","TFRC",NA,NA,NA,NA
"7713","Gran:MIF_HSPC:CD44","Gran","MIF","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"7714","Gran:MIF_HSPC:CD74","Gran","MIF","HSPC","CD74",NA,NA,NA,NA
"7715","Gran:MIF_HSPC:CXCR4","Gran","MIF","HSPC","CXCR4",NA,NA,NA,NA
"7716","Gran:MIF_HSPC:TNFRSF14","Gran","MIF","HSPC","TNFRSF14",NA,NA,NA,NA
"7717","Gran:NAMPT_HSPC:INSR","Gran","NAMPT","HSPC","INSR",NA,NA,NA,NA
"7718","Gran:NCAM1_HSPC:PTPRA","Gran","NCAM1","HSPC","PTPRA",NA,NA,NA,NA
"7719","Gran:NCAM1_HSPC:ROBO1","Gran","NCAM1","HSPC","ROBO1",NA,NA,NA,NA
"7720","Gran:NCAM1_HSPC:ROBO3","Gran","NCAM1","HSPC","ROBO3",NA,NA,NA,NA
