"gene_symbol"	"inDB"	"isLigand"	"isReceptor"	"sum_pseudobulkCellType_expr"	"sum_pseudobulkCellType_expr_threshold"	"sum_pseudobulkCellType_expr_filter"
"FAM162B"	FALSE	FALSE	FALSE	3.52105893355292	3	TRUE
"FAM167B"	FALSE	FALSE	FALSE	90.6273957764205	3	TRUE
"FAM168A"	FALSE	FALSE	FALSE	7.56180207434739	3	TRUE
"FAM168B"	FALSE	FALSE	FALSE	45.3282649932678	3	TRUE
"FAM171A1"	FALSE	FALSE	FALSE	22.8682865365559	3	TRUE
"FAM171B"	FALSE	FALSE	FALSE	3.52294534538218	3	TRUE
"FAM172A"	FALSE	FALSE	FALSE	24.237258136753	3	TRUE
"FAM173A"	FALSE	FALSE	FALSE	163.771969040995	3	TRUE
"FAM173B"	FALSE	FALSE	FALSE	10.8294963009379	3	TRUE
"FAM174A"	FALSE	FALSE	FALSE	63.5225972076917	3	TRUE
"FAM174B"	FALSE	FALSE	FALSE	20.8196128248465	3	TRUE
"FAM175A"	FALSE	FALSE	FALSE	18.6816831506385	3	TRUE
"FAM175B"	FALSE	FALSE	FALSE	20.4350363849401	3	TRUE
"FAM177A1"	FALSE	FALSE	FALSE	312.358641378119	3	TRUE
"FAM177B"	FALSE	FALSE	FALSE	8.41370204826745	3	TRUE
"FAM178A"	FALSE	FALSE	FALSE	26.4642080074101	3	TRUE
"FAM179B"	FALSE	FALSE	FALSE	21.7797369885578	3	TRUE
"FAM184B"	FALSE	FALSE	FALSE	13.5251799293827	3	TRUE
"FAM185A"	FALSE	FALSE	FALSE	7.26538906494666	3	TRUE
"FAM188A"	FALSE	FALSE	FALSE	23.2515264655254	3	TRUE
"FAM188B"	FALSE	FALSE	FALSE	4.2308655195137	3	TRUE
"FAM189B"	FALSE	FALSE	FALSE	15.916707609195	3	TRUE
"FAM192A"	FALSE	FALSE	FALSE	87.7417270438024	3	TRUE
"FAM193A"	FALSE	FALSE	FALSE	12.6915911582884	3	TRUE
"FAM193B"	FALSE	FALSE	FALSE	15.8575433971759	3	TRUE
"FAM195A"	FALSE	FALSE	FALSE	207.240272669357	3	TRUE
"FAM195B"	FALSE	FALSE	FALSE	5.81492954231908	3	TRUE
"FAM198B"	FALSE	FALSE	FALSE	33.865062126553	3	TRUE
"FAM199X"	FALSE	FALSE	FALSE	19.9021448145865	3	TRUE
"FAM19A2"	FALSE	FALSE	FALSE	3.9782763034802	3	TRUE
"FAM200A"	TRUE	FALSE	TRUE	7.56288638494454	3	TRUE
"FAM200B"	FALSE	FALSE	FALSE	97.9433701769928	3	TRUE
"FAM204A"	FALSE	FALSE	FALSE	98.2754368358997	3	TRUE
"FAM206A"	FALSE	FALSE	FALSE	9.50845526417695	3	TRUE
"FAM207A"	FALSE	FALSE	FALSE	82.5118495065202	3	TRUE
"FAM208A"	FALSE	FALSE	FALSE	26.7290581667833	3	TRUE
"FAM208B"	FALSE	FALSE	FALSE	22.7952458992571	3	TRUE
"FAM20A"	FALSE	FALSE	FALSE	5.62743139522797	3	TRUE
"FAM20B"	FALSE	FALSE	FALSE	14.9575213318106	3	TRUE
"FAM20C"	FALSE	FALSE	FALSE	25.6493733998047	3	TRUE
"FAM210A"	FALSE	FALSE	FALSE	28.4417609900906	3	TRUE
"FAM210B"	FALSE	FALSE	FALSE	48.618892297027	3	TRUE
"FAM211A"	FALSE	FALSE	FALSE	29.688440030078	3	TRUE
"FAM211B"	FALSE	FALSE	FALSE	6.03078068340982	3	TRUE
"FAM212A"	FALSE	FALSE	FALSE	14.1212900433812	3	TRUE
"FAM212B"	FALSE	FALSE	FALSE	4.9676728159145	3	TRUE
"FAM213A"	FALSE	FALSE	FALSE	181.385685310733	3	TRUE
"FAM213B"	FALSE	FALSE	FALSE	37.3258682154167	3	TRUE
"FAM214A"	FALSE	FALSE	FALSE	20.822028745091	3	TRUE
"FAM214B"	FALSE	FALSE	FALSE	20.818442325436	3	TRUE
"FAM215B"	FALSE	FALSE	FALSE	42.7030778790973	3	TRUE
"FAM216A"	FALSE	FALSE	FALSE	7.49191768213531	3	TRUE
"FAM217B"	FALSE	FALSE	FALSE	18.3566355528162	3	TRUE
"FAM219A"	FALSE	FALSE	FALSE	9.7348927655011	3	TRUE
"FAM219B"	FALSE	FALSE	FALSE	32.4990105896386	3	TRUE
"FAM220A"	FALSE	FALSE	FALSE	7.25118107910226	3	TRUE
"FAM221A"	FALSE	FALSE	FALSE	21.1122102732534	3	TRUE
"FAM222A"	FALSE	FALSE	FALSE	3.47190130369408	3	TRUE
"FAM222B"	FALSE	FALSE	FALSE	19.2910726320752	3	TRUE
"FAM227B"	FALSE	FALSE	FALSE	5.36263754575212	3	TRUE
"FAM228B"	FALSE	FALSE	FALSE	19.3375209941657	3	TRUE
"FAM229A"	FALSE	FALSE	FALSE	5.86207782755099	3	TRUE
"FAM229B"	FALSE	FALSE	FALSE	21.1968787619785	3	TRUE
"FAM24B"	FALSE	FALSE	FALSE	7.18624227137108	3	TRUE
"FAM26F"	FALSE	FALSE	FALSE	203.429664408373	3	TRUE
"FAM27A"	FALSE	FALSE	FALSE	9.31756353678003	3	TRUE
"FAM32A"	FALSE	FALSE	FALSE	126.447756034093	3	TRUE
"FAM35A"	FALSE	FALSE	FALSE	26.7507774953875	3	TRUE
"FAM3A"	FALSE	FALSE	FALSE	56.7516121593827	3	TRUE
"FAM3B"	TRUE	TRUE	FALSE	42.5755109831554	3	TRUE
"FAM3C"	TRUE	TRUE	FALSE	150.465651446999	3	TRUE
"FAM3D"	TRUE	TRUE	FALSE	616.95031640722	3	TRUE
"FAM41C"	FALSE	FALSE	FALSE	8.6064257699345	3	TRUE
"FAM43A"	FALSE	FALSE	FALSE	49.5948554294235	3	TRUE
"FAM45A"	FALSE	FALSE	FALSE	70.2146097561924	3	TRUE
"FAM46A"	FALSE	FALSE	FALSE	88.7680289141359	3	TRUE
"FAM46C"	FALSE	FALSE	FALSE	161.551568868684	3	TRUE
"FAM49A"	FALSE	FALSE	FALSE	40.6282561460406	3	TRUE
"FAM49B"	FALSE	FALSE	FALSE	226.909196518201	3	TRUE
"FAM50A"	FALSE	FALSE	FALSE	131.141904680816	3	TRUE
"FAM50B"	FALSE	FALSE	FALSE	15.0717144669496	3	TRUE
"FAM53B"	FALSE	FALSE	FALSE	23.7365998513129	3	TRUE
"FAM53C"	FALSE	FALSE	FALSE	69.328645836407	3	TRUE
"FAM57A"	FALSE	FALSE	FALSE	12.6863984797935	3	TRUE
"FAM58A"	FALSE	FALSE	FALSE	62.2568795327811	3	TRUE
"FAM60A"	FALSE	FALSE	FALSE	62.668962239417	3	TRUE
"FAM63A"	FALSE	FALSE	FALSE	13.9530040897968	3	TRUE
"FAM63B"	FALSE	FALSE	FALSE	46.6503411723373	3	TRUE
"FAM64A"	FALSE	FALSE	FALSE	4.36715954065184	3	TRUE
"FAM65A"	FALSE	FALSE	FALSE	23.1358777284415	3	TRUE
"FAM65B"	FALSE	FALSE	FALSE	22.2953087095007	3	TRUE
"FAM65C"	FALSE	FALSE	FALSE	8.2158161591801	3	TRUE
"FAM69A"	FALSE	FALSE	FALSE	13.9046661935182	3	TRUE
"FAM69B"	FALSE	FALSE	FALSE	3.04952799151533	3	TRUE
"FAM71D"	FALSE	FALSE	FALSE	8.42230283476692	3	TRUE
"FAM71E1"	FALSE	FALSE	FALSE	3.09850640499498	3	TRUE
"FAM72A"	FALSE	FALSE	FALSE	7.70533642682759	3	TRUE
"FAM73A"	FALSE	FALSE	FALSE	15.1038973218429	3	TRUE
"FAM73B"	FALSE	FALSE	FALSE	18.7642050652676	3	TRUE
"FAM76A"	FALSE	FALSE	FALSE	16.0635246994627	3	TRUE
"FAM76B"	FALSE	FALSE	FALSE	16.2611158224286	3	TRUE
"FAM78A"	FALSE	FALSE	FALSE	11.5521732843666	3	TRUE
"FAM81A"	FALSE	FALSE	FALSE	3.6230594164663	3	TRUE
"FAM83B"	FALSE	FALSE	FALSE	4.11045454968935	3	TRUE
"FAM83D"	FALSE	FALSE	FALSE	9.7225115866243	3	TRUE
"FAM83E"	FALSE	FALSE	FALSE	10.187003101736	3	TRUE
"FAM83F"	FALSE	FALSE	FALSE	15.2249733304943	3	TRUE
"FAM83G"	FALSE	FALSE	FALSE	13.7299794527123	3	TRUE
"FAM83H"	FALSE	FALSE	FALSE	20.6050200940188	3	TRUE
"FAM84A"	FALSE	FALSE	FALSE	79.0458737813594	3	TRUE
"FAM84B"	FALSE	FALSE	FALSE	18.7833618046262	3	TRUE
"FAM86A"	FALSE	FALSE	FALSE	24.3150163482443	3	TRUE
"FAM86B1"	FALSE	FALSE	FALSE	5.00092030719074	3	TRUE
"FAM86C1"	FALSE	FALSE	FALSE	5.50785486620897	3	TRUE
"FAM89A"	FALSE	FALSE	FALSE	11.2949430146021	3	TRUE
"FAM89B"	FALSE	FALSE	FALSE	90.3775880244004	3	TRUE
"FAM8A1"	FALSE	FALSE	FALSE	19.5364617839127	3	TRUE
"FAM91A1"	FALSE	FALSE	FALSE	29.3905001852492	3	TRUE
"FAM92A1"	FALSE	FALSE	FALSE	23.1456930832642	3	TRUE
"FAM92B"	FALSE	FALSE	FALSE	7.87501032665888	3	TRUE
"FAM96A"	FALSE	FALSE	FALSE	167.982644600247	3	TRUE
"FAM96B"	FALSE	FALSE	FALSE	447.537185708136	3	TRUE
"FAM98A"	FALSE	FALSE	FALSE	25.5007826924509	3	TRUE
"FAM98B"	FALSE	FALSE	FALSE	21.9756823107015	3	TRUE
"FAM98C"	FALSE	FALSE	FALSE	50.4766293586429	3	TRUE
"FAN1"	FALSE	FALSE	FALSE	9.99766249829013	3	TRUE
"FANCA"	FALSE	FALSE	FALSE	15.8815837796701	3	TRUE
"FANCB"	FALSE	FALSE	FALSE	4.23102627586432	3	TRUE
"FANCC"	FALSE	FALSE	FALSE	5.91920548788204	3	TRUE
"FANCD2"	FALSE	FALSE	FALSE	7.98016006873138	3	TRUE
"FANCE"	FALSE	FALSE	FALSE	3.18263840113871	3	TRUE
"FANCF"	FALSE	FALSE	FALSE	21.7378274514593	3	TRUE
"FANCG"	FALSE	FALSE	FALSE	12.3025081043644	3	TRUE
"FANCI"	FALSE	FALSE	FALSE	9.87759127404177	3	TRUE
"FANCL"	FALSE	FALSE	FALSE	26.8866095763579	3	TRUE
"FANCM"	FALSE	FALSE	FALSE	4.26123737356943	3	TRUE
"FANK1"	FALSE	FALSE	FALSE	6.92186450063911	3	TRUE
"FAP"	TRUE	TRUE	TRUE	8.14548630001372	3	TRUE
"FAR1"	FALSE	FALSE	FALSE	43.0298069396575	3	TRUE
"FAR2"	FALSE	FALSE	FALSE	26.7557471573761	3	TRUE
"FARP1"	FALSE	FALSE	FALSE	34.5088283239223	3	TRUE
"FARP2"	TRUE	TRUE	FALSE	27.6919217949177	3	TRUE
"FARS2"	FALSE	FALSE	FALSE	30.3022769420567	3	TRUE
"FARSA"	FALSE	FALSE	FALSE	77.3201394210792	3	TRUE
"FARSB"	FALSE	FALSE	FALSE	50.3340464953579	3	TRUE
"FAS"	TRUE	FALSE	TRUE	37.1503453713775	3	TRUE
"FASLG"	TRUE	TRUE	FALSE	7.84132162269474	3	TRUE
"FASN"	FALSE	FALSE	FALSE	25.5143842717921	3	TRUE
"FASTK"	FALSE	FALSE	FALSE	121.58373145865	3	TRUE
"FASTKD1"	FALSE	FALSE	FALSE	19.9943179711678	3	TRUE
"FASTKD2"	FALSE	FALSE	FALSE	24.5621813293088	3	TRUE
"FASTKD3"	FALSE	FALSE	FALSE	12.1447168138212	3	TRUE
"FASTKD5"	FALSE	FALSE	FALSE	18.3777899334675	3	TRUE
"FAT1"	FALSE	FALSE	FALSE	27.7491504277025	3	TRUE
"FAT4"	TRUE	FALSE	TRUE	3.51656735745618	3	TRUE
"FAU"	FALSE	FALSE	FALSE	4914.23419190908	3	TRUE
"FAXDC2"	FALSE	FALSE	FALSE	10.048013713111	3	TRUE
"FBF1"	FALSE	FALSE	FALSE	5.67307025454377	3	TRUE
"FBL"	FALSE	FALSE	FALSE	306.637479672788	3	TRUE
"FBLIM1"	FALSE	FALSE	FALSE	66.0591298802492	3	TRUE
"FBLN1"	TRUE	TRUE	FALSE	244.498422660428	3	TRUE
"FBLN2"	TRUE	TRUE	FALSE	23.8505726706308	3	TRUE
"FBLN5"	FALSE	FALSE	FALSE	31.9108350135796	3	TRUE
"FBLN7"	FALSE	FALSE	FALSE	11.454427690341	3	TRUE
"FBN1"	TRUE	TRUE	FALSE	24.612091301618	3	TRUE
"FBN2"	FALSE	FALSE	FALSE	3.93904763958071	3	TRUE
"FBP1"	FALSE	FALSE	FALSE	59.339211989526	3	TRUE
"FBRS"	FALSE	FALSE	FALSE	32.478402694965	3	TRUE
"FBRSL1"	FALSE	FALSE	FALSE	16.0362088127918	3	TRUE
"FBXL12"	FALSE	FALSE	FALSE	34.9704050846985	3	TRUE
"FBXL15"	FALSE	FALSE	FALSE	123.669466532761	3	TRUE
"FBXL17"	FALSE	FALSE	FALSE	18.8512396822001	3	TRUE
"FBXL18"	FALSE	FALSE	FALSE	3.79844834993338	3	TRUE
"FBXL19"	FALSE	FALSE	FALSE	6.08957703629822	3	TRUE
"FBXL19-AS1"	FALSE	FALSE	FALSE	3.24350006741315	3	TRUE
"FBXL20"	FALSE	FALSE	FALSE	7.26893709184656	3	TRUE
"FBXL3"	FALSE	FALSE	FALSE	45.4767145230908	3	TRUE
"FBXL4"	FALSE	FALSE	FALSE	14.3711865143857	3	TRUE
"FBXL5"	FALSE	FALSE	FALSE	61.9044654902223	3	TRUE
"FBXL6"	FALSE	FALSE	FALSE	20.3525365902013	3	TRUE
"FBXL7"	FALSE	FALSE	FALSE	3.18273652019829	3	TRUE
"FBXL8"	FALSE	FALSE	FALSE	12.5314046720162	3	TRUE
"FBXO11"	FALSE	FALSE	FALSE	34.3883575583344	3	TRUE
"FBXO16"	FALSE	FALSE	FALSE	7.1288533955321	3	TRUE
"FBXO17"	FALSE	FALSE	FALSE	5.85962114120519	3	TRUE
"FBXO18"	FALSE	FALSE	FALSE	52.1471164186636	3	TRUE
"FBXO2"	FALSE	FALSE	FALSE	5.48945779203212	3	TRUE
"FBXO21"	FALSE	FALSE	FALSE	37.4151112844349	3	TRUE
"FBXO22"	FALSE	FALSE	FALSE	34.2564273888977	3	TRUE
"FBXO25"	FALSE	FALSE	FALSE	59.2409703694698	3	TRUE
"FBXO28"	FALSE	FALSE	FALSE	21.310686234647	3	TRUE
"FBXO3"	FALSE	FALSE	FALSE	39.3960121375991	3	TRUE
"FBXO30"	FALSE	FALSE	FALSE	9.24415416681389	3	TRUE
"FBXO31"	FALSE	FALSE	FALSE	14.8090471686117	3	TRUE
"FBXO32"	FALSE	FALSE	FALSE	46.826589863239	3	TRUE
"FBXO33"	FALSE	FALSE	FALSE	23.496909422987	3	TRUE
"FBXO34"	FALSE	FALSE	FALSE	39.3393607299747	3	TRUE
"FBXO36"	FALSE	FALSE	FALSE	3.15778182269717	3	TRUE
"FBXO38"	FALSE	FALSE	FALSE	16.3658319325463	3	TRUE
"FBXO4"	FALSE	FALSE	FALSE	26.5728800177347	3	TRUE
"FBXO42"	FALSE	FALSE	FALSE	16.3173235927435	3	TRUE
"FBXO44"	FALSE	FALSE	FALSE	13.4849264567479	3	TRUE
"FBXO45"	FALSE	FALSE	FALSE	11.4584582400137	3	TRUE
"FBXO46"	FALSE	FALSE	FALSE	9.56203112599374	3	TRUE
"FBXO48"	FALSE	FALSE	FALSE	10.6155054757351	3	TRUE
"FBXO5"	FALSE	FALSE	FALSE	14.637648129463	3	TRUE
"FBXO6"	FALSE	FALSE	FALSE	33.4262157283524	3	TRUE
"FBXO7"	FALSE	FALSE	FALSE	115.305666818193	3	TRUE
"FBXO8"	FALSE	FALSE	FALSE	35.3051916943165	3	TRUE
"FBXO9"	FALSE	FALSE	FALSE	48.217045243675	3	TRUE
"FBXW11"	FALSE	FALSE	FALSE	24.4599749897707	3	TRUE
"FBXW2"	FALSE	FALSE	FALSE	47.4343675115935	3	TRUE
"FBXW4"	FALSE	FALSE	FALSE	22.5481876217993	3	TRUE
"FBXW5"	FALSE	FALSE	FALSE	195.36022389345	3	TRUE
"FBXW7"	FALSE	FALSE	FALSE	37.033325609748	3	TRUE
"FBXW8"	FALSE	FALSE	FALSE	5.47404799359999	3	TRUE
"FBXW9"	FALSE	FALSE	FALSE	14.6571851929195	3	TRUE
"FCER1A"	TRUE	TRUE	TRUE	238.690503633021	3	TRUE
"FCER1G"	FALSE	FALSE	FALSE	934.849542614779	3	TRUE
"FCER2"	TRUE	TRUE	FALSE	12.35251526175	3	TRUE
"FCF1"	FALSE	FALSE	FALSE	14.9008546962918	3	TRUE
"FCGBP"	FALSE	FALSE	FALSE	1615.92706004988	3	TRUE
"FCGR1A"	TRUE	TRUE	TRUE	17.6200350579864	3	TRUE
"FCGR1B"	FALSE	FALSE	FALSE	3.88360693014027	3	TRUE
"FCGR2A"	TRUE	TRUE	TRUE	83.7627514172937	3	TRUE
"FCGR2B"	FALSE	FALSE	FALSE	78.1105473541215	3	TRUE
"FCGR3A"	FALSE	FALSE	FALSE	43.6942168042498	3	TRUE
"FCGRT"	TRUE	TRUE	TRUE	881.780551691914	3	TRUE
"FCHO1"	FALSE	FALSE	FALSE	12.0261303058228	3	TRUE
"FCHO2"	FALSE	FALSE	FALSE	18.8869951553725	3	TRUE
"FCHSD1"	FALSE	FALSE	FALSE	8.48398086884267	3	TRUE
"FCHSD2"	FALSE	FALSE	FALSE	19.9086940903727	3	TRUE
"FCN1"	TRUE	TRUE	FALSE	36.7248013139877	3	TRUE
"FCN3"	FALSE	FALSE	FALSE	11.0109411940535	3	TRUE
"FCRL1"	TRUE	TRUE	TRUE	3.53657506691759	3	TRUE
"FCRL2"	FALSE	FALSE	FALSE	21.0912894036776	3	TRUE
"FCRL3"	FALSE	FALSE	FALSE	3.79786008132156	3	TRUE
"FCRL5"	FALSE	FALSE	FALSE	50.9070979521612	3	TRUE
"FCRLA"	FALSE	FALSE	FALSE	23.5559603161477	3	TRUE
"FCRLB"	FALSE	FALSE	FALSE	4.51761226764908	3	TRUE
"FDCSP"	FALSE	FALSE	FALSE	21.6715051207653	3	TRUE
"FDFT1"	FALSE	FALSE	FALSE	159.226609379859	3	TRUE
"FDPS"	FALSE	FALSE	FALSE	236.184047681884	3	TRUE
"FDX1"	FALSE	FALSE	FALSE	171.670641408623	3	TRUE
"FDX1L"	FALSE	FALSE	FALSE	31.7741651899728	3	TRUE
"FDXACB1"	FALSE	FALSE	FALSE	7.40119682786453	3	TRUE
"FDXR"	FALSE	FALSE	FALSE	21.8038868971529	3	TRUE
"FECH"	FALSE	FALSE	FALSE	21.7907199624468	3	TRUE
"FEM1A"	FALSE	FALSE	FALSE	22.7564345595619	3	TRUE
"FEM1B"	FALSE	FALSE	FALSE	24.3795509857148	3	TRUE
"FEM1C"	FALSE	FALSE	FALSE	22.3499648631936	3	TRUE
"FEN1"	FALSE	FALSE	FALSE	36.5629249934013	3	TRUE
"FENDRR"	FALSE	FALSE	FALSE	32.9090994088053	3	TRUE
"FER"	FALSE	FALSE	FALSE	9.95424810437512	3	TRUE
"FERMT1"	FALSE	FALSE	FALSE	64.5675286817593	3	TRUE
"FERMT2"	FALSE	FALSE	FALSE	24.5855651474666	3	TRUE
"FERMT3"	FALSE	FALSE	FALSE	101.537601759828	3	TRUE
"FES"	FALSE	FALSE	FALSE	36.9135633015905	3	TRUE
"FEZ1"	FALSE	FALSE	FALSE	13.6781727716631	3	TRUE
"FEZ2"	FALSE	FALSE	FALSE	103.999546850061	3	TRUE
"FFAR4"	FALSE	FALSE	FALSE	31.4907693135987	3	TRUE
"FGD2"	FALSE	FALSE	FALSE	21.9493515016749	3	TRUE
"FGD3"	FALSE	FALSE	FALSE	17.4136988560048	3	TRUE
"FGD4"	FALSE	FALSE	FALSE	33.3344850639391	3	TRUE
"FGD5"	FALSE	FALSE	FALSE	11.9862950007273	3	TRUE
"FGD5-AS1"	FALSE	FALSE	FALSE	76.0578884300257	3	TRUE
"FGD6"	FALSE	FALSE	FALSE	11.9650729484169	3	TRUE
"FGF14-AS2"	FALSE	FALSE	FALSE	4.39639551446782	3	TRUE
"FGF23"	TRUE	TRUE	FALSE	37.4376474311427	3	TRUE
"FGF7"	TRUE	TRUE	FALSE	41.3546913690902	3	TRUE
"FGF9"	TRUE	TRUE	FALSE	4.96280750617166	3	TRUE
"FGFBP1"	FALSE	FALSE	FALSE	21.2892375533817	3	TRUE
"FGFBP3"	FALSE	FALSE	FALSE	6.55498913341593	3	TRUE
"FGFR1"	TRUE	TRUE	TRUE	21.5922872993724	3	TRUE
"FGFR1OP"	FALSE	FALSE	FALSE	25.0191088981488	3	TRUE
"FGFR1OP2"	FALSE	FALSE	FALSE	107.624108244439	3	TRUE
"FGFR2"	TRUE	TRUE	TRUE	12.8823086919851	3	TRUE
"FGFR3"	TRUE	TRUE	TRUE	12.3139120394458	3	TRUE
"FGFR4"	TRUE	TRUE	TRUE	20.6834948345337	3	TRUE
"FGFRL1"	TRUE	TRUE	TRUE	6.10280666199031	3	TRUE
"FGGY"	FALSE	FALSE	FALSE	20.5209532682442	3	TRUE
"FGL2"	FALSE	FALSE	FALSE	252.974352163186	3	TRUE
"FGR"	FALSE	FALSE	FALSE	29.1205745309896	3	TRUE
"FH"	FALSE	FALSE	FALSE	80.1204628619177	3	TRUE
"FHDC1"	FALSE	FALSE	FALSE	7.10941358734856	3	TRUE
"FHIT"	FALSE	FALSE	FALSE	27.8367078192314	3	TRUE
"FHL1"	FALSE	FALSE	FALSE	82.9880907318836	3	TRUE
"FHL2"	FALSE	FALSE	FALSE	142.140687384169	3	TRUE
"FHL3"	FALSE	FALSE	FALSE	26.2891448477503	3	TRUE
"FHOD1"	FALSE	FALSE	FALSE	22.1047905784272	3	TRUE
"FIBCD1"	FALSE	FALSE	FALSE	11.2315332678143	3	TRUE
"FIBIN"	FALSE	FALSE	FALSE	11.4830090695798	3	TRUE
"FIBP"	FALSE	FALSE	FALSE	182.546312193747	3	TRUE
"FICD"	FALSE	FALSE	FALSE	16.9964921944909	3	TRUE
"FIG4"	FALSE	FALSE	FALSE	17.3464069279459	3	TRUE
"FIGNL1"	FALSE	FALSE	FALSE	8.39316047908401	3	TRUE
"FILIP1"	FALSE	FALSE	FALSE	10.8283071237201	3	TRUE
"FILIP1L"	FALSE	FALSE	FALSE	49.5248050044425	3	TRUE
"FIP1L1"	FALSE	FALSE	FALSE	67.9579626952167	3	TRUE
"FIS1"	FALSE	FALSE	FALSE	413.018479460787	3	TRUE
"FITM2"	FALSE	FALSE	FALSE	8.37616437523734	3	TRUE
"FIZ1"	FALSE	FALSE	FALSE	6.84478095104267	3	TRUE
"FKBP10"	FALSE	FALSE	FALSE	35.0736582982199	3	TRUE
"FKBP11"	FALSE	FALSE	FALSE	530.285806990152	3	TRUE
"FKBP14"	FALSE	FALSE	FALSE	17.290637362435	3	TRUE
"FKBP15"	FALSE	FALSE	FALSE	21.8151014908486	3	TRUE
"FKBP1A"	FALSE	FALSE	FALSE	842.441414645796	3	TRUE
"FKBP1B"	FALSE	FALSE	FALSE	26.4572421303539	3	TRUE
"FKBP1C"	FALSE	FALSE	FALSE	6.93923808656731	3	TRUE
"FKBP2"	FALSE	FALSE	FALSE	860.563284350902	3	TRUE
"FKBP3"	FALSE	FALSE	FALSE	159.694831883178	3	TRUE
"FKBP4"	FALSE	FALSE	FALSE	108.053160204887	3	TRUE
"FKBP5"	FALSE	FALSE	FALSE	33.0458156930853	3	TRUE
"FKBP7"	FALSE	FALSE	FALSE	29.5801146512916	3	TRUE
"FKBP8"	FALSE	FALSE	FALSE	340.653282459811	3	TRUE
"FKBP9"	FALSE	FALSE	FALSE	39.5804314414673	3	TRUE
"FKBPL"	FALSE	FALSE	FALSE	12.8851033934059	3	TRUE
"FKRP"	FALSE	FALSE	FALSE	6.28434214302348	3	TRUE
"FKTN"	FALSE	FALSE	FALSE	7.52942213844244	3	TRUE
"FLAD1"	FALSE	FALSE	FALSE	48.3865576279068	3	TRUE
"FLCN"	FALSE	FALSE	FALSE	23.936734233815	3	TRUE
"FLI1"	FALSE	FALSE	FALSE	44.3272902574559	3	TRUE
"FLI1-AS1"	FALSE	FALSE	FALSE	9.35885187118782	3	TRUE
"FLII"	FALSE	FALSE	FALSE	63.1520070312421	3	TRUE
"FLJ27365"	FALSE	FALSE	FALSE	18.9250975306126	3	TRUE
"FLNA"	TRUE	TRUE	FALSE	94.0899927860995	3	TRUE
"FLNB"	FALSE	FALSE	FALSE	127.072779863796	3	TRUE
"FLOT1"	TRUE	FALSE	TRUE	179.222691205421	3	TRUE
"FLOT2"	FALSE	FALSE	FALSE	43.5486791170131	3	TRUE
"FLT1"	TRUE	TRUE	TRUE	33.7876585951321	3	TRUE
"FLT3"	TRUE	FALSE	TRUE	6.01243548185138	3	TRUE
"FLT3LG"	TRUE	TRUE	FALSE	27.2419568265931	3	TRUE
"FLVCR1"	FALSE	FALSE	FALSE	14.2378346707648	3	TRUE
"FLVCR1-AS1"	FALSE	FALSE	FALSE	8.81014810314159	3	TRUE
"FLVCR2"	FALSE	FALSE	FALSE	8.774893012795	3	TRUE
"FLYWCH1"	FALSE	FALSE	FALSE	17.3480273930025	3	TRUE
"FLYWCH2"	FALSE	FALSE	FALSE	105.637931113736	3	TRUE
"FMN1"	FALSE	FALSE	FALSE	9.92768897326905	3	TRUE
"FMNL1"	FALSE	FALSE	FALSE	64.4209683942655	3	TRUE
"FMNL2"	FALSE	FALSE	FALSE	12.8291785871351	3	TRUE
"FMNL3"	FALSE	FALSE	FALSE	8.57900262347503	3	TRUE
"FMO4"	FALSE	FALSE	FALSE	4.74883909275403	3	TRUE
"FMO5"	FALSE	FALSE	FALSE	22.6743306878995	3	TRUE
"FMOD"	TRUE	TRUE	FALSE	25.6810664469002	3	TRUE
"FMR1"	FALSE	FALSE	FALSE	21.6968697162166	3	TRUE
"FN1"	TRUE	TRUE	TRUE	68.5900683819729	3	TRUE
"FN3K"	FALSE	FALSE	FALSE	17.012076918702	3	TRUE
"FN3KRP"	FALSE	FALSE	FALSE	48.0251667555723	3	TRUE
"FNBP1"	FALSE	FALSE	FALSE	146.213721388103	3	TRUE
"FNBP1L"	FALSE	FALSE	FALSE	24.0370303232378	3	TRUE
"FNBP4"	FALSE	FALSE	FALSE	55.8298648411226	3	TRUE
"FNDC1"	FALSE	FALSE	FALSE	3.26251253899775	3	TRUE
"FNDC3A"	FALSE	FALSE	FALSE	53.3433237326257	3	TRUE
"FNDC3B"	FALSE	FALSE	FALSE	59.8933765929301	3	TRUE
"FNDC4"	FALSE	FALSE	FALSE	9.01237526566222	3	TRUE
"FNIP1"	FALSE	FALSE	FALSE	15.8962707784161	3	TRUE
"FNIP2"	FALSE	FALSE	FALSE	61.9418633180634	3	TRUE
"FNTA"	FALSE	FALSE	FALSE	110.05560599219	3	TRUE
"FNTB"	FALSE	FALSE	FALSE	9.57010111862845	3	TRUE
"FOCAD"	FALSE	FALSE	FALSE	11.8252857203567	3	TRUE
"FOLR2"	FALSE	FALSE	FALSE	50.7985311949799	3	TRUE
"FOPNL"	FALSE	FALSE	FALSE	50.8517239211377	3	TRUE
"FOS"	FALSE	FALSE	FALSE	3229.28518112478	3	TRUE
"FOSB"	FALSE	FALSE	FALSE	1217.37199688518	3	TRUE
"FOSL1"	FALSE	FALSE	FALSE	10.8323793563068	3	TRUE
"FOSL2"	FALSE	FALSE	FALSE	108.757988105068	3	TRUE
"FOXA1"	FALSE	FALSE	FALSE	14.2938035402188	3	TRUE
"FOXA2"	FALSE	FALSE	FALSE	14.9038613816171	3	TRUE
