"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"1","Mono:ACKR3_Mono:CXCR4","Mono","ACKR3","Mono","CXCR4",0.383286768300624,0,0.46709616608103,0
"2","Mono:ALOX5AP_Mono:ALOX5","Mono","ALOX5AP","Mono","ALOX5",0.345333228510808,4.46606797573965e-239,NA,NA
"3","Mono:AREG_Mono:ICAM1","Mono","AREG","Mono","ICAM1",NA,NA,NA,NA
"4","Mono:CASP8_Mono:FAS","Mono","CASP8","Mono","FAS",NA,NA,NA,NA
"5","Mono:CCL3L1_Mono:CCR1","Mono","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"6","Mono:CCR1_Mono:MBP","Mono","CCR1","Mono","MBP",NA,NA,NA,NA
"7","Mono:CCR1_Mono:PRNP","Mono","CCR1","Mono","PRNP",NA,NA,NA,NA
"8","Mono:CD14_Mono:ITGA4","Mono","CD14","Mono","ITGA4",NA,NA,NA,NA
"9","Mono:CD14_Mono:ITGB1","Mono","CD14","Mono","ITGB1",NA,NA,NA,NA
"10","Mono:CD14_Mono:ITGB2","Mono","CD14","Mono","ITGB2",NA,NA,NA,NA
"11","Mono:CD14_Mono:TLR4","Mono","CD14","Mono","TLR4",NA,NA,NA,NA
"12","Mono:CD36_Mono:TLR4","Mono","CD36","Mono","TLR4",0.386694050904892,0,NA,NA
"13","Mono:CD52_Mono:SIGLEC10","Mono","CD52","Mono","SIGLEC10",-0.972317374516688,0,NA,NA
"14","Mono:CD53_Mono:CD37","Mono","CD53","Mono","CD37",0.331852530085835,1.46520245870582e-295,NA,NA
"15","Mono:CD82_Mono:CD37","Mono","CD82","Mono","CD37",NA,NA,NA,NA
"16","Mono:CD9_Mono:CD36","Mono","CD9","Mono","CD36",0.504201686688928,0,0.386694050904892,0
"17","Mono:HSP90B1_Mono:ASGR1","Mono","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"18","Mono:HSP90B1_Mono:LRP1","Mono","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"19","Mono:HSP90B1_Mono:TLR2","Mono","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"20","Mono:HSP90B1_Mono:TLR4","Mono","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"21","Mono:HSPA4_Mono:TLR4","Mono","HSPA4","Mono","TLR4",NA,NA,NA,NA
"22","Mono:IRAK4_Mono:TLR4","Mono","IRAK4","Mono","TLR4",NA,NA,NA,NA
"23","Mono:LILRA6_Mono:CD300E","Mono","LILRA6","Mono","CD300E",NA,NA,NA,NA
"24","Mono:LILRB1_Mono:LILRA5","Mono","LILRB1","Mono","LILRA5",NA,NA,NA,NA
"25","Mono:LILRB4_Mono:LAIR1","Mono","LILRB4","Mono","LAIR1",0.466869163386197,0,0.315608111669688,0
"26","Mono:LMAN1_Mono:MCFD2","Mono","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"27","Mono:LY86_Mono:CD180","Mono","LY86","Mono","CD180",NA,NA,NA,NA
"28","Mono:QDPR_Mono:DYSF","Mono","QDPR","Mono","DYSF",NA,NA,NA,NA
"29","Mono:RNASE2_Mono:TLR2","Mono","RNASE2","Mono","TLR2",1.01143102166043,0,NA,NA
"30","Mono:RPS19_Mono:C5AR1","Mono","RPS19","Mono","C5AR1",NA,NA,-0.31034783968139,6.73846326780424e-184
"31","Mono:S100A12_Mono:CD36","Mono","S100A12","Mono","CD36",NA,NA,0.386694050904892,0
"32","Mono:S100A12_Mono:TLR4","Mono","S100A12","Mono","TLR4",NA,NA,NA,NA
"33","Mono:S100A8_Mono:CD36","Mono","S100A8","Mono","CD36",NA,NA,0.386694050904892,0
"34","Mono:S100A8_Mono:CD68","Mono","S100A8","Mono","CD68",NA,NA,0.315646598785829,0
"35","Mono:S100A8_Mono:ITGB2","Mono","S100A8","Mono","ITGB2",NA,NA,NA,NA
"36","Mono:S100A8_Mono:TLR4","Mono","S100A8","Mono","TLR4",NA,NA,NA,NA
"37","Mono:S100A9_Mono:ALCAM","Mono","S100A9","Mono","ALCAM",NA,NA,NA,NA
"38","Mono:S100A9_Mono:CD36","Mono","S100A9","Mono","CD36",NA,NA,0.386694050904892,0
"39","Mono:S100A9_Mono:CD68","Mono","S100A9","Mono","CD68",NA,NA,0.315646598785829,0
"40","Mono:S100A9_Mono:ITGB2","Mono","S100A9","Mono","ITGB2",NA,NA,NA,NA
"41","Mono:S100A9_Mono:TLR4","Mono","S100A9","Mono","TLR4",NA,NA,NA,NA
"42","Mono:TLR2_Mono:CD14","Mono","TLR2","Mono","CD14",NA,NA,NA,NA
"43","Mono:TLR2_Mono:CD36","Mono","TLR2","Mono","CD36",NA,NA,0.386694050904892,0
"44","Mono:TNF_Mono:FAS","Mono","TNF","Mono","FAS",NA,NA,NA,NA
"45","Mono:TNF_Mono:FFAR2","Mono","TNF","Mono","FFAR2",NA,NA,NA,NA
"46","Mono:TNF_Mono:LTBR","Mono","TNF","Mono","LTBR",NA,NA,NA,NA
"47","Mono:TNF_Mono:TNFRSF1A","Mono","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"48","Mono:TNF_Mono:TNFRSF1B","Mono","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"49","Mono:TNF_Mono:TRADD","Mono","TNF","Mono","TRADD",NA,NA,NA,NA
"50","Mono:TNF_Mono:VSIR","Mono","TNF","Mono","VSIR",NA,NA,NA,NA
"51","Mono:TNFSF13_Mono:FAS","Mono","TNFSF13","Mono","FAS",NA,NA,NA,NA
"52","Mono:TNFSF13_Mono:TNFRSF14","Mono","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"53","Mono:TNFSF13_Mono:TNFRSF1A","Mono","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"54","Mono:TOR2A_Mono:ATP5F1B","Mono","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"55","Gran:ALOX5AP_Mono:ALOX5","Gran","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"56","Gran:AREG_Mono:ICAM1","Gran","AREG","Mono","ICAM1",-0.607304922124105,5.44675137160733e-36,NA,NA
"57","Gran:CASP8_Mono:FAS","Gran","CASP8","Mono","FAS",NA,NA,NA,NA
"58","Gran:CCL23_Mono:CCR1","Gran","CCL23","Mono","CCR1",NA,NA,NA,NA
"59","Gran:CCL3L1_Mono:CCR1","Gran","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"60","Gran:CCR1_Mono:MBP","Gran","CCR1","Mono","MBP",NA,NA,NA,NA
"61","Gran:CCR1_Mono:PRNP","Gran","CCR1","Mono","PRNP",NA,NA,NA,NA
"62","Gran:CD14_Mono:ITGA4","Gran","CD14","Mono","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA
"63","Gran:CD14_Mono:ITGB1","Gran","CD14","Mono","ITGB1",-0.291091633854818,9.69490958097997e-13,NA,NA
"64","Gran:CD14_Mono:ITGB2","Gran","CD14","Mono","ITGB2",-0.291091633854818,9.69490958097997e-13,NA,NA
"65","Gran:CD14_Mono:TLR4","Gran","CD14","Mono","TLR4",-0.291091633854818,9.69490958097997e-13,NA,NA
"66","Gran:CD36_Mono:TLR4","Gran","CD36","Mono","TLR4",NA,NA,NA,NA
"67","Gran:CD52_Mono:SIGLEC10","Gran","CD52","Mono","SIGLEC10",-0.403644269533307,5.77072736627515e-34,NA,NA
"68","Gran:CD53_Mono:CD37","Gran","CD53","Mono","CD37",0.257527790571524,5.21754442307719e-25,NA,NA
"69","Gran:CD82_Mono:CD37","Gran","CD82","Mono","CD37",NA,NA,NA,NA
"70","Gran:CD9_Mono:CD36","Gran","CD9","Mono","CD36",NA,NA,0.386694050904892,0
"71","Gran:HSP90B1_Mono:ASGR1","Gran","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"72","Gran:HSP90B1_Mono:LRP1","Gran","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"73","Gran:HSP90B1_Mono:TLR2","Gran","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"74","Gran:HSP90B1_Mono:TLR4","Gran","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"75","Gran:HSPA4_Mono:TLR4","Gran","HSPA4","Mono","TLR4",NA,NA,NA,NA
"76","Gran:IRAK4_Mono:TLR4","Gran","IRAK4","Mono","TLR4",NA,NA,NA,NA
"77","Gran:LILRB1_Mono:LILRA5","Gran","LILRB1","Mono","LILRA5",NA,NA,NA,NA
"78","Gran:LILRB4_Mono:LAIR1","Gran","LILRB4","Mono","LAIR1",NA,NA,0.315608111669688,0
"79","Gran:LMAN1_Mono:MCFD2","Gran","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"80","Gran:LY86_Mono:CD180","Gran","LY86","Mono","CD180",NA,NA,NA,NA
"81","Gran:PLGRKT_Mono:PLAUR","Gran","PLGRKT","Mono","PLAUR",NA,NA,NA,NA
"82","Gran:QDPR_Mono:DYSF","Gran","QDPR","Mono","DYSF",NA,NA,NA,NA
"83","Gran:RNASE2_Mono:TLR2","Gran","RNASE2","Mono","TLR2",NA,NA,NA,NA
"84","Gran:RPS19_Mono:C5AR1","Gran","RPS19","Mono","C5AR1",NA,NA,-0.31034783968139,6.73846326780424e-184
"85","Gran:S100A12_Mono:CD36","Gran","S100A12","Mono","CD36",-0.480904079266256,1.74421008742575e-45,0.386694050904892,0
"86","Gran:S100A12_Mono:TLR4","Gran","S100A12","Mono","TLR4",-0.480904079266256,1.74421008742575e-45,NA,NA
"87","Gran:S100A8_Mono:CD36","Gran","S100A8","Mono","CD36",-0.574103329197293,1.67171342601909e-71,0.386694050904892,0
"88","Gran:S100A8_Mono:CD68","Gran","S100A8","Mono","CD68",-0.574103329197293,1.67171342601909e-71,0.315646598785829,0
"89","Gran:S100A8_Mono:ITGB2","Gran","S100A8","Mono","ITGB2",-0.574103329197293,1.67171342601909e-71,NA,NA
"90","Gran:S100A8_Mono:TLR4","Gran","S100A8","Mono","TLR4",-0.574103329197293,1.67171342601909e-71,NA,NA
"91","Gran:S100A9_Mono:ALCAM","Gran","S100A9","Mono","ALCAM",-0.546733366120384,7.0809279121649e-46,NA,NA
"92","Gran:S100A9_Mono:CD36","Gran","S100A9","Mono","CD36",-0.546733366120384,7.0809279121649e-46,0.386694050904892,0
"93","Gran:S100A9_Mono:CD68","Gran","S100A9","Mono","CD68",-0.546733366120384,7.0809279121649e-46,0.315646598785829,0
"94","Gran:S100A9_Mono:ITGB2","Gran","S100A9","Mono","ITGB2",-0.546733366120384,7.0809279121649e-46,NA,NA
"95","Gran:S100A9_Mono:TLR4","Gran","S100A9","Mono","TLR4",-0.546733366120384,7.0809279121649e-46,NA,NA
"96","Gran:TLR2_Mono:CD14","Gran","TLR2","Mono","CD14",NA,NA,NA,NA
"97","Gran:TLR2_Mono:CD36","Gran","TLR2","Mono","CD36",NA,NA,0.386694050904892,0
"98","Gran:TNF_Mono:FAS","Gran","TNF","Mono","FAS",NA,NA,NA,NA
"99","Gran:TNF_Mono:FFAR2","Gran","TNF","Mono","FFAR2",NA,NA,NA,NA
"100","Gran:TNF_Mono:LTBR","Gran","TNF","Mono","LTBR",NA,NA,NA,NA
"101","Gran:TNF_Mono:TNFRSF1A","Gran","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"102","Gran:TNF_Mono:TNFRSF1B","Gran","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"103","Gran:TNF_Mono:TRADD","Gran","TNF","Mono","TRADD",NA,NA,NA,NA
"104","Gran:TNF_Mono:VSIR","Gran","TNF","Mono","VSIR",NA,NA,NA,NA
"105","Gran:TNFSF13_Mono:FAS","Gran","TNFSF13","Mono","FAS",NA,NA,NA,NA
"106","Gran:TNFSF13_Mono:TNFRSF14","Gran","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"107","Gran:TNFSF13_Mono:TNFRSF1A","Gran","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"108","Gran:TOR2A_Mono:ATP5F1B","Gran","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"109","T:ALOX5AP_Mono:ALOX5","T","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"110","T:ANXA2_Mono:DYSF","T","ANXA2","Mono","DYSF",NA,NA,NA,NA
"111","T:ANXA2_Mono:TLR2","T","ANXA2","Mono","TLR2",NA,NA,NA,NA
"112","T:CASP8_Mono:FAS","T","CASP8","Mono","FAS",NA,NA,NA,NA
"113","T:CCL3_Mono:CCR1","T","CCL3","Mono","CCR1",NA,NA,NA,NA
"114","T:CCL3L1_Mono:CCR1","T","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"115","T:CCL4_Mono:CCR1","T","CCL4","Mono","CCR1",NA,NA,NA,NA
"116","T:CCL5_Mono:CCR1","T","CCL5","Mono","CCR1",NA,NA,NA,NA
"117","T:CCL5_Mono:SDC4","T","CCL5","Mono","SDC4",NA,NA,NA,NA
"118","T:CD320_Mono:JAML","T","CD320","Mono","JAML",NA,NA,-0.419921705582659,5.07243003939177e-273
"119","T:CD320_Mono:TMEM167A","T","CD320","Mono","TMEM167A",NA,NA,NA,NA
"120","T:CD52_Mono:SIGLEC10","T","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"121","T:CD53_Mono:CD37","T","CD53","Mono","CD37",NA,NA,NA,NA
"122","T:CD55_Mono:ADGRE2","T","CD55","Mono","ADGRE2",NA,NA,NA,NA
"123","T:CD55_Mono:ADGRE5","T","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250
"124","T:CD55_Mono:CR1","T","CD55","Mono","CR1",NA,NA,NA,NA
"125","T:CD69_Mono:SIRPA","T","CD69","Mono","SIRPA",0.413749974573962,3.45809911605759e-191,NA,NA
"126","T:GZMB_Mono:IGF2R","T","GZMB","Mono","IGF2R",NA,NA,NA,NA
"127","T:GZMB_Mono:PGRMC1","T","GZMB","Mono","PGRMC1",NA,NA,NA,NA
"128","T:HLA-B_Mono:CANX","T","HLA-B","Mono","CANX",NA,NA,NA,NA
"129","T:HLA-B_Mono:LILRA1","T","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"130","T:HLA-B_Mono:LILRB1","T","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"131","T:HLA-B_Mono:LILRB2","T","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"132","T:HLA-B_Mono:SIGLEC10","T","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"133","T:HSP90AA1_Mono:LRP1","T","HSP90AA1","Mono","LRP1",NA,NA,NA,NA
"134","T:HSP90B1_Mono:ASGR1","T","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"135","T:HSP90B1_Mono:LRP1","T","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"136","T:HSP90B1_Mono:TLR2","T","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"137","T:HSP90B1_Mono:TLR4","T","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"138","T:ICAM2_Mono:ITGAL","T","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"139","T:ICAM2_Mono:ITGAM","T","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"140","T:ICAM2_Mono:ITGB2","T","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"141","T:ICAM3_Mono:ITGAL","T","ICAM3","Mono","ITGAL",NA,NA,NA,NA
"142","T:ICAM3_Mono:ITGB2","T","ICAM3","Mono","ITGB2",NA,NA,NA,NA
"143","T:IL1B_Mono:IL1R2","T","IL1B","Mono","IL1R2",NA,NA,0.287189258524816,1.08589879547219e-276
"144","T:IL1B_Mono:IL1RAP","T","IL1B","Mono","IL1RAP",NA,NA,NA,NA
"145","T:IL1B_Mono:SIGIRR","T","IL1B","Mono","SIGIRR",NA,NA,NA,NA
"146","T:LTA_Mono:LTBR","T","LTA","Mono","LTBR",NA,NA,NA,NA
"147","T:LTA_Mono:TNFRSF14","T","LTA","Mono","TNFRSF14",NA,NA,NA,NA
"148","T:LTA_Mono:TNFRSF1A","T","LTA","Mono","TNFRSF1A",NA,NA,NA,NA
"149","T:LTA_Mono:TNFRSF1B","T","LTA","Mono","TNFRSF1B",NA,NA,NA,NA
"150","T:LTB_Mono:CD40","T","LTB","Mono","CD40",NA,NA,NA,NA
"151","T:LTB_Mono:LTBR","T","LTB","Mono","LTBR",NA,NA,NA,NA
"152","T:LTB_Mono:TNFRSF1A","T","LTB","Mono","TNFRSF1A",NA,NA,NA,NA
"153","T:MIF_Mono:ACKR3","T","MIF","Mono","ACKR3",NA,NA,0.383286768300624,0
"154","T:MIF_Mono:CD44","T","MIF","Mono","CD44",NA,NA,NA,NA
"155","T:MIF_Mono:CD74","T","MIF","Mono","CD74",NA,NA,-0.423698094979172,0
"156","T:MIF_Mono:CXCR4","T","MIF","Mono","CXCR4",NA,NA,0.46709616608103,0
"157","T:MIF_Mono:TNFRSF14","T","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"158","T:RPS19_Mono:C5AR1","T","RPS19","Mono","C5AR1",NA,NA,-0.31034783968139,6.73846326780424e-184
"159","T:S100A8_Mono:CD36","T","S100A8","Mono","CD36",NA,NA,0.386694050904892,0
"160","T:S100A8_Mono:CD68","T","S100A8","Mono","CD68",NA,NA,0.315646598785829,0
"161","T:S100A8_Mono:ITGB2","T","S100A8","Mono","ITGB2",NA,NA,NA,NA
"162","T:S100A8_Mono:TLR4","T","S100A8","Mono","TLR4",NA,NA,NA,NA
"163","T:S100A9_Mono:ALCAM","T","S100A9","Mono","ALCAM",NA,NA,NA,NA
"164","T:S100A9_Mono:CD36","T","S100A9","Mono","CD36",NA,NA,0.386694050904892,0
"165","T:S100A9_Mono:CD68","T","S100A9","Mono","CD68",NA,NA,0.315646598785829,0
"166","T:S100A9_Mono:ITGB2","T","S100A9","Mono","ITGB2",NA,NA,NA,NA
"167","T:S100A9_Mono:TLR4","T","S100A9","Mono","TLR4",NA,NA,NA,NA
"168","T:SPON2_Mono:ITGA4","T","SPON2","Mono","ITGA4",NA,NA,NA,NA
"169","T:SPON2_Mono:ITGA5","T","SPON2","Mono","ITGA5",NA,NA,NA,NA
"170","T:SPON2_Mono:ITGAM","T","SPON2","Mono","ITGAM",NA,NA,NA,NA
"171","T:SPON2_Mono:ITGB1","T","SPON2","Mono","ITGB1",NA,NA,NA,NA
"172","T:SPON2_Mono:ITGB2","T","SPON2","Mono","ITGB2",NA,NA,NA,NA
"173","T:TGOLN2_Mono:BTN3A1","T","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"174","T:THBS1_Mono:CD36","T","THBS1","Mono","CD36",NA,NA,0.386694050904892,0
"175","T:THBS1_Mono:CD47","T","THBS1","Mono","CD47",NA,NA,NA,NA
"176","T:THBS1_Mono:ITGA4","T","THBS1","Mono","ITGA4",NA,NA,NA,NA
"177","T:THBS1_Mono:ITGB1","T","THBS1","Mono","ITGB1",NA,NA,NA,NA
"178","T:THBS1_Mono:LRP1","T","THBS1","Mono","LRP1",NA,NA,NA,NA
"179","T:THBS1_Mono:PTPRJ","T","THBS1","Mono","PTPRJ",NA,NA,NA,NA
"180","T:THBS1_Mono:SDC4","T","THBS1","Mono","SDC4",NA,NA,NA,NA
"181","T:THBS1_Mono:TGFB1","T","THBS1","Mono","TGFB1",NA,NA,NA,NA
"182","T:TNF_Mono:FAS","T","TNF","Mono","FAS",NA,NA,NA,NA
"183","T:TNF_Mono:FFAR2","T","TNF","Mono","FFAR2",NA,NA,NA,NA
"184","T:TNF_Mono:LTBR","T","TNF","Mono","LTBR",NA,NA,NA,NA
"185","T:TNF_Mono:TNFRSF1A","T","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"186","T:TNF_Mono:TNFRSF1B","T","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"187","T:TNF_Mono:TRADD","T","TNF","Mono","TRADD",NA,NA,NA,NA
"188","T:TNF_Mono:VSIR","T","TNF","Mono","VSIR",NA,NA,NA,NA
"189","T:VCAN_Mono:CD44","T","VCAN","Mono","CD44",NA,NA,NA,NA
"190","T:VCAN_Mono:FN1","T","VCAN","Mono","FN1",NA,NA,NA,NA
"191","T:VCAN_Mono:ITGA4","T","VCAN","Mono","ITGA4",NA,NA,NA,NA
"192","T:VCAN_Mono:ITGB1","T","VCAN","Mono","ITGB1",NA,NA,NA,NA
"193","T:VCAN_Mono:LDLR","T","VCAN","Mono","LDLR",NA,NA,NA,NA
"194","T:VCAN_Mono:SELL","T","VCAN","Mono","SELL",NA,NA,NA,NA
"195","T:VCAN_Mono:SELPLG","T","VCAN","Mono","SELPLG",NA,NA,NA,NA
"196","T:VCAN_Mono:TLR2","T","VCAN","Mono","TLR2",NA,NA,NA,NA
"197","NK:ALOX5AP_Mono:ALOX5","NK","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"198","NK:ANXA2_Mono:DYSF","NK","ANXA2","Mono","DYSF",NA,NA,NA,NA
"199","NK:ANXA2_Mono:TLR2","NK","ANXA2","Mono","TLR2",NA,NA,NA,NA
"200","NK:AREG_Mono:ICAM1","NK","AREG","Mono","ICAM1",NA,NA,NA,NA
"201","NK:CASP8_Mono:FAS","NK","CASP8","Mono","FAS",0.309674538164315,4.87901392590031e-33,NA,NA
"202","NK:CCL3_Mono:CCR1","NK","CCL3","Mono","CCR1",NA,NA,NA,NA
"203","NK:CCL3L1_Mono:CCR1","NK","CCL3L1","Mono","CCR1",0.34837520029616,8.01563192135794e-62,NA,NA
"204","NK:CCL4_Mono:CCR1","NK","CCL4","Mono","CCR1",NA,NA,NA,NA
"205","NK:CCL5_Mono:CCR1","NK","CCL5","Mono","CCR1",NA,NA,NA,NA
"206","NK:CCL5_Mono:SDC4","NK","CCL5","Mono","SDC4",NA,NA,NA,NA
"207","NK:CD160_Mono:TNFRSF14","NK","CD160","Mono","TNFRSF14",NA,NA,NA,NA
"208","NK:CD52_Mono:SIGLEC10","NK","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"209","NK:CD53_Mono:CD37","NK","CD53","Mono","CD37",NA,NA,NA,NA
"210","NK:CD55_Mono:ADGRE2","NK","CD55","Mono","ADGRE2",NA,NA,NA,NA
"211","NK:CD55_Mono:ADGRE5","NK","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250
"212","NK:CD55_Mono:CR1","NK","CD55","Mono","CR1",NA,NA,NA,NA
"213","NK:CD69_Mono:SIRPA","NK","CD69","Mono","SIRPA",NA,NA,NA,NA
"214","NK:GRN_Mono:SORT1","NK","GRN","Mono","SORT1",NA,NA,NA,NA
"215","NK:GRN_Mono:TNFRSF1A","NK","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"216","NK:GRN_Mono:TNFRSF1B","NK","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"217","NK:GZMB_Mono:IGF2R","NK","GZMB","Mono","IGF2R",NA,NA,NA,NA
"218","NK:GZMB_Mono:PGRMC1","NK","GZMB","Mono","PGRMC1",NA,NA,NA,NA
"219","NK:HLA-B_Mono:CANX","NK","HLA-B","Mono","CANX",NA,NA,NA,NA
"220","NK:HLA-B_Mono:LILRA1","NK","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"221","NK:HLA-B_Mono:LILRB1","NK","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"222","NK:HLA-B_Mono:LILRB2","NK","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"223","NK:HLA-B_Mono:SIGLEC10","NK","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"224","NK:HSP90AA1_Mono:LRP1","NK","HSP90AA1","Mono","LRP1",NA,NA,NA,NA
"225","NK:HSP90B1_Mono:ASGR1","NK","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"226","NK:HSP90B1_Mono:LRP1","NK","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"227","NK:HSP90B1_Mono:TLR2","NK","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"228","NK:HSP90B1_Mono:TLR4","NK","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"229","NK:ICAM2_Mono:ITGAL","NK","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"230","NK:ICAM2_Mono:ITGAM","NK","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"231","NK:ICAM2_Mono:ITGB2","NK","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"232","NK:ICAM3_Mono:ITGAL","NK","ICAM3","Mono","ITGAL",NA,NA,NA,NA
"233","NK:ICAM3_Mono:ITGB2","NK","ICAM3","Mono","ITGB2",NA,NA,NA,NA
"234","NK:LMAN1_Mono:MCFD2","NK","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"235","NK:MIF_Mono:ACKR3","NK","MIF","Mono","ACKR3",NA,NA,0.383286768300624,0
"236","NK:MIF_Mono:CD44","NK","MIF","Mono","CD44",NA,NA,NA,NA
"237","NK:MIF_Mono:CD74","NK","MIF","Mono","CD74",NA,NA,-0.423698094979172,0
"238","NK:MIF_Mono:CXCR4","NK","MIF","Mono","CXCR4",NA,NA,0.46709616608103,0
"239","NK:MIF_Mono:TNFRSF14","NK","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"240","NK:RPS19_Mono:C5AR1","NK","RPS19","Mono","C5AR1",NA,NA,-0.31034783968139,6.73846326780424e-184
"241","NK:S100A8_Mono:CD36","NK","S100A8","Mono","CD36",NA,NA,0.386694050904892,0
"242","NK:S100A8_Mono:CD68","NK","S100A8","Mono","CD68",NA,NA,0.315646598785829,0
"243","NK:S100A8_Mono:ITGB2","NK","S100A8","Mono","ITGB2",NA,NA,NA,NA
"244","NK:S100A8_Mono:TLR4","NK","S100A8","Mono","TLR4",NA,NA,NA,NA
"245","NK:S100A9_Mono:ALCAM","NK","S100A9","Mono","ALCAM",NA,NA,NA,NA
"246","NK:S100A9_Mono:CD36","NK","S100A9","Mono","CD36",NA,NA,0.386694050904892,0
"247","NK:S100A9_Mono:CD68","NK","S100A9","Mono","CD68",NA,NA,0.315646598785829,0
"248","NK:S100A9_Mono:ITGB2","NK","S100A9","Mono","ITGB2",NA,NA,NA,NA
"249","NK:S100A9_Mono:TLR4","NK","S100A9","Mono","TLR4",NA,NA,NA,NA
"250","NK:SPON2_Mono:ITGA4","NK","SPON2","Mono","ITGA4",NA,NA,NA,NA
"251","NK:SPON2_Mono:ITGA5","NK","SPON2","Mono","ITGA5",NA,NA,NA,NA
"252","NK:SPON2_Mono:ITGAM","NK","SPON2","Mono","ITGAM",NA,NA,NA,NA
"253","NK:SPON2_Mono:ITGB1","NK","SPON2","Mono","ITGB1",NA,NA,NA,NA
"254","NK:SPON2_Mono:ITGB2","NK","SPON2","Mono","ITGB2",NA,NA,NA,NA
"255","NK:TGOLN2_Mono:BTN3A1","NK","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"256","NK:THBS1_Mono:CD36","NK","THBS1","Mono","CD36",NA,NA,0.386694050904892,0
"257","NK:THBS1_Mono:CD47","NK","THBS1","Mono","CD47",NA,NA,NA,NA
"258","NK:THBS1_Mono:ITGA4","NK","THBS1","Mono","ITGA4",NA,NA,NA,NA
"259","NK:THBS1_Mono:ITGB1","NK","THBS1","Mono","ITGB1",NA,NA,NA,NA
"260","NK:THBS1_Mono:LRP1","NK","THBS1","Mono","LRP1",NA,NA,NA,NA
"261","NK:THBS1_Mono:PTPRJ","NK","THBS1","Mono","PTPRJ",NA,NA,NA,NA
"262","NK:THBS1_Mono:SDC4","NK","THBS1","Mono","SDC4",NA,NA,NA,NA
"263","NK:THBS1_Mono:TGFB1","NK","THBS1","Mono","TGFB1",NA,NA,NA,NA
