"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","direction"
"118","HSPC:ADAM17_Mono:ITGB1","HSPC","ADAM17","Mono","ITGB1",0.302387400990719,0.302387400990719,NA,NA,"down"
"119","Mono:ADAM17_Mono:ITGB1","Mono","ADAM17","Mono","ITGB1",0.277308065838134,0.277308065838134,NA,NA,"down"
"120","DC:ADAM17_NK:ITGB1","DC","ADAM17","NK","ITGB1",0.277502813517776,0.277502813517776,NA,NA,"down"
"121","Gran:ADAM17_NK:ITGB1","Gran","ADAM17","NK","ITGB1",0.278911916006783,0.278911916006783,NA,NA,"down"
"122","HSPC:ADAM17_NK:ITGB1","HSPC","ADAM17","NK","ITGB1",0.302387400990719,0.302387400990719,NA,NA,"down"
"123","Mono:ADAM17_NK:ITGB1","Mono","ADAM17","NK","ITGB1",0.277308065838134,0.277308065838134,NA,NA,"down"
"124","DC:ADAM17_T:ITGB1","DC","ADAM17","T","ITGB1",0.277502813517776,0.277502813517776,NA,NA,"down"
"125","Gran:ADAM17_T:ITGB1","Gran","ADAM17","T","ITGB1",0.278911916006783,0.278911916006783,NA,NA,"down"
"126","HSPC:ADAM17_T:ITGB1","HSPC","ADAM17","T","ITGB1",0.302387400990719,0.302387400990719,NA,NA,"down"
"127","Mono:ADAM17_T:ITGB1","Mono","ADAM17","T","ITGB1",0.277308065838134,0.277308065838134,NA,NA,"down"
"128","DC:ADAM17_DC:ITGA5","DC","ADAM17","DC","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"129","Gran:ADAM17_DC:ITGA5","Gran","ADAM17","DC","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"down"
"130","HSPC:ADAM17_DC:ITGA5","HSPC","ADAM17","DC","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"up"
"131","Mono:ADAM17_DC:ITGA5","Mono","ADAM17","DC","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"down"
"132","DC:ADAM17_Gran:ITGA5","DC","ADAM17","Gran","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"133","Gran:ADAM17_Gran:ITGA5","Gran","ADAM17","Gran","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"up"
"134","HSPC:ADAM17_Gran:ITGA5","HSPC","ADAM17","Gran","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"up"
"135","Mono:ADAM17_Gran:ITGA5","Mono","ADAM17","Gran","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"up"
"136","DC:ADAM17_HSPC:ITGA5","DC","ADAM17","HSPC","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"137","Gran:ADAM17_HSPC:ITGA5","Gran","ADAM17","HSPC","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"up"
"138","HSPC:ADAM17_HSPC:ITGA5","HSPC","ADAM17","HSPC","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"up"
"139","Mono:ADAM17_HSPC:ITGA5","Mono","ADAM17","HSPC","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"up"
"140","DC:ADAM17_Mono:ITGA5","DC","ADAM17","Mono","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"141","Gran:ADAM17_Mono:ITGA5","Gran","ADAM17","Mono","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"down"
"142","HSPC:ADAM17_Mono:ITGA5","HSPC","ADAM17","Mono","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"up"
"143","Mono:ADAM17_Mono:ITGA5","Mono","ADAM17","Mono","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"down"
"144","DC:ADAM17_NK:ITGA5","DC","ADAM17","NK","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"145","Gran:ADAM17_NK:ITGA5","Gran","ADAM17","NK","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"up"
"146","HSPC:ADAM17_NK:ITGA5","HSPC","ADAM17","NK","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"up"
"147","Mono:ADAM17_NK:ITGA5","Mono","ADAM17","NK","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"down"
"148","DC:ADAM17_T:ITGA5","DC","ADAM17","T","ITGA5",0.277502813517776,0.277502813517776,NA,NA,"down"
"149","Gran:ADAM17_T:ITGA5","Gran","ADAM17","T","ITGA5",0.278911916006783,0.278911916006783,NA,NA,"down"
"150","HSPC:ADAM17_T:ITGA5","HSPC","ADAM17","T","ITGA5",0.302387400990719,0.302387400990719,NA,NA,"down"
"151","Mono:ADAM17_T:ITGA5","Mono","ADAM17","T","ITGA5",0.277308065838134,0.277308065838134,NA,NA,"down"
"152","DC:ADAM17_DC:IL6R","DC","ADAM17","DC","IL6R",0.277502813517776,0.277502813517776,NA,NA,"down"
"153","Gran:ADAM17_DC:IL6R","Gran","ADAM17","DC","IL6R",0.278911916006783,0.278911916006783,NA,NA,"down"
"154","HSPC:ADAM17_DC:IL6R","HSPC","ADAM17","DC","IL6R",0.302387400990719,0.302387400990719,NA,NA,"down"
"155","Mono:ADAM17_DC:IL6R","Mono","ADAM17","DC","IL6R",0.277308065838134,0.277308065838134,NA,NA,"down"
"156","DC:ADAM17_Gran:IL6R","DC","ADAM17","Gran","IL6R",0.277502813517776,0.277502813517776,NA,NA,"down"
"157","Gran:ADAM17_Gran:IL6R","Gran","ADAM17","Gran","IL6R",0.278911916006783,0.278911916006783,NA,NA,"down"
"158","HSPC:ADAM17_Gran:IL6R","HSPC","ADAM17","Gran","IL6R",0.302387400990719,0.302387400990719,NA,NA,"down"
"159","Mono:ADAM17_Gran:IL6R","Mono","ADAM17","Gran","IL6R",0.277308065838134,0.277308065838134,NA,NA,"down"
"160","DC:ADAM17_HSPC:IL6R","DC","ADAM17","HSPC","IL6R",0.277502813517776,0.277502813517776,NA,NA,"down"
"161","Gran:ADAM17_HSPC:IL6R","Gran","ADAM17","HSPC","IL6R",0.278911916006783,0.278911916006783,NA,NA,"down"
"162","HSPC:ADAM17_HSPC:IL6R","HSPC","ADAM17","HSPC","IL6R",0.302387400990719,0.302387400990719,NA,NA,"down"
"163","Mono:ADAM17_HSPC:IL6R","Mono","ADAM17","HSPC","IL6R",0.277308065838134,0.277308065838134,NA,NA,"down"
"164","DC:ADAM17_Mono:IL6R","DC","ADAM17","Mono","IL6R",0.277502813517776,0.277502813517776,NA,NA,"down"
"165","Gran:ADAM17_Mono:IL6R","Gran","ADAM17","Mono","IL6R",0.278911916006783,0.278911916006783,NA,NA,"down"
"166","HSPC:ADAM17_Mono:IL6R","HSPC","ADAM17","Mono","IL6R",0.302387400990719,0.302387400990719,NA,NA,"down"
"167","Mono:ADAM17_Mono:IL6R","Mono","ADAM17","Mono","IL6R",0.277308065838134,0.277308065838134,NA,NA,"down"
"168","Ery:CALM1_DC:INSR","Ery","CALM1","DC","INSR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"169","Gran:CALM1_DC:INSR","Gran","CALM1","DC","INSR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"170","HSPC:CALM1_DC:INSR","HSPC","CALM1","DC","INSR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"171","Ery:CALM1_Ery:INSR","Ery","CALM1","Ery","INSR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"172","Gran:CALM1_Ery:INSR","Gran","CALM1","Ery","INSR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"173","HSPC:CALM1_Ery:INSR","HSPC","CALM1","Ery","INSR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"174","Ery:CALM1_Gran:INSR","Ery","CALM1","Gran","INSR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"175","Gran:CALM1_Gran:INSR","Gran","CALM1","Gran","INSR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"176","HSPC:CALM1_Gran:INSR","HSPC","CALM1","Gran","INSR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"177","Ery:CALM1_HSPC:INSR","Ery","CALM1","HSPC","INSR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"178","Gran:CALM1_HSPC:INSR","Gran","CALM1","HSPC","INSR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"179","HSPC:CALM1_HSPC:INSR","HSPC","CALM1","HSPC","INSR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"180","Ery:CALM1_Mono:INSR","Ery","CALM1","Mono","INSR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"181","Gran:CALM1_Mono:INSR","Gran","CALM1","Mono","INSR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"182","HSPC:CALM1_Mono:INSR","HSPC","CALM1","Mono","INSR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"183","Ery:CALM1_B:KCNN4","Ery","CALM1","B","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"184","Gran:CALM1_B:KCNN4","Gran","CALM1","B","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"185","HSPC:CALM1_B:KCNN4","HSPC","CALM1","B","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"186","Ery:CALM1_DC:KCNN4","Ery","CALM1","DC","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"187","Gran:CALM1_DC:KCNN4","Gran","CALM1","DC","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"188","HSPC:CALM1_DC:KCNN4","HSPC","CALM1","DC","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"189","Ery:CALM1_Ery:KCNN4","Ery","CALM1","Ery","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"190","Gran:CALM1_Ery:KCNN4","Gran","CALM1","Ery","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"191","HSPC:CALM1_Ery:KCNN4","HSPC","CALM1","Ery","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"192","Ery:CALM1_Gran:KCNN4","Ery","CALM1","Gran","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"193","Gran:CALM1_Gran:KCNN4","Gran","CALM1","Gran","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"194","HSPC:CALM1_Gran:KCNN4","HSPC","CALM1","Gran","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"195","Ery:CALM1_HSPC:KCNN4","Ery","CALM1","HSPC","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"196","Gran:CALM1_HSPC:KCNN4","Gran","CALM1","HSPC","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"197","HSPC:CALM1_HSPC:KCNN4","HSPC","CALM1","HSPC","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"198","Ery:CALM1_Mono:KCNN4","Ery","CALM1","Mono","KCNN4",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"199","Gran:CALM1_Mono:KCNN4","Gran","CALM1","Mono","KCNN4",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"200","HSPC:CALM1_Mono:KCNN4","HSPC","CALM1","Mono","KCNN4",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"201","Ery:CALM1_Ery:HMMR","Ery","CALM1","Ery","HMMR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"202","Gran:CALM1_Ery:HMMR","Gran","CALM1","Ery","HMMR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"203","HSPC:CALM1_Ery:HMMR","HSPC","CALM1","Ery","HMMR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"204","Ery:CALM1_Gran:HMMR","Ery","CALM1","Gran","HMMR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"205","Gran:CALM1_Gran:HMMR","Gran","CALM1","Gran","HMMR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"206","HSPC:CALM1_Gran:HMMR","HSPC","CALM1","Gran","HMMR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"207","Ery:CALM1_HSPC:HMMR","Ery","CALM1","HSPC","HMMR",-0.606296905825606,-0.606296905825606,NA,NA,"down"
"208","Gran:CALM1_HSPC:HMMR","Gran","CALM1","HSPC","HMMR",-0.333616614533036,-0.333616614533036,NA,NA,"down"
"209","HSPC:CALM1_HSPC:HMMR","HSPC","CALM1","HSPC","HMMR",-0.279924866625034,-0.279924866625034,NA,NA,"down"
"210","HSPC:CALM2_DC:INSR","HSPC","CALM2","DC","INSR",-0.266902276898382,-0.266902276898382,NA,NA,"down"
"211","HSPC:CALM2_Ery:INSR","HSPC","CALM2","Ery","INSR",-0.266902276898382,-0.266902276898382,NA,NA,"down"
"212","HSPC:CALM2_Gran:INSR","HSPC","CALM2","Gran","INSR",-0.266902276898382,-0.266902276898382,NA,NA,"down"
"213","HSPC:CALM2_HSPC:INSR","HSPC","CALM2","HSPC","INSR",-0.266902276898382,-0.266902276898382,NA,NA,"down"
"214","HSPC:CALM2_Mono:INSR","HSPC","CALM2","Mono","INSR",-0.266902276898382,-0.266902276898382,NA,NA,"down"
"215","DC:ANXA1_Ery:DYSF","DC","ANXA1","Ery","DYSF",0.308392931366163,0.308392931366163,NA,NA,"up"
"216","Mono:ANXA1_Ery:DYSF","Mono","ANXA1","Ery","DYSF",0.399014240516855,0.399014240516855,NA,NA,"up"
"217","DC:ANXA1_Gran:DYSF","DC","ANXA1","Gran","DYSF",0.308392931366163,0.308392931366163,NA,NA,"down"
"218","Mono:ANXA1_Gran:DYSF","Mono","ANXA1","Gran","DYSF",0.399014240516855,0.399014240516855,NA,NA,"down"
"219","DC:ANXA1_Mono:DYSF","DC","ANXA1","Mono","DYSF",0.308392931366163,0.308392931366163,NA,NA,"down"
"220","Mono:ANXA1_Mono:DYSF","Mono","ANXA1","Mono","DYSF",0.399014240516855,0.399014240516855,NA,NA,"down"
"221","DC:ICAM1_NK:ITGB2","DC","ICAM1","NK","ITGB2",NA,NA,0.351136632092222,1.82603228085644e-30,"down"
"222","Gran:ICAM1_NK:ITGB2","Gran","ICAM1","NK","ITGB2",NA,NA,0.351136632092222,1.82603228085644e-30,"down"
"223","Mono:ICAM1_NK:ITGB2","Mono","ICAM1","NK","ITGB2",NA,NA,0.351136632092222,1.82603228085644e-30,"down"
"224","NK:ICAM1_NK:ITGB2","NK","ICAM1","NK","ITGB2",NA,NA,0.351136632092222,1.82603228085644e-30,"down"
"225","Ery:MIF_B:CD74","Ery","MIF","B","CD74",-0.687602733634631,-0.687602733634631,NA,NA,"down"
"226","HSPC:MIF_B:CD74","HSPC","MIF","B","CD74",-0.283980716182884,-0.283980716182884,NA,NA,"down"
"227","Ery:MIF_DC:CD74","Ery","MIF","DC","CD74",-0.687602733634631,-0.687602733634631,NA,NA,"down"
"228","HSPC:MIF_DC:CD74","HSPC","MIF","DC","CD74",-0.283980716182884,-0.283980716182884,NA,NA,"down"
"229","Ery:MIF_Ery:CD74","Ery","MIF","Ery","CD74",-0.687602733634631,-0.687602733634631,NA,NA,"down"
"230","HSPC:MIF_Ery:CD74","HSPC","MIF","Ery","CD74",-0.283980716182884,-0.283980716182884,NA,NA,"down"
"231","B:MIF_Gran:CD74","B","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"232","DC:MIF_Gran:CD74","DC","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"233","Ery:MIF_Gran:CD74","Ery","MIF","Gran","CD74",-0.687602733634631,-0.687602733634631,-0.318118331744962,5.88157939955311e-33,"down"
"234","Gran:MIF_Gran:CD74","Gran","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"235","HSPC:MIF_Gran:CD74","HSPC","MIF","Gran","CD74",-0.283980716182884,-0.283980716182884,-0.318118331744962,5.88157939955311e-33,"down"
"236","Mono:MIF_Gran:CD74","Mono","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"237","NK:MIF_Gran:CD74","NK","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"238","T:MIF_Gran:CD74","T","MIF","Gran","CD74",NA,NA,-0.318118331744962,5.88157939955311e-33,"down"
"239","Ery:MIF_HSPC:CD74","Ery","MIF","HSPC","CD74",-0.687602733634631,-0.687602733634631,NA,NA,"down"
"240","HSPC:MIF_HSPC:CD74","HSPC","MIF","HSPC","CD74",-0.283980716182884,-0.283980716182884,NA,NA,"down"
"241","B:MIF_Mono:CD74","B","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"242","DC:MIF_Mono:CD74","DC","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"243","Ery:MIF_Mono:CD74","Ery","MIF","Mono","CD74",-0.687602733634631,-0.687602733634631,-0.423698094979172,0,"down"
"244","Gran:MIF_Mono:CD74","Gran","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"245","HSPC:MIF_Mono:CD74","HSPC","MIF","Mono","CD74",-0.283980716182884,-0.283980716182884,-0.423698094979172,0,"down"
"246","Mono:MIF_Mono:CD74","Mono","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"247","NK:MIF_Mono:CD74","NK","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"248","T:MIF_Mono:CD74","T","MIF","Mono","CD74",NA,NA,-0.423698094979172,0,"down"
"249","Ery:MIF_NK:CD74","Ery","MIF","NK","CD74",-0.687602733634631,-0.687602733634631,NA,NA,"down"
"250","HSPC:MIF_NK:CD74","HSPC","MIF","NK","CD74",-0.283980716182884,-0.283980716182884,NA,NA,"down"
"251","B:MIF_T:CD74","B","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"252","DC:MIF_T:CD74","DC","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"253","Ery:MIF_T:CD74","Ery","MIF","T","CD74",-0.687602733634631,-0.687602733634631,0.304574727478921,1.81259507686186e-126,"down"
"254","Gran:MIF_T:CD74","Gran","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"255","HSPC:MIF_T:CD74","HSPC","MIF","T","CD74",-0.283980716182884,-0.283980716182884,0.304574727478921,1.81259507686186e-126,"down"
"256","Mono:MIF_T:CD74","Mono","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"257","NK:MIF_T:CD74","NK","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"258","T:MIF_T:CD74","T","MIF","T","CD74",NA,NA,0.304574727478921,1.81259507686186e-126,"down"
"259","DC:AREG_DC:ICAM1","DC","AREG","DC","ICAM1",-0.554355416886548,-0.554355416886548,NA,NA,"down"
"260","Gran:AREG_DC:ICAM1","Gran","AREG","DC","ICAM1",-0.607304922124105,-0.607304922124105,NA,NA,"down"
"261","HSPC:AREG_DC:ICAM1","HSPC","AREG","DC","ICAM1",-0.325434095635569,-0.325434095635569,NA,NA,"down"
"262","DC:AREG_Gran:ICAM1","DC","AREG","Gran","ICAM1",-0.554355416886548,-0.554355416886548,NA,NA,"down"
"263","Gran:AREG_Gran:ICAM1","Gran","AREG","Gran","ICAM1",-0.607304922124105,-0.607304922124105,NA,NA,"down"
"264","HSPC:AREG_Gran:ICAM1","HSPC","AREG","Gran","ICAM1",-0.325434095635569,-0.325434095635569,NA,NA,"down"
"265","DC:AREG_Mono:ICAM1","DC","AREG","Mono","ICAM1",-0.554355416886548,-0.554355416886548,NA,NA,"down"
"266","Gran:AREG_Mono:ICAM1","Gran","AREG","Mono","ICAM1",-0.607304922124105,-0.607304922124105,NA,NA,"down"
"267","HSPC:AREG_Mono:ICAM1","HSPC","AREG","Mono","ICAM1",-0.325434095635569,-0.325434095635569,NA,NA,"down"
"268","Gran:AREG_NK:ICAM1","Gran","AREG","NK","ICAM1",-0.607304922124105,-0.607304922124105,NA,NA,"down"
"269","HSPC:AREG_NK:ICAM1","HSPC","AREG","NK","ICAM1",-0.325434095635569,-0.325434095635569,NA,NA,"down"
"270","Mono:GRN_DC:TNFRSF1A","Mono","GRN","DC","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"271","Mono:GRN_Ery:TNFRSF1A","Mono","GRN","Ery","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"272","Mono:GRN_Gran:TNFRSF1A","Mono","GRN","Gran","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"273","Mono:GRN_HSPC:TNFRSF1A","Mono","GRN","HSPC","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"274","Mono:GRN_Mono:TNFRSF1A","Mono","GRN","Mono","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"275","Mono:GRN_NK:TNFRSF1A","Mono","GRN","NK","TNFRSF1A",0.317826248345233,0.317826248345233,NA,NA,"down"
"276","Mono:GRN_B:TNFRSF1B","Mono","GRN","B","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"277","Mono:GRN_DC:TNFRSF1B","Mono","GRN","DC","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"278","Mono:GRN_Ery:TNFRSF1B","Mono","GRN","Ery","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"279","Mono:GRN_Gran:TNFRSF1B","Mono","GRN","Gran","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"280","Mono:GRN_HSPC:TNFRSF1B","Mono","GRN","HSPC","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"281","Mono:GRN_Mono:TNFRSF1B","Mono","GRN","Mono","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"282","B:GRN_NK:TNFRSF1B","B","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"down"
"283","DC:GRN_NK:TNFRSF1B","DC","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"down"
"284","Ery:GRN_NK:TNFRSF1B","Ery","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"up"
"285","Gran:GRN_NK:TNFRSF1B","Gran","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"down"
"286","HSPC:GRN_NK:TNFRSF1B","HSPC","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"down"
"287","Mono:GRN_NK:TNFRSF1B","Mono","GRN","NK","TNFRSF1B",0.317826248345233,0.317826248345233,0.354457933753313,7.33673937763476e-43,"down"
"288","NK:GRN_NK:TNFRSF1B","NK","GRN","NK","TNFRSF1B",NA,NA,0.354457933753313,7.33673937763476e-43,"down"
"289","Mono:GRN_T:TNFRSF1B","Mono","GRN","T","TNFRSF1B",0.317826248345233,0.317826248345233,NA,NA,"down"
"290","NK:ARF1_DC:INSR","NK","ARF1","DC","INSR",0.441667651088181,0.441667651088181,NA,NA,"down"
"291","T:ARF1_DC:INSR","T","ARF1","DC","INSR",0.350713490862715,0.350713490862715,NA,NA,"down"
"292","NK:ARF1_Ery:INSR","NK","ARF1","Ery","INSR",0.441667651088181,0.441667651088181,NA,NA,"down"
"293","T:ARF1_Ery:INSR","T","ARF1","Ery","INSR",0.350713490862715,0.350713490862715,NA,NA,"down"
"294","NK:ARF1_Gran:INSR","NK","ARF1","Gran","INSR",0.441667651088181,0.441667651088181,NA,NA,"down"
"295","T:ARF1_Gran:INSR","T","ARF1","Gran","INSR",0.350713490862715,0.350713490862715,NA,NA,"down"
"296","NK:ARF1_HSPC:INSR","NK","ARF1","HSPC","INSR",0.441667651088181,0.441667651088181,NA,NA,"down"
"297","T:ARF1_HSPC:INSR","T","ARF1","HSPC","INSR",0.350713490862715,0.350713490862715,NA,NA,"down"
"298","NK:ARF1_Mono:INSR","NK","ARF1","Mono","INSR",0.441667651088181,0.441667651088181,NA,NA,"down"
"299","T:ARF1_Mono:INSR","T","ARF1","Mono","INSR",0.350713490862715,0.350713490862715,NA,NA,"down"
"300","Gran:NAMPT_DC:INSR","Gran","NAMPT","DC","INSR",0.301849638971726,0.301849638971726,NA,NA,"down"
"301","HSPC:NAMPT_DC:INSR","HSPC","NAMPT","DC","INSR",0.25680635557415,0.25680635557415,NA,NA,"down"
"302","Gran:NAMPT_Ery:INSR","Gran","NAMPT","Ery","INSR",0.301849638971726,0.301849638971726,NA,NA,"down"
"303","HSPC:NAMPT_Ery:INSR","HSPC","NAMPT","Ery","INSR",0.25680635557415,0.25680635557415,NA,NA,"down"
"304","Gran:NAMPT_Gran:INSR","Gran","NAMPT","Gran","INSR",0.301849638971726,0.301849638971726,NA,NA,"down"
"305","HSPC:NAMPT_Gran:INSR","HSPC","NAMPT","Gran","INSR",0.25680635557415,0.25680635557415,NA,NA,"down"
"306","Gran:NAMPT_HSPC:INSR","Gran","NAMPT","HSPC","INSR",0.301849638971726,0.301849638971726,NA,NA,"down"
"307","HSPC:NAMPT_HSPC:INSR","HSPC","NAMPT","HSPC","INSR",0.25680635557415,0.25680635557415,NA,NA,"down"
"308","Gran:NAMPT_Mono:INSR","Gran","NAMPT","Mono","INSR",0.301849638971726,0.301849638971726,NA,NA,"down"
"309","HSPC:NAMPT_Mono:INSR","HSPC","NAMPT","Mono","INSR",0.25680635557415,0.25680635557415,NA,NA,"down"
"310","Gran:NAMPT_DC:ADORA2A","Gran","NAMPT","DC","ADORA2A",0.301849638971726,0.301849638971726,NA,NA,"down"
"311","HSPC:NAMPT_DC:ADORA2A","HSPC","NAMPT","DC","ADORA2A",0.25680635557415,0.25680635557415,NA,NA,"down"
"312","Gran:NAMPT_Gran:ADORA2A","Gran","NAMPT","Gran","ADORA2A",0.301849638971726,0.301849638971726,NA,NA,"down"
"313","HSPC:NAMPT_Gran:ADORA2A","HSPC","NAMPT","Gran","ADORA2A",0.25680635557415,0.25680635557415,NA,NA,"down"
"314","Gran:NAMPT_Mono:ADORA2A","Gran","NAMPT","Mono","ADORA2A",0.301849638971726,0.301849638971726,NA,NA,"down"
"315","HSPC:NAMPT_Mono:ADORA2A","HSPC","NAMPT","Mono","ADORA2A",0.25680635557415,0.25680635557415,NA,NA,"down"
"316","DC:IL1RN_HSPC:IL1B","DC","IL1RN","HSPC","IL1B",NA,NA,-0.252833859607754,1.71215359769964e-42,"down"
"317","Gran:IL1RN_HSPC:IL1B","Gran","IL1RN","HSPC","IL1B",NA,NA,-0.252833859607754,1.71215359769964e-42,"down"
"318","HSPC:IL1RN_HSPC:IL1B","HSPC","IL1RN","HSPC","IL1B",NA,NA,-0.252833859607754,1.71215359769964e-42,"down"
"319","Mono:IL1RN_HSPC:IL1B","Mono","IL1RN","HSPC","IL1B",NA,NA,-0.252833859607754,1.71215359769964e-42,"down"
"320","DC:IL1RN_Mono:IL1B","DC","IL1RN","Mono","IL1B",NA,NA,0.47254217526661,2.87318281237088e-302,"down"
"321","Gran:IL1RN_Mono:IL1B","Gran","IL1RN","Mono","IL1B",NA,NA,0.47254217526661,2.87318281237088e-302,"down"
"322","HSPC:IL1RN_Mono:IL1B","HSPC","IL1RN","Mono","IL1B",NA,NA,0.47254217526661,2.87318281237088e-302,"down"
"323","Mono:IL1RN_Mono:IL1B","Mono","IL1RN","Mono","IL1B",NA,NA,0.47254217526661,2.87318281237088e-302,"down"
"324","B:CD81_B:CD37","B","CD81","B","CD37",-0.433461737482239,-0.433461737482239,-0.286383904716662,2.43217657820437e-99,"down"
"325","DC:CD81_B:CD37","DC","CD81","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
