7SK
AGBL5
AGBL5-AS1
AGER
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMAT
AGMO
AGO1
AGO2
AGO3
AGO4
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT5
AGPAT6
AGPAT9
AGPS
AGR2
AGR3
AGRN
AGT
AGTPBP1
AGTR1
AGTRAP
AGXT
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHRR
AHSA1
AHSA2
AHSG
AICDA
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIM1
AIM1L
AIM2
AIMP1
AIMP2
AIP
AIPL1
AJ239322.1
AJ271736.10
AJUBA
AK1
AK2
AK3
AK4
AK5
AK7
AK8
AK9
AKAP1
AKAP10
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP3
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKNAD1
AKR1A1
AKR1B1
AKR1B10
AKR1B15
AKR1C1
AKR1C2
AKR1C3
AKR1D1
AKR1E2
AKR7A2
AKR7A3
AKT1
AKT1S1
AKT2
AKT3
AKTIP
AL009178.1
AL020996.1
AL022341.3
AL022476.2
AL031602.1
AL031663.2
AL031666.2
AL035610.1
AL079342.1
AL109761.5
AL117190.3
AL132709.5
AL133245.2
AL133373.1
AL136376.1
AL136419.6
AL136531.1
AL138764.1
AL138963.1
AL139099.1
AL161668.5
AL161915.1
AL163953.3
AL353354.2
AL354822.1
AL357673.1
AL359091.2
AL359878.1
AL441883.1
AL589743.1
AL590452.1
AL590822.1
AL590822.2
AL591479.1
AL592183.1
AL592284.1
AL627171.2
AL627309.1
AL645728.1
AL928768.3
ALAD
ALAS1
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L1-AS2
ALDH1L2
ALDH2
ALDH3A1
ALDH3A2
ALDH3B1
ALDH3B2
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOA
ALDOB
ALDOC
ALG1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG1L
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALKBH1
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALMS1
ALMS1-IT1
ALOX12
ALOX12B
ALOX15B
ALOX5
ALOX5AP
ALOXE3
ALPI
ALPK1
ALPK2
ALPK3
ALPL
ALPPL2
ALS2
ALS2CL
ALS2CR12
ALYREF
AMACR
AMBP
AMBRA1
AMD1
AMDHD1
AMDHD2
AMER1
AMFR
AMH
AMICA1
AMIGO1
AMIGO2
AMMECR1
AMMECR1L
AMN
AMN1
AMOT
AMOTL1
AMOTL2
AMPD1
AMPD2
AMPD3
AMPH
AMT
AMY2B
AMZ2
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPTL1
ANGPTL2
ANGPTL4
ANGPTL6
ANK1
ANK2
ANK3
ANKAR
ANKDD1A
ANKDD1B
ANKEF1
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKHD1-EIF4EBP3
ANKIB1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD10
ANKRD10-IT1
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD18B
ANKRD20A3
ANKRD20A4
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD30B
ANKRD32
ANKRD34A
ANKRD35
ANKRD36
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD44
ANKRD44-IT1
ANKRD45
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD6
ANKRD62
ANKRD65
ANKRD7
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS4B
ANKS6
ANKUB1
ANKZF1
ANLN
ANO1
ANO10
ANO5
ANO6
ANO7
ANO8
ANO9
ANP32A
ANP32B
ANP32E
ANPEP
ANTXR1
ANTXR2
ANXA1
ANXA10
ANXA11
ANXA13
ANXA2
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA9
AOAH
AOC1
AOC2
AOC3
AOX1
AP000230.1
AP000240.9
AP000251.3
AP000253.1
AP000254.8
AP000265.1
AP000304.12
AP000330.8
AP000344.3
AP000350.4
AP000350.5
AP000438.2
AP000439.3
AP000442.1
AP000472.2
AP000476.1
AP000487.4
AP000487.5
AP000569.9
AP000654.4
AP000662.4
AP000688.14
AP000688.29
AP000688.8
AP000692.10
AP000692.9
AP000704.5
AP000708.1
AP000769.1
AP000769.7
AP000783.1
AP000936.4
AP001046.5
AP001053.11
AP001055.6
AP001058.3
AP001062.7
AP001062.8
AP001065.2
AP001258.4
AP001347.6
AP001372.2
AP001412.1
AP001437.1
AP001442.2
AP001462.6
AP001469.9
AP001610.9
AP001619.2
AP001625.4
AP001626.2
AP001627.1
AP001631.9
AP001816.1
AP003068.23
AP003068.6
AP003068.9
AP003419.16
AP003733.1
AP003774.1
AP003774.6
AP005482.1
AP006222.2
AP006621.5
AP006748.1
AP1AR
AP1B1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4B1-AS1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APEH
APEX1
APEX2
APH1A
APH1B
API5
APIP
APITD1
APLF
APLN
APLNR
APLP1
APLP2
APMAP
APOA1
APOA1BP
APOBEC1
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBR
APOC1
APOC2
APOD
APOE
APOF
APOH
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOM
APOO
APOOL
APOPT1
APP
APPBP2
APPL1
APPL2
APRT
APTX
AQP1
AQP11
AQP12A
AQP12B
AQP3
AQP5
AQP7
AQP8
AQR
AR
ARAF
ARAP1
ARAP2
ARAP3
ARC
ARCN1
AREG
AREGB
AREL1
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFIP1
ARFIP2
ARFRP1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP36
ARHGAP39
ARHGAP4
ARHGAP42
ARHGAP44
ARHGAP5
ARHGAP5-AS1
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF26-AS1
ARHGEF28
ARHGEF3
ARHGEF33
ARHGEF35
ARHGEF37
ARHGEF38
ARHGEF38-IT1
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARIH2OS
ARL1
ARL10
ARL11
ARL13B
ARL14
ARL14EP
ARL15
ARL16
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5B-AS1
ARL5C
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARL9
ARMC1
ARMC10
ARMC2
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARNT
ARNT2
ARNTL
ARNTL2
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC5
ARPC5L
ARPP19
ARRB1
ARRB2
ARRDC1
ARRDC2
ARRDC3
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSE
ARSG
ARSI
ARSJ
ARSK
ART3
ART4
ARTN
ARV1
ARVCF
ARX
ASAH1
ASAH2
ASAH2B
ASAP1
ASAP2
ASAP3
ASB1
ASB11
ASB13
ASB15
ASB16-AS1
ASB2
ASB6
ASB7
ASB8
ASB9
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL5
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH1L-AS1
ASH2L
ASIC1
ASIC2
ASIC3
ASIC4
ASIP
ASL
ASMTL
ASMTL-AS1
ASNA1
ASNS
ASNSD1
ASPA
ASPG
ASPH
ASPHD1
ASPHD2
ASPM
ASPN
ASPRV1
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTN2
ASUN
ASXL1
ASXL2
ASXL3
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATAT1
ATCAY
ATE1
ATF1
ATF2
ATF3
ATF4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATF7IP2
ATG10
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATG9B
ATHL1
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH1
ATOH7
ATOH8
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11B
ATP11C
ATP12A
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP1A1
ATP1A1OS
ATP1A2
ATP1A3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP2A1
ATP2A2
ATP2A3
ATP2B1
ATP2B4
ATP2C1
ATP2C2
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5EP2
ATP5F1
ATP5G1
ATP5G2
ATP5G3
ATP5H
ATP5I
ATP5J
ATP5J2
ATP5L
ATP5L2
ATP5O
ATP5S
ATP5SL
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V0E2-AS1
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPIF1
ATR
ATRAID
ATRIP
ATRN
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
ATXN8OS
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVPI1
AVPR2
AXDND1
AXIN1
AXIN2
AXL
AZGP1
AZI1
AZI2
AZIN1
AZU1
B2M
B3GALNT1
B3GALNT2
B3GALT1
B3GALT2
B3GALT4
B3GALT5
B3GALT6
B3GALTL
B3GAT2
B3GAT3
B3GNT1
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT2
B4GALNT3
B4GALNT4
B4GALT1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B9D1
B9D2
BAALC
BAAT
BABAM1
BACE1
BACE2
BACH1
BACH1-IT1
BACH1-IT2
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAG6
BAHD1
BAI1
BAI2
BAIAP2
BAIAP2-AS1
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANK1
BANP
BAP1
BARD1
BARX2
BASP1
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAN
BCAP29
BCAP31
BCAR1
BCAR3
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCDIN3D-AS1
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCMO1
BCO2
BCOR
BCORL1
BCR
BCS1L
BCYRN1
BDH1
BDH2
BDKRB1
BDKRB2
BDNF-AS
BDP1
BEAN1
BECN1
BEGAIN
BEND2
BEND3
BEND4
BEND5
BEND6
BEND7
BEST1
BEST2
BEST4
BET1
BET1L
BEX1
BEX2
BEX4
BEX5
BFAR
BFSP1
BFSP2
BGLAP
BGN
BHLHB9
BHLHE40
BHLHE40-AS1
BHLHE41
BHMT
BHMT2
BICC1
BICD1
BICD2
BID
BIK
BIN1
BIN2
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIVM
BLCAP
BLK
BLM
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S6
BLVRA
BLVRB
BLZF1
BMF
BMI1
BMP1
BMP2
BMP2K
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPER
BMPR1A
BMPR1B
BMPR2
BMS1
BMS1P20
BMX
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIPL
BOC
BOD1
BOD1L1
BOK
BOK-AS1
BOLA1
BOLA2
BOLA2B
BOLA3
BOLA3-AS1
BOLL
BORA
BPGM
BPHL
BPIFB1
BPIFB2
BPNT1
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD3
BRD4
BRD7
BRD8
BRD9
BRDT
BRE
BRF1
BRF2
BRI3
BRI3BP
BRICD5
BRINP1
BRINP3
BRIP1
BRIX1
BRK1
BRMS1
BRMS1L
BROX
BRPF1
BRPF3
BRSK1
BRWD1
BRWD3
BSCL2
BSDC1
BSG
BSN-AS2
BSND
BSPRY
BST1
BST2
BTAF1
BTBD1
BTBD10
BTBD11
BTBD16
BTBD19
BTBD2
BTBD3
BTBD6
BTBD7
BTBD8
BTBD9
BTC
BTD
BTF3
BTF3L4
BTG1
BTG2
BTG3
BTK
BTLA
BTN2A1
BTN2A2
BTN3A1
BTN3A2
BTN3A3
BTNL3
BTNL8
BTNL9
BTRC
BUB1
BUB1B
BUB3
BUD13
BUD31
BVES
BX088651.1
BX322557.10
BX470102.3
BYSL
BZRAP1
BZRAP1-AS1
BZW1
BZW2
C10orf10
C10orf11
C10orf111
C10orf112
C10orf118
C10orf12
C10orf128
C10orf137
C10orf2
C10orf25
C10orf32
C10orf35
C10orf40
C10orf54
C10orf55
C10orf67
C10orf68
C10orf76
C10orf82
C10orf88
C10orf91
C10orf95
C10orf99
C11orf1
C11orf21
C11orf24
C11orf30
C11orf31
C11orf35
C11orf45
C11orf48
C11orf49
C11orf52
C11orf53
C11orf54
C11orf57
C11orf58
C11orf63
C11orf65
C11orf68
C11orf70
C11orf71
C11orf72
C11orf73
C11orf74
C11orf80
C11orf82
C11orf83
C11orf84
C11orf86
C11orf95
C11orf96
C12orf10
C12orf23
C12orf29
C12orf36
C12orf4
C12orf42
C12orf43
C12orf44
C12orf45
C12orf49
C12orf5
C12orf50
C12orf52
C12orf54
C12orf55
C12orf56
C12orf57
C12orf60
C12orf61
C12orf65
C12orf66
C12orf68
C12orf73
C12orf75
C12orf76
C12orf77
C12orf79
C14orf1
C14orf105
C14orf119
C14orf132
C14orf142
C14orf144
C14orf159
C14orf164
C14orf166
C14orf169
C14orf180
C14orf182
C14orf2
C14orf23
C14orf28
C14orf37
C14orf64
