interaction_ID,average_logFC,pval,direction
DC:HLA-DRB1_T:CD37,-0.507558367857224,0,down
Mono:HLA-DRB1_T:CD37,-0.507558367857224,0,down
B:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
DC:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
Ery:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
Gran:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
HSPC:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
Mono:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
NK:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
T:RPS27A_B:TGFBR2,-0.30996862523405344,0,down
B:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
DC:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
Ery:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
Gran:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
HSPC:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
Mono:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
NK:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
T:RPS27A_DC:TGFBR2,-0.30996862523405344,0,down
B:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
DC:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
Ery:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
HSPC:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
NK:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
T:RPS27A_Mono:TGFBR2,-0.30996862523405344,0,down
B:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
DC:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
Ery:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
Gran:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
HSPC:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
NK:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
T:RPS27A_T:TGFBR2,-0.30996862523405344,0,down
Gran:FCN1_DC:LRP1,-0.2784874658822072,0.03,down
Mono:FCN1_DC:LRP1,-0.2784874658822072,0,down
Gran:FCN1_Gran:LRP1,-0.2784874658822072,0,down
Mono:FCN1_Gran:LRP1,-0.2784874658822072,0,down
DC:FCN1_Mono:LRP1,-0.2784874658822072,0,down
Gran:FCN1_Mono:LRP1,-0.2784874658822072,0,down
Mono:FCN1_Mono:LRP1,-0.2784874658822072,0,down
B:CD48_NK:CD2,-0.25018822135790986,0,down
DC:CD48_NK:CD2,-0.25018822135790986,0,down
Gran:CD48_NK:CD2,-0.25018822135790986,0,down
Mono:CD48_NK:CD2,-0.25018822135790986,0,down
NK:CD48_NK:CD2,-0.25018822135790986,0,down
T:CD48_NK:CD2,-0.25018822135790986,0,down
B:CD48_T:CD2,-0.25018822135790986,0,down
DC:CD48_T:CD2,-0.25018822135790986,0,down
Gran:CD48_T:CD2,-0.25018822135790986,0,down
Mono:CD48_T:CD2,-0.25018822135790986,0,down
NK:CD48_T:CD2,-0.25018822135790986,0,down
T:CD48_T:CD2,-0.25018822135790986,0,down
DC:APP_B:CD74,-0.24326669495674869,0,down
Gran:APP_B:CD74,-0.24326669495674869,0,down
HSPC:APP_B:CD74,-0.24326669495674869,0,down
Mono:APP_B:CD74,-0.24326669495674869,0,down
DC:APP_DC:CD74,-0.24326669495674869,0,down
Gran:APP_DC:CD74,-0.24326669495674869,0,down
HSPC:APP_DC:CD74,-0.24326669495674869,0,down
Mono:APP_DC:CD74,-0.24326669495674869,0,down
DC:APP_Gran:CD74,-0.24326669495674869,0,down
Gran:APP_Gran:CD74,-0.24326669495674869,0,down
HSPC:APP_Gran:CD74,-0.24326669495674869,0,down
Mono:APP_Gran:CD74,-0.24326669495674869,0,down
DC:APP_HSPC:CD74,-0.24326669495674869,0,down
Gran:APP_HSPC:CD74,-0.24326669495674869,0,down
HSPC:APP_HSPC:CD74,-0.24326669495674869,0,down
Mono:APP_HSPC:CD74,-0.24326669495674869,0,down
DC:APP_Mono:CD74,-0.24326669495674869,0,down
Gran:APP_Mono:CD74,-0.24326669495674869,0,down
HSPC:APP_Mono:CD74,-0.24326669495674869,0,down
Mono:APP_Mono:CD74,-0.24326669495674869,0,down
DC:APP_NK:CD74,-0.24326669495674869,0,down
DC:APP_T:CD74,-0.24326669495674869,0,down
DC:APP_B:RPSA,-0.230184869185302,0,down
Gran:APP_B:RPSA,-0.230184869185302,0,down
HSPC:APP_B:RPSA,-0.230184869185302,0,down
Mono:APP_B:RPSA,-0.230184869185302,0,down
DC:APP_DC:RPSA,-0.230184869185302,0,down
Gran:APP_DC:RPSA,-0.230184869185302,0,down
HSPC:APP_DC:RPSA,-0.230184869185302,0,down
Mono:APP_DC:RPSA,-0.230184869185302,0,down
DC:APP_Ery:RPSA,-0.230184869185302,0,down
Gran:APP_Ery:RPSA,-0.230184869185302,0,down
HSPC:APP_Ery:RPSA,-0.230184869185302,0,down
Mono:APP_Ery:RPSA,-0.230184869185302,0,down
DC:APP_Gran:RPSA,-0.230184869185302,0,down
Gran:APP_Gran:RPSA,-0.230184869185302,0,down
HSPC:APP_Gran:RPSA,-0.230184869185302,0,down
Mono:APP_Gran:RPSA,-0.230184869185302,0,down
DC:APP_HSPC:RPSA,-0.230184869185302,0,down
Gran:APP_HSPC:RPSA,-0.230184869185302,0,down
HSPC:APP_HSPC:RPSA,-0.230184869185302,0,down
Mono:APP_HSPC:RPSA,-0.230184869185302,0,down
DC:APP_Mono:RPSA,-0.230184869185302,0,down
Gran:APP_Mono:RPSA,-0.230184869185302,0,down
HSPC:APP_Mono:RPSA,-0.230184869185302,0,down
Mono:APP_Mono:RPSA,-0.230184869185302,0,down
DC:APP_NK:RPSA,-0.230184869185302,0,down
Gran:APP_NK:RPSA,-0.230184869185302,0,down
HSPC:APP_NK:RPSA,-0.230184869185302,0,down
Mono:APP_NK:RPSA,-0.230184869185302,0,down
DC:APP_T:RPSA,-0.230184869185302,0,down
Gran:APP_T:RPSA,-0.230184869185302,0,down
HSPC:APP_T:RPSA,-0.230184869185302,0,down
Mono:APP_T:RPSA,-0.230184869185302,0,down
