"","X","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","mean_case","mean_control","log2","sender_log2FC","receiver_log2FC"
"1",1,"Ery:GNAS_DC:ADRB2","Ery","GNAS","DC","ADRB2",0.2582,0.555666666666667,-1.10573069784543,-0.272905096488868,NA
"2",2,"Ery:GNAS_Gran:ADRB2","Ery","GNAS","Gran","ADRB2",0.283166666666667,0.561333333333333,-0.987206285882176,-0.272905096488868,NA
"3",3,"Ery:GNAS_HSPC:ADRB2","Ery","GNAS","HSPC","ADRB2",0.264,0.541833333333333,-1.03731122061075,-0.272905096488868,NA
"4",4,"Ery:GNAS_Mono:ADRB2","Ery","GNAS","Mono","ADRB2",0.348833333333333,0.549166666666667,-0.654706153639705,-0.272905096488868,NA
"5",5,"Ery:GNAS_NK:ADRB2","Ery","GNAS","NK","ADRB2",0.4132,0.573,-0.471694884779208,-0.272905096488868,NA
"6",6,"Ery:GNAS_T:ADRB2","Ery","GNAS","T","ADRB2",0.424833333333333,0.5565,-0.389484720040914,-0.272905096488868,NA
"7",7,"B:ARPC5_DC:ADRB2","B","ARPC5","DC","ADRB2",0.0828333333333333,0.165333333333333,-0.997094268824589,-0.284818863317868,NA
"8",8,"B:ARPC5_Gran:ADRB2","B","ARPC5","Gran","ADRB2",0.0841428571428571,0.171166666666667,-1.02448906382418,-0.284818863317868,NA
"9",9,"B:ARPC5_HSPC:ADRB2","B","ARPC5","HSPC","ADRB2",0.0794285714285714,0.151666666666667,-0.933174083698999,-0.284818863317868,NA
"10",10,"B:ARPC5_Mono:ADRB2","B","ARPC5","Mono","ADRB2",0.0935714285714286,0.158666666666667,-0.761859088219579,-0.284818863317868,NA
"11",11,"B:ARPC5_NK:ADRB2","B","ARPC5","NK","ADRB2",0.136666666666667,0.182666666666667,-0.418551983455081,-0.284818863317868,NA
"12",12,"B:ARPC5_T:ADRB2","B","ARPC5","T","ADRB2",0.116571428571429,0.166166666666667,-0.511416773763148,-0.284818863317868,NA
"13",13,"Mono:IL1B_DC:ADRB2","Mono","IL1B","DC","ADRB2",0.067,0.161333333333333,-1.26781154609567,0.290397533324859,NA
"14",14,"Mono:IL1B_Gran:ADRB2","Mono","IL1B","Gran","ADRB2",0.109142857142857,0.167166666666667,-0.61506948391288,0.290397533324859,NA
"15",15,"Mono:IL1B_HSPC:ADRB2","Mono","IL1B","HSPC","ADRB2",0.06,0.147833333333333,-1.30093719797139,0.290397533324859,NA
"16",16,"Mono:IL1B_Mono:ADRB2","Mono","IL1B","Mono","ADRB2",0.116571428571429,0.154833333333333,-0.409501865747605,0.290397533324859,NA
"17",17,"Mono:IL1B_NK:ADRB2","Mono","IL1B","NK","ADRB2",0.153833333333333,0.1785,-0.214555927104482,0.290397533324859,NA
"18",18,"Mono:IL1B_T:ADRB2","Mono","IL1B","T","ADRB2",0.131714285714286,0.162333333333333,-0.301547442989452,0.290397533324859,NA
"19",19,"Ery:GNAS_B:ADCY7","Ery","GNAS","B","ADCY7",0.254833333333333,0.546166666666667,-1.09978726618196,-0.272905096488868,NA
"20",20,"Ery:GNAS_DC:ADCY7","Ery","GNAS","DC","ADCY7",0.29,0.6005,-1.0501113456907,-0.272905096488868,NA
"21",21,"Ery:GNAS_Ery:ADCY7","Ery","GNAS","Ery","ADCY7",0.425166666666667,0.578,-0.443040999619362,-0.272905096488868,NA
"22",22,"Ery:GNAS_Gran:ADCY7","Ery","GNAS","Gran","ADCY7",0.385,0.593166666666667,-0.623579081206365,-0.272905096488868,NA
"23",23,"Ery:GNAS_HSPC:ADCY7","Ery","GNAS","HSPC","ADCY7",0.426666666666667,0.560833333333333,-0.394462694610317,-0.272905096488868,NA
"24",24,"Ery:GNAS_Mono:ADCY7","Ery","GNAS","Mono","ADCY7",0.466166666666667,0.588333333333333,-0.335787929682351,-0.272905096488868,NA
"25",25,"Ery:GNAS_NK:ADCY7","Ery","GNAS","NK","ADCY7",0.4112,0.588666666666667,-0.517610672620794,-0.272905096488868,NA
"26",26,"Ery:GNAS_T:ADCY7","Ery","GNAS","T","ADCY7",0.420833333333333,0.556,-0.401835900918144,-0.272905096488868,NA
"27",27,"Ery:GNAS_NK:PTGDR","Ery","GNAS","NK","PTGDR",0.3594,0.630333333333333,-0.810524548606026,-0.272905096488868,NA
"28",28,"Ery:GNAS_T:PTGDR","Ery","GNAS","T","PTGDR",0.429833333333333,0.564833333333333,-0.39404786369478,-0.272905096488868,NA
"29",29,"NK:TGFB1_HSPC:CAV1","NK","TGFB1","HSPC","CAV1",0.190333333333333,0.200333333333333,-0.0738742453483427,0.295412803381332,NA
"30",30,"T:TGFB1_HSPC:CAV1","T","TGFB1","HSPC","CAV1",0.150285714285714,0.1195,0.33069725925395,0.27420084052862,NA
"31",31,"Mono:CALR_DC:LRP1","Mono","CALR","DC","LRP1",0.157,0.2485,-0.662481292670659,0.301620408675452,NA
"32",32,"Mono:CALR_Ery:LRP1","Mono","CALR","Ery","LRP1",0.2385,0.173833333333333,0.456284514206902,0.301620408675452,NA
"33",33,"Mono:CALR_Gran:LRP1","Mono","CALR","Gran","LRP1",0.305142857142857,0.2535,0.267499072626609,0.301620408675452,NA
"34",34,"Mono:CALR_Mono:LRP1","Mono","CALR","Mono","LRP1",0.405285714285714,0.342,0.244942998330857,0.301620408675452,NA
"35",35,"NK:CALR_DC:LRP1","NK","CALR","DC","LRP1",0.227,0.2735,-0.268848535501642,0.276264775361162,NA
"36",36,"NK:CALR_Ery:LRP1","NK","CALR","Ery","LRP1",0.2926,0.1915,0.611585377326167,0.276264775361162,NA
"37",37,"NK:CALR_Gran:LRP1","NK","CALR","Gran","LRP1",0.400166666666667,0.278333333333333,0.523787300869002,0.276264775361162,NA
"38",38,"NK:CALR_Mono:LRP1","NK","CALR","Mono","LRP1",0.509666666666667,0.367,0.473773937796436,0.276264775361162,NA
"39",39,"Gran:FCN1_DC:LRP1","Gran","FCN1","DC","LRP1",0.170833333333333,0.523166666666667,-1.61468111918931,-0.529143186307675,NA
"40",40,"Gran:FCN1_Ery:LRP1","Gran","FCN1","Ery","LRP1",0.282,0.396,-0.489805267680816,-0.529143186307675,NA
"41",41,"Gran:FCN1_Gran:LRP1","Gran","FCN1","Gran","LRP1",0.314142857142857,0.528166666666667,-0.749572476863714,-0.529143186307675,NA
"42",42,"Gran:FCN1_Mono:LRP1","Gran","FCN1","Mono","LRP1",0.414428571428571,0.616833333333333,-0.573757261438671,-0.529143186307675,NA
"43",43,"Mono:FCN1_DC:LRP1","Mono","FCN1","DC","LRP1",0.345166666666667,0.720333333333333,-1.061371518639,-0.314858542660263,NA
"44",44,"Mono:FCN1_Ery:LRP1","Mono","FCN1","Ery","LRP1",0.452166666666667,0.566,-0.323947411271173,-0.314858542660263,NA
"45",45,"Mono:FCN1_Gran:LRP1","Mono","FCN1","Gran","LRP1",0.563142857142857,0.725333333333333,-0.365143201543302,-0.314858542660263,NA
"46",46,"Mono:FCN1_Mono:LRP1","Mono","FCN1","Mono","LRP1",0.663428571428571,0.813666666666667,-0.294496744252035,-0.314858542660263,NA
"47",47,"Ery:SERPINE2_DC:LRP1","Ery","SERPINE2","DC","LRP1",0.0186,0.195,-3.39009959752894,-0.276849829178865,NA
"48",48,"Ery:SERPINE2_Ery:LRP1","Ery","SERPINE2","Ery","LRP1",0.019,0.127333333333333,-2.74453881387101,-0.276849829178865,NA
"49",49,"Ery:SERPINE2_Gran:LRP1","Ery","SERPINE2","Gran","LRP1",0.0475,0.200166666666667,-2.07520232665353,-0.276849829178865,NA
"50",50,"Ery:SERPINE2_Mono:LRP1","Ery","SERPINE2","Mono","LRP1",0.0906666666666667,0.2885,-1.6699271681163,-0.276849829178865,NA
"51",51,"HSPC:SERPINE2_DC:LRP1","HSPC","SERPINE2","DC","LRP1",0.0138333333333333,0.18,-3.70177616570391,-0.294346826487933,NA
"52",52,"HSPC:SERPINE2_Ery:LRP1","HSPC","SERPINE2","Ery","LRP1",0.0481666666666667,0.119666666666667,-1.31291435132237,-0.294346826487933,NA
"53",53,"HSPC:SERPINE2_Gran:LRP1","HSPC","SERPINE2","Gran","LRP1",0.0702857142857143,0.185,-1.39622187723468,-0.294346826487933,NA
"54",54,"HSPC:SERPINE2_Mono:LRP1","HSPC","SERPINE2","Mono","LRP1",0.160571428571429,0.2735,-0.768325624629234,-0.294346826487933,NA
"55",55,"B:CD74_Ery:MIF","B","CD74","Ery","MIF",0.914833333333333,1.20883333333333,-0.402034509594926,NA,-0.480775155305684
"56",56,"DC:CD74_Ery:MIF","DC","CD74","Ery","MIF",0.9516,1.28916666666667,-0.438011614077469,NA,-0.480775155305684
"57",57,"Ery:CD74_Ery:MIF","Ery","CD74","Ery","MIF",0.227333333333333,0.532166666666667,-1.22706890854592,NA,-0.480775155305684
"58",58,"Gran:CD74_Ery:MIF","Gran","CD74","Ery","MIF",0.704833333333333,1.08666666666667,-0.624555404089638,NA,-0.480775155305684
"59",59,"HSPC:CD74_Ery:MIF","HSPC","CD74","Ery","MIF",0.5645,0.922,-0.707793169656337,NA,-0.480775155305684
"60",60,"Mono:CD74_Ery:MIF","Mono","CD74","Ery","MIF",0.697166666666667,1.10416666666667,-0.663382456581251,NA,-0.480775155305684
"61",61,"NK:CD74_Ery:MIF","NK","CD74","Ery","MIF",0.4464,0.680666666666667,-0.60861143321482,NA,-0.480775155305684
"62",62,"T:CD74_Ery:MIF","T","CD74","Ery","MIF",0.4355,0.673,-0.627933786011453,NA,-0.480775155305684
"63",63,"DC:ICAM1_DC:AREG","DC","ICAM1","DC","AREG",0.228166666666667,0.322666666666667,-0.499956506016695,NA,-0.30963530578561
"64",64,"DC:ICAM1_Gran:AREG","DC","ICAM1","Gran","AREG",0.0911666666666667,0.2635,-1.53122462956581,NA,-0.337985089123159
"65",65,"Gran:ICAM1_DC:AREG","Gran","ICAM1","DC","AREG",0.251166666666667,0.2985,-0.249085920388137,NA,-0.30963530578561
"66",66,"Gran:ICAM1_Gran:AREG","Gran","ICAM1","Gran","AREG",0.107857142857143,0.239166666666667,-1.14889460868706,NA,-0.337985089123159
"67",67,"Mono:ICAM1_DC:AREG","Mono","ICAM1","DC","AREG",0.304666666666667,0.33,-0.115234359908903,NA,-0.30963530578561
"68",68,"Mono:ICAM1_Gran:AREG","Mono","ICAM1","Gran","AREG",0.135285714285714,0.270666666666667,-1.00050772305324,NA,-0.337985089123159
"69",69,"NK:ICAM1_Gran:AREG","NK","ICAM1","Gran","AREG",0.1075,0.233833333333333,-1.12114394330928,NA,-0.337985089123159
"70",70,"NK:TNFRSF1B_B:GRN","NK","TNFRSF1B","B","GRN",0.257,0.132833333333333,0.952151135924563,0.267421490852899,NA
"71",71,"NK:TNFRSF1B_DC:GRN","NK","TNFRSF1B","DC","GRN",0.5004,0.437666666666667,0.193249279106727,0.267421490852899,NA
"73",73,"NK:TNFRSF1B_Gran:GRN","NK","TNFRSF1B","Gran","GRN",0.648,0.573333333333333,0.176619654016321,0.267421490852899,NA
"74",74,"NK:TNFRSF1B_HSPC:GRN","NK","TNFRSF1B","HSPC","GRN",0.3315,0.1815,0.869039322116837,0.267421490852899,NA
"75",75,"NK:TNFRSF1B_Mono:GRN","NK","TNFRSF1B","Mono","GRN",0.635333333333333,0.453833333333333,0.485351136866146,0.267421490852899,NA
"77",77,"B:ARPC5_DC:LDLR","B","ARPC5","DC","LDLR",0.111833333333333,0.1675,-0.582810829866108,-0.284818863317868,NA
"78",78,"B:ARPC5_Ery:LDLR","B","ARPC5","Ery","LDLR",0.0758333333333333,0.1805,-1.25109479252227,-0.284818863317868,NA
"79",79,"B:ARPC5_Gran:LDLR","B","ARPC5","Gran","LDLR",0.155571428571429,0.218666666666667,-0.491156187237625,-0.284818863317868,NA
"80",80,"B:ARPC5_HSPC:LDLR","B","ARPC5","HSPC","LDLR",0.123,0.1795,-0.545325528483812,-0.284818863317868,NA
"81",81,"B:ARPC5_Mono:LDLR","B","ARPC5","Mono","LDLR",0.135714285714286,0.186666666666667,-0.459891735063104,-0.284818863317868,NA
"82",82,"B:ARPC5_T:LDLR","B","ARPC5","T","LDLR",0.113714285714286,0.158166666666667,-0.476032077813909,-0.284818863317868,NA
"83",83,"B:MIF_Mono:ACKR3","B","MIF","Mono","ACKR3",0.273428571428571,0.245333333333333,0.156420737092565,NA,0.259583131144177
"84",84,"DC:MIF_Mono:ACKR3","DC","MIF","Mono","ACKR3",0.387833333333333,0.372,0.060134183576161,NA,0.259583131144177
"85",85,"Ery:MIF_Mono:ACKR3","Ery","MIF","Mono","ACKR3",0.107833333333333,0.419333333333333,-1.95929430488678,-0.480775155305684,0.259583131144177
"86",86,"Gran:MIF_Mono:ACKR3","Gran","MIF","Mono","ACKR3",0.367428571428571,0.414666666666667,-0.174488264139103,NA,0.259583131144177
"87",87,"HSPC:MIF_Mono:ACKR3","HSPC","MIF","Mono","ACKR3",0.406428571428571,0.4705,-0.211192897592197,NA,0.259583131144177
"88",88,"Mono:MIF_Mono:ACKR3","Mono","MIF","Mono","ACKR3",0.301571428571429,0.2855,0.0790090059267094,NA,0.259583131144177
"89",89,"NK:MIF_Mono:ACKR3","NK","MIF","Mono","ACKR3",0.317833333333333,0.297833333333333,0.0937652092712657,NA,0.259583131144177
"90",90,"T:MIF_Mono:ACKR3","T","MIF","Mono","ACKR3",0.328571428571429,0.318166666666667,0.0464243370913521,NA,0.259583131144177
"91",91,"B:CD74_Mono:ACKR3","B","CD74","Mono","ACKR3",0.574428571428571,0.5865,-0.0300035992857521,NA,0.259583131144177
"92",92,"DC:CD74_Mono:ACKR3","DC","CD74","Mono","ACKR3",0.695166666666667,0.6535,0.0891716703726363,NA,0.259583131144177
"94",94,"Gran:CD74_Mono:ACKR3","Gran","CD74","Mono","ACKR3",0.380142857142857,0.489166666666667,-0.363784414311642,NA,0.259583131144177
"95",95,"HSPC:CD74_Mono:ACKR3","HSPC","CD74","Mono","ACKR3",0.294285714285714,0.3415,-0.214668068277114,NA,0.259583131144177
"96",96,"Mono:CD74_Mono:ACKR3","Mono","CD74","Mono","ACKR3",0.417571428571429,0.4985,-0.255570502649747,NA,0.259583131144177
"97",97,"NK:CD74_Mono:ACKR3","NK","CD74","Mono","ACKR3",0.212333333333333,0.144666666666667,0.553598329811821,NA,0.259583131144177
"98",98,"T:CD74_Mono:ACKR3","T","CD74","Mono","ACKR3",0.236857142857143,0.128666666666667,0.880378832891222,NA,0.259583131144177
"99",99,"Mono:ADM_DC:CALCRL","Mono","ADM","DC","CALCRL",0.103,0.075,0.457681836687338,0.456471928300587,NA
"100",100,"Mono:ADM_Gran:CALCRL","Mono","ADM","Gran","CALCRL",0.0661428571428571,0.0768333333333333,-0.21614697850555,0.456471928300587,NA
"101",101,"Mono:ADM_HSPC:CALCRL","Mono","ADM","HSPC","CALCRL",0.116285714285714,0.0701666666666667,0.728816139863403,0.456471928300587,NA
"102",102,"DC:INSR_NK:ARF1","DC","INSR","NK","ARF1",0.3304,0.2375,0.476286173313773,NA,0.334816869878084
"103",103,"DC:INSR_T:ARF1","DC","INSR","T","ARF1",0.3045,0.211,0.529199229199147,NA,0.262743108648173
"104",104,"Ery:INSR_NK:ARF1","Ery","INSR","NK","ARF1",0.3204,0.272333333333333,0.234500570096821,NA,0.334816869878084
"105",105,"Ery:INSR_T:ARF1","Ery","INSR","T","ARF1",0.2585,0.245333333333333,0.075421014979078,NA,0.262743108648173
"106",106,"Gran:INSR_NK:ARF1","Gran","INSR","NK","ARF1",0.367,0.2505,0.550969459648004,NA,0.334816869878084
"107",107,"Gran:INSR_T:ARF1","Gran","INSR","T","ARF1",0.335571428571429,0.223833333333333,0.584194987248307,NA,0.262743108648173
"108",108,"HSPC:INSR_NK:ARF1","HSPC","INSR","NK","ARF1",0.319,0.234666666666667,0.442943495848728,NA,0.334816869878084
"109",109,"HSPC:INSR_T:ARF1","HSPC","INSR","T","ARF1",0.292285714285714,0.208333333333333,0.488485628859431,NA,0.262743108648173
"110",110,"Mono:INSR_NK:ARF1","Mono","INSR","NK","ARF1",0.321833333333333,0.2285,0.494119593171424,NA,0.334816869878084
"111",111,"Mono:INSR_T:ARF1","Mono","INSR","T","ARF1",0.294714285714286,0.2015,0.548537155300913,NA,0.262743108648173
"112",112,"Mono:IL1B_DC:IL1RAP","Mono","IL1B","DC","IL1RAP",0.100166666666667,0.151,-0.592146059335049,0.290397533324859,NA
"113",113,"Mono:IL1B_Gran:IL1RAP","Mono","IL1B","Gran","IL1RAP",0.174285714285714,0.216333333333333,-0.311801656885338,0.290397533324859,NA
"114",114,"Mono:IL1B_HSPC:IL1RAP","Mono","IL1B","HSPC","IL1RAP",0.0941428571428571,0.158333333333333,-0.750041469546707,0.290397533324859,NA
"115",115,"Mono:IL1B_Mono:IL1RAP","Mono","IL1B","Mono","IL1RAP",0.163857142857143,0.184166666666667,-0.168573399599417,0.290397533324859,NA
"116",116,"Mono:IL1B_DC:IL1RN","Mono","IL1B","DC","IL1RN",0.1365,0.183,-0.42294269736419,0.290397533324859,NA
"117",117,"Mono:IL1B_Gran:IL1RN","Mono","IL1B","Gran","IL1RN",0.170142857142857,0.1905,-0.163044411686812,0.290397533324859,NA
"118",118,"Mono:IL1B_HSPC:IL1RN","Mono","IL1B","HSPC","IL1RN",0.108857142857143,0.094,0.211703413758081,0.290397533324859,NA
"119",119,"Mono:IL1B_Mono:IL1RN","Mono","IL1B","Mono","IL1RN",0.185571428571429,0.201166666666667,-0.116416666643588,0.290397533324859,NA
"120",120,"Mono:IL1B_DC:IL1R2","Mono","IL1B","DC","IL1R2",0.0433333333333333,0.1875,-2.11334147307594,0.290397533324859,NA
"121",121,"Mono:IL1B_Gran:IL1R2","Mono","IL1B","Gran","IL1R2",0.0642857142857143,0.151166666666667,-1.23356997064793,0.290397533324859,NA
"123",123,"Mono:IL1B_Mono:IL1R2","Mono","IL1B","Mono","IL1R2",0.118714285714286,0.153166666666667,-0.367608805855138,0.290397533324859,NA
"124",124,"Mono:IL1B_B:SIGIRR","Mono","IL1B","B","SIGIRR",0.143142857142857,0.1735,-0.277479981440657,0.290397533324859,NA
"125",125,"Mono:IL1B_DC:SIGIRR","Mono","IL1B","DC","SIGIRR",0.222333333333333,0.214833333333333,0.049506402822934,0.290397533324859,NA
"126",126,"Mono:IL1B_Ery:SIGIRR","Mono","IL1B","Ery","SIGIRR",0.130666666666667,0.177666666666667,-0.443281878643967,0.290397533324859,NA
"127",127,"Mono:IL1B_Gran:SIGIRR","Mono","IL1B","Gran","SIGIRR",0.191714285714286,0.214,-0.158652952258568,0.290397533324859,NA
"128",128,"Mono:IL1B_HSPC:SIGIRR","Mono","IL1B","HSPC","SIGIRR",0.182428571428571,0.203833333333333,-0.160058300161111,0.290397533324859,NA
"129",129,"Mono:IL1B_Mono:SIGIRR","Mono","IL1B","Mono","SIGIRR",0.198428571428571,0.228833333333333,-0.205677447502156,0.290397533324859,NA
"130",130,"Mono:IL1B_NK:SIGIRR","Mono","IL1B","NK","SIGIRR",0.236333333333333,0.234333333333333,0.0122609381669807,0.290397533324859,NA
"131",131,"Mono:IL1B_T:SIGIRR","Mono","IL1B","T","SIGIRR",0.221571428571429,0.236666666666667,-0.0950846646924015,0.290397533324859,NA
"132",132,"NK:TGFB1_B:ITGB1","NK","TGFB1","B","ITGB1",0.446666666666667,0.336666666666667,0.407877707705978,0.295412803381332,NA
"133",133,"NK:TGFB1_DC:ITGB1","NK","TGFB1","DC","ITGB1",0.4042,0.420833333333333,-0.0581796603129903,0.295412803381332,NA
"134",134,"NK:TGFB1_Ery:ITGB1","NK","TGFB1","Ery","ITGB1",0.5716,0.6235,-0.125383643621216,0.295412803381332,NA
"135",135,"NK:TGFB1_Gran:ITGB1","NK","TGFB1","Gran","ITGB1",0.571333333333333,0.423333333333333,0.432538612452972,0.295412803381332,NA
"136",136,"NK:TGFB1_HSPC:ITGB1","NK","TGFB1","HSPC","ITGB1",0.5215,0.437333333333333,0.253933938622838,0.295412803381332,NA
"137",137,"NK:TGFB1_Mono:ITGB1","NK","TGFB1","Mono","ITGB1",0.644833333333333,0.464333333333333,0.473765470841964,0.295412803381332,NA
"138",138,"NK:TGFB1_NK:ITGB1","NK","TGFB1","NK","ITGB1",0.572,0.422,0.438772148071204,0.295412803381332,NA
"139",139,"NK:TGFB1_T:ITGB1","NK","TGFB1","T","ITGB1",0.565166666666667,0.4485,0.333568393385014,0.295412803381332,NA
"140",140,"T:TGFB1_B:ITGB1","T","TGFB1","B","ITGB1",0.356142857142857,0.221,0.688409686042465,0.27420084052862,NA
"141",141,"T:TGFB1_DC:ITGB1","T","TGFB1","DC","ITGB1",0.329333333333333,0.305166666666667,0.109951155787341,0.27420084052862,NA
"142",142,"T:TGFB1_Ery:ITGB1","T","TGFB1","Ery","ITGB1",0.469333333333333,0.5075,-0.112794894156397,0.27420084052862,NA
"143",143,"T:TGFB1_Gran:ITGB1","T","TGFB1","Gran","ITGB1",0.475142857142857,0.3075,0.627774931003063,0.27420084052862,NA
"144",144,"T:TGFB1_HSPC:ITGB1","T","TGFB1","HSPC","ITGB1",0.423571428571429,0.3215,0.397786540047815,0.27420084052862,NA
"145",145,"T:TGFB1_Mono:ITGB1","T","TGFB1","Mono","ITGB1",0.537142857142857,0.3485,0.624147178638972,0.27420084052862,NA
"146",146,"T:TGFB1_NK:ITGB1","T","TGFB1","NK","ITGB1",0.484666666666667,0.306166666666667,0.662675642808245,0.27420084052862,NA
"147",147,"T:TGFB1_T:ITGB1","T","TGFB1","T","ITGB1",0.453571428571429,0.332666666666667,0.447252449873182,0.27420084052862,NA
"149",149,"Mono:FN1_T:CD44","Mono","FN1","T","CD44",0.355166666666667,0.234833333333333,0.596858981473067,NA,0.266350860042238
"150",150,"DC:VEGFA_HSPC:CD44","DC","VEGFA","HSPC","CD44",0.422,0.263333333333333,0.680352846363876,NA,0.309930995647344
"151",151,"DC:VEGFA_T:CD44","DC","VEGFA","T","CD44",0.346166666666667,0.282,0.295771647724698,NA,0.266350860042238
"152",152,"Ery:VEGFA_HSPC:CD44","Ery","VEGFA","HSPC","CD44",0.3925,0.252666666666667,0.635457306329054,NA,0.309930995647344
"153",153,"Ery:VEGFA_T:CD44","Ery","VEGFA","T","CD44",0.341833333333333,0.271333333333333,0.333226792213605,NA,0.266350860042238
"154",154,"Gran:VEGFA_HSPC:CD44","Gran","VEGFA","HSPC","CD44",0.423571428571429,0.253666666666667,0.739671324593373,NA,0.309930995647344
"155",155,"Gran:VEGFA_T:CD44","Gran","VEGFA","T","CD44",0.350142857142857,0.272166666666667,0.363453271968697,NA,0.266350860042238
"157",157,"HSPC:VEGFA_T:CD44","HSPC","VEGFA","T","CD44",0.352857142857143,0.194333333333333,0.860550831935096,NA,0.266350860042238
"158",158,"Mono:VEGFA_HSPC:CD44","Mono","VEGFA","HSPC","CD44",0.521714285714286,0.2905,0.844721774522089,NA,0.309930995647344
"159",159,"Mono:VEGFA_T:CD44","Mono","VEGFA","T","CD44",0.443428571428571,0.309,0.521094892225149,NA,0.266350860042238
"160",160,"B:MIF_HSPC:CD44","B","MIF","HSPC","CD44",0.737142857142857,0.500666666666667,0.558093831459897,NA,0.309930995647344
"161",161,"B:MIF_T:CD44","B","MIF","T","CD44",0.658714285714286,0.5195,0.342529089450112,NA,0.266350860042238
"162",162,"DC:MIF_HSPC:CD44","DC","MIF","HSPC","CD44",0.830166666666667,0.642666666666667,0.369330359442626,NA,0.309930995647344
"163",163,"DC:MIF_T:CD44","DC","MIF","T","CD44",0.7485,0.6615,0.17826115977974,NA,0.266350860042238
"164",164,"Ery:MIF_B:CD44","Ery","MIF","B","CD44",0.3875,0.656,-0.759499504456484,-0.480775155305684,NA
"165",165,"Ery:MIF_DC:CD44","Ery","MIF","DC","CD44",0.5312,0.817,-0.621080931686121,-0.480775155305684,NA
"166",166,"Ery:MIF_Ery:CD44","Ery","MIF","Ery","CD44",0.266833333333333,0.649333333333333,-1.28302036956609,-0.480775155305684,NA
"167",167,"Ery:MIF_Gran:CD44","Ery","MIF","Gran","CD44",0.599333333333333,0.871,-0.539314103805573,-0.480775155305684,NA
"168",168,"Ery:MIF_HSPC:CD44","Ery","MIF","HSPC","CD44",0.560333333333333,0.719333333333333,-0.36037514025185,-0.480775155305684,0.309930995647344
"169",169,"Ery:MIF_Mono:CD44","Ery","MIF","Mono","CD44",0.645333333333333,0.942333333333333,-0.546192930556581,-0.480775155305684,NA
"170",170,"Ery:MIF_NK:CD44","Ery","MIF","NK","CD44",0.3684,0.655833333333333,-0.832056168469719,-0.480775155305684,NA
"171",171,"Ery:MIF_T:CD44","Ery","MIF","T","CD44",0.4655,0.737833333333333,-0.664513799817916,-0.480775155305684,0.266350860042238
"172",172,"Gran:MIF_HSPC:CD44","Gran","MIF","HSPC","CD44",0.854285714285714,0.6895,0.309168105513883,NA,0.309930995647344
"173",173,"Gran:MIF_T:CD44","Gran","MIF","T","CD44",0.776428571428571,0.708,0.13310384777407,NA,0.266350860042238
"174",174,"HSPC:MIF_HSPC:CD44","HSPC","MIF","HSPC","CD44",0.906,0.779166666666667,0.21757909110503,NA,0.309930995647344
"175",175,"HSPC:MIF_T:CD44","HSPC","MIF","T","CD44",0.827714285714286,0.797833333333333,0.0530454572141893,NA,0.266350860042238
"176",176,"Mono:MIF_HSPC:CD44","Mono","MIF","HSPC","CD44",0.774285714285714,0.526666666666667,0.555975871840321,NA,0.309930995647344
"177",177,"Mono:MIF_T:CD44","Mono","MIF","T","CD44",0.695857142857143,0.5455,0.351211959459237,NA,0.266350860042238
"178",178,"NK:MIF_HSPC:CD44","NK","MIF","HSPC","CD44",0.795833333333333,0.552166666666667,0.527362529729459,NA,0.309930995647344
"179",179,"NK:MIF_T:CD44","NK","MIF","T","CD44",0.748166666666667,0.570833333333333,0.390290108180293,NA,0.266350860042238
"180",180,"T:MIF_HSPC:CD44","T","MIF","HSPC","CD44",0.802428571428571,0.575166666666667,0.480392907806647,NA,0.309930995647344
"181",181,"T:MIF_T:CD44","T","MIF","T","CD44",0.724,0.593833333333333,0.285931619671062,NA,0.266350860042238
"182",182,"B:LGALS9_HSPC:CD44","B","LGALS9","HSPC","CD44",0.457142857142857,0.255833333333333,0.837440828180735,NA,0.309930995647344
"183",183,"B:LGALS9_T:CD44","B","LGALS9","T","CD44",0.379,0.274333333333333,0.466267918470622,NA,0.266350860042238
"184",184,"DC:LGALS9_HSPC:CD44","DC","LGALS9","HSPC","CD44",0.575833333333333,0.359,0.681667460731413,NA,0.309930995647344
"185",185,"DC:LGALS9_T:CD44","DC","LGALS9","T","CD44",0.4945,0.377833333333333,0.388220535739481,NA,0.266350860042238
"186",186,"Ery:LGALS9_HSPC:CD44","Ery","LGALS9","HSPC","CD44",0.4815,0.349,0.464308761633807,NA,0.309930995647344
"187",187,"Ery:LGALS9_T:CD44","Ery","LGALS9","T","CD44",0.387,0.367833333333333,0.0732813425859524,NA,0.266350860042238
"188",188,"Gran:LGALS9_HSPC:CD44","Gran","LGALS9","HSPC","CD44",0.583,0.318166666666667,0.873713186517715,NA,0.309930995647344
"189",189,"Gran:LGALS9_T:CD44","Gran","LGALS9","T","CD44",0.504571428571429,0.337166666666667,0.581596601753735,NA,0.266350860042238
"190",190,"HSPC:LGALS9_HSPC:CD44","HSPC","LGALS9","HSPC","CD44",0.556,0.317833333333333,0.806814445131908,NA,0.309930995647344
"191",191,"HSPC:LGALS9_T:CD44","HSPC","LGALS9","T","CD44",0.477714285714286,0.336333333333333,0.506256251638078,NA,0.266350860042238
"192",192,"Mono:LGALS9_HSPC:CD44","Mono","LGALS9","HSPC","CD44",0.582,0.341,0.771247413884111,NA,0.309930995647344
