"","X","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","mean_case","mean_control","log2","sender_log2FC","receiver_log2FC"
"981",981,"DC:FCGRT_Mono:LILRB2","DC","FCGRT","Mono","LILRB2",0.374333333333333,0.571833333333333,-0.611271198157054,-0.280825422280217,NA
"982",982,"Ery:FCGRT_DC:LILRB2","Ery","FCGRT","DC","LILRB2",0.051,0.349833333333333,-2.7780986085995,-0.451280203953019,NA
"983",983,"Ery:FCGRT_Gran:LILRB2","Ery","FCGRT","Gran","LILRB2",0.0525,0.363666666666667,-2.79222736793633,-0.451280203953019,NA
"984",984,"Ery:FCGRT_Mono:LILRB2","Ery","FCGRT","Mono","LILRB2",0.184333333333333,0.477166666666667,-1.37217628476465,-0.451280203953019,NA
"985",985,"NK:HLA-F_B:LILRB1","NK","HLA-F","B","LILRB1",0.256666666666667,0.223666666666667,0.19854567938208,0.256943668055095,NA
"986",986,"NK:HLA-F_DC:LILRB1","NK","HLA-F","DC","LILRB1",0.3154,0.257333333333333,0.293544313356224,0.256943668055095,NA
"987",987,"NK:HLA-F_Ery:LILRB1","NK","HLA-F","Ery","LILRB1",0.1606,0.0823333333333333,0.963923351766431,0.256943668055095,NA
"988",988,"NK:HLA-F_Gran:LILRB1","NK","HLA-F","Gran","LILRB1",0.2255,0.226333333333333,-0.00532164026819464,0.256943668055095,NA
"989",989,"NK:HLA-F_Mono:LILRB1","NK","HLA-F","Mono","LILRB1",0.3655,0.304166666666667,0.265009348018852,0.256943668055095,NA
"990",990,"NK:HLA-F_NK:LILRB1","NK","HLA-F","NK","LILRB1",0.271666666666667,0.184333333333333,0.559520578883733,0.256943668055095,NA
"991",991,"NK:HLA-F_T:LILRB1","NK","HLA-F","T","LILRB1",0.275833333333333,0.185166666666667,0.574972400305488,0.256943668055095,NA
"992",992,"Ery:MIF_B:TNFRSF14","Ery","MIF","B","TNFRSF14",0.2795,0.5965,-1.09367385485204,-0.480775155305684,NA
"993",993,"Ery:MIF_DC:TNFRSF14","Ery","MIF","DC","TNFRSF14",0.1564,0.576166666666667,-1.88124568512125,-0.480775155305684,NA
"994",994,"Ery:MIF_Ery:TNFRSF14","Ery","MIF","Ery","TNFRSF14",0.117833333333333,0.530333333333333,-2.17015171552165,-0.480775155305684,NA
"995",995,"Ery:MIF_Gran:TNFRSF14","Ery","MIF","Gran","TNFRSF14",0.215333333333333,0.544,-1.33703498727757,-0.480775155305684,NA
"996",996,"Ery:MIF_HSPC:TNFRSF14","Ery","MIF","HSPC","TNFRSF14",0.205,0.562333333333333,-1.45580165806096,-0.480775155305684,NA
"997",997,"Ery:MIF_Mono:TNFRSF14","Ery","MIF","Mono","TNFRSF14",0.233,0.608166666666667,-1.38413679020905,-0.480775155305684,NA
"998",998,"Ery:MIF_NK:TNFRSF14","Ery","MIF","NK","TNFRSF14",0.2506,0.599833333333333,-1.25917528176907,-0.480775155305684,NA
"999",999,"Ery:MIF_T:TNFRSF14","Ery","MIF","T","TNFRSF14",0.2575,0.593666666666667,-1.20508067830988,-0.480775155305684,NA
"1001",1001,"T:LTA_NK:TNFRSF1B","T","LTA","NK","TNFRSF1B",0.214833333333333,0.1085,0.985522815196015,NA,0.267421490852899
"1002",1002,"Gran:TNF_NK:TNFRSF1B","Gran","TNF","NK","TNFRSF1B",0.0691666666666667,0.105166666666667,-0.604528668748262,NA,0.267421490852899
"1003",1003,"HSPC:TNF_NK:TNFRSF1B","HSPC","TNF","NK","TNFRSF1B",0.0996666666666667,0.0655,0.605616171939499,NA,0.267421490852899
"1004",1004,"Mono:TNF_NK:TNFRSF1B","Mono","TNF","NK","TNFRSF1B",0.1515,0.108666666666667,0.47940832996303,NA,0.267421490852899
"1005",1005,"NK:TNF_NK:TNFRSF1B","NK","TNF","NK","TNFRSF1B",0.176,0.0928333333333333,0.922860602018422,NA,0.267421490852899
"1006",1006,"T:TNF_NK:TNFRSF1B","T","TNF","NK","TNFRSF1B",0.2265,0.1195,0.922500432065487,NA,0.267421490852899
"1007",1007,"Ery:MIF_DC:TNFRSF10D","Ery","MIF","DC","TNFRSF10D",0.1334,0.338666666666667,-1.34410732975379,-0.480775155305684,NA
"1008",1008,"Ery:MIF_Gran:TNFRSF10D","Ery","MIF","Gran","TNFRSF10D",0.0801666666666667,0.5165,-2.68769395581617,-0.480775155305684,NA
"1009",1009,"B:HLA-DPA1_Mono:TNFSF9","B","HLA-DPA1","Mono","TNFSF9",0.471428571428571,0.490333333333333,-0.0567236434581,NA,0.300259973642047
"1010",1010,"DC:HLA-DPA1_Mono:TNFSF9","DC","HLA-DPA1","Mono","TNFSF9",0.651333333333333,0.695333333333333,-0.0943086905513805,NA,0.300259973642047
"1011",1011,"Gran:HLA-DPA1_B:TNFSF9","Gran","HLA-DPA1","B","TNFSF9",0.271142857142857,0.332,-0.29213007638342,-0.2846393425168,NA
"1012",1012,"Gran:HLA-DPA1_DC:TNFSF9","Gran","HLA-DPA1","DC","TNFSF9",0.276333333333333,0.353166666666667,-0.35393958087642,-0.2846393425168,NA
"1013",1013,"Gran:HLA-DPA1_Ery:TNFSF9","Gran","HLA-DPA1","Ery","TNFSF9",0.215666666666667,0.286833333333333,-0.411409480047696,-0.2846393425168,NA
"1014",1014,"Gran:HLA-DPA1_Gran:TNFSF9","Gran","HLA-DPA1","Gran","TNFSF9",0.221857142857143,0.279833333333333,-0.334936821886177,-0.2846393425168,NA
"1015",1015,"Gran:HLA-DPA1_HSPC:TNFSF9","Gran","HLA-DPA1","HSPC","TNFSF9",0.249571428571429,0.332166666666667,-0.412454523258747,-0.2846393425168,NA
"1016",1016,"Gran:HLA-DPA1_Mono:TNFSF9","Gran","HLA-DPA1","Mono","TNFSF9",0.228714285714286,0.3335,-0.544140280725932,-0.2846393425168,0.300259973642047
"1017",1017,"Gran:HLA-DPA1_T:TNFSF9","Gran","HLA-DPA1","T","TNFSF9",0.258,0.334,-0.372477037050798,-0.2846393425168,NA
"1018",1018,"HSPC:HLA-DPA1_Mono:TNFSF9","HSPC","HLA-DPA1","Mono","TNFSF9",0.190857142857143,0.3375,-0.822394321521745,NA,0.300259973642047
"1019",1019,"Mono:HLA-DPA1_B:TNFSF9","Mono","HLA-DPA1","B","TNFSF9",0.349142857142857,0.440166666666667,-0.334232437684811,-0.440879013599167,NA
"1020",1020,"Mono:HLA-DPA1_DC:TNFSF9","Mono","HLA-DPA1","DC","TNFSF9",0.362333333333333,0.461166666666667,-0.347970703582645,-0.440879013599167,NA
"1021",1021,"Mono:HLA-DPA1_Ery:TNFSF9","Mono","HLA-DPA1","Ery","TNFSF9",0.285,0.384833333333333,-0.433271848000855,-0.440879013599167,NA
"1022",1022,"Mono:HLA-DPA1_Gran:TNFSF9","Mono","HLA-DPA1","Gran","TNFSF9",0.267428571428571,0.363833333333333,-0.444124116743834,-0.440879013599167,NA
"1023",1023,"Mono:HLA-DPA1_HSPC:TNFSF9","Mono","HLA-DPA1","HSPC","TNFSF9",0.327571428571429,0.440166666666667,-0.426240367922747,-0.440879013599167,NA
"1024",1024,"Mono:HLA-DPA1_Mono:TNFSF9","Mono","HLA-DPA1","Mono","TNFSF9",0.302428571428571,0.4415,-0.545818995698481,-0.440879013599167,0.300259973642047
"1025",1025,"Mono:HLA-DPA1_T:TNFSF9","Mono","HLA-DPA1","T","TNFSF9",0.335857142857143,0.441833333333333,-0.395654552550685,-0.440879013599167,NA
"1026",1026,"NK:HLA-DPA1_Mono:TNFSF9","NK","HLA-DPA1","Mono","TNFSF9",0.158666666666667,0.096,0.724892761865631,NA,0.300259973642047
"1027",1027,"T:HLA-DPA1_Mono:TNFSF9","T","HLA-DPA1","Mono","TNFSF9",0.151571428571429,0.114333333333333,0.406751753405504,NA,0.300259973642047
"1028",1028,"Gran:HLA-DPA1_Ery:GAL","Gran","HLA-DPA1","Ery","GAL",0.2195,0.390833333333333,-0.832332577146225,-0.2846393425168,NA
"1029",1029,"Gran:HLA-DPA1_Gran:GAL","Gran","HLA-DPA1","Gran","GAL",0.0404285714285714,0.186333333333333,-2.20443865134776,-0.2846393425168,NA
"1030",1030,"Gran:HLA-DPA1_HSPC:GAL","Gran","HLA-DPA1","HSPC","GAL",0.124857142857143,0.336833333333333,-1.43175655821558,-0.2846393425168,NA
"1031",1031,"Mono:HLA-DPA1_Ery:GAL","Mono","HLA-DPA1","Ery","GAL",0.288666666666667,0.498666666666667,-0.788671245160911,-0.440879013599167,NA
"1032",1032,"Mono:HLA-DPA1_Gran:GAL","Mono","HLA-DPA1","Gran","GAL",0.053,0.259666666666667,-2.29259656277731,-0.440879013599167,NA
"1033",1033,"Mono:HLA-DPA1_HSPC:GAL","Mono","HLA-DPA1","HSPC","GAL",0.156285714285714,0.445,-1.50961942511881,-0.440879013599167,NA
"1034",1034,"DC:LDLR_Ery:HSPA8","DC","LDLR","Ery","HSPA8",0.2304,0.491333333333333,-1.09256140181896,NA,-0.32042993393637
"1035",1035,"Ery:LDLR_Ery:HSPA8","Ery","LDLR","Ery","HSPA8",0.223333333333333,0.504166666666667,-1.17470214170418,NA,-0.32042993393637
"1036",1036,"Gran:LDLR_Ery:HSPA8","Gran","LDLR","Ery","HSPA8",0.340833333333333,0.5425,-0.670556700223887,NA,-0.32042993393637
"1037",1037,"HSPC:LDLR_Ery:HSPA8","HSPC","LDLR","Ery","HSPA8",0.310666666666667,0.5035,-0.69662432407366,NA,-0.32042993393637
"1038",1038,"Mono:LDLR_Ery:HSPA8","Mono","LDLR","Ery","HSPA8",0.3235,0.5105,-0.658145248885294,NA,-0.32042993393637
"1039",1039,"T:LDLR_Ery:HSPA8","T","LDLR","Ery","HSPA8",0.301,0.482166666666667,-0.679768430448741,NA,-0.32042993393637
"1040",1040,"DC:ADRB2_Ery:HSPA8","DC","ADRB2","Ery","HSPA8",0.2028,0.4895,-1.27125120748772,NA,-0.32042993393637
"1041",1041,"Gran:ADRB2_Ery:HSPA8","Gran","ADRB2","Ery","HSPA8",0.196666666666667,0.495,-1.33167607143892,NA,-0.32042993393637
"1042",1042,"HSPC:ADRB2_Ery:HSPA8","HSPC","ADRB2","Ery","HSPA8",0.2275,0.475666666666667,-1.06408438366855,NA,-0.32042993393637
"1043",1043,"Mono:ADRB2_Ery:HSPA8","Mono","ADRB2","Ery","HSPA8",0.238666666666667,0.482833333333333,-1.01652819200615,NA,-0.32042993393637
"1044",1044,"NK:ADRB2_Ery:HSPA8","NK","ADRB2","Ery","HSPA8",0.321,0.506333333333333,-0.657514166658624,NA,-0.32042993393637
"1045",1045,"T:ADRB2_Ery:HSPA8","T","ADRB2","Ery","HSPA8",0.301333333333333,0.49,-0.701421477308539,NA,-0.32042993393637
"1046",1046,"DC:FCGR2A_B:CD72","DC","FCGR2A","B","CD72",0.0561666666666667,0.143,-1.34822905631769,NA,-0.260419106897373
"1047",1047,"Ery:FCGR2A_B:CD72","Ery","FCGR2A","B","CD72",0.0458333333333333,0.0816666666666667,-0.833350130590549,NA,-0.260419106897373
"1048",1048,"Gran:FCGR2A_B:CD72","Gran","FCGR2A","B","CD72",0.0878571428571429,0.118833333333333,-0.435708087553734,NA,-0.260419106897373
"1049",1049,"HSPC:FCGR2A_B:CD72","HSPC","FCGR2A","B","CD72",0.0505714285714286,0.0915,-0.855449210258649,NA,-0.260419106897373
"1050",1050,"Mono:FCGR2A_B:CD72","Mono","FCGR2A","B","CD72",0.186,0.2325,-0.321928094887362,NA,-0.260419106897373
"1051",1051,"DC:FCGR1A_B:CD72","DC","FCGR1A","B","CD72",0.0431666666666667,0.0956666666666667,-1.14809863898913,NA,-0.260419106897373
"1052",1052,"Ery:FCGR1A_B:CD72","Ery","FCGR1A","B","CD72",0.0163333333333333,0.012,0.444784842672896,NA,-0.260419106897373
"1053",1053,"Gran:FCGR1A_B:CD72","Gran","FCGR1A","B","CD72",0.0801428571428571,0.131,-0.708920962986262,NA,-0.260419106897373
"1054",1054,"HSPC:FCGR1A_B:CD72","HSPC","FCGR1A","B","CD72",0.0541428571428571,0.071,-0.391048003391194,NA,-0.260419106897373
"1055",1055,"Mono:FCGR1A_B:CD72","Mono","FCGR1A","B","CD72",0.107857142857143,0.138166666666667,-0.357287878619757,NA,-0.260419106897373
"1056",1056,"NK:ITGB2_B:SPON2","NK","ITGB2","B","SPON2",0.367,0.26,0.497268439814758,0.276819920038847,NA
"1057",1057,"NK:ITGB2_DC:SPON2","NK","ITGB2","DC","SPON2",0.2774,0.313833333333333,-0.178030806456832,0.276819920038847,NA
"1058",1058,"NK:ITGB2_Gran:SPON2","NK","ITGB2","Gran","SPON2",0.365,0.247,0.563385422182702,0.276819920038847,NA
"1059",1059,"NK:ITGB2_HSPC:SPON2","NK","ITGB2","HSPC","SPON2",0.369166666666667,0.308166666666667,0.260561474038185,0.276819920038847,NA
"1060",1060,"NK:ITGB2_NK:SPON2","NK","ITGB2","NK","SPON2",0.698333333333333,0.565833333333333,0.30353866945462,0.276819920038847,NA
"1061",1061,"NK:ITGB2_T:SPON2","NK","ITGB2","T","SPON2",0.465333333333333,0.334833333333333,0.47482137747636,0.276819920038847,NA
"1062",1062,"Gran:ITGA4_B:SPON2","Gran","ITGA4","B","SPON2",0.177714285714286,0.0955,0.89598702003725,0.26934471267845,NA
"1063",1063,"Gran:ITGA4_DC:SPON2","Gran","ITGA4","DC","SPON2",0.147666666666667,0.12,0.299309792225344,0.26934471267845,NA
"1065",1065,"Gran:ITGA4_HSPC:SPON2","Gran","ITGA4","HSPC","SPON2",0.212142857142857,0.1145,0.88968850553358,0.26934471267845,NA
"1066",1066,"Gran:ITGA4_NK:SPON2","Gran","ITGA4","NK","SPON2",0.516333333333333,0.371833333333333,0.473646630545428,0.26934471267845,NA
"1067",1067,"Gran:ITGA4_T:SPON2","Gran","ITGA4","T","SPON2",0.242714285714286,0.141,0.783563862727823,0.26934471267845,NA
"1068",1068,"B:ITGB2_Gran:S100A8","B","ITGB2","Gran","S100A8",0.557142857142857,0.837666666666667,-0.58832896858013,NA,-0.386327559613375
"1069",1069,"DC:ITGB2_Gran:S100A8","DC","ITGB2","Gran","S100A8",0.826833333333333,1.1225,-0.441046988456987,NA,-0.386327559613375
"1070",1070,"Ery:ITGB2_Gran:S100A8","Ery","ITGB2","Gran","S100A8",0.391666666666667,0.666666666666667,-0.767339243209725,NA,-0.386327559613375
"1071",1071,"Gran:ITGB2_Gran:S100A8","Gran","ITGB2","Gran","S100A8",0.913285714285714,1.22233333333333,-0.420499593544254,NA,-0.386327559613375
"1072",1072,"HSPC:ITGB2_Gran:S100A8","HSPC","ITGB2","Gran","S100A8",0.633142857142857,0.872333333333333,-0.462348464335294,NA,-0.386327559613375
"1073",1073,"Mono:ITGB2_Gran:S100A8","Mono","ITGB2","Gran","S100A8",0.949714285714286,1.22866666666667,-0.371528110196817,NA,-0.386327559613375
"1074",1074,"NK:ITGB2_B:S100A8","NK","ITGB2","B","S100A8",0.377833333333333,0.316833333333333,0.254025859092234,0.276819920038847,NA
"1075",1075,"NK:ITGB2_DC:S100A8","NK","ITGB2","DC","S100A8",0.5476,0.493833333333333,0.149098226130411,0.276819920038847,NA
"1077",1077,"NK:ITGB2_Gran:S100A8","NK","ITGB2","Gran","S100A8",0.857833333333333,1.09616666666667,-0.353697887727892,0.276819920038847,-0.386327559613375
"1078",1078,"NK:ITGB2_HSPC:S100A8","NK","ITGB2","HSPC","S100A8",0.4345,0.241333333333333,0.848328980452351,0.276819920038847,NA
"1079",1079,"NK:ITGB2_Mono:S100A8","NK","ITGB2","Mono","S100A8",1.10283333333333,1.01716666666667,0.116658689143397,0.276819920038847,NA
"1080",1080,"NK:ITGB2_NK:S100A8","NK","ITGB2","NK","S100A8",0.474,0.3525,0.427263801612103,0.276819920038847,NA
"1081",1081,"NK:ITGB2_T:S100A8","NK","ITGB2","T","S100A8",0.469333333333333,0.322166666666667,0.542805696426061,0.276819920038847,NA
"1082",1082,"T:ITGB2_Gran:S100A8","T","ITGB2","Gran","S100A8",0.697142857142857,0.946,-0.44038586294675,NA,-0.386327559613375
"1083",1083,"DC:TLR4_Gran:S100A8","DC","TLR4","Gran","S100A8",0.5125,0.822,-0.681586389288875,NA,-0.386327559613375
"1085",1085,"Gran:TLR4_Gran:S100A8","Gran","TLR4","Gran","S100A8",0.586857142857143,0.887166666666667,-0.596195805943739,NA,-0.386327559613375
"1086",1086,"HSPC:TLR4_Gran:S100A8","HSPC","TLR4","Gran","S100A8",0.523571428571429,0.800833333333333,-0.613115653976386,NA,-0.386327559613375
"1087",1087,"Mono:TLR4_Gran:S100A8","Mono","TLR4","Gran","S100A8",0.664428571428571,0.927,-0.480455226158523,NA,-0.386327559613375
"1088",1088,"B:ITGB2_Gran:S100A9","B","ITGB2","Gran","S100A9",0.611428571428571,0.8755,-0.517923209202653,NA,-0.390436315698909
"1089",1089,"DC:ITGB2_Gran:S100A9","DC","ITGB2","Gran","S100A9",0.8825,1.16033333333333,-0.394871129843984,NA,-0.390436315698909
"1090",1090,"Ery:ITGB2_Gran:S100A9","Ery","ITGB2","Gran","S100A9",0.414166666666667,0.698333333333333,-0.753704392137065,NA,-0.390436315698909
"1091",1091,"Gran:ITGB2_Gran:S100A9","Gran","ITGB2","Gran","S100A9",0.967428571428571,1.25983333333333,-0.381005837249553,NA,-0.390436315698909
"1092",1092,"HSPC:ITGB2_Gran:S100A9","HSPC","ITGB2","Gran","S100A9",0.687285714285714,0.91,-0.404956573061441,NA,-0.390436315698909
"1093",1093,"Mono:ITGB2_Gran:S100A9","Mono","ITGB2","Gran","S100A9",1.00357142857143,1.26666666666667,-0.335893614559107,NA,-0.390436315698909
"1094",1094,"NK:ITGB2_B:S100A9","NK","ITGB2","B","S100A9",0.3245,0.316166666666667,0.0375332053088192,0.276819920038847,NA
"1095",1095,"NK:ITGB2_DC:S100A9","NK","ITGB2","DC","S100A9",0.6054,0.613666666666667,-0.0195665456885995,0.276819920038847,NA
"1097",1097,"NK:ITGB2_Gran:S100A9","NK","ITGB2","Gran","S100A9",0.913,1.13383333333333,-0.312521823066556,0.276819920038847,-0.390436315698909
"1099",1099,"NK:ITGB2_Mono:S100A9","NK","ITGB2","Mono","S100A9",1.18766666666667,1.13133333333333,0.0701059185906361,0.276819920038847,NA
"1100",1100,"NK:ITGB2_NK:S100A9","NK","ITGB2","NK","S100A9",0.469666666666667,0.367333333333333,0.354547387738479,0.276819920038847,NA
"1101",1101,"NK:ITGB2_T:S100A9","NK","ITGB2","T","S100A9",0.5055,0.331,0.610879875095797,0.276819920038847,NA
"1102",1102,"T:ITGB2_Gran:S100A9","T","ITGB2","Gran","S100A9",0.751285714285714,0.9835,-0.38856338285544,NA,-0.390436315698909
"1103",1103,"DC:TLR4_Gran:S100A9","DC","TLR4","Gran","S100A9",0.571833333333333,0.86,-0.588741939752962,NA,-0.390436315698909
"1105",1105,"Gran:TLR4_Gran:S100A9","Gran","TLR4","Gran","S100A9",0.641285714285714,0.925,-0.528486096545734,NA,-0.390436315698909
"1106",1106,"HSPC:TLR4_Gran:S100A9","HSPC","TLR4","Gran","S100A9",0.577857142857143,0.8385,-0.53709790830461,NA,-0.390436315698909
"1107",1107,"Mono:TLR4_Gran:S100A9","Mono","TLR4","Gran","S100A9",0.718714285714286,0.964666666666667,-0.42461215358267,NA,-0.390436315698909
"1108",1108,"NK:ITGB2_B:ICAM2","NK","ITGB2","B","ICAM2",0.4335,0.345166666666667,0.328738845722479,0.276819920038847,NA
"1109",1109,"NK:ITGB2_DC:ICAM2","NK","ITGB2","DC","ICAM2",0.363,0.348833333333333,0.0574316424611978,0.276819920038847,NA
"1110",1110,"NK:ITGB2_Ery:ICAM2","NK","ITGB2","Ery","ICAM2",0.4062,0.3935,0.0458266039013041,0.276819920038847,NA
"1111",1111,"NK:ITGB2_Gran:ICAM2","NK","ITGB2","Gran","ICAM2",0.3035,0.342666666666667,-0.17510934221704,0.276819920038847,NA
"1112",1112,"NK:ITGB2_HSPC:ICAM2","NK","ITGB2","HSPC","ICAM2",0.466666666666667,0.392833333333333,0.248475068582161,0.276819920038847,NA
"1113",1113,"NK:ITGB2_Mono:ICAM2","NK","ITGB2","Mono","ICAM2",0.413,0.359333333333333,0.200819009388096,0.276819920038847,NA
"1114",1114,"NK:ITGB2_NK:ICAM2","NK","ITGB2","NK","ICAM2",0.459833333333333,0.369666666666667,0.314886091191563,0.276819920038847,NA
"1115",1115,"NK:ITGB2_T:ICAM2","NK","ITGB2","T","ICAM2",0.443833333333333,0.3475,0.353005044878588,0.276819920038847,NA
"1116",1116,"NK:LAMP1_B:FAM3C","NK","LAMP1","B","FAM3C",0.263166666666667,0.176333333333333,0.577671543746211,0.305042003297022,NA
"1117",1117,"NK:LAMP1_DC:FAM3C","NK","LAMP1","DC","FAM3C",0.134,0.1185,0.177345941559514,0.305042003297022,NA
"1118",1118,"NK:LAMP1_Ery:FAM3C","NK","LAMP1","Ery","FAM3C",0.1206,0.134166666666667,-0.153796375268101,0.305042003297022,NA
"1119",1119,"NK:LAMP1_Gran:FAM3C","NK","LAMP1","Gran","FAM3C",0.112333333333333,0.115833333333333,-0.0442643864290112,0.305042003297022,NA
"1120",1120,"NK:LAMP1_HSPC:FAM3C","NK","LAMP1","HSPC","FAM3C",0.1935,0.1305,0.568283759574526,0.305042003297022,NA
"1121",1121,"NK:LAMP1_Mono:FAM3C","NK","LAMP1","Mono","FAM3C",0.183,0.110166666666667,0.732155877497507,0.305042003297022,NA
"1122",1122,"NK:LAMP1_NK:FAM3C","NK","LAMP1","NK","FAM3C",0.172666666666667,0.1215,0.507033283359617,0.305042003297022,NA
"1123",1123,"B:HLA-C_B:CD53","B","HLA-C","B","CD53",0.673428571428571,0.6645,0.019255731916389,NA,-0.262254322349261
"1124",1124,"DC:HLA-C_B:CD53","DC","HLA-C","B","CD53",0.643833333333333,0.714333333333333,-0.149910172444616,NA,-0.262254322349261
"1125",1125,"Ery:HLA-C_B:CD53","Ery","HLA-C","B","CD53",0.388333333333333,0.3905,-0.00802699932149299,NA,-0.262254322349261
"1126",1126,"Gran:HLA-C_B:CD53","Gran","HLA-C","B","CD53",0.639571428571429,0.6915,-0.112623760304554,NA,-0.262254322349261
"1127",1127,"HSPC:HLA-C_B:CD53","HSPC","HLA-C","B","CD53",0.538,0.546333333333333,-0.0221752758216784,NA,-0.262254322349261
"1128",1128,"Mono:HLA-C_B:CD53","Mono","HLA-C","B","CD53",0.696142857142857,0.761166666666667,-0.128828988522486,NA,-0.262254322349261
"1129",1129,"NK:HLA-C_B:CD53","NK","HLA-C","B","CD53",0.870166666666667,0.826166666666667,0.0748588998776011,NA,-0.262254322349261
"1130",1130,"T:HLA-C_B:CD53","T","HLA-C","B","CD53",0.763428571428571,0.7705,-0.0133017760983371,NA,-0.262254322349261
"1131",1131,"B:HLA-DRA_B:CD53","B","HLA-DRA","B","CD53",0.786571428571429,0.831,-0.0792706942323873,NA,-0.262254322349261
"1132",1132,"DC:HLA-DRA_B:CD53","DC","HLA-DRA","B","CD53",0.866333333333333,0.9575,-0.144350259061275,NA,-0.262254322349261
"1133",1133,"Ery:HLA-DRA_B:CD53","Ery","HLA-DRA","B","CD53",0.183833333333333,0.190333333333333,-0.05012985977146,NA,-0.262254322349261
"1134",1134,"Gran:HLA-DRA_B:CD53","Gran","HLA-DRA","B","CD53",0.515571428571429,0.714333333333333,-0.470425128115763,-0.447825012493197,-0.262254322349261
"1135",1135,"Gran:HLA-DRA_DC:CD53","Gran","HLA-DRA","DC","CD53",0.576166666666667,0.777666666666667,-0.4326657037218,-0.447825012493197,NA
"1136",1136,"Gran:HLA-DRA_Ery:CD53","Gran","HLA-DRA","Ery","CD53",0.346833333333333,0.579,-0.739320788975058,-0.447825012493197,NA
"1137",1137,"Gran:HLA-DRA_Gran:CD53","Gran","HLA-DRA","Gran","CD53",0.656142857142857,0.7495,-0.19191852178452,-0.447825012493197,NA
"1138",1138,"Gran:HLA-DRA_HSPC:CD53","Gran","HLA-DRA","HSPC","CD53",0.538428571428571,0.680333333333333,-0.33748680870481,-0.447825012493197,NA
"1139",1139,"Gran:HLA-DRA_Mono:CD53","Gran","HLA-DRA","Mono","CD53",0.635142857142857,0.768,-0.27402518975177,-0.447825012493197,NA
"1140",1140,"Gran:HLA-DRA_NK:CD53","Gran","HLA-DRA","NK","CD53",0.54,0.734333333333333,-0.443475681928896,-0.447825012493197,NA
"1141",1141,"Gran:HLA-DRA_T:CD53","Gran","HLA-DRA","T","CD53",0.531714285714286,0.691833333333333,-0.379773297880904,-0.447825012493197,NA
"1142",1142,"HSPC:HLA-DRA_B:CD53","HSPC","HLA-DRA","B","CD53",0.410571428571429,0.607333333333333,-0.564855318681162,NA,-0.262254322349261
"1143",1143,"Mono:HLA-DRA_B:CD53","Mono","HLA-DRA","B","CD53",0.589857142857143,0.783166666666667,-0.408953770561387,-0.514404387512692,-0.262254322349261
"1144",1144,"Mono:HLA-DRA_DC:CD53","Mono","HLA-DRA","DC","CD53",0.650833333333333,0.8465,-0.379221925587456,-0.514404387512692,NA
"1145",1145,"Mono:HLA-DRA_Ery:CD53","Mono","HLA-DRA","Ery","CD53",0.4035,0.648,-0.683425139606845,-0.514404387512692,NA
"1146",1146,"Mono:HLA-DRA_Gran:CD53","Mono","HLA-DRA","Gran","CD53",0.730285714285714,0.818166666666667,-0.163933751755502,-0.514404387512692,NA
"1147",1147,"Mono:HLA-DRA_HSPC:CD53","Mono","HLA-DRA","HSPC","CD53",0.612571428571429,0.749166666666667,-0.290408631280485,-0.514404387512692,NA
"1148",1148,"Mono:HLA-DRA_Mono:CD53","Mono","HLA-DRA","Mono","CD53",0.709142857142857,0.836666666666667,-0.238576670044226,-0.514404387512692,NA
"1149",1149,"Mono:HLA-DRA_NK:CD53","Mono","HLA-DRA","NK","CD53",0.6315,0.803,-0.346617253729762,-0.514404387512692,NA
"1150",1150,"Mono:HLA-DRA_T:CD53","Mono","HLA-DRA","T","CD53",0.606285714285714,0.7605,-0.326950418867336,-0.514404387512692,NA
"1151",1151,"NK:HLA-DRA_B:CD53","NK","HLA-DRA","B","CD53",0.2245,0.220666666666667,0.0248467286550855,NA,-0.262254322349261
"1152",1152,"T:HLA-DRA_B:CD53","T","HLA-DRA","B","CD53",0.212857142857143,0.220833333333333,-0.0530724503248479,NA,-0.262254322349261
"1153",1153,"B:HLA-DRB1_B:CD53","B","HLA-DRB1","B","CD53",0.681571428571429,0.704833333333333,-0.0484172953809446,NA,-0.262254322349261
"1154",1154,"DC:HLA-DRB1_B:CD53","DC","HLA-DRB1","B","CD53",0.762333333333333,0.898833333333333,-0.237631668098888,NA,-0.262254322349261
"1155",1155,"Ery:HLA-DRB1_B:CD53","Ery","HLA-DRB1","B","CD53",0.151166666666667,0.155833333333333,-0.0438638142464765,NA,-0.262254322349261
"1156",1156,"Gran:HLA-DRB1_B:CD53","Gran","HLA-DRB1","B","CD53",0.435857142857143,0.673333333333333,-0.627465534396949,-0.478194771066587,-0.262254322349261
"1157",1157,"Gran:HLA-DRB1_DC:CD53","Gran","HLA-DRB1","DC","CD53",0.484833333333333,0.736666666666667,-0.603523073178488,-0.478194771066587,NA
"1158",1158,"Gran:HLA-DRB1_Ery:CD53","Gran","HLA-DRB1","Ery","CD53",0.302166666666667,0.538,-0.832261653533623,-0.478194771066587,NA
"1159",1159,"Gran:HLA-DRB1_Gran:CD53","Gran","HLA-DRB1","Gran","CD53",0.576285714285714,0.7085,-0.297983596362661,-0.478194771066587,NA
"1160",1160,"Gran:HLA-DRB1_HSPC:CD53","Gran","HLA-DRB1","HSPC","CD53",0.458285714285714,0.639166666666667,-0.479944857271823,-0.478194771066587,NA
