interaction_ID,AML.0024,AML.0160,AML.0693,AML.1371,AML.2123,AML.3133,AML.4340,healthy.1,healthy.2,healthy.3,healthy.4,healthy.4003,healthy.5
NK:TGFB1_DC:ENG,0,0,0,0,0,0,0,0,0,0,1,0,0
NK:TGFB1_Ery:ENG,0,0,1,0,1,1,0,1,1,1,1,1,1
NK:TGFB1_Gran:ENG,1,0,0,0,0,0,0,0,0,0,0,0,0
NK:TGFB1_HSPC:ENG,1,0,0,1,0,0,0,0,1,1,1,1,0
NK:TGFB1_Mono:ENG,1,0,0,0,0,0,1,0,0,0,0,0,0
T:TGFB1_DC:ENG,0,0,0,0,0,0,0,0,0,0,1,0,0
T:TGFB1_Ery:ENG,0,1,1,0,1,1,0,1,1,1,1,1,1
T:TGFB1_Gran:ENG,1,0,0,0,0,0,0,0,0,0,0,0,0
T:TGFB1_HSPC:ENG,1,0,0,1,0,0,0,0,1,1,1,1,0
T:TGFB1_Mono:ENG,1,0,0,0,0,0,1,0,0,0,0,0,0
Mono:CXCL8_DC:SDC2,1,0,0,1,0,0,0,0,1,0,0,0,0
Mono:CXCL8_Gran:SDC2,0,0,0,0,1,0,0,1,1,0,0,0,0
Mono:CXCL8_Mono:SDC2,0,0,0,0,0,0,1,1,1,0,0,0,0
NK:TGFB1_DC:SDC2,1,0,0,1,0,0,0,0,1,0,0,0,0
NK:TGFB1_Gran:SDC2,0,0,0,0,1,0,0,1,1,0,0,0,0
NK:TGFB1_Mono:SDC2,0,0,0,0,0,0,1,1,1,0,0,0,0
T:TGFB1_DC:SDC2,1,0,0,1,0,0,0,0,1,0,0,0,0
T:TGFB1_Mono:SDC2,0,0,0,0,0,0,1,1,1,0,0,0,0
Mono:C1QA_Gran:CD93,1,1,0,0,0,0,0,0,0,0,0,0,0
Mono:C1QA_Mono:CD93,1,1,0,0,0,0,0,0,0,0,0,0,0
HSPC:CXCL8_B:CD79A,1,1,1,1,1,1,1,1,0,1,0,0,0
Mono:CXCL8_B:CD79A,1,1,1,1,1,1,1,1,1,1,1,0,1
Mono:CXCL8_DC:CD79A,0,0,0,0,0,1,0,0,0,0,0,0,0
Gran:ADRB2_Mono:ADM,0,0,0,0,0,0,0,0,1,0,0,0,0
NK:ADRB2_Mono:ADM,0,0,0,0,1,0,0,0,0,0,0,0,0
T:ADRB2_Mono:ADM,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_Gran:ADM,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_Mono:ADM,1,0,0,0,0,0,0,0,0,0,0,0,0
DC:RAMP1_Mono:ADM,1,0,0,0,0,0,0,0,0,0,0,0,0
HSPC:RAMP1_Mono:ADM,0,0,0,0,0,0,1,1,1,1,0,0,0
NK:RAMP1_Mono:ADM,1,0,0,0,0,0,1,1,1,0,0,0,0
T:RAMP1_Mono:ADM,0,1,0,0,0,0,0,0,0,0,0,0,0
Ery:CALM1_DC:FAS,0,0,1,0,0,0,0,0,0,1,0,0,0
Ery:CALM1_Ery:FAS,1,1,0,1,1,1,0,1,1,1,1,0,1
Ery:CALM1_Gran:FAS,1,1,1,1,0,0,0,1,1,1,1,0,0
Ery:CALM1_HSPC:FAS,1,0,0,0,0,0,0,0,0,0,0,0,0
Ery:CALM1_Mono:FAS,1,0,0,1,0,0,0,0,0,0,0,0,0
Ery:CALM1_NK:FAS,0,0,0,1,1,0,0,0,0,0,0,0,0
Ery:CALM1_T:FAS,1,0,0,1,1,1,0,0,0,0,0,0,0
B:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
DC:CALM1_B:SELL,1,0,1,1,0,0,0,0,0,1,1,1,1
Ery:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Ery:CALM1_DC:SELL,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:CALM1_Ery:SELL,0,1,0,0,0,0,0,0,0,0,0,0,0
Ery:CALM1_Gran:SELL,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_HSPC:SELL,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_Mono:SELL,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_NK:SELL,0,0,1,1,1,1,0,0,0,1,1,1,0
Ery:CALM1_T:SELL,0,1,0,1,1,0,0,1,1,1,1,1,0
Gran:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
HSPC:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Mono:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
NK:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
T:CALM1_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
B:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
DC:CALM2_B:SELL,1,0,1,1,0,0,0,0,0,1,1,1,1
Ery:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Gran:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
HSPC:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Mono:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
NK:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
T:CALM2_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
B:CALM3_B:SELL,1,0,0,1,1,0,0,0,0,1,1,1,0
DC:CALM3_B:SELL,1,0,1,1,0,0,0,0,0,1,1,1,1
Ery:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Gran:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
HSPC:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
Mono:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
NK:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
T:CALM3_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
DC:VCAN_B:SELL,1,0,0,1,0,0,0,0,0,1,1,1,1
Gran:VCAN_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
HSPC:VCAN_B:SELL,1,0,0,0,0,0,0,0,0,0,0,0,1
Mono:VCAN_B:SELL,1,0,1,1,1,0,0,0,0,1,1,1,1
NK:VCAN_B:SELL,1,0,0,0,0,0,0,0,0,0,0,0,0
T:VCAN_B:SELL,1,0,0,0,0,0,0,0,0,0,0,0,0
Ery:CALM1_B:PTPRA,1,0,1,1,1,0,0,1,1,1,1,1,0
Ery:CALM1_DC:PTPRA,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:CALM1_Ery:PTPRA,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_Gran:PTPRA,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_HSPC:PTPRA,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_Mono:PTPRA,1,1,1,1,1,1,0,1,1,1,1,1,0
Ery:CALM1_NK:PTPRA,1,0,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_T:PTPRA,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:CALM1_Ery:AQP1,1,1,1,1,1,1,0,0,1,0,1,1,1
Ery:CALM1_DC:KCNQ1,1,0,0,0,0,0,0,1,1,1,1,1,0
Ery:CALM1_Gran:KCNQ1,1,1,0,0,0,1,0,1,1,1,1,0,0
Ery:CALM1_Mono:KCNQ1,1,0,0,0,1,1,0,1,1,1,1,0,0
Ery:CALM1_DC:PDE1B,0,0,0,1,0,0,0,0,0,0,0,0,0
Ery:CALM1_Gran:PDE1B,1,0,1,1,1,0,0,0,0,0,0,0,0
Ery:CALM1_HSPC:PDE1B,0,0,0,1,0,0,0,0,0,0,0,0,0
Ery:CALM1_Mono:PDE1B,0,0,1,1,0,0,0,0,0,0,0,0,0
Ery:CALM1_NK:PDE1B,0,0,1,0,0,0,0,0,0,0,0,0,0
Mono:CXCL8_Ery:ACKR1,1,1,1,1,1,1,0,1,1,1,1,0,1
Gran:CCL5_DC:CCR1,0,0,1,1,0,0,0,0,0,0,0,0,0
Gran:CCL5_Mono:CCR1,1,0,1,1,1,0,0,1,0,0,0,0,0
Mono:CCL3_DC:CCR1,0,1,1,1,0,0,0,0,0,1,0,0,0
Mono:CCL3_Gran:CCR1,1,1,0,1,1,1,0,1,1,1,0,0,0
Mono:CCL3_Mono:CCR1,1,1,1,1,1,1,0,1,1,1,0,0,0
DC:ICAM1_DC:ITGAX,1,0,1,0,0,0,1,1,1,1,0,1,0
Gran:ICAM1_DC:ITGAX,1,0,0,0,0,0,1,1,0,0,0,0,0
Mono:ICAM1_DC:ITGAX,1,1,1,1,0,1,1,1,1,1,0,0,0
NK:ICAM1_DC:ITGAX,0,0,1,0,0,0,0,0,0,0,0,0,0
B:HLA-C_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:HLA-C_B:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:HLA-C_B:CD81,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:HLA-C_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:HLA-C_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-C_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-C_B:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
T:HLA-C_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
B:ITGB1_B:CD81,1,1,1,1,1,0,1,1,0,1,1,1,0
DC:ITGB1_B:CD81,0,1,1,1,0,1,1,1,1,1,1,1,1
Ery:ITGB1_B:CD81,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:ITGB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:ITGB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:ITGB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB1_B:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
T:ITGB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
B:ITGA4_B:CD81,1,0,1,1,1,1,0,1,1,1,1,1,1
DC:ITGA4_B:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:ITGA4_B:CD81,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:ITGA4_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:ITGA4_DC:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:ITGA4_Ery:CD81,0,0,1,1,1,1,0,1,1,1,1,1,1
Gran:ITGA4_Gran:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:ITGA4_HSPC:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:ITGA4_Mono:CD81,1,1,1,0,1,1,1,1,1,1,1,1,0
Gran:ITGA4_NK:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:ITGA4_T:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:ITGA4_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:ITGA4_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:ITGA4_B:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
T:ITGA4_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
B:HLA-DRA_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:HLA-DRA_B:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:HLA-DRA_B:CD81,0,1,0,1,1,1,0,0,1,1,0,0,1
Gran:HLA-DRA_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_DC:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:HLA-DRA_Ery:CD81,0,0,1,1,1,1,0,1,1,1,1,1,1
Gran:HLA-DRA_Gran:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_HSPC:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_Mono:CD81,1,1,1,0,1,1,1,1,1,1,1,1,0
Gran:HLA-DRA_NK:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_T:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:HLA-DRA_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_DC:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:HLA-DRA_Ery:CD81,0,0,1,1,1,1,0,1,1,1,1,1,1
Mono:HLA-DRA_Gran:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_HSPC:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_Mono:CD81,1,1,1,0,1,1,1,1,1,1,1,1,0
Mono:HLA-DRA_NK:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_T:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-DRA_B:CD81,1,0,1,1,1,1,0,1,1,1,1,1,1
T:HLA-DRA_B:CD81,1,1,0,1,1,1,1,1,1,1,1,1,1
B:HLA-DRB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:HLA-DRB1_B:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:HLA-DRB1_B:CD81,1,1,0,1,1,0,0,0,1,1,0,0,1
Gran:HLA-DRB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_DC:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_Ery:CD81,0,0,1,1,1,1,0,1,1,1,1,1,1
Gran:HLA-DRB1_Gran:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_HSPC:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_Mono:CD81,1,1,1,0,1,1,1,1,1,1,1,1,0
Gran:HLA-DRB1_NK:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_T:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:HLA-DRB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_DC:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_Ery:CD81,0,0,1,1,1,1,0,1,1,1,1,1,1
Mono:HLA-DRB1_Gran:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_HSPC:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_Mono:CD81,1,1,1,0,1,1,1,1,1,1,1,1,0
Mono:HLA-DRB1_NK:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_T:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-DRB1_B:CD81,1,0,1,1,1,1,1,1,0,1,0,1,1
T:HLA-DRB1_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
B:IFITM1_B:CD81,1,0,0,0,0,0,0,0,0,1,0,0,0
DC:IFITM1_B:CD81,0,0,0,0,0,1,0,0,0,1,0,0,0
Ery:IFITM1_B:CD81,0,0,0,0,0,0,0,0,1,1,0,0,0
HSPC:IFITM1_B:CD81,0,1,0,0,1,0,0,1,1,1,1,0,0
Mono:IFITM1_B:CD81,1,0,0,0,0,0,0,0,0,1,0,0,0
NK:IFITM1_B:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
T:IFITM1_B:CD81,1,1,0,1,1,1,1,1,1,1,1,1,1
B:CD99_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:CD99_B:CD81,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:CD99_B:CD81,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:CD99_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:CD99_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD99_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:CD99_B:CD81,1,0,1,1,1,1,1,1,1,1,1,1,1
T:CD99_B:CD81,1,1,1,1,1,1,1,1,1,1,1,1,1
B:CD19_B:CD81,1,1,0,1,0,0,1,0,1,1,1,1,0
Gran:HLA-DRA_B:CD19,1,1,0,1,0,0,1,0,1,1,1,1,0
Mono:HLA-DRA_B:CD19,1,1,0,1,0,0,1,0,1,1,1,1,0
Gran:HLA-DRB1_B:CD19,1,1,0,1,0,0,1,0,1,1,1,1,0
Mono:HLA-DRB1_B:CD19,1,1,0,1,0,0,1,0,1,1,1,1,0
Mono:C1QA_Gran:CR1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:C1QA_HSPC:CR1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:C1QA_Mono:CR1,1,0,0,0,0,0,0,0,0,0,0,0,0
B:APP_Ery:RPSA,0,0,0,1,0,0,0,0,0,1,0,0,0
DC:APP_Ery:RPSA,0,1,1,0,0,0,0,1,1,1,1,1,1
Ery:APP_Ery:RPSA,0,1,0,0,0,0,0,0,0,1,0,0,0
Gran:APP_Ery:RPSA,1,1,1,0,1,0,0,1,1,1,1,1,1
HSPC:APP_Ery:RPSA,1,1,1,0,1,0,0,1,1,1,1,1,1
Mono:APP_Ery:RPSA,1,1,0,0,1,0,0,1,1,1,1,1,0
B:APP_Mono:PTGER2,0,0,0,1,0,0,1,0,0,1,0,0,0
DC:APP_Mono:PTGER2,0,1,1,0,0,0,1,1,1,1,1,0,0
Ery:APP_Mono:PTGER2,0,1,0,0,0,0,0,0,0,1,0,0,0
Gran:APP_Mono:PTGER2,1,1,1,0,1,0,1,1,1,1,1,0,0
HSPC:APP_Mono:PTGER2,1,1,1,0,1,0,1,1,1,1,1,0,0
Mono:APP_Mono:PTGER2,1,1,0,0,1,0,1,1,1,1,1,0,0
NK:ARF6_DC:PLD1,1,0,0,1,0,0,1,0,0,0,0,0,0
NK:ARF6_Ery:PLD1,0,0,1,0,0,0,0,1,1,1,1,1,1
NK:ARF6_Gran:PLD1,1,0,1,1,1,0,1,1,1,1,1,1,0
NK:ARF6_HSPC:PLD1,0,0,1,1,1,1,1,0,0,0,1,0,0
NK:ARF6_Mono:PLD1,0,0,1,0,1,0,1,1,0,0,0,0,0
B:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
DC:CALR_NK:HLA-F,1,0,1,1,0,1,1,1,1,1,1,1,1
Ery:CALR_NK:HLA-F,1,0,1,1,1,1,0,1,1,1,1,1,1
Gran:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:CALR_B:HLA-F,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CALR_DC:HLA-F,1,1,0,1,0,1,1,1,1,1,1,1,1
Mono:CALR_Ery:HLA-F,1,0,0,0,0,1,0,0,0,1,0,0,0
Mono:CALR_Gran:HLA-F,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CALR_HSPC:HLA-F,1,1,1,0,1,1,1,1,1,1,1,1,1
Mono:CALR_Mono:HLA-F,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:CALR_T:HLA-F,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:CALR_B:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:CALR_DC:HLA-F,1,0,0,1,0,1,1,1,1,1,1,1,1
NK:CALR_Ery:HLA-F,1,0,0,0,0,1,0,0,0,1,0,0,0
NK:CALR_Gran:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:CALR_HSPC:HLA-F,1,0,1,0,1,1,1,1,1,1,1,1,1
NK:CALR_Mono:HLA-F,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:CALR_T:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
T:CALR_NK:HLA-F,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:CALR_Ery:SCARF1,0,1,0,1,0,0,0,0,0,0,0,0,0
Mono:CALR_HSPC:SCARF1,1,0,0,0,0,0,1,0,0,1,0,0,0
NK:CALR_Ery:SCARF1,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:CALR_HSPC:SCARF1,1,0,0,0,0,0,1,0,0,1,0,0,0
DC:THBS1_Mono:CD36,1,0,0,0,0,1,0,1,1,0,0,0,0
Gran:THBS1_Mono:CD36,1,0,0,0,1,1,1,1,1,1,0,0,0
Mono:THBS1_Mono:CD36,1,0,1,0,1,0,1,1,1,1,1,1,1
NK:THBS1_Mono:CD36,1,0,1,0,0,0,0,0,0,0,0,0,0
T:THBS1_Mono:CD36,1,0,0,0,0,0,0,0,0,0,0,0,0
DC:TLR2_Mono:CD36,0,0,1,1,0,0,1,0,0,1,1,1,0
Gran:TLR2_Mono:CD36,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:TLR2_Mono:CD36,1,0,1,0,0,1,1,0,0,0,0,0,0
Mono:TLR2_Mono:CD36,1,0,1,1,1,1,1,1,1,1,1,1,1
B:S100A8_Mono:CD36,1,1,0,0,1,1,0,0,0,0,0,0,0
DC:S100A8_Mono:CD36,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:S100A8_DC:CD36,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:S100A8_Ery:CD36,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:S100A8_Gran:CD36,1,1,0,1,1,1,1,1,1,1,1,1,1
Gran:S100A8_HSPC:CD36,0,0,0,0,0,0,0,1,1,1,1,0,1
Gran:S100A8_Mono:CD36,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:S100A8_Mono:CD36,0,1,0,0,0,1,0,0,0,0,0,0,1
Mono:S100A8_Mono:CD36,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:S100A8_Mono:CD36,1,0,0,0,1,1,1,1,1,1,1,0,0
T:S100A8_Mono:CD36,1,1,0,0,1,1,0,0,0,1,0,0,0
B:S100A9_Mono:CD36,1,1,0,0,0,1,0,0,0,0,0,0,1
DC:S100A9_Mono:CD36,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:S100A9_DC:CD36,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:S100A9_Ery:CD36,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:S100A9_Gran:CD36,1,1,0,1,1,1,1,1,1,1,1,1,1
Gran:S100A9_HSPC:CD36,0,0,0,0,0,0,0,1,1,1,1,0,1
Gran:S100A9_Mono:CD36,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:S100A9_Mono:CD36,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:S100A9_Mono:CD36,1,0,0,0,1,1,1,1,1,1,1,1,0
T:S100A9_Mono:CD36,1,1,0,0,1,1,0,0,0,1,0,1,1
B:TGFB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,0
B:TGFB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,0
DC:TGFB1_Mono:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
DC:TGFB1_NK:CXCR4,1,0,1,1,0,1,1,1,1,1,1,1,1
DC:TGFB1_T:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:TGFB1_Mono:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TGFB1_NK:CXCR4,1,0,1,1,1,1,0,1,1,1,1,1,1
Ery:TGFB1_T:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:TGFB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:TGFB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:TGFB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:TGFB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:TGFB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:TGFB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:TGFB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:TGFB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:TGFB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_B:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_DC:CXCR4,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:TGFB1_Gran:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_HSPC:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_Mono:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_T:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_B:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_DC:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
T:TGFB1_Gran:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_HSPC:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:CD4_Mono:CXCR4,0,1,1,1,0,0,1,1,1,1,1,1,1
DC:CD4_NK:CXCR4,0,0,1,1,0,0,1,1,1,1,1,1,1
DC:CD4_T:CXCR4,0,1,1,1,0,0,1,1,1,1,1,1,1
Ery:CD4_Mono:CXCR4,0,0,0,0,0,0,0,1,1,1,1,0,0
Ery:CD4_NK:CXCR4,0,0,0,0,0,0,0,1,1,1,1,0,0
Ery:CD4_T:CXCR4,0,0,0,0,0,0,0,1,1,1,1,0,0
Gran:CD4_Mono:CXCR4,1,1,1,0,1,1,0,1,1,1,1,1,0
Gran:CD4_T:CXCR4,1,1,1,0,1,1,0,1,1,1,1,1,0
HSPC:CD4_T:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD4_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD4_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:CD4_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:CD4_Mono:CXCR4,0,0,0,0,0,1,0,0,0,0,0,0,0
T:CD4_T:CXCR4,0,0,0,0,0,1,0,0,0,0,0,0,0
B:MIF_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
B:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
B:MIF_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:MIF_Mono:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
DC:MIF_NK:CXCR4,1,0,1,1,0,1,1,1,1,1,1,1,1
