interaction_ID,AML.0024,AML.0160,AML.0693,AML.1371,AML.2123,AML.3133,AML.4340,healthy.1,healthy.2,healthy.3,healthy.4,healthy.4003,healthy.5
DC:MIF_T:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:MIF_B:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_DC:CXCR4,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:MIF_Ery:CXCR4,1,1,0,1,1,0,0,0,0,0,0,0,0
Ery:MIF_Gran:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_HSPC:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_Mono:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_NK:CXCR4,1,0,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_T:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:MIF_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:MIF_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:MIF_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:MIF_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:MIF_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:MIF_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:MIF_Mono:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:MIF_T:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:MIF_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:MIF_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:MIF_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
B:CD74_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
B:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
B:CD74_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:CD74_Mono:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
DC:CD74_NK:CXCR4,1,0,1,1,0,1,1,1,1,1,1,1,1
DC:CD74_T:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:CD74_Mono:CXCR4,1,1,0,1,1,1,0,0,0,1,0,0,1
Ery:CD74_T:CXCR4,1,1,0,1,1,1,0,0,0,1,0,0,1
Gran:CD74_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:CD74_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:CD74_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:CD74_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD74_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:CD74_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:CD74_Mono:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:CD74_T:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:CD74_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:CD74_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:CD74_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:ADRB2_Mono:CXCR4,0,0,0,1,0,0,0,0,0,0,1,0,0
DC:ADRB2_NK:CXCR4,0,0,0,1,0,0,0,0,0,0,1,0,0
DC:ADRB2_T:CXCR4,0,0,0,1,0,0,0,0,0,0,1,0,0
Gran:ADRB2_Mono:CXCR4,0,0,0,1,0,0,0,0,1,0,0,1,0
Gran:ADRB2_NK:CXCR4,0,0,0,1,0,0,0,0,1,0,0,1,0
Gran:ADRB2_T:CXCR4,0,0,0,1,0,0,0,0,1,0,0,1,0
HSPC:ADRB2_Mono:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
HSPC:ADRB2_NK:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
HSPC:ADRB2_T:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
Mono:ADRB2_Mono:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
Mono:ADRB2_NK:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
Mono:ADRB2_T:CXCR4,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:ADRB2_Mono:CXCR4,0,0,0,1,1,0,0,0,0,0,1,0,0
NK:ADRB2_T:CXCR4,0,0,0,1,1,0,0,0,0,0,1,0,0
T:ADRB2_Mono:CXCR4,1,0,0,1,0,0,0,0,0,0,0,0,0
T:ADRB2_T:CXCR4,1,0,0,1,0,0,0,0,0,0,0,0,0
B:HMGB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
B:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
B:HMGB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:HMGB1_Mono:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
DC:HMGB1_NK:CXCR4,1,0,1,1,0,1,1,1,1,1,1,1,1
DC:HMGB1_T:CXCR4,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:HMGB1_Mono:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:HMGB1_NK:CXCR4,1,0,1,1,1,1,0,1,1,1,1,1,1
Ery:HMGB1_T:CXCR4,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:HMGB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:HMGB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:HMGB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
HSPC:HMGB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HMGB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
Mono:HMGB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:HMGB1_Mono:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HMGB1_T:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:HMGB1_Mono:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
T:HMGB1_NK:CXCR4,1,0,1,1,1,1,1,1,1,1,1,1,1
T:HMGB1_T:CXCR4,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:CCR2_Mono:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
DC:CCR2_NK:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
DC:CCR2_T:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
Gran:CCR2_Mono:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
Gran:CCR2_NK:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
Gran:CCR2_T:CXCR4,0,0,0,0,0,0,0,0,0,0,1,1,0
Mono:CCR2_Mono:CXCR4,0,0,0,0,0,0,0,0,0,0,1,0,0
Mono:CCR2_NK:CXCR4,0,0,0,0,0,0,0,0,0,0,1,0,0
Mono:CCR2_T:CXCR4,0,0,0,0,0,0,0,0,0,0,1,0,0
Mono:ACKR3_B:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_DC:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_Gran:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_HSPC:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_Mono:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:ACKR3_T:CXCR4,1,0,0,0,0,0,0,0,0,0,0,0,0
NK:TGFB1_B:TGFBR1,0,0,0,0,0,0,1,1,0,0,0,0,0
NK:TGFB1_DC:TGFBR1,1,0,1,1,0,1,1,1,0,0,1,0,0
NK:TGFB1_Ery:TGFBR1,0,0,0,0,0,0,0,0,0,1,0,0,0
NK:TGFB1_Gran:TGFBR1,0,0,0,1,0,0,1,1,1,1,0,1,0
NK:TGFB1_HSPC:TGFBR1,0,0,0,0,1,1,1,1,1,0,1,1,0
NK:TGFB1_Mono:TGFBR1,0,0,1,1,0,0,1,1,0,0,1,0,0
NK:TGFB1_NK:TGFBR1,0,0,0,1,0,0,1,0,0,0,1,1,0
NK:TGFB1_T:TGFBR1,0,0,0,1,0,0,0,0,0,0,0,0,0
T:TGFB1_B:TGFBR1,0,0,0,0,0,0,1,1,0,0,0,0,0
T:TGFB1_DC:TGFBR1,1,1,1,1,0,1,1,1,0,0,1,0,0
T:TGFB1_Ery:TGFBR1,0,0,0,0,0,0,0,0,0,1,0,0,0
T:TGFB1_Gran:TGFBR1,0,0,0,1,0,0,1,1,1,1,0,1,0
T:TGFB1_HSPC:TGFBR1,0,0,0,0,1,1,1,1,1,0,1,1,0
T:TGFB1_Mono:TGFBR1,0,0,1,1,0,0,1,1,0,0,1,0,0
T:TGFB1_NK:TGFBR1,0,0,0,1,0,0,1,0,0,0,1,1,0
T:TGFB1_T:TGFBR1,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:TGFB1_Gran:ACVRL1,1,0,0,0,0,0,0,0,0,0,0,0,0
T:TGFB1_Gran:ACVRL1,1,0,0,0,0,0,0,0,0,0,0,0,0
NK:TGFB1_B:TGFBR2,0,0,1,1,1,1,1,1,1,1,1,1,0
NK:TGFB1_DC:TGFBR2,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:TGFB1_Ery:TGFBR2,0,0,0,1,0,1,0,1,1,0,1,0,0
NK:TGFB1_Gran:TGFBR2,0,0,1,1,0,0,1,1,1,1,1,1,0
NK:TGFB1_HSPC:TGFBR2,0,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_Mono:TGFBR2,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:TGFB1_NK:TGFBR2,1,0,1,1,0,1,1,0,0,1,1,1,0
NK:TGFB1_T:TGFBR2,1,0,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_B:TGFBR2,0,1,1,1,1,1,1,1,1,1,1,1,0
T:TGFB1_DC:TGFBR2,1,1,1,1,0,1,1,1,1,1,1,1,1
T:TGFB1_Ery:TGFBR2,0,1,0,1,0,1,0,1,1,0,1,0,0
T:TGFB1_Gran:TGFBR2,0,1,1,1,0,0,1,1,1,1,1,1,0
T:TGFB1_HSPC:TGFBR2,0,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_Mono:TGFBR2,1,1,1,1,0,1,1,1,1,1,1,1,1
T:TGFB1_NK:TGFBR2,1,0,1,1,0,1,1,0,0,1,1,1,0
T:TGFB1_T:TGFBR2,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_B:SMAD3,0,0,0,1,1,0,1,0,0,1,0,1,0
NK:TGFB1_DC:SMAD3,1,0,0,1,0,1,1,0,1,1,1,1,0
NK:TGFB1_Ery:SMAD3,0,0,0,1,0,1,0,1,1,1,1,1,1
NK:TGFB1_Gran:SMAD3,1,0,1,1,1,1,1,1,1,1,0,0,0
NK:TGFB1_HSPC:SMAD3,1,0,0,1,0,0,1,1,1,1,1,1,1
NK:TGFB1_Mono:SMAD3,1,0,1,1,0,1,1,1,1,1,0,0,0
NK:TGFB1_NK:SMAD3,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:TGFB1_T:SMAD3,0,0,0,1,0,0,0,0,0,0,0,0,0
T:TGFB1_B:SMAD3,0,0,0,1,1,0,1,0,0,1,0,1,0
T:TGFB1_DC:SMAD3,1,1,0,1,0,1,1,0,1,1,1,1,0
T:TGFB1_Ery:SMAD3,0,1,0,1,0,1,0,1,1,1,1,1,1
T:TGFB1_Gran:SMAD3,1,1,1,1,1,1,1,1,1,1,0,0,0
T:TGFB1_HSPC:SMAD3,1,0,0,1,0,0,1,1,1,1,1,1,1
T:TGFB1_Mono:SMAD3,1,1,1,1,0,1,1,1,1,1,0,0,0
T:TGFB1_NK:SMAD3,0,0,0,1,0,0,0,0,0,0,0,0,0
T:TGFB1_T:SMAD3,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:TGFB1_DC:TGFBR3,0,0,0,0,0,0,1,0,0,0,0,0,0
NK:TGFB1_NK:TGFBR3,1,0,1,1,1,1,1,0,1,1,1,1,1
NK:TGFB1_T:TGFBR3,1,0,0,1,1,1,1,0,0,1,0,1,1
T:TGFB1_DC:TGFBR3,0,0,0,0,0,0,1,0,0,0,0,0,0
T:TGFB1_NK:TGFBR3,1,0,1,1,1,1,1,0,1,1,1,1,1
T:TGFB1_T:TGFBR3,1,0,0,1,1,1,1,0,0,1,0,1,1
NK:TGFB1_Ery:LTBP1,1,0,1,1,1,1,0,1,1,1,1,1,1
NK:TGFB1_HSPC:LTBP1,0,0,0,1,0,0,0,0,0,0,0,0,0
T:TGFB1_Ery:LTBP1,1,1,1,1,1,1,0,1,1,1,1,1,1
T:TGFB1_HSPC:LTBP1,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:TGFB1_DC:CD109,0,0,0,0,0,0,1,1,1,0,0,0,0
NK:TGFB1_Ery:CD109,0,0,0,0,0,0,0,0,1,1,0,0,0
NK:TGFB1_Gran:CD109,0,0,0,0,1,0,0,1,1,0,0,0,0
NK:TGFB1_HSPC:CD109,1,0,1,0,0,1,1,1,1,1,1,1,1
NK:TGFB1_Mono:CD109,0,0,0,0,0,0,0,1,0,0,0,0,0
T:TGFB1_DC:CD109,0,0,0,0,0,0,1,1,1,0,0,0,0
T:TGFB1_Ery:CD109,0,0,0,0,0,0,0,0,1,1,0,0,0
T:TGFB1_Gran:CD109,0,0,0,0,1,0,0,1,1,0,0,0,0
T:TGFB1_HSPC:CD109,1,0,1,0,0,1,1,1,1,1,1,1,1
T:TGFB1_Mono:CD109,0,0,0,0,0,0,0,1,0,0,0,0,0
NK:TGFB1_B:LPP,0,0,1,1,0,1,1,0,1,1,1,1,0
NK:TGFB1_DC:LPP,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:TGFB1_Ery:LPP,0,0,0,0,0,0,0,0,1,1,0,0,0
NK:TGFB1_Gran:LPP,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:TGFB1_HSPC:LPP,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_Mono:LPP,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:TGFB1_NK:LPP,1,0,1,1,1,1,1,1,1,1,1,1,0
NK:TGFB1_T:LPP,1,0,1,1,1,1,1,0,1,1,0,1,1
T:TGFB1_B:LPP,0,1,1,1,0,1,1,0,1,1,1,1,0
T:TGFB1_DC:LPP,1,1,1,1,0,1,1,1,1,1,1,1,1
T:TGFB1_Ery:LPP,0,0,0,0,0,0,0,0,1,1,0,0,0
T:TGFB1_Gran:LPP,1,1,1,1,0,1,1,1,1,1,1,1,1
T:TGFB1_HSPC:LPP,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_Mono:LPP,1,1,1,1,1,1,1,1,1,1,1,1,1
T:TGFB1_NK:LPP,1,0,1,1,1,1,1,1,1,1,1,1,0
T:TGFB1_T:LPP,1,1,1,1,1,1,1,0,1,1,0,1,1
DC:ICAM1_B:EZR,1,0,1,0,0,0,1,1,1,1,0,1,0
DC:ICAM1_T:EZR,1,0,1,0,0,0,1,1,1,1,0,1,0
Gran:ICAM1_B:EZR,1,0,0,0,1,0,1,1,0,0,0,0,0
Gran:ICAM1_T:EZR,1,0,0,0,1,0,1,1,0,0,0,0,0
Mono:ICAM1_B:EZR,1,1,1,1,0,1,1,1,1,1,0,0,0
Mono:ICAM1_T:EZR,1,1,1,1,0,1,1,1,1,1,0,0,0
NK:ICAM1_B:EZR,0,0,1,0,1,0,0,0,0,0,0,0,0
NK:ICAM1_T:EZR,0,0,1,0,1,0,0,0,0,0,0,0,0
DC:ICAM1_Ery:SPN,1,0,1,0,0,0,0,1,1,1,0,1,0
Gran:ICAM1_Ery:SPN,1,0,0,0,1,0,0,1,0,0,0,0,0
Mono:ICAM1_Ery:SPN,1,1,1,1,0,1,0,1,1,1,0,0,0
NK:ICAM1_Ery:SPN,0,0,1,0,1,0,0,0,0,0,0,0,0
B:FYN_Ery:SPN,0,0,0,1,0,0,0,0,0,1,0,0,0
DC:FYN_Ery:SPN,1,1,1,1,0,0,0,1,1,1,1,1,1
Ery:FYN_Ery:SPN,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran:FYN_Ery:SPN,1,1,1,1,0,0,0,1,1,1,1,1,1
HSPC:FYN_Ery:SPN,1,0,0,1,1,0,0,1,0,1,1,1,1
Mono:FYN_Ery:SPN,1,1,1,1,1,1,0,1,1,1,1,1,1
NK:FYN_Ery:SPN,1,0,1,1,1,1,0,1,1,1,1,1,1
T:FYN_Ery:SPN,1,1,1,1,1,1,0,1,1,1,1,1,1
Mono:CD9_B:IL16,1,0,0,1,0,0,1,0,0,0,0,0,0
Mono:CD9_DC:IL16,0,0,0,1,0,0,1,0,0,0,0,0,0
Mono:CD9_Gran:IL16,1,0,0,1,0,0,0,1,0,0,0,0,0
Mono:CD9_HSPC:IL16,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD9_Mono:IL16,1,0,0,1,0,0,0,1,0,0,0,0,0
Mono:CD9_T:IL16,1,0,0,1,0,0,1,0,0,0,0,0,0
DC:CD4_Gran:HLA-DRA,0,1,1,1,0,0,1,1,1,1,1,1,1
DC:CD4_Mono:HLA-DRA,0,1,1,1,0,0,1,1,1,1,1,1,1
Ery:CD4_Gran:HLA-DRA,0,0,0,0,0,0,0,1,1,1,1,0,0
Ery:CD4_Mono:HLA-DRA,0,0,0,0,0,0,0,1,1,1,1,0,0
Gran:CD4_Gran:HLA-DRA,1,1,1,0,1,1,0,1,1,1,1,1,0
Gran:CD4_Mono:HLA-DRA,1,1,1,0,1,1,0,1,1,1,1,1,0
HSPC:CD4_Gran:HLA-DRA,1,0,0,0,0,0,0,0,0,0,0,0,0
HSPC:CD4_Mono:HLA-DRA,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD4_Gran:HLA-DRA,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD4_Mono:HLA-DRA,1,1,1,1,1,1,1,1,1,1,1,1,1
T:CD4_Gran:HLA-DRA,0,0,0,0,0,1,0,0,0,0,0,0,0
T:CD4_Mono:HLA-DRA,0,0,0,0,0,1,0,0,0,0,0,0,0
DC:CD4_Gran:HLA-DQB1,0,1,1,1,0,0,1,1,1,1,1,1,1
DC:CD4_Mono:HLA-DQB1,0,1,1,1,0,0,1,1,1,1,1,1,1
Ery:CD4_Gran:HLA-DQB1,0,0,0,0,0,0,0,1,1,1,1,0,0
Ery:CD4_Mono:HLA-DQB1,0,0,0,0,0,0,0,1,1,1,1,0,0
Gran:CD4_Gran:HLA-DQB1,1,1,1,0,1,1,0,1,1,1,1,1,0
Gran:CD4_Mono:HLA-DQB1,1,1,1,0,1,1,0,1,1,1,1,1,0
HSPC:CD4_Gran:HLA-DQB1,1,0,0,0,0,0,0,0,0,0,0,0,0
HSPC:CD4_Mono:HLA-DQB1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD4_Gran:HLA-DQB1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD4_Mono:HLA-DQB1,1,1,1,1,1,1,1,1,1,1,1,1,1
T:CD4_Gran:HLA-DQB1,0,0,0,0,0,1,0,0,0,0,0,0,0
T:CD4_Mono:HLA-DQB1,0,0,0,0,0,1,0,0,0,0,0,0,0
DC:CD4_Gran:HLA-DMA,0,1,1,1,0,0,1,1,1,1,1,1,1
DC:CD4_Mono:HLA-DMA,0,1,1,1,0,0,1,1,1,1,1,1,1
Ery:CD4_Gran:HLA-DMA,0,0,0,0,0,0,0,1,1,1,1,0,0
Ery:CD4_Mono:HLA-DMA,0,0,0,0,0,0,0,1,1,1,1,0,0
Gran:CD4_Gran:HLA-DMA,1,1,1,0,1,1,0,1,1,1,1,1,0
Gran:CD4_Mono:HLA-DMA,0,1,1,0,1,1,0,1,1,1,1,1,0
HSPC:CD4_Gran:HLA-DMA,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD4_Gran:HLA-DMA,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:CD4_Mono:HLA-DMA,0,1,1,1,1,1,1,1,1,1,1,1,1
T:CD4_Gran:HLA-DMA,0,0,0,0,0,1,0,0,0,0,0,0,0
T:CD4_Mono:HLA-DMA,0,0,0,0,0,1,0,0,0,0,0,0,0
Ery:TFRC_Gran:MELTF,1,0,0,0,0,0,0,0,0,0,0,0,0
Ery:TFRC_HSPC:MELTF,1,0,0,0,0,0,0,0,0,0,0,0,0
NK:ITGB2_DC:ICAM4,1,0,0,1,0,0,0,0,0,0,0,0,0
NK:ITGB2_Ery:ICAM4,1,0,1,0,1,1,0,1,1,1,1,1,1
NK:ITGB2_Gran:ICAM4,0,0,0,0,0,0,1,0,0,0,0,0,0
NK:ITGB2_HSPC:ICAM4,0,0,0,0,1,0,0,1,1,1,1,1,1
NK:ITGB2_Mono:ICAM4,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran:ITGA4_DC:ICAM4,1,0,0,1,0,0,0,0,0,0,0,0,0
Gran:ITGA4_Ery:ICAM4,1,1,1,0,1,1,0,1,1,1,1,1,1
Gran:ITGA4_Gran:ICAM4,0,0,0,0,0,0,1,0,0,0,0,0,0
Gran:ITGA4_HSPC:ICAM4,0,0,0,0,1,0,0,1,1,1,1,1,1
Gran:ITGA4_Mono:ICAM4,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran:ITGA4_Ery:TGM2,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:ITGA4_Gran:TGM2,0,0,0,0,1,0,0,0,0,0,0,0,0
NK:HLA-F_DC:LILRB2,1,0,0,1,0,0,0,1,1,1,1,1,1
NK:HLA-F_Gran:LILRB2,1,0,0,1,0,0,0,1,1,1,1,1,1
NK:HLA-F_Mono:LILRB2,1,0,1,1,1,1,1,1,1,1,1,1,1
DC:FCGRT_DC:LILRB2,1,1,0,1,0,0,0,1,1,1,1,1,1
DC:FCGRT_Gran:LILRB2,1,1,0,1,0,0,0,1,1,1,1,1,1
DC:FCGRT_Mono:LILRB2,1,1,1,1,0,0,1,1,1,1,1,1,1
Ery:FCGRT_DC:LILRB2,0,1,0,1,0,0,0,1,1,1,1,1,1
Ery:FCGRT_Gran:LILRB2,0,1,0,1,0,0,0,1,1,1,1,1,1
Ery:FCGRT_Mono:LILRB2,0,1,1,1,1,1,0,1,1,1,1,1,1
NK:HLA-F_B:LILRB1,0,0,0,1,0,0,1,0,0,0,0,0,0
NK:HLA-F_DC:LILRB1,1,0,1,1,0,1,0,0,0,1,1,1,1
NK:HLA-F_Ery:LILRB1,1,0,0,0,0,0,0,0,0,0,0,0,0
NK:HLA-F_Gran:LILRB1,1,0,0,0,0,0,0,0,0,0,1,0,0
NK:HLA-F_Mono:LILRB1,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_NK:LILRB1,0,0,0,1,1,0,0,0,0,0,0,0,0
NK:HLA-F_T:LILRB1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ery:MIF_B:TNFRSF14,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:MIF_DC:TNFRSF14,1,0,0,0,0,0,0,1,1,1,1,1,1
Ery:MIF_Ery:TNFRSF14,0,0,0,0,0,1,0,1,1,1,1,1,1
Ery:MIF_Gran:TNFRSF14,1,1,1,0,1,0,0,1,0,1,1,1,0
Ery:MIF_HSPC:TNFRSF14,1,1,1,0,1,1,0,1,1,1,1,1,1
Ery:MIF_Mono:TNFRSF14,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:MIF_NK:TNFRSF14,1,0,0,1,1,1,0,1,1,1,1,1,1
Ery:MIF_T:TNFRSF14,1,0,1,1,1,1,0,1,1,1,1,1,1
T:LTA_NK:TNFRSF1B,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:TNF_NK:TNFRSF1B,1,0,0,0,0,0,0,0,0,0,0,0,0
HSPC:TNF_NK:TNFRSF1B,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:TNF_NK:TNFRSF1B,1,0,1,0,0,0,0,0,0,0,0,0,0
NK:TNF_NK:TNFRSF1B,0,0,1,0,0,0,0,1,0,0,0,0,0
T:TNF_NK:TNFRSF1B,1,0,0,0,1,0,0,0,0,0,0,0,0
Ery:MIF_DC:TNFRSF10D,1,0,0,0,0,0,0,0,0,0,0,0,0
Ery:MIF_Gran:TNFRSF10D,0,0,1,0,0,0,0,0,0,0,0,0,0
B:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
DC:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_B:TNFSF9,0,1,0,0,1,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_DC:TNFSF9,1,0,1,1,0,1,1,0,0,1,0,0,0
Gran:HLA-DPA1_Ery:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_Gran:TNFSF9,1,1,1,1,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_HSPC:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_T:TNFSF9,0,0,0,0,1,0,0,0,0,0,0,0,0
HSPC:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_B:TNFSF9,0,1,0,0,1,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_DC:TNFSF9,1,0,1,1,0,1,1,0,0,1,0,0,0
Mono:HLA-DPA1_Ery:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_Gran:TNFSF9,1,1,1,1,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_HSPC:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_T:TNFSF9,0,0,0,0,1,0,0,0,0,0,0,0,0
NK:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
