"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene"
"2777","B:LRPAP1_HSPC:LRP1","B","LRPAP1","HSPC","LRP1"
"2778","B:LRPAP1_HSPC:LRP8","B","LRPAP1","HSPC","LRP8"
"2779","B:LRPAP1_HSPC:SIRPA","B","LRPAP1","HSPC","SIRPA"
"2780","B:LRPAP1_HSPC:SORL1","B","LRPAP1","HSPC","SORL1"
"2781","B:LRPAP1_HSPC:SORT1","B","LRPAP1","HSPC","SORT1"
"2782","B:LRPAP1_HSPC:VLDLR","B","LRPAP1","HSPC","VLDLR"
"2783","B:LY86_HSPC:CD180","B","LY86","HSPC","CD180"
"2784","B:LYN_HSPC:EPOR","B","LYN","HSPC","EPOR"
"2785","B:PTPN6_HSPC:CLEC12A","B","PTPN6","HSPC","CLEC12A"
"2786","B:RGS19_HSPC:ENG","B","RGS19","HSPC","ENG"
"2787","B:S100A8_HSPC:CD36","B","S100A8","HSPC","CD36"
"2788","B:S100A8_HSPC:CD68","B","S100A8","HSPC","CD68"
"2789","B:S100A8_HSPC:CD69","B","S100A8","HSPC","CD69"
"2790","B:S100A8_HSPC:ITGB2","B","S100A8","HSPC","ITGB2"
"2791","B:S100A8_HSPC:TLR4","B","S100A8","HSPC","TLR4"
"2792","B:S100A9_HSPC:ALCAM","B","S100A9","HSPC","ALCAM"
"2793","B:S100A9_HSPC:CD36","B","S100A9","HSPC","CD36"
"2794","B:S100A9_HSPC:CD68","B","S100A9","HSPC","CD68"
"2795","B:S100A9_HSPC:ITGB2","B","S100A9","HSPC","ITGB2"
"2796","B:S100A9_HSPC:TLR4","B","S100A9","HSPC","TLR4"
"2797","B:SPTAN1_HSPC:PTPRA","B","SPTAN1","HSPC","PTPRA"
"2798","B:SYK_HSPC:EPOR","B","SYK","HSPC","EPOR"
"2799","B:SYK_HSPC:FCGR2A","B","SYK","HSPC","FCGR2A"
"2800","B:TGFB1_HSPC:ACVRL1","B","TGFB1","HSPC","ACVRL1"
"2801","B:TGFB1_HSPC:CAV1","B","TGFB1","HSPC","CAV1"
"2802","B:TGFB1_HSPC:CD109","B","TGFB1","HSPC","CD109"
"2803","B:TGFB1_HSPC:CXCR4","B","TGFB1","HSPC","CXCR4"
"2804","B:TGFB1_HSPC:ENG","B","TGFB1","HSPC","ENG"
"2805","B:TGFB1_HSPC:ITGB1","B","TGFB1","HSPC","ITGB1"
"2806","B:TGFB1_HSPC:LPP","B","TGFB1","HSPC","LPP"
"2807","B:TGFB1_HSPC:SMAD3","B","TGFB1","HSPC","SMAD3"
"2808","B:TGFB1_HSPC:TGFBR2","B","TGFB1","HSPC","TGFBR2"
"2809","B:TGFB1_HSPC:TGFBR3","B","TGFB1","HSPC","TGFBR3"
"2810","B:TGOLN2_HSPC:BTN3A1","B","TGOLN2","HSPC","BTN3A1"
"2811","B:UBC_HSPC:LDLR","B","UBC","HSPC","LDLR"
"2812","B:UBC_HSPC:SMAD3","B","UBC","HSPC","SMAD3"
"2813","B:UBC_HSPC:TGFBR2","B","UBC","HSPC","TGFBR2"
"2814","B:UBC_HSPC:TLR4","B","UBC","HSPC","TLR4"
"2815","HSPC:ADGRA3_HSPC:SIGLEC10","HSPC","ADGRA3","HSPC","SIGLEC10"
"2816","HSPC:APOC1_HSPC:VLDLR","HSPC","APOC1","HSPC","VLDLR"
"2817","HSPC:ATP1B1_HSPC:NEGR1","HSPC","ATP1B1","HSPC","NEGR1"
"2818","HSPC:CD34_HSPC:SELL","HSPC","CD34","HSPC","SELL"
"2819","HSPC:CD52_HSPC:SIGLEC10","HSPC","CD52","HSPC","SIGLEC10"
"2820","HSPC:CRKL_HSPC:EPOR","HSPC","CRKL","HSPC","EPOR"
"2821","HSPC:F8_HSPC:LDLR","HSPC","F8","HSPC","LDLR"
"2822","HSPC:F8_HSPC:LRP1","HSPC","F8","HSPC","LRP1"
"2823","HSPC:FCER1A_HSPC:PEAR1","HSPC","FCER1A","HSPC","PEAR1"
"2824","HSPC:FCN1_HSPC:LRP1","HSPC","FCN1","HSPC","LRP1"
"2825","HSPC:IL17RC_HSPC:IGSF8","HSPC","IL17RC","HSPC","IGSF8"
"2826","HSPC:LGALS9_HSPC:CD44","HSPC","LGALS9","HSPC","CD44"
"2827","HSPC:LGALS9_HSPC:CD47","HSPC","LGALS9","HSPC","CD47"
"2828","HSPC:LGALS9_HSPC:HAVCR2","HSPC","LGALS9","HSPC","HAVCR2"
"2829","HSPC:LGALS9_HSPC:LRP1","HSPC","LGALS9","HSPC","LRP1"
"2830","HSPC:LGALS9_HSPC:PTPRC","HSPC","LGALS9","HSPC","PTPRC"
"2831","HSPC:LGALS9_HSPC:PTPRK","HSPC","LGALS9","HSPC","PTPRK"
"2832","HSPC:LGALS9_HSPC:SLC1A5","HSPC","LGALS9","HSPC","SLC1A5"
"2833","HSPC:LMAN1_HSPC:MCFD2","HSPC","LMAN1","HSPC","MCFD2"
"2834","HSPC:LY86_HSPC:CD180","HSPC","LY86","HSPC","CD180"
"2835","HSPC:MICA_HSPC:HCST","HSPC","MICA","HSPC","HCST"
"2836","HSPC:MPZ_HSPC:LILRA6","HSPC","MPZ","HSPC","LILRA6"
"2837","HSPC:NCAM1_HSPC:PTPRA","HSPC","NCAM1","HSPC","PTPRA"
"2838","HSPC:NCAM1_HSPC:ROBO1","HSPC","NCAM1","HSPC","ROBO1"
"2839","HSPC:NCAM1_HSPC:ROBO3","HSPC","NCAM1","HSPC","ROBO3"
"2840","HSPC:NUCB2_HSPC:ERAP1","HSPC","NUCB2","HSPC","ERAP1"
"2841","HSPC:PECAM1_HSPC:CD38","HSPC","PECAM1","HSPC","CD38"
"2842","HSPC:PIK3R1_HSPC:CBL","HSPC","PIK3R1","HSPC","CBL"
"2843","HSPC:PIK3R1_HSPC:EPN1","HSPC","PIK3R1","HSPC","EPN1"
"2844","HSPC:PIK3R1_HSPC:EPOR","HSPC","PIK3R1","HSPC","EPOR"
"2845","HSPC:PODXL2_HSPC:SELL","HSPC","PODXL2","HSPC","SELL"
"2846","HSPC:RETN_HSPC:CAP1","HSPC","RETN","HSPC","CAP1"
"2847","HSPC:RETN_HSPC:TLR4","HSPC","RETN","HSPC","TLR4"
"2848","HSPC:SERPINA1_HSPC:LRP1","HSPC","SERPINA1","HSPC","LRP1"
"2849","HSPC:SERPINE2_HSPC:LRP1","HSPC","SERPINE2","HSPC","LRP1"
"2850","HSPC:SERPINF1_HSPC:PLXDC2","HSPC","SERPINF1","HSPC","PLXDC2"
"2851","HSPC:SERPINF1_HSPC:WNT6","HSPC","SERPINF1","HSPC","WNT6"
"2852","HSPC:TGOLN2_HSPC:BTN3A1","HSPC","TGOLN2","HSPC","BTN3A1"
"2853","HSPC:TNF_HSPC:FAS","HSPC","TNF","HSPC","FAS"
"2854","HSPC:TNF_HSPC:LTBR","HSPC","TNF","HSPC","LTBR"
"2855","HSPC:TNF_HSPC:TNFRSF1A","HSPC","TNF","HSPC","TNFRSF1A"
"2856","HSPC:TNF_HSPC:TNFRSF1B","HSPC","TNF","HSPC","TNFRSF1B"
"2857","HSPC:TNF_HSPC:TNFRSF21","HSPC","TNF","HSPC","TNFRSF21"
"2858","HSPC:TNF_HSPC:TRADD","HSPC","TNF","HSPC","TRADD"
"2859","HSPC:TNF_HSPC:TRAF2","HSPC","TNF","HSPC","TRAF2"
"2860","HSPC:TNF_HSPC:TRPM2","HSPC","TNF","HSPC","TRPM2"
"2861","HSPC:TNF_HSPC:VSIR","HSPC","TNF","HSPC","VSIR"
"2862","HSPC:TOR2A_HSPC:ATP5F1B","HSPC","TOR2A","HSPC","ATP5F1B"
"2863","HSPC:ULBP2_HSPC:HCST","HSPC","ULBP2","HSPC","HCST"
"2864","HSPC:VSTM1_HSPC:LAMP1","HSPC","VSTM1","HSPC","LAMP1"
"2865","HSPC:ZYX_HSPC:ENG","HSPC","ZYX","HSPC","ENG"
"2866","Ery:ADM_HSPC:CALCRL","Ery","ADM","HSPC","CALCRL"
"2867","Ery:ADM_HSPC:VIPR1","Ery","ADM","HSPC","VIPR1"
"2868","Ery:AGTRAP_HSPC:RACK1","Ery","AGTRAP","HSPC","RACK1"
"2869","Ery:ARF1_HSPC:INSR","Ery","ARF1","HSPC","INSR"
"2870","Ery:ARF1_HSPC:PLD2","Ery","ARF1","HSPC","PLD2"
"2871","Ery:BSG_HSPC:SLC16A1","Ery","BSG","HSPC","SLC16A1"
"2872","Ery:BSG_HSPC:SLC16A7","Ery","BSG","HSPC","SLC16A7"
"2873","Ery:CALM2_HSPC:PDE1B","Ery","CALM2","HSPC","PDE1B"
"2874","Ery:CALM2_HSPC:SELL","Ery","CALM2","HSPC","SELL"
"2875","Ery:CD55_HSPC:ADGRE5","Ery","CD55","HSPC","ADGRE5"
"2876","Ery:CD55_HSPC:CR1","Ery","CD55","HSPC","CR1"
"2877","Ery:COL18A1_HSPC:ITGA5","Ery","COL18A1","HSPC","ITGA5"
"2878","Ery:COL18A1_HSPC:ITGB1","Ery","COL18A1","HSPC","ITGB1"
"2879","Ery:CXCL8_HSPC:CD79A","Ery","CXCL8","HSPC","CD79A"
"2880","Ery:ERFE_HSPC:LRP1","Ery","ERFE","HSPC","LRP1"
"2881","Ery:FCGR1A_HSPC:PILRA","Ery","FCGR1A","HSPC","PILRA"
"2882","Ery:GNAI2_HSPC:ADCY7","Ery","GNAI2","HSPC","ADCY7"
"2883","Ery:GNAI2_HSPC:CAV1","Ery","GNAI2","HSPC","CAV1"
"2884","Ery:GNAI2_HSPC:F2R","Ery","GNAI2","HSPC","F2R"
"2885","Ery:GNAI2_HSPC:FPR1","Ery","GNAI2","HSPC","FPR1"
"2886","Ery:GNAI2_HSPC:IGF1R","Ery","GNAI2","HSPC","IGF1R"
"2887","Ery:GNAI2_HSPC:LPAR3","Ery","GNAI2","HSPC","LPAR3"
"2888","Ery:GNAI2_HSPC:S1PR3","Ery","GNAI2","HSPC","S1PR3"
"2889","Ery:GSTP1_HSPC:TRAF2","Ery","GSTP1","HSPC","TRAF2"
"2890","Ery:HLA-A_HSPC:APLP2","Ery","HLA-A","HSPC","APLP2"
"2891","Ery:HLA-A_HSPC:LILRB2","Ery","HLA-A","HSPC","LILRB2"
"2892","Ery:HMGB1_HSPC:CXCR4","Ery","HMGB1","HSPC","CXCR4"
"2893","Ery:HMGB1_HSPC:HAVCR2","Ery","HMGB1","HSPC","HAVCR2"
"2894","Ery:HMGB1_HSPC:THBD","Ery","HMGB1","HSPC","THBD"
"2895","Ery:HMGB1_HSPC:TLR2","Ery","HMGB1","HSPC","TLR2"
"2896","Ery:HMGB1_HSPC:TLR4","Ery","HMGB1","HSPC","TLR4"
"2897","Ery:LGALS9_HSPC:CD44","Ery","LGALS9","HSPC","CD44"
"2898","Ery:LGALS9_HSPC:CD47","Ery","LGALS9","HSPC","CD47"
"2899","Ery:LGALS9_HSPC:HAVCR2","Ery","LGALS9","HSPC","HAVCR2"
"2900","Ery:LGALS9_HSPC:LRP1","Ery","LGALS9","HSPC","LRP1"
"2901","Ery:LGALS9_HSPC:PTPRC","Ery","LGALS9","HSPC","PTPRC"
"2902","Ery:LGALS9_HSPC:PTPRK","Ery","LGALS9","HSPC","PTPRK"
"2903","Ery:LGALS9_HSPC:SLC1A5","Ery","LGALS9","HSPC","SLC1A5"
"2904","Ery:LRPAP1_HSPC:LDLR","Ery","LRPAP1","HSPC","LDLR"
"2905","Ery:LRPAP1_HSPC:LRP1","Ery","LRPAP1","HSPC","LRP1"
"2906","Ery:LRPAP1_HSPC:LRP8","Ery","LRPAP1","HSPC","LRP8"
"2907","Ery:LRPAP1_HSPC:SIRPA","Ery","LRPAP1","HSPC","SIRPA"
"2908","Ery:LRPAP1_HSPC:SORL1","Ery","LRPAP1","HSPC","SORL1"
"2909","Ery:LRPAP1_HSPC:SORT1","Ery","LRPAP1","HSPC","SORT1"
"2910","Ery:LRPAP1_HSPC:VLDLR","Ery","LRPAP1","HSPC","VLDLR"
"2911","Ery:LTBP1_HSPC:TGFB1","Ery","LTBP1","HSPC","TGFB1"
"2912","Ery:NUCB2_HSPC:ERAP1","Ery","NUCB2","HSPC","ERAP1"
"2913","Ery:PIK3R1_HSPC:CBL","Ery","PIK3R1","HSPC","CBL"
"2914","Ery:PIK3R1_HSPC:EPN1","Ery","PIK3R1","HSPC","EPN1"
"2915","Ery:PIK3R1_HSPC:EPOR","Ery","PIK3R1","HSPC","EPOR"
"2916","Ery:S100A8_HSPC:CD36","Ery","S100A8","HSPC","CD36"
"2917","Ery:S100A8_HSPC:CD68","Ery","S100A8","HSPC","CD68"
"2918","Ery:S100A8_HSPC:CD69","Ery","S100A8","HSPC","CD69"
"2919","Ery:S100A8_HSPC:ITGB2","Ery","S100A8","HSPC","ITGB2"
"2920","Ery:S100A8_HSPC:TLR4","Ery","S100A8","HSPC","TLR4"
"2921","Ery:S100A9_HSPC:ALCAM","Ery","S100A9","HSPC","ALCAM"
"2922","Ery:S100A9_HSPC:CD36","Ery","S100A9","HSPC","CD36"
"2923","Ery:S100A9_HSPC:CD68","Ery","S100A9","HSPC","CD68"
"2924","Ery:S100A9_HSPC:ITGB2","Ery","S100A9","HSPC","ITGB2"
"2925","Ery:S100A9_HSPC:TLR4","Ery","S100A9","HSPC","TLR4"
"2926","Ery:SERPINA1_HSPC:LRP1","Ery","SERPINA1","HSPC","LRP1"
"2927","Ery:SLC7A5_HSPC:THBS1","Ery","SLC7A5","HSPC","THBS1"
"2928","Ery:TFPI_HSPC:F3","Ery","TFPI","HSPC","F3"
"2929","Ery:TFPI_HSPC:LRP1","Ery","TFPI","HSPC","LRP1"
"2930","Ery:TFPI_HSPC:SDC4","Ery","TFPI","HSPC","SDC4"
"2931","Ery:TFPI_HSPC:VLDLR","Ery","TFPI","HSPC","VLDLR"
"2932","Ery:TGOLN2_HSPC:BTN3A1","Ery","TGOLN2","HSPC","BTN3A1"
"2933","Ery:THBS1_HSPC:CD36","Ery","THBS1","HSPC","CD36"
"2934","Ery:THBS1_HSPC:CD47","Ery","THBS1","HSPC","CD47"
"2935","Ery:THBS1_HSPC:GP1BB","Ery","THBS1","HSPC","GP1BB"
"2936","Ery:THBS1_HSPC:GP9","Ery","THBS1","HSPC","GP9"
"2937","Ery:THBS1_HSPC:ITGA2B","Ery","THBS1","HSPC","ITGA2B"
"2938","Ery:THBS1_HSPC:ITGA4","Ery","THBS1","HSPC","ITGA4"
"2939","Ery:THBS1_HSPC:LRP1","Ery","THBS1","HSPC","LRP1"
"2940","Ery:THBS1_HSPC:PTPRJ","Ery","THBS1","HSPC","PTPRJ"
"2941","Ery:THBS1_HSPC:SCARB1","Ery","THBS1","HSPC","SCARB1"
"2942","Ery:THBS1_HSPC:SDC4","Ery","THBS1","HSPC","SDC4"
"2943","Ery:TIMP3_HSPC:ADAM17","Ery","TIMP3","HSPC","ADAM17"
"2944","Ery:TIMP3_HSPC:CD44","Ery","TIMP3","HSPC","CD44"
"2945","Ery:TNFSF9_HSPC:HLA-DPA1","Ery","TNFSF9","HSPC","HLA-DPA1"
"2946","Ery:TNFSF9_HSPC:TRAF2","Ery","TNFSF9","HSPC","TRAF2"
"2947","Ery:TOR2A_HSPC:ATP5F1B","Ery","TOR2A","HSPC","ATP5F1B"
"2948","Ery:UBC_HSPC:LDLR","Ery","UBC","HSPC","LDLR"
"2949","Ery:UBC_HSPC:SMAD3","Ery","UBC","HSPC","SMAD3"
"2950","Ery:UBC_HSPC:TGFBR2","Ery","UBC","HSPC","TGFBR2"
"2951","Ery:UBC_HSPC:TLR4","Ery","UBC","HSPC","TLR4"
"2952","DC:A2M_HSPC:LRP1","DC","A2M","HSPC","LRP1"
"2953","DC:APC_HSPC:PROCR","DC","APC","HSPC","PROCR"
"2954","DC:APOC1_HSPC:VLDLR","DC","APOC1","HSPC","VLDLR"
"2955","DC:ARF1_HSPC:INSR","DC","ARF1","HSPC","INSR"
"2956","DC:ARF1_HSPC:PLD2","DC","ARF1","HSPC","PLD2"
"2957","DC:ATP1B1_HSPC:NEGR1","DC","ATP1B1","HSPC","NEGR1"
"2958","DC:BST1_HSPC:CAV1","DC","BST1","HSPC","CAV1"
"2959","DC:C1QB_HSPC:C1QBP","DC","C1QB","HSPC","C1QBP"
"2960","DC:C1QB_HSPC:CD33","DC","C1QB","HSPC","CD33"
"2961","DC:C1QB_HSPC:LRP1","DC","C1QB","HSPC","LRP1"
"2962","DC:CD52_HSPC:SIGLEC10","DC","CD52","HSPC","SIGLEC10"
"2963","DC:CRKL_HSPC:EPOR","DC","CRKL","HSPC","EPOR"
"2964","DC:F8_HSPC:LDLR","DC","F8","HSPC","LDLR"
"2965","DC:F8_HSPC:LRP1","DC","F8","HSPC","LRP1"
"2966","DC:FCER1A_HSPC:PEAR1","DC","FCER1A","HSPC","PEAR1"
"2967","DC:FCN1_HSPC:LRP1","DC","FCN1","HSPC","LRP1"
"2968","DC:HMGB1_HSPC:CXCR4","DC","HMGB1","HSPC","CXCR4"
"2969","DC:HMGB1_HSPC:HAVCR2","DC","HMGB1","HSPC","HAVCR2"
"2970","DC:HMGB1_HSPC:THBD","DC","HMGB1","HSPC","THBD"
"2971","DC:HMGB1_HSPC:TLR2","DC","HMGB1","HSPC","TLR2"
"2972","DC:HMGB1_HSPC:TLR4","DC","HMGB1","HSPC","TLR4"
"2973","DC:IL18_HSPC:CD48","DC","IL18","HSPC","CD48"
"2974","DC:IL18_HSPC:IL18RAP","DC","IL18","HSPC","IL18RAP"
"2975","DC:IL18R1_HSPC:NETO2","DC","IL18R1","HSPC","NETO2"
"2976","DC:LGALS9_HSPC:CD44","DC","LGALS9","HSPC","CD44"
"2977","DC:LGALS9_HSPC:CD47","DC","LGALS9","HSPC","CD47"
"2978","DC:LGALS9_HSPC:HAVCR2","DC","LGALS9","HSPC","HAVCR2"
"2979","DC:LGALS9_HSPC:LRP1","DC","LGALS9","HSPC","LRP1"
"2980","DC:LGALS9_HSPC:PTPRC","DC","LGALS9","HSPC","PTPRC"
"2981","DC:LGALS9_HSPC:PTPRK","DC","LGALS9","HSPC","PTPRK"
"2982","DC:LGALS9_HSPC:SLC1A5","DC","LGALS9","HSPC","SLC1A5"
"2983","DC:LMAN1_HSPC:MCFD2","DC","LMAN1","HSPC","MCFD2"
"2984","DC:LY86_HSPC:CD180","DC","LY86","HSPC","CD180"
"2985","DC:NCAM1_HSPC:PTPRA","DC","NCAM1","HSPC","PTPRA"
"2986","DC:NCAM1_HSPC:ROBO1","DC","NCAM1","HSPC","ROBO1"
"2987","DC:NCAM1_HSPC:ROBO3","DC","NCAM1","HSPC","ROBO3"
"2988","DC:NUCB2_HSPC:ERAP1","DC","NUCB2","HSPC","ERAP1"
"2989","DC:PIK3R1_HSPC:CBL","DC","PIK3R1","HSPC","CBL"
"2990","DC:PIK3R1_HSPC:EPN1","DC","PIK3R1","HSPC","EPN1"
"2991","DC:PIK3R1_HSPC:EPOR","DC","PIK3R1","HSPC","EPOR"
"2992","DC:S100A8_HSPC:CD36","DC","S100A8","HSPC","CD36"
"2993","DC:S100A8_HSPC:CD68","DC","S100A8","HSPC","CD68"
"2994","DC:S100A8_HSPC:CD69","DC","S100A8","HSPC","CD69"
"2995","DC:S100A8_HSPC:ITGB2","DC","S100A8","HSPC","ITGB2"
"2996","DC:S100A8_HSPC:TLR4","DC","S100A8","HSPC","TLR4"
"2997","DC:S100B_HSPC:ALCAM","DC","S100B","HSPC","ALCAM"
"2998","DC:SDC2_HSPC:PTPRJ","DC","SDC2","HSPC","PTPRJ"
"2999","DC:SRC_HSPC:EFNB1","DC","SRC","HSPC","EFNB1"
"3000","DC:TFPI_HSPC:F3","DC","TFPI","HSPC","F3"
"3001","DC:TFPI_HSPC:LRP1","DC","TFPI","HSPC","LRP1"
"3002","DC:TFPI_HSPC:SDC4","DC","TFPI","HSPC","SDC4"
"3003","DC:TFPI_HSPC:VLDLR","DC","TFPI","HSPC","VLDLR"
"3004","DC:TGOLN2_HSPC:BTN3A1","DC","TGOLN2","HSPC","BTN3A1"
"3005","DC:THBS1_HSPC:CD36","DC","THBS1","HSPC","CD36"
"3006","DC:THBS1_HSPC:CD47","DC","THBS1","HSPC","CD47"
"3007","DC:THBS1_HSPC:GP1BB","DC","THBS1","HSPC","GP1BB"
"3008","DC:THBS1_HSPC:GP9","DC","THBS1","HSPC","GP9"
"3009","DC:THBS1_HSPC:ITGA2B","DC","THBS1","HSPC","ITGA2B"
"3010","DC:THBS1_HSPC:ITGA4","DC","THBS1","HSPC","ITGA4"
"3011","DC:THBS1_HSPC:LRP1","DC","THBS1","HSPC","LRP1"
"3012","DC:THBS1_HSPC:PTPRJ","DC","THBS1","HSPC","PTPRJ"
"3013","DC:THBS1_HSPC:SCARB1","DC","THBS1","HSPC","SCARB1"
"3014","DC:THBS1_HSPC:SDC4","DC","THBS1","HSPC","SDC4"
"3015","DC:TOR2A_HSPC:ATP5F1B","DC","TOR2A","HSPC","ATP5F1B"
"3016","DC:ZYX_HSPC:ENG","DC","ZYX","HSPC","ENG"
"3017","Mono:AGTRAP_Ery:RACK1","Mono","AGTRAP","Ery","RACK1"
"3018","Mono:BMP2_Ery:ACTR2","Mono","BMP2","Ery","ACTR2"
"3019","Mono:BMP2_Ery:BMPR2","Mono","BMP2","Ery","BMPR2"
"3020","Mono:C1QB_Ery:LRP1","Mono","C1QB","Ery","LRP1"
"3021","Mono:CA2_Ery:AQP1","Mono","CA2","Ery","AQP1"
"3022","Mono:CALM2_Ery:AQP1","Mono","CALM2","Ery","AQP1"
"3023","Mono:CASP8_Ery:FAS","Mono","CASP8","Ery","FAS"
"3024","Mono:CCL5_Ery:ACKR1","Mono","CCL5","Ery","ACKR1"
"3025","Mono:CCL5_Ery:CCRL2","Mono","CCL5","Ery","CCRL2"
"3026","Mono:CD55_Ery:ADGRE5","Mono","CD55","Ery","ADGRE5"
"3027","Mono:CD55_Ery:CR1","Mono","CD55","Ery","CR1"
"3028","Mono:CTNNB1_Ery:AQP1","Mono","CTNNB1","Ery","AQP1"
"3029","Mono:CXCL8_Ery:ACKR1","Mono","CXCL8","Ery","ACKR1"
"3030","Mono:FABP5_Ery:RXRA","Mono","FABP5","Ery","RXRA"
"3031","Mono:FCN1_Ery:LRP1","Mono","FCN1","Ery","LRP1"
"3032","Mono:FYN_Ery:SPN","Mono","FYN","Ery","SPN"
"3033","Mono:HGF_Ery:CD44","Mono","HGF","Ery","CD44"
"3034","Mono:HGF_Ery:ITGB1","Mono","HGF","Ery","ITGB1"
"3035","Mono:HMGB1_Ery:CXCR4","Mono","HMGB1","Ery","CXCR4"
"3036","Mono:HMGB1_Ery:TLR2","Mono","HMGB1","Ery","TLR2"
"3037","Mono:HMGB1_Ery:TLR4","Mono","HMGB1","Ery","TLR4"
"3038","Mono:HSP90AA1_Ery:LRP1","Mono","HSP90AA1","Ery","LRP1"
"3039","Mono:LDLR_Ery:LRP1","Mono","LDLR","Ery","LRP1"
"3040","Mono:LGALS1_Ery:ITGB1","Mono","LGALS1","Ery","ITGB1"
"3041","Mono:LGALS1_Ery:PTPRC","Mono","LGALS1","Ery","PTPRC"
"3042","Mono:NAMPT_Ery:INSR","Mono","NAMPT","Ery","INSR"
"3043","Mono:PIK3R1_Ery:EPN1","Mono","PIK3R1","Ery","EPN1"
"3044","Mono:PIK3R1_Ery:EPOR","Mono","PIK3R1","Ery","EPOR"
"3045","Mono:S100A8_Ery:CD36","Mono","S100A8","Ery","CD36"
"3046","Mono:S100A8_Ery:CD68","Mono","S100A8","Ery","CD68"
"3047","Mono:S100A8_Ery:ITGB2","Mono","S100A8","Ery","ITGB2"
"3048","Mono:S100A8_Ery:TLR4","Mono","S100A8","Ery","TLR4"
"3049","Mono:S100A9_Ery:CD36","Mono","S100A9","Ery","CD36"
"3050","Mono:S100A9_Ery:CD68","Mono","S100A9","Ery","CD68"
"3051","Mono:S100A9_Ery:ITGB2","Mono","S100A9","Ery","ITGB2"
"3052","Mono:S100A9_Ery:TLR4","Mono","S100A9","Ery","TLR4"
"3053","Mono:SERPINA1_Ery:LRP1","Mono","SERPINA1","Ery","LRP1"
"3054","Mono:SIRPB2_Ery:CD47","Mono","SIRPB2","Ery","CD47"
"3055","Mono:SPTAN1_Ery:PTPRA","Mono","SPTAN1","Ery","PTPRA"
"3056","Mono:THBS1_Ery:CD36","Mono","THBS1","Ery","CD36"
"3057","Mono:THBS1_Ery:CD47","Mono","THBS1","Ery","CD47"
"3058","Mono:THBS1_Ery:ITGA4","Mono","THBS1","Ery","ITGA4"
"3059","Mono:THBS1_Ery:LRP1","Mono","THBS1","Ery","LRP1"
"3060","Mono:TOR2A_Ery:ATP5F1B","Mono","TOR2A","Ery","ATP5F1B"
"3061","Mono:UBA52_Ery:TLR4","Mono","UBA52","Ery","TLR4"
"3062","Mono:UBB_Ery:TLR4","Mono","UBB","Ery","TLR4"
"3063","Mono:UBC_Ery:TLR4","Mono","UBC","Ery","TLR4"
"3064","Gran:AGTRAP_Ery:RACK1","Gran","AGTRAP","Ery","RACK1"
"3065","Gran:BMP8B_Ery:BMPR2","Gran","BMP8B","Ery","BMPR2"
"3066","Gran:BMP8B_Ery:PLAUR","Gran","BMP8B","Ery","PLAUR"
"3067","Gran:CA2_Ery:AQP1","Gran","CA2","Ery","AQP1"
"3068","Gran:CALM2_Ery:AQP1","Gran","CALM2","Ery","AQP1"
"3069","Gran:CASP8_Ery:FAS","Gran","CASP8","Ery","FAS"
"3070","Gran:CCL5_Ery:ACKR1","Gran","CCL5","Ery","ACKR1"
"3071","Gran:CCL5_Ery:CCRL2","Gran","CCL5","Ery","CCRL2"
"3072","Gran:CD55_Ery:ADGRE5","Gran","CD55","Ery","ADGRE5"
"3073","Gran:CD55_Ery:CR1","Gran","CD55","Ery","CR1"
"3074","Gran:CTNNB1_Ery:AQP1","Gran","CTNNB1","Ery","AQP1"
"3075","Gran:CXCL8_Ery:ACKR1","Gran","CXCL8","Ery","ACKR1"
"3076","Gran:FABP5_Ery:RXRA","Gran","FABP5","Ery","RXRA"
"3077","Gran:FCN1_Ery:LRP1","Gran","FCN1","Ery","LRP1"
"3078","Gran:FYN_Ery:SPN","Gran","FYN","Ery","SPN"
"3079","Gran:HGF_Ery:CD44","Gran","HGF","Ery","CD44"
"3080","Gran:HGF_Ery:ITGB1","Gran","HGF","Ery","ITGB1"
"3081","Gran:HMGB1_Ery:CXCR4","Gran","HMGB1","Ery","CXCR4"
"3082","Gran:HMGB1_Ery:TLR2","Gran","HMGB1","Ery","TLR2"
"3083","Gran:HMGB1_Ery:TLR4","Gran","HMGB1","Ery","TLR4"
"3084","Gran:HSP90AA1_Ery:LRP1","Gran","HSP90AA1","Ery","LRP1"
"3085","Gran:LDLR_Ery:LRP1","Gran","LDLR","Ery","LRP1"
"3086","Gran:LGALS1_Ery:ITGB1","Gran","LGALS1","Ery","ITGB1"
"3087","Gran:LGALS1_Ery:PTPRC","Gran","LGALS1","Ery","PTPRC"
"3088","Gran:NAMPT_Ery:INSR","Gran","NAMPT","Ery","INSR"
"3089","Gran:PIK3R1_Ery:EPN1","Gran","PIK3R1","Ery","EPN1"
"3090","Gran:PIK3R1_Ery:EPOR","Gran","PIK3R1","Ery","EPOR"
"3091","Gran:S100A8_Ery:CD36","Gran","S100A8","Ery","CD36"
"3092","Gran:S100A8_Ery:CD68","Gran","S100A8","Ery","CD68"
"3093","Gran:S100A8_Ery:ITGB2","Gran","S100A8","Ery","ITGB2"
"3094","Gran:S100A8_Ery:TLR4","Gran","S100A8","Ery","TLR4"
"3095","Gran:S100A9_Ery:CD36","Gran","S100A9","Ery","CD36"
"3096","Gran:S100A9_Ery:CD68","Gran","S100A9","Ery","CD68"
