id_gene,ensembl,gene_name,hgnc_symbol,protein_id
1456,ENSG00000128039,SRD5A3,SRD5A3,1167
1457,ENSG00000157005,SST,SST,785
1458,ENSG00000139874,SSTR1,SSTR1,573
1459,ENSG00000180616,SSTR2,SSTR2,574
1460,ENSG00000278195,SSTR3,SSTR3,596
1461,ENSG00000132671,SSTR4,SSTR4,584
1462,ENSG00000162009,SSTR5,SSTR5,616
1463,ENSG00000137868,STRA6,STRA6,1131
1464,ENSG00000196502,SULT1A1,SULT1A1,729
1465,ENSG00000109193,SULT1E1,SULT1E1,725
1466,ENSG00000105398,SULT2A1,SULT2A1,836
1467,ENSG00000099994,SUSD2,SUSD2,1238
1468,ENSG00000006128,TAC1,TAC1,454
1469,ENSG00000166863,TAC3,TAC3,1241
1470,ENSG00000115353,TACR1,TACR1,515
1471,ENSG00000075073,TACR2,TACR2,469
1472,ENSG00000169836,TACR3,TACR3,555
1473,ENSG00000006638,TBXA2R,TBXA2R,476
1474,ENSG00000059377,TBXAS1,TBXAS1,503
1475,ENSG00000241186,TDGF1,TDGF1,366
1476,ENSG00000120156,TEK,TEK,824
1477,ENSG00000091513,TF,TF,217
1478,ENSG00000160182,TFF1,TFF1,230
1479,ENSG00000106327,TFR2,TFR2,1261
1480,ENSG00000072274,TFRC,TFRC,216
1481,ENSG00000042832,TG,TG,172
1482,ENSG00000163235,TGFA,TGFA,154
1483,ENSG00000105329,TGFB1,TGFB1,155
1484,ENSG00000092969,TGFB2,TGFB2,788
1485,ENSG00000119699,TGFB3,TGFB3,330
1486,ENSG00000106799,TGFBR1,TGFBR1,635
1487,ENSG00000163513,TGFBR2,TGFBR2,639
1488,ENSG00000069702,TGFBR3,TGFBR3,825
1489,ENSG00000178726,THBD,THBD,267
1490,ENSG00000137801,THBS1,THBS1,277
1491,ENSG00000186340,THBS2,THBS2,624
1492,ENSG00000090534,THPO,THPO,652
1493,ENSG00000126351,THRA,THRA,335
1494,ENSG00000151090,THRB,THRB,336
1495,ENSG00000154096,THY1,THY1,231
1496,ENSG00000181847,TIGIT,TIGIT,947
1497,ENSG00000102265,TIMP1,TIMP1,149
1498,ENSG00000101916,TLR8,TLR8,1197
1499,ENSG00000149932,TMEM219,TMEM219,1003
1500,ENSG00000041982,TNC,TNC,504
1501,ENSG00000228849,TNF,TNF,182
1502,ENSG00000206439,TNF,TNF,182
1503,ENSG00000232810,TNF,TNF,182
1504,ENSG00000223952,TNF,TNF,182
1505,ENSG00000228321,TNF,TNF,182
1506,ENSG00000204490,TNF,TNF,182
1507,ENSG00000230108,TNF,TNF,182
1508,ENSG00000228978,TNF,TNF,182
1509,ENSG00000104689,TNFRSF10A,TNFRSF10A,20
1510,ENSG00000120889,TNFRSF10B,TNFRSF10B,43
1511,ENSG00000173535,TNFRSF10C,TNFRSF10C,47
1512,ENSG00000173530,TNFRSF10D,TNFRSF10D,1232
1513,ENSG00000141655,TNFRSF11A,TNFRSF11A,1280
1514,ENSG00000164761,TNFRSF11B,TNFRSF11B,27
1515,ENSG00000006327,TNFRSF12A,TNFRSF12A,1186
1516,ENSG00000240505,TNFRSF13B,TNFRSF13B,48
