,ID,community,CPDB,NicheNet,CellChat,community_curated,NicheNet_curated
0,NCAN_SDC3,True,False,False,False,True,False
1,DDC_HTR1B,False,True,False,False,False,False
2,ADM_ADORA2B,False,False,True,False,False,False
3,CDH6_CDH18,False,False,True,False,False,False
4,XCL2_TACR2,False,False,True,False,False,False
5,SORL1_APP,True,False,False,False,True,False
6,TNFRSF11A_TNFSF11,False,True,False,False,False,False
7,CXCL11_TAS2R31,False,False,True,False,False,False
8,HSP90B1_TLR2,True,False,False,False,True,False
9,SLURP1_CHRNA1,True,False,False,True,False,False
10,QRFP_UTS2R,False,False,True,False,False,False
11,LAMC1_ITGAV,True,True,False,False,False,False
12,APP_RPSA,True,False,False,False,True,False
13,PAPLN_CD200,True,False,False,False,True,False
14,NBL1_BMP7,True,False,False,False,False,False
15,LAMA1_LIFR,False,False,True,False,False,False
16,PDYN_GRM6,False,False,True,False,False,False
17,CXCL11_PTGDR2,False,False,True,False,False,False
18,CCK_PTAFR,False,False,True,False,False,False
19,PCDHA9_PCDHA9,False,False,False,True,False,False
20,WNT2_SFRP2,False,True,False,False,False,False
21,NMS_CXCR5,False,False,True,False,False,False
22,XCL2_NMUR2,False,False,True,False,False,False
23,CXCL11_FPR1,False,False,True,False,False,False
24,COL4A4_ITGA2,True,True,False,False,True,False
25,CXCL11_NPBWR1,False,False,True,False,False,False
26,PROK1_TACR3,False,False,True,False,False,False
27,PNOC_SSTR2,False,False,True,False,False,False
28,INSL5_GABBR2,False,False,True,False,False,False
29,NMB_EDNRA,False,False,True,False,False,False
30,XCL1_P2RY10,False,False,True,False,False,False
31,PIK3CB_GFRA3,False,False,True,False,False,False
32,COL18A1_KDR,True,False,True,False,True,False
33,HBEGF_ERBB2,True,True,True,False,False,False
34,AVP_GPR68,False,False,True,False,False,False
35,THBS4_FKBP1B,False,False,True,False,False,False
36,CXCL9_SSTR4,False,False,True,False,False,False
37,CDH1_RACK1,False,False,True,False,False,False
38,COL5A1_LAIR1,True,False,False,False,False,False
39,CXCL2_GRM3,False,False,True,False,False,False
40,NTS_F2RL1,False,False,True,False,False,False
41,NRP1_PLXNA1,True,False,False,False,True,False
42,PROK1_NPFFR1,False,False,True,False,False,False
43,CHAT_CHRM1,False,True,False,False,False,False
44,CCL28_OPRL1,False,False,True,False,False,False
45,CCK_NPFFR1,False,False,True,False,False,False
46,RLN2_ADCYAP1R1,True,False,True,False,True,False
47,CCL20_SSTR2,False,False,True,False,False,False
48,GRP_KISS1R,False,False,True,False,False,False
49,CCL20_SSTR5,False,False,True,False,False,False
50,EFEMP2_CATSPER1,True,False,False,False,False,False
51,ITGB2_ITGAL,False,True,True,False,False,False
52,RLN1_RXFP4,True,False,False,True,False,False
53,TLN1_ITGB5,True,False,False,False,True,False
54,CCK_LPAR4,False,False,True,False,False,False
55,IL24_RARG,False,False,True,False,False,False
56,RLN3_HTR5A,False,False,True,False,False,False
57,FGB_ITGAM,True,True,False,False,True,False
58,NPB_MCHR1,False,False,True,False,False,False
59,POMC_GRM8,False,False,True,False,False,False
60,HCRT_PROKR2,False,False,True,False,False,False
61,APLN_HTR1D,False,False,True,False,False,False
62,SEMA3A_NRP2,True,False,False,False,True,False
63,DSG2_ROR1,False,False,True,False,False,False
64,CXCL1_ADRA2A,True,False,False,False,True,False
65,GJA3_GJA1,False,False,False,True,False,False
66,L1CAM_EGFR,True,False,True,False,True,False
67,EBI3_IL12RB2,False,True,True,False,False,False
68,IL27_IL27RA,True,True,True,False,True,False
69,AGT_OXGR1,False,False,True,False,False,False
70,SAA1_NPY2R,False,False,True,False,False,False
71,CXCL9_CCR4,False,False,True,False,False,False
72,WNT8A_SFRP4,False,True,False,False,False,False
73,CXCL2_TAS2R16,False,False,True,False,False,False
74,AVP_FFAR3,False,False,True,False,False,False
75,INHBE_ENG,True,False,False,False,False,False
76,CCL25_C3AR1,False,False,True,False,False,False
77,F2_HCRTR1,False,False,True,False,False,False
78,HEBP1_HTR1F,False,False,True,False,False,False
79,NTF4_NTRK2,True,True,True,False,True,True
80,ITGB4_CD151,True,False,False,False,False,False
81,IAPP_GPR45,False,False,True,False,False,False
82,SFRP1_WNT3A,False,True,False,False,False,False
83,WNT2B_FZD6,True,True,False,False,False,False
84,CD28_TMEM95,True,False,False,False,False,False
85,THBS4_LRP1,False,False,True,False,False,False
86,ITGB1_DAB2,False,False,True,False,False,False
87,PLG_ITGB1,True,False,True,False,True,True
88,FGF2_FGFRL1,True,True,True,False,True,False
89,VEGFA_PTPRZ1,False,False,True,False,False,False
90,EDN2_GCGR,False,False,True,False,False,False
91,CD33_KIRREL3,True,False,False,False,False,False
92,TNC_ITGAV_ITGB6,False,False,False,True,False,False
93,CXCL2_ADRA2C,False,False,True,False,False,False
94,C5_TAS2R14,False,False,True,False,False,False
95,CXCL5_TAS2R10,False,False,True,False,False,False
96,CCL21_CXCR1,False,False,True,False,False,False
97,PRSS1_F2RL2,True,False,False,True,False,False
98,EDN2_GPR65,False,False,True,False,False,False
99,CXCL3_HCAR1,False,False,True,False,False,False
100,PLAU_ITGA3,True,False,False,False,True,False
101,CXCL12_ITGA4,True,False,False,False,True,False
102,C3_SSTR3,False,False,True,False,False,False
103,CALM2_PLPP6,True,False,False,False,True,False
104,PMCH_GRM8,False,False,True,False,False,False
105,PDYN_NPBWR1,False,False,True,False,False,False
106,CXCL3_CHRM4,False,False,True,False,False,False
107,MFGE8_ITGAV,True,False,False,False,False,False
108,CDH6_CDH10,False,False,True,False,False,False
109,PMCH_MTNR1A,True,False,True,False,True,False
110,F12_GP1BB,True,False,False,False,True,False
111,GNAS_AVPR2,True,False,False,False,True,False
112,COL4A5_ITGA10,False,True,False,False,False,False
113,WNT16_FZD8_LRP5,False,False,False,True,False,False
114,NTS_ADRA1D,False,False,True,False,False,False
115,FGF10_FGFR3,True,False,True,False,False,True
116,INSL5_CCR10,False,False,True,False,False,False
117,NMS_NPY5R,False,False,True,False,False,False
118,AVP_LPAR5,False,False,True,False,False,False
119,COL4A4_ITGA2_ITGB1,False,False,False,True,False,False
120,CXCL2_CCR4,False,False,True,False,False,False
121,GAL_CCR1,False,False,True,False,False,False
122,RGMA_BMPR2,True,False,False,False,True,False
123,RET_EGFR,False,False,True,False,False,False
124,AVP_MC2R,False,False,True,False,False,False
125,AGT_SUCNR1,False,False,True,False,False,False
126,CD300LB_SIGLEC14,True,False,False,False,False,False
127,CALR_HLA-F,True,False,False,False,True,False
128,ERBB2_ERBB3,True,False,False,False,False,False
129,PTGS2_PTGDR2,True,False,True,False,True,True
130,FLT4_MUC15,True,False,False,False,False,False
131,LRRC4C_NTNG1,False,False,True,True,False,True
132,COL14A1_ITGB1,False,True,False,False,False,False
133,DBH_ADRB1,False,True,False,False,False,False
134,INSL5_GRM8,False,False,True,False,False,False
135,ADM_HRH2,False,False,True,False,False,False
136,GHRL_F2R,False,False,True,False,False,False
137,CCN1_ITGA5,True,False,False,False,True,False
138,IGSF11_CLEC2L,True,False,False,False,False,False
139,FBN1_ITGA5,True,True,False,False,False,False
140,FGF1_FGFR3,True,True,True,True,True,True
141,UTS2_FAS,False,False,True,False,False,False
142,APP_CCKBR,False,False,True,False,False,False
143,PECAM1_CD177,False,False,False,True,False,False
144,GNAS_LHCGR,True,False,False,False,True,False
145,PMCH_HCRTR2,False,False,True,False,False,False
146,ANPEP_SELE,True,False,False,False,True,False
147,CCL27_DRD4,False,False,True,False,False,False
148,WNT2_ROR2,False,False,True,False,False,False
149,CDH2_PTPRO,False,False,True,False,False,False
150,WNT7B_FZD7_LRP5,False,False,False,True,False,False
151,CALCA_DCLK3,True,False,False,False,True,False
152,CORT_HCAR1,False,False,True,False,False,False
153,TGFB1_ERBB2,False,False,True,False,False,False
154,ANXA1_C3AR1,False,False,True,False,False,False
155,F2_PROKR2,False,False,True,False,False,False
156,LAMA1_ITGA2_ITGB1,False,False,False,True,False,False
157,COL8A2_DDR1,True,False,False,False,False,False
158,CER1_WNT9A,True,True,False,False,False,False
159,CD34_SELP,True,True,False,True,True,False
160,INHA_TGFBR3,True,False,True,False,True,True
161,PNOC_ADRA2B,False,False,True,False,False,False
162,RXRG_ALDH1A3,False,True,False,False,False,False
163,GDF9_BMPR1B,True,False,True,False,True,False
164,SST_BDKRB1,False,False,True,False,False,False
165,FAT4_RYK,False,False,True,False,False,False
166,CXCL5_TAS2R41,False,False,True,False,False,False
167,SFRP5_WNT10A,True,False,False,False,False,False
168,CXCL11_NPY5R,False,False,True,False,False,False
169,CCL28_NMUR1,False,False,True,False,False,False
170,PCDH7_ROR2,False,False,True,False,False,False
171,COL4A2_ITGA10_ITGB1,False,False,False,True,False,False
172,NRXN1_LRRTM1,False,False,False,True,False,False
173,CXCL6_S1PR3,False,False,True,False,False,False
174,POMC_TAAR1,False,False,True,False,False,False
175,WNT10B_FZD7,True,False,False,False,False,False
176,PMCH_AVPR1B,False,False,True,False,False,False
177,C5_AGTR2,False,False,True,False,False,False
178,WNT5B_FZD6,True,True,False,True,True,False
179,EDN1_NMBR,False,False,True,False,False,False
180,GNRH1_GPR4,False,False,True,False,False,False
181,AGRP_ATRN,True,False,False,False,False,False
182,BTC_ERBB3,True,True,True,False,True,True
183,RLN3_LPAR5,False,False,True,False,False,False
184,QRFP_TACR2,False,False,True,False,False,False
185,CGA_AVPR2,False,False,True,False,False,False
186,CCL20_CNR1,False,False,True,False,False,False
187,HMGB1_TLR2,True,False,True,False,True,False
188,RLN3_GALR3,False,False,True,False,False,False
189,VCAN_TNR,True,False,False,False,False,False
190,WNT8A_FZD4_LRP6,False,False,False,True,False,False
191,MFAP2_NOTCH1,True,False,False,False,True,False
192,ACE_BDKRB2,True,False,False,False,True,False
193,PPBP_GABBR1,False,False,True,False,False,False
194,PMCH_TRHR,False,False,True,False,False,False
195,WNT3A_FZD5_LRP5,False,False,False,True,False,False
196,VIP_HTR7,False,False,True,False,False,False
197,PNOC_TAS2R46,False,False,True,False,False,False
198,CXCL13_CCR1,False,False,True,False,False,False
199,AVP_CHRM5,False,False,True,False,False,False
200,AVP_GCGR,False,False,True,False,False,False
201,DSC3_RYK,False,False,True,False,False,False
202,WNT10B_FZD6_LRP5,False,False,False,True,False,False
203,RABEP1_NTRK1,False,False,True,False,False,False
204,CD74_ACKR3,True,False,False,False,False,False
205,RLN2_NPSR1,False,False,True,False,False,False
206,IAPP_CALCRL_RAMP2,False,False,False,True,False,False
207,POMC_GPR17,False,False,True,False,False,False
208,KNG1_GNRHR,False,False,True,False,False,False
209,XCL2_HTR2C,False,False,True,False,False,False
210,QRFP_AGTR1,False,False,True,False,False,False
211,INSL5_HCAR3,False,False,True,False,False,False
212,BMP5_HJV,True,False,False,False,True,False
213,WNT6_FZD1_LRP6,False,False,False,True,False,False
214,RLN3_AGTR2,False,False,True,False,False,False
215,CORT_NPBWR1,False,False,True,False,False,False
216,GIP_HTR7,False,False,True,False,False,False
217,SST_PTGER3,False,False,True,False,False,False
218,CXCL13_SSTR2,False,False,True,False,False,False
219,DKK2_WNT10B,True,False,False,False,False,False
220,PMCH_P2RY2,False,False,True,False,False,False
221,FGB_ITGB1,True,False,False,False,True,False
222,IGFBP4_LRP6,True,False,False,False,True,False
223,CXCL11_LPAR1,False,False,True,False,False,False
224,FGF6_SDC4,True,False,False,False,True,False
225,CXCL12_TAS2R1,False,False,True,False,False,False
226,ZG16B_TLR2,True,False,False,False,True,False
227,FGFR4_LILRA6,True,False,False,False,False,False
228,VIP_CRHR2,False,False,True,False,False,False
229,PSEN1_CDH1,False,False,True,False,False,False
230,COL4A4_GP6,True,False,False,True,False,False
231,PDCD1_CEACAM1,True,False,False,False,False,False
232,SIGLEC5_IFNGR1,True,False,False,False,False,False
233,CXCL10_NPY5R,False,False,True,False,False,False
234,CXCL11_GRM7,True,False,True,False,True,False
235,POMC_GABBR2,False,False,True,False,False,False
236,FSHB_ADRB2,True,False,True,False,True,False
237,TNFSF13B_TFRC,True,True,False,False,True,False
238,WNT8A_FZD1,True,True,True,False,False,False
239,UCN2_IL10RB,True,False,True,False,True,False
240,CCL5_S1PR1,False,False,True,False,False,False
241,PTHLH_VIPR1,True,False,True,False,True,False
242,LAMA3_SDC2,True,False,False,False,True,False
243,CCL5_CASR,False,False,True,False,False,False
244,ANXA1_CCR2,False,False,True,False,False,False
245,WNT2B_FZD3_LRP5,False,False,False,True,False,False
246,PENK_LPAR3,False,False,True,False,False,False
247,IRAK4_TLR4,True,False,False,False,True,False
248,SYT1_SV2B,True,False,False,False,False,False
249,CXCL6_GALR1,False,False,True,False,False,False
250,ITGB3BP_ITGB5,True,False,False,False,True,False
251,ANGPTL4_SDC3,True,False,False,True,True,False
252,WNT8A_LRP5,True,True,True,False,False,False
253,ROR2_FZD8,True,False,False,False,False,False
254,EFNB2_EPHA8,True,False,True,False,False,False
255,GAST_QRFPR,False,False,True,False,False,False
256,C5_GALR2,False,False,True,False,False,False
257,JAM2_F11R,True,False,True,True,True,False
258,CADM1_PTPN13,True,False,False,False,False,False
259,FN1_ITGA8_ITGB1,False,False,False,True,False,False
260,MDK_ITGA6,True,False,False,False,True,False
261,THBS3_ITGA3,True,False,False,False,False,False
262,IFNA5_IFNAR1_IFNAR2,False,False,False,True,False,False
263,HCRT_LPAR6,False,False,True,False,False,False
264,GHRH_GPR27,False,False,True,False,False,False
265,PPY_GPR55,False,False,True,False,False,False
266,GHRL_LTB4R2,False,False,True,False,False,False
267,FSTL1_DIP2A,True,False,False,False,True,False
268,LAMB1_ITGA6_ITGB4,False,False,False,True,False,False
269,CCL21_SSTR5,False,False,True,False,False,False
270,PGF_NRP2,True,True,True,False,True,False
271,SFRP4_WNT7A,True,True,False,False,False,False
272,TF_SDC1,False,False,True,False,False,False
273,PENK_SSTR3,False,False,True,False,False,False
274,WNT6_FZD1,True,True,False,False,False,False
275,BMP4_BMPR1B_BMPR2,False,False,False,True,False,False
276,UTS2B_GPR65,False,False,True,False,False,False
277,ALDH1A2_RARB,False,True,False,False,False,False
278,CXCL12_S1PR2,False,False,True,False,False,False
279,NTN3_ACVR1C,False,False,True,False,False,False
280,CGA_GPR150,False,False,True,False,False,False
281,GAL_TAS2R4,False,False,True,False,False,False
282,DHH_CDON,True,True,False,False,True,False
283,SEMA6D_PLXNA1,True,False,True,True,True,True
284,SERPINF1_WNT7A,True,False,False,False,False,False
285,CALM1_TRAF2,False,False,True,False,False,False
286,CCL5_CCR10,False,False,True,False,False,False
287,CCR2_CXCR4,True,False,False,False,False,False
288,TSHB_GLP2R,False,False,True,False,False,False
289,HCRT_LPAR1,False,False,True,False,False,False
290,CXCL9_TAS2R13,False,False,True,False,False,False
291,NXPH3_NRXN1,True,False,True,False,True,True
292,PPY_CXCR4,False,False,True,False,False,False
293,CCL25_HTR1B,False,False,True,False,False,False
294,KITL_KIT,False,False,False,True,False,False
295,WNT3A_FZD7_LRP5,False,False,False,True,False,False
296,CXCL5_TAS2R7,False,False,True,False,False,False
297,RSPO3_WNT7B,True,False,False,False,False,False
298,FN1_C5AR1,True,False,False,False,True,False
299,TNFSF13B_ITGB1,False,False,True,False,False,False
300,FSHB_VIPR1,True,False,True,False,True,False
301,HRAS_CAV1,True,False,False,False,True,False
302,RTN4_GJB2,True,False,False,False,True,False
303,TAC3_NPFFR2,False,False,True,False,False,False
304,WNT7B_FZD9,True,True,False,False,False,False
305,VCAN_EGFR,True,False,False,False,True,False
306,NMB_TRHR,False,False,True,False,False,False
307,FCRL4_JAML,True,False,False,False,False,False
308,KNG1_CCR7,False,False,True,False,False,False
309,GAL_CCR5,False,False,True,False,False,False
310,NECTIN1_FGFR1,True,False,False,False,False,False
311,CXCL6_HCAR2,False,False,True,False,False,False
312,RLN1_GPR15,False,False,True,False,False,False
313,LYZ_ITGAL,True,False,False,False,True,False
314,APOC4_VLDLR,True,False,False,False,True,False
315,LHB_PTGER2,False,False,True,False,False,False
316,SEMA3D_NRP1_PLXNA2,False,False,False,True,False,False
317,EREG_ERBB2,True,False,True,False,False,False
318,TSHB_ADORA2A,False,False,True,False,False,False
319,CORT_BDKRB1,False,False,True,False,False,False
320,APOA1_KRT1,False,False,True,False,False,False
321,CCL19_DRD2,False,False,True,False,False,False
322,CCK_GPR4,False,False,True,False,False,False
323,NMU_HTR1D,False,False,True,False,False,False
324,CXCL9_LPAR5,False,False,True,False,False,False
325,PENK_CCR4,False,False,True,False,False,False
326,FLRT1_ADGRL2,False,False,False,True,False,False
327,CCL20_OXGR1,False,False,True,False,False,False
328,RLN3_RAMP1,False,False,True,False,False,False
329,BMP3_BMP4,True,False,False,False,False,False
330,PENK_SSTR1,False,False,True,False,False,False
331,CCL20_TAS2R1,False,False,True,False,False,False
332,NPW_CXCR5,False,False,True,False,False,False
333,CXCL13_HCAR1,False,False,True,False,False,False
334,CDH5_ACVRL1,False,False,True,False,False,False
335,PROK2_HRH1,False,False,True,False,False,False
336,CALCB_GPBAR1,False,False,True,False,False,False
337,IL21_IL21R_IL2RG,False,False,False,True,False,False
338,IFNB1_IFNAR1_IFNAR2,False,False,False,True,False,False
339,GNRH1_CCKBR,False,False,True,False,False,False
340,EGF_SCARB2,False,False,True,False,False,False
341,ANXA1_C5AR1,False,False,True,False,False,False
342,ROR2_FZD1,True,False,False,False,False,False
343,CCL5_OPRM1,False,False,True,False,False,False
344,EFNA3_EPHA10,True,False,False,False,True,False
345,VCAN_SELL,True,False,False,False,True,False
346,RLN1_SCTR,False,False,True,False,False,False
347,NPS_TACR1,False,False,True,False,False,False
348,PKD1_RHO,False,False,True,False,False,False
349,AGT_AGTR1,True,True,True,False,True,True
350,POMC_NPBWR1,False,False,True,False,False,False
351,PENK_TAS2R46,False,False,True,False,False,False
352,PROK2_PROKR2,True,True,True,True,True,True
353,UTS2_LTB4R2,False,False,True,False,False,False
354,LAMC2_ITGA7_ITGB1,False,False,False,True,False,False
355,NPY_MC4R,True,False,True,False,True,False
356,COL6A2_ITGA10,True,True,False,False,True,False
357,PCDHB5_PCDHB5,False,False,False,True,False,False
358,PDGFC_PDGFRA,True,True,True,True,True,True
359,C5_CNR1,False,False,True,False,False,False
360,PIK3CB_FGFR2,False,False,True,False,False,False
361,LAMA1_NT5E,True,False,False,False,True,False
362,XCL2_CHRM1,False,False,True,False,False,False
363,CXCL6_RXFP3,False,False,True,False,False,False
364,PDYN_OPRK1,True,True,True,True,True,True
365,COL11A2_ITGA11,True,True,False,False,True,False
366,FLNA_CASR,True,False,False,False,False,False
367,FSTL5_LILRB2,True,False,False,False,True,False
368,RLN3_AVPR2,False,False,True,False,False,False
369,CXCL13_P2RY13,False,False,True,False,False,False
370,TSHB_GPR83,False,False,True,False,False,False
371,RLN3_PTGER2,False,False,True,False,False,False
372,COL8A2_ITGA11,False,True,False,False,False,False
373,KLK8_F2R,False,False,False,True,False,False
374,KNG1_OPRM1,False,False,True,False,False,False
375,NPFF_F2RL3,False,False,True,False,False,False
376,CRH_GPBAR1,False,False,True,False,False,False
377,HRAS_INSR,True,False,False,False,True,False
378,WNT10A_FZD5_LRP6,False,False,False,True,False,False
379,CORT_HRH3,False,False,True,False,False,False
380,ADAM9_CDH1,False,False,True,False,False,False
381,PMCH_HCAR2,False,False,True,False,False,False
382,PPY_HCAR3,False,False,True,False,False,False
383,ADGRL1_NRG1,False,True,False,False,False,False
384,HAVCR1_CD300LB,True,False,False,False,True,False
385,IGF1_ITGAV_ITGB3,False,False,False,True,False,False
386,IGFBP4_WNT6,True,False,False,False,False,False
387,OXT_TRHR,False,False,True,False,False,False
388,DSC2_DSC3,False,False,True,False,False,False
389,EFNB2_EPHB4,True,True,True,True,True,True
390,CORT_S1PR3,False,False,True,False,False,False
391,KNG1_BDKRB2,True,True,True,True,True,True
392,CXCL11_MTNR1A,True,False,True,False,True,False
393,WNT4_SMO,True,True,False,False,True,False
394,GUCY2D_NECTIN3,True,False,False,False,False,False
395,ANXA1_EDNRB,False,False,True,False,False,False
396,WNT9A_FZD5_LRP5,False,False,False,True,False,False
397,ICOSL_CD28,False,False,False,True,False,False
398,CCL4_CCR3,True,False,True,False,True,False
399,WIF1_WNT10B,True,False,False,False,False,False
400,NPS_AGTR1,False,False,True,False,False,False
401,ITGA4_CD44,False,False,True,False,False,False
402,HLA-B_LILRA1,True,False,False,False,True,False
403,HLA-B_CANX,True,False,False,False,True,False
404,EDN1_PTGER1,False,False,True,False,False,False
405,COL27A1_ITGA11,False,True,False,False,False,False
406,TAC1_BDKRB1,False,False,True,False,False,False
407,CORT_LPAR5,False,False,True,False,False,False
408,CALCB_GPR176,False,False,True,False,False,False
409,AMH_BMPR1B,True,True,False,False,True,False
410,APP_CCR2,False,False,True,False,False,False
411,WNT10B_FZD3_LRP6,False,False,False,True,False,False
412,PF4_P2RY13,False,False,True,False,False,False
413,HSPG2_PTPRS,True,False,True,False,True,True
414,CCL28_DRD3,False,False,True,False,False,False
415,THPO_SIRPB1,True,False,False,False,False,False
416,NTRK3_SIGLEC7,True,False,False,False,False,False
417,COL5A3_ITGA11,True,True,False,False,True,False
418,APOA1_CLCA2,False,False,True,False,False,False
419,RLN1_GIPR,False,False,True,False,False,False
420,GZMA_F2RL2,True,False,False,True,False,False
421,C1QL1_ADGRB3,False,False,False,True,False,False
422,ADM2_PTH1R,True,False,True,False,True,False
423,ITGB1_CSF2RB,False,False,True,False,False,False
424,XCL2_NMBR,False,False,True,False,False,False
425,COL11A1_DDR1,True,False,False,False,True,False
426,INSL5_GPER1,False,False,True,False,False,False
427,CXCL6_ADORA3,False,False,True,False,False,False
428,RARB_ALDH1A3,False,True,False,False,False,False
429,C5_SSTR5,False,False,True,False,False,False
430,APLN_GPER1,False,False,True,False,False,False
431,WNT5B_FZD3,True,True,False,True,True,False
432,NPY_DRD4,False,False,True,False,False,False
433,WNT10A_SFRP1,True,False,False,False,False,False
434,CXCL2_SSTR2,False,False,True,False,False,False
435,F8_LDLR,True,False,False,False,True,False
436,INSL3_LEPR,False,False,True,False,False,False
437,VEGFA_EPHB2,True,True,True,False,False,False
438,TNC_ITGA7,True,False,True,False,True,False
439,COL4A4_DDR2,True,False,False,False,False,False
440,SAA1_HTR5A,False,False,True,False,False,False
441,TNFSF13B_TNFRSF13B,True,True,True,True,True,True
442,ITGA4_TFRC,False,False,True,False,False,False
443,NGFR_NTRK2,True,False,False,False,False,False
444,PF4_CXCR3,True,True,True,True,True,False
445,PROCR_SIGLEC10,True,False,False,False,False,False
446,SEMA4F_VSIR,True,False,False,False,False,False
447,CCL27_TAS2R60,False,False,True,False,False,False
448,TGFB1_BAMBI,False,False,True,False,False,False
449,GRP_PTGER1,False,False,True,False,False,False
450,PIK3CB_NTRK1,False,False,True,False,False,False
451,TSHB_MC1R,False,False,True,False,False,False
452,CXCL3_GPER1,False,False,True,False,False,False
453,COL9A2_CD44,True,False,False,True,False,False
454,TFPI_F3,True,False,True,False,True,False
455,CXCL12_SUCNR1,False,False,True,False,False,False
456,GHRH_DRD1,False,False,True,False,False,False
457,CLSTN1_PRNP,False,False,True,False,False,False
458,BTNL8_LILRB2,True,False,False,False,False,False
459,NPS_GLP1R,False,False,True,False,False,False
460,XCL1_LPAR5,False,False,True,False,False,False
461,AGT_NPSR1,False,False,True,False,False,False
462,PCDHGB1_PCDHA1,False,False,True,False,False,False
463,CXCL11_CXCR2,False,False,True,False,False,False
464,TGOLN2_BTN3A1,True,False,False,False,False,False
465,SAA1_HTR1B,False,False,True,False,False,False
466,GNRH1_HCRTR2,False,False,True,False,False,False
467,CTLA4_CD80,False,True,False,False,False,False
468,COL5A3_ITGA2,True,True,False,False,True,False
469,SELE_SELPLG,False,True,True,False,False,False
470,CCL28_CCR7,False,False,True,False,False,False
471,CCK_LPAR2,False,False,True,False,False,False
472,CXCL6_CCR3,False,False,True,False,False,False
473,F2_ITGB3,False,True,False,False,False,False
474,IGF1_TRPV2,False,False,True,False,False,True
475,SST_GRM7,True,False,True,False,True,False
476,ENAM_CD63,True,False,False,False,True,False
477,PPY_NPBWR1,False,False,True,False,False,False
478,HCRT_CHRM3,False,False,True,False,False,False
479,PPY_CHRM2,False,False,True,False,False,False
480,C3_CCR5,False,False,True,False,False,False
481,C5_CXCR5,False,False,True,False,False,False
482,SAA1_GRM4,False,False,True,False,False,False
483,SAA1_KISS1R,False,False,True,False,False,False
484,HSPA8_LDLR,True,False,False,False,True,False
485,PIGA_PIGR,True,False,False,False,True,False
486,ITGA3_CD151,True,False,False,False,False,False
487,SRD5A1_AR,False,True,False,False,False,False
488,WNT3A_CTHRC1,True,False,False,False,False,False
489,CXCL16_NMUR1,False,False,True,False,False,False
490,PLG_F2RL2,True,False,False,True,False,False
491,SIGLEC10_CD52,False,True,False,False,False,False
492,NPY_NPBWR1,False,False,True,False,False,False
493,CDH6_CNTN1,True,False,False,False,False,False
494,PYY_CXCR5,False,False,True,False,False,False
495,CCL25_DRD4,False,False,True,False,False,False
496,CXCL1_GRM7,True,False,False,False,True,False
497,CXCL3_CCR7,False,False,True,False,False,False
498,LGALS3_P2RY12,False,False,True,False,False,False
499,HSPG2_ITGB1,True,False,True,False,False,False
500,PYY_GRM2,False,False,True,False,False,False
501,LILRB2_FCAR,True,False,False,False,False,False
502,COL9A3_ITGA11_ITGB1,False,False,False,True,False,False
503,EDN3_HCRTR1,False,False,True,False,False,False
504,LTA_TNFRSF1A,True,True,True,True,True,True
505,LAMC1_SV2B,True,False,False,True,False,False
506,ADAM15_ITGA5,True,False,True,False,True,True
507,CADM4_ERBB3,True,False,False,False,False,False
508,INHBB_CFC1,True,False,False,False,True,False
509,PENK_CCR5,False,False,True,False,False,False
510,SCT_ADRB1,False,False,True,False,False,False
511,LILRA3_NETO2,True,False,False,False,False,False
512,CCL5_GABBR1,False,False,True,False,False,False
513,RLN3_GPR176,False,False,True,False,False,False
514,VIP_DRD5,False,False,True,False,False,False
515,WNT1_FZD10,True,True,False,False,False,False
516,WNT16_FZD9_LRP6,False,False,False,True,False,False
517,CCK_NPFFR2,False,False,True,False,False,False
518,COL9A1_ITGA11_ITGB1,False,False,False,True,False,False
519,INHBB_NODAL,True,False,False,False,False,False
520,CXCL13_AGTR2,False,False,True,False,False,False
521,LILRB2_SIGLEC14,True,False,False,False,False,False
522,NPY_CCR9,False,False,True,False,False,False
523,IFNE_IFNAR1_IFNAR2,False,False,False,True,False,False
524,GAL_NPY5R,False,False,True,False,False,False
525,THBS1_SDC1,True,False,True,True,True,True
526,SAA1_CCKBR,False,False,True,False,False,False
527,HCRT_PTAFR,False,False,True,False,False,False
528,PENK_DRD3,False,False,True,False,False,False
529,IL5_NR3C1,False,True,False,False,False,False
530,FGF19_NR1H4,False,True,False,False,False,False
531,HSPG2_FGFR1,True,False,True,False,True,False
532,SFTPD_ADGRE5,False,False,False,True,False,False
533,SELE_GLG1,True,True,True,True,True,True
534,NMU_UTS2R,False,False,True,False,False,False
535,APLN_OXGR1,False,False,True,False,False,False
536,CCL27_BDKRB1,False,False,True,False,False,False
537,THBS1_LRP4,True,False,False,False,False,False
538,VCAM1_ITGA5,False,False,True,False,False,False
539,ITGB7_PTCH2,False,False,True,False,False,False
540,PPY_HRH3,False,False,True,False,False,False
541,ANXA1_SSTR3,False,False,True,False,False,False
542,IFNL4_IFNLR1,True,False,False,False,True,False
543,PMCH_FFAR3,False,False,True,False,False,False
544,SST_DRD2,False,False,True,False,False,False
545,AANAT_MTNR1B,True,False,True,False,True,True
546,PSEN1_NGFR,False,False,True,False,False,False
547,FGF17_PIK3CB,False,False,True,False,False,False
548,LEAP2_GHSR,True,True,False,False,True,False
549,PPBP_CXCR2,True,True,True,True,True,True
550,DKK1_WNT1,True,False,False,False,False,False
551,VCAN_SELPLG,True,False,False,False,False,False
552,WNT3_WIF1,False,True,False,False,False,False
