,ID,community,CPDB,NicheNet,CellChat
389,IL3_CSF2RA,True,False,False,False
390,DDC_HTR2C,False,True,False,False
391,IL13_ IL4R,False,False,False,True
392,CXCL13_CXCR5,True,True,True,True
393,BMP5_ ACVR2B,False,False,False,True
394,COL4A4_GP6,False,False,False,True
395,IHH_HHIP,True,True,True,False
396,FN1_ ITGB8,False,False,False,True
397,DUSP18_ITGA1,False,False,True,False
398,WNT8A_LRP6,True,True,False,False
399,CRTAM_CADM1,False,True,False,True
400,ADAM10_AXL,True,False,False,False
401,CXCL6_ADRA2A,True,False,False,False
402,ADM_ADCYAP1R1,True,False,False,False
403,LYZ_ITGAL,True,False,False,False
404,COL4A6_ITGA11,True,True,False,False
405,LTA_TNFRSF14,True,True,True,True
406,LAMC3_ITGA6,False,False,True,True
407,CXCL8_SDC1,True,False,False,False
408,SAA1_SCARB1,True,False,False,False
409,LAMA1_ ITGB4,False,False,False,True
410,TG_LRP2,True,False,False,False
411,LAMA1_DAG1,False,False,True,True
412,VIP_SCTR,True,False,True,True
413,COL1A2_CD93,True,False,False,False
414,SPINK1_EGFR,True,False,False,False
415,PPBP_MTNR1A,True,False,False,False
416,CXCL12_CXCR3,True,True,True,False
417,EPHB6_EFNB2,False,True,False,False
418,HLA-B_LILRA1,True,False,False,False
419,EGF_LRP2,True,False,False,False
420,IL15_ IL2RG,False,False,False,True
421,PCDHGA9_PCDHGA9,False,False,False,True
422,C3_GRM7,True,False,False,False
423,IL11RA_CD40,True,False,False,False
424,IL11_ IL6ST,False,False,False,True
425,FGFR2_NECTIN1,False,True,False,False
426,IL12RB1_IL23R,True,False,False,False
427,THBS2_ ITGB1,False,False,False,True
428,PROK2_PROKR2,True,True,True,True
429,COL1A2_ ITGA11,False,False,False,True
430,SELP_SELPLG,False,True,True,False
431,IFNB1_IFNAR1,True,True,True,True
432,COL6A2_CD44,False,False,False,True
433,RGMB_BMPR1B,True,False,False,False
434,COL2A1_ITGB1,True,True,True,True
435,PLG_ITGB3,False,True,False,False
436,CCL23_ACKR2,True,False,False,False
437,ASIP_MC2R,True,False,False,False
438,TGFBR1_BMPR2,True,False,False,False
439,EFNA1_EPHA4,True,True,True,True
440,WNT5A_VANGL2,True,False,False,False
441,IFNW1_IFNAR1,True,True,True,True
442,HSP90B1_TLR2,True,False,False,False
443,IL26_IL20RB,True,False,False,False
444,ADCYAP1_DPP4,True,True,False,False
445,COL6A5_ITGA10,False,True,False,True
446,SFRP1_WNT2,False,True,False,False
447,HLA-E_KLRK1,True,True,False,True
448,CCL7_CCR3,True,True,True,True
449,DAGLA_CNR2,False,True,False,False
450,BTC_ERBB4,False,True,True,True
451,GDF2_BMPR1B,False,True,False,False
452,CD70_GPRC5B,False,True,False,False
453,RET_GFRA1,True,True,False,False
454,RARA_CRABP2,False,True,False,False
455,CLEC11A_ITGA11,True,False,False,False
456,ADAM28_ITGA4,True,False,False,False
457,LAMA3_ITGA7,False,False,False,True
458,HEBP1_ADRA2A,True,False,False,False
459,ACVR2B_ACVRL1,True,False,False,False
460,WNT8B_WIF1,False,True,False,False
461,DBH_ADRA2C,False,True,False,False
462,DKK2_LRP6,True,True,True,False
463,FGF11_FGFR3,True,False,True,False
464,CD226_NECTIN2,True,True,False,False
465,AGRN_MUSK,True,True,True,False
466,GDF2_BMPR2,True,True,False,True
467,WNT11_FZD5,False,True,False,True
468,VEGFC_ITGB1,True,False,False,False
469,APOB_MTTP,True,False,False,False
470,GHRL_GHSR,True,True,True,True
471,IL24_ IL22RA1,False,False,False,True
472,CYR61_ITGAM,False,False,True,False
473,DLK1_NOTCH3,True,True,True,True
474,IAPP_ CALCR,False,False,False,True
475,KLK6_F2RL1,False,False,False,True
476,LAMA3_ITGA3,False,True,False,True
477,MUC7_SELL,True,False,False,False
478,FRZB_WNT3,False,True,False,False
479,TGFB3_ITGB3,True,False,False,False
480,NLGN3_NRXN2,True,False,True,False
481,INSL3_RXFP4,False,False,False,True
482,FGF3_FGFR4,True,False,False,False
483,ENTPD1_ADORA1,True,True,False,True
484,ALDH1A1_RXRB,False,True,False,False
485,EFNA2_EPHA3,True,True,True,True
486,FN1_SDC1,False,False,True,True
487,F11_GP9,True,False,False,False
488,FRZB_WNT10A,False,True,False,False
489,TNXB_SDC4,False,False,False,True
490,GALP_GALR3,True,True,True,True
491,COL1A2_ITGB3,True,False,False,False
492,COL21A1_ITGB1,False,True,False,False
493,CLEC1B_KLRB1,True,False,False,True
494,CXCL12_ITGAV,True,False,False,False
495,ANGPTL3_ITGAV,True,False,False,True
496,EFNB2_GRM1,True,False,False,False
497,DDC_HTR5A,False,True,False,False
498,WNT10A_FZD4,False,False,False,True
499,APP_TNFRSF21,False,True,False,True
500,WNT1_SFRP1,False,True,False,False
501,PCDHA6_PCDHA6,False,False,False,True
502,LGI1_ADAM22,True,False,False,False
503,AFDN_EPHB2,True,False,False,False
504,CCL4_CCR3,True,False,False,False
505,BMP7_ ACVR2B,False,False,False,True
506,WNT5B_SFRP1,False,True,False,False
507,DSPP_ITGAV,False,False,False,True
508,CNTF_IL6ST,True,True,True,True
509,OMG_TNFRSF1B,True,False,True,False
510,ADAM9_ITGAV,True,False,True,False
511,LTF_IL1RL1,True,False,False,False
512,SERPING1_SELE,True,False,False,False
513,CALM1_GLP1R,True,False,False,False
514,INHA_ACVR2B,True,True,True,True
515,MSTN_ ACVR2B,False,False,False,True
516,WIF1_WNT9A,False,True,False,False
517,SEMA3G_NRP2,True,False,False,True
518,ALB_VCAM1,True,False,False,False
519,HLA-DPA1_CD4,False,False,False,True
520,GP1BB_VWF,False,True,False,False
521,GIP_GIPR,True,True,True,True
522,BMP15_ACVR1B,False,True,False,False
523,CXCL11_CCR3,True,False,True,False
524,NRXN3_CLSTN2,False,False,False,True
525,FLRT3_UNC5A,False,False,False,True
526,EFNA5_EPHA8,True,True,True,True
527,TGFBR1_TGFBR2,True,False,False,False
528,THBS1_PTPRJ,True,False,False,False
529,PVR_CD226,True,True,True,True
530,F11R_ ITGB2,False,False,False,True
531,LTA_RIPK1,True,True,False,False
532,RARRES2_CMKLR1,True,True,True,True
533,COL1A1_CD36,True,False,False,False
534,NRXN3_LRRTM4,False,False,False,True
535,SFRP4_WNT3A,False,True,False,False
536,PDGFB_PDGFRB,True,True,True,True
537,CATSPERD_CATSPER4,False,True,False,False
538,LRFN5_PTPRF,False,False,False,True
539,CLEC11A_ITGB1,True,False,False,False
540,CCL3_CCR4,True,False,False,False
541,BDNF_ERBB2,True,False,False,False
542,CRABP2_RXRB,False,True,False,False
543,PDYN_GRM7,True,False,False,False
544,WNT3A_SFRP2,False,True,False,False
545,CCL2_CCR4,True,False,True,False
546,PRLH_PRLHR,True,True,True,True
547,BST2_LILRA4,True,True,False,False
548,COL4A2_ITGA1,True,True,False,False
549,JAM2_F11R,True,False,False,True
550,MIF_CXCR4,True,False,False,False
551,HLA-E_CD8B,False,False,False,True
552,AFDN_NECTIN1,True,False,False,False
553,ADM2_RAMP2,True,True,False,False
554,GNAI2_OPRD1,True,False,False,False
555,S100A9_CD36,True,False,False,False
556,IFNA14_IFNAR1,True,True,True,True
557,TFF1_ESR2,False,True,False,False
558,INS_LRP2,True,False,False,False
559,GDF5_ROR2,True,False,True,False
560,OSM_IL6ST,True,True,True,True
561,QRFP_QRFPR,True,True,True,True
562,DCN_MET,True,False,False,False
563,WNT3_ FZD7,False,False,False,True
564,GNAI2_MTNR1A,True,False,False,False
565,WNT2_LRP5,False,True,False,True
566,VEGFB_RET,True,False,False,False
567,SEMA4A_ NRP1,False,False,False,True
568,HSP90AA1_ITGB3,True,False,False,False
569,CALM1_GRM3,True,False,False,False
570,TPH1_HTR1A,True,False,True,False
571,VTN_ITGAV,False,True,True,True
572,COL9A1_GP6,False,False,False,True
573,IL23A_LILRB2,True,False,False,False
574,COL14A1_ITGA11,False,True,False,False
575,BMP2_ACVR2A,True,True,True,True
576,PCDHGA3_PCDHGA3,False,False,False,True
577,IL7R_CRLF2,True,True,False,False
578,IL1A_IL1R2,True,True,True,True
579,ITGA4_VCAM1,False,False,True,True
580,CALR_ITGAV,True,False,False,False
581,GNAI2_TSHR,True,False,False,False
582,NLGN2_MDGA1,True,False,False,False
583,LCK_CD8B,False,True,False,True
584,COL20A1_ITGA2,False,True,False,False
585,LAMC2_ ITGB8,False,False,False,True
586,APOE_VLDLR,True,False,True,False
587,OMD_ITGAV,False,True,False,False
588,THY1_ ITGB2,False,False,False,True
589,THBS2_ITGA6,True,False,False,False
590,ANGPTL4_ ITGB1,False,False,False,True
591,ADAM23_ITGB3,True,False,True,False
592,SFRP4_WNT8A,False,True,False,False
593,DDC_DRD2,False,True,False,False
594,ADAM10_GPNMB,True,False,False,False
595,BTN1A1_NEGR1,True,False,False,False
596,COL18A1_ITGA11,False,True,False,False
597,UCN_CRHR2,True,True,True,True
598,EFNB2_EPHB3,True,True,True,True
599,NRG1_GPC1,True,False,False,False
600,CCN3_PLXNA1,True,False,False,False
601,FGG_ITGA5,True,False,False,False
602,MMP9_IFNAR1,True,False,False,False
603,FGG_TLR4,True,False,False,False
604,HAPLN1_MPIG6B,True,False,False,False
605,SPX_GPR151,False,True,False,False
606,MMP7_CD44,True,False,False,False
607,FGA_ITGAV,True,False,False,False
608,NRG1_ITGAV,False,False,False,True
609,SPON2_ITGA4,True,False,False,False
610,POMC_MC1R,True,True,True,True
611,WNT7B_FZD6,False,True,False,True
612,CD8B_LCK,True,False,False,False
613,PVR_PVRIG,True,False,False,False
614,WNT10B_FZD8,False,False,False,True
615,F2_F2R,True,False,True,True
616,THBS4_ITGA3,False,False,False,True
617,FGF13_FGFR2,True,False,True,False
618,COL26A1_ITGA2,False,True,False,False
619,WNT1_FZD3,False,True,True,True
620,FGF4_FGFR2,True,True,True,True
621,FGF19_FGFR4,True,True,True,True
622,DDC_HTR3B,False,True,False,False
623,COL4A6_CD44,False,False,False,True
624, ITGB7_VCAM1,False,False,False,True
625, NPNT_ITGA8,False,False,False,True
626,SFRP2_WNT9A,False,True,False,False
627,LTF_TREML2,True,False,False,False
628,EFNA5_EPHA3,True,True,True,True
629,FN1_ITGB3,False,True,True,False
630,GDF7_ ACVR2A,False,False,False,True
631,SFRP2_WNT8B,False,True,False,False
632,EFNA2_EPHA7,True,True,True,True
633,ALDH1A1_RARA,False,True,False,False
634,ANGPTL4_TIE1,True,False,False,False
635,LPL_CD44,True,False,False,False
636,PCDHGA2_PCDHGA2,False,False,False,True
637,GNAS_AVPR2,True,False,False,False
638,THBS1_CD36,True,True,True,True
639,WNT5A_FZD10,False,True,False,True
640,COL27A1_ITGA10,False,True,False,False
641,INHBA_ACVR2A,True,True,True,True
642,GDNF_GFRA3,True,False,False,False
643,HLA-C_CD8A,False,False,False,True
644,WNT9B_ FZD7,False,False,False,True
645,WNT9B_CER1,False,True,False,False
646,WNT8B_ FZD7,False,False,False,True
647,FGA_ITGA5,True,False,False,False
648,FLRT2_FLRT2,False,False,False,True
649,COL4A2_ITGB1,True,True,False,True
650,LIN7C_HTR2C,True,False,False,False
651,LIPH_LPAR4,True,False,True,False
652,FLRT2_UNC5C,False,False,False,True
653,GZMA_F2R,False,False,False,True
654,GAL_MTNR1A,True,False,False,False
