	gene_symbol	inDB	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
37	ABCC6	False	False	False	14.7121393349311	3	True	False	0.03831539105960492	0.9159834775576678	0.25236583
38	ABCD1	False	False	False	9.33716325652886	3	True	False	0.014100537332230973	0.6573270379867092	-0.37879184
39	ABCD3	False	False	False	38.4738457801556	3	True	False	0.08192566194831903	0.98080227821471	0.41053274
40	ABCD4	False	False	False	40.8692892679322	3	True	False	0.07484365389536154	0.8162670043975137	0.009043782
41	ABCE1	False	False	False	52.9009419886201	3	True	False	0.09674883377338929	0.6691044244159777	-0.35005337
42	ABCF1	False	False	False	70.3089042225284	3	True	False	0.13941721255329764	0.7677418339203811	-0.10936438
43	ABCF2	False	False	False	37.5901410107386	3	True	False	0.0645206459717408	0.6701909063568077	-0.34740222
44	ABCF3	False	False	False	32.1760830609718	3	True	False	0.06371463842449977	0.7280071031712047	-0.20632266
45	ABCG1	False	False	False	36.6743825245071	3	True	False	0.05363037564589937	0.9253343896440888	0.27518338
46	ABCG2	False	False	False	23.2547317516271	3	True	True	0.05244615371547366	1.221056575801248	0.9967866
47	ABHD10	False	False	False	18.9790195850827	3	True	False	0.037797935304771935	0.7255190700644814	-0.21239379
48	ABHD11	False	False	False	77.3596536716347	3	True	True	0.2062208717218128	1.0991984296719104	0.69943583
49	ABHD12	False	False	False	93.0436283058167	3	True	False	0.14941537430157079	0.8239009727426252	0.027671726
50	ABHD13	False	False	False	41.6234505695975	3	True	False	0.06578243346907092	0.7285466469278384	-0.2050061
51	ABHD14A	False	False	False	79.749256733998	3	True	False	0.17016505857256034	0.5613934303452355	-0.61288315
52	ABHD14B	False	False	False	149.011821590797	3	True	False	0.2802190505727247	0.837043250911064	0.05974071
53	ABHD15	False	False	False	12.6279969209213	3	True	False	0.025472474657844003	0.6785883294620345	-0.32691133
54	ABHD16A	False	False	False	6.55707055328946	3	True	False	0.009789289367757465	0.7538942861659084	-0.14315432
55	ABHD17A	False	False	False	68.1229225724027	3	True	False	0.11266914923754262	0.6609946664494449	-0.36984232
56	ABHD17B	False	False	False	22.6754919291749	3	True	False	0.038796925328170244	0.6641815364726964	-0.3620659
57	ABHD17C	False	False	False	39.4433050554514	3	True	False	0.0844209368681109	0.8810510117110016	0.16712576
58	ABHD2	False	False	False	58.5984973188229	3	True	False	0.10026012197485512	0.8012791862053167	-0.027528578
59	ABHD3	False	False	False	98.4914372453948	3	True	True	0.21553668455335392	1.0182360114141134	0.50187624
