cluster,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
NK,SLC15A4,5.235241151781635e-45,0.32240007650254554,0.353,0.113,8.255975296359638e-41
NK,PSMD7,6.54474528650929e-45,0.34680841740129653,0.454,0.171,1.032106331682515e-40
NK,ZFAND6,7.551200443832803e-45,0.3306010878879528,0.402,0.139,1.190824309992433e-40
NK,UBC,1.0079346039284423e-44,0.2759060031887073,0.976,0.764,1.5895128703951535e-40
NK,TRA2A,1.1904760994586874e-44,0.3431448258656813,0.495,0.19,1.8773808088463503e-40
NK,UFM1,1.5885343209569839e-44,0.3256617002243796,0.416,0.147,2.5051186241491636e-40
NK,SNHG9,3.154205009618824e-44,0.3268746188160281,0.395,0.139,4.974181300168885e-40
NK,GTF3C1,3.865232572821629e-44,0.3154755328038582,0.344,0.109,6.095471767339709e-40
NK,PIM1,4.0750097837073615e-44,0.30878486229980484,0.284,0.08,6.426290428906509e-40
NK,MAPKAPK2,4.629723718042088e-44,0.28784380658363506,0.301,0.086,7.301074303352373e-40
NK,CDC42SE2,4.964531511590617e-44,0.37855423466690197,0.643,0.293,7.829066193778403e-40
NK,MORF4L1,4.990452929991748e-44,0.3866875699616603,0.681,0.325,7.869944270596987e-40
NK,VIM,5.589454897096561e-44,0.3730819748829298,0.743,0.387,8.814570372721277e-40
NK,FAM53B,8.699254998516732e-44,0.2979647505591744,0.322,0.097,1.3718725132660886e-39
NK,SKIL,1.3024866698875964e-43,0.30969411135461605,0.334,0.106,2.0540214784127396e-39
NK,LDHA,2.472182255716223e-43,0.3900907922008974,0.708,0.364,3.898631417264484e-39
NK,ZC3H15,2.4746968835197885e-43,0.36889940387950115,0.549,0.236,3.902596985310706e-39
NK,SUPV3L1,2.6588184366923597e-43,0.27661498435378096,0.247,0.06,4.192956674663851e-39
NK,EIF3F,2.7817085457032308e-43,0.3808469321477046,0.687,0.313,4.3867543765739946e-39
NK,SELENOK,3.924808996376242e-43,0.35834663894474383,0.562,0.237,6.189423787285334e-39
NK,SAP30BP,5.3383129383130935e-43,0.29994488887973675,0.353,0.114,8.418519503719748e-39
NK,PGK1,5.489213536018167e-43,0.3461455334169298,0.495,0.2,8.656489746300649e-39
NK,BCL7B,5.877012113061909e-43,0.26980232539301385,0.255,0.064,9.268048102298631e-39
NK,LMNA,6.5479498684979205e-43,0.2795165743388507,0.195,0.037,1.032611694262122e-38
NK,KDM2A,7.85760766603989e-43,0.31165980341239025,0.414,0.148,1.2391447289344907e-38
NK,MT2A,9.700372799500219e-43,0.3988294746984107,0.553,0.259,1.5297487904811847e-38
NK,PRPF40A,1.0481992519007101e-42,0.36235456363939655,0.514,0.219,1.6530102202474198e-38
NK,MYADM,2.5809817212088518e-42,0.2806242098124214,0.228,0.053,4.070208174346359e-38
NK,TMED2,2.71253628665557e-42,0.315436646443424,0.422,0.153,4.277669724055834e-38
NK,PTGDS,2.897893729019551e-42,0.51565257546445,0.263,0.08,4.5699784106638323e-38
NK,KLRC1,3.235392338915745e-42,-0.5100204506520531,0.128,0.31,5.10221371847013e-38
NK,PTGER4,3.45414382071909e-42,0.29776826935755085,0.285,0.083,5.447184805274005e-38
NK,MEF2D,3.858549308841248e-42,0.27394909710374876,0.267,0.072,6.084932260042648e-38
NK,GGA2,4.5283824108253364e-42,0.2747690294945302,0.26,0.069,7.141259061871556e-38
NK,PTS,5.3102228242135424e-42,0.26825679364399435,0.234,0.056,8.374221393784756e-38
NK,CCND2,5.5659754373355703e-42,0.3199617882030432,0.396,0.142,8.777543264678194e-38
NK,ARNTL,6.678557670218415e-42,0.28691762487330896,0.279,0.079,1.053208544593444e-37
NK,EIF5A,9.141455419589948e-42,0.37883361882932587,0.692,0.323,1.4416075196693348e-37
NK,RAB2A,9.912595131293914e-42,0.3620667699760566,0.556,0.247,1.5632162522050504e-37
NK,HSPA9,9.970386149871405e-42,0.3557512145489915,0.557,0.24,1.5723298958347206e-37
NK,MAP3K2,1.0366922093601662e-41,0.2992423580680578,0.37,0.127,1.6348636141609821e-37
NK,UAP1,1.0706162262529457e-41,0.28349659445478104,0.258,0.069,1.6883617888008953e-37
NK,N4BP1,1.7631657333758338e-41,0.2885921513339976,0.29,0.086,2.78051236153369e-37
NK,SNRPC,2.689070107215389e-41,0.3057541357272548,0.379,0.133,4.240663559078669e-37
NK,ABT1,2.880765920883585e-41,0.26964779750282813,0.255,0.067,4.542967857233414e-37
NK,RABGGTB,3.1428069383168255e-41,0.2757974677225401,0.251,0.066,4.956206541725634e-37
NK,RPL23,4.2107736799269915e-41,0.324741925130825,0.934,0.634,6.640390093244866e-37
NK,UQCRFS1,4.4389469761136607e-41,0.3202435368978168,0.458,0.178,7.000219381331243e-37
NK,SAR1A,4.4403827171975664e-41,0.33123077827032055,0.439,0.171,7.0024835450205625e-37
NK,TRAM1,4.5059698426221825e-41,0.3307450843710043,0.462,0.181,7.105914441815182e-37
NK,IST1,4.77287530417039e-41,0.2799363290061261,0.29,0.085,7.526824354676705e-37
NK,COX6C,5.740908742884668e-41,0.383124720483929,0.796,0.431,9.053413087529121e-37
NK,RSL24D1,7.839653559396294e-41,0.35676489266671774,0.592,0.26,1.2363133663167956e-36
NK,ISCA1,1.026077581321159e-40,0.3111092391990879,0.358,0.125,1.6181243457434678e-36
NK,DYNC1LI2,1.0959069293467158e-40,0.2712944185900227,0.279,0.08,1.7282452275797707e-36
NK,RBM8A,1.5423984060317208e-40,0.368811672224411,0.659,0.31,2.432362286312024e-36
NK,EIF3D,1.5923554966618512e-40,0.3089954836993002,0.407,0.149,2.5111446182357394e-36
NK,ZFP36,1.8205986409439762e-40,0.3682332392744596,0.64,0.309,2.8710840567686505e-36
NK,PER1,1.839122996326323e-40,0.2649874886960774,0.262,0.071,2.9002969652066115e-36
NK,TOMM20,2.3281136351581384e-40,0.3474674709613885,0.574,0.248,3.671435202644384e-36
NK,LGALS1,2.5967267292044706e-40,0.37201229938502567,0.635,0.329,4.09503805195545e-36
NK,EIF4A2,2.826975343218947e-40,0.36802929685051855,0.676,0.312,4.458140116256279e-36
NK,DSTN,3.1871067331638848e-40,0.36385027504163936,0.556,0.257,5.0260673181994463e-36
NK,SUB1,3.3515605719104457e-40,0.3657278874208749,0.861,0.508,5.285411021902773e-36
NK,PTPRE,3.6159698663210874e-40,0.3480071713094277,0.487,0.207,5.7023844791883546e-36
NK,TENT2,4.2896015908093535e-40,0.2754356341834323,0.297,0.09,6.764701708706351e-36
NK,AC253572.2,4.388958164286811e-40,-0.43678617340788095,0.046,0.204,6.9213870250803e-36
NK,WAC,7.712432244432327e-40,0.33218063473347303,0.502,0.206,1.216250564946978e-35
NK,WDR26,1.0706807645013593e-39,0.2668852996064209,0.314,0.099,1.6884635656186437e-35
NK,UBE2L3,1.20299221317645e-39,0.33515881492396904,0.535,0.226,1.8971187201792617e-35
NK,ELMSAN1,1.2870654217962898e-39,0.25161638070190995,0.215,0.05,2.029702170172749e-35
NK,CWC15,1.3394376833214717e-39,0.3061009144609893,0.406,0.152,2.1122932265979608e-35
NK,PTPRJ,1.958160735738234e-39,0.2634278100579373,0.274,0.079,3.088019480259195e-35
NK,EXOSC6,2.092624469242153e-39,0.2948311979615782,0.393,0.144,3.3000687879948754e-35
NK,SH3GLB1,2.1235096534904563e-39,0.3305329058726955,0.46,0.19,3.3487747235544494e-35
NK,TRDC,2.2364881341344695e-39,-0.462554406056377,0.26,0.424,3.5269417875300583e-35
NK,TNPO1,2.283166584342422e-39,0.25378011768850933,0.239,0.062,3.6005537035079994e-35
NK,GGNBP2,2.33389494761119e-39,0.3456573533296612,0.511,0.223,3.6805523323828466e-35
NK,EIF4H,2.5359753369249047e-39,0.300100893647232,0.381,0.138,3.9992331063305744e-35
NK,PPM1A,2.5692020962619298e-39,0.2713866751052837,0.294,0.09,4.0516317058050633e-35
NK,TRAPPC10,2.672919160860791e-39,0.33345513637228197,0.495,0.209,4.215193516677467e-35
NK,OTULIN,3.2494605082389586e-39,0.31591782787803485,0.376,0.139,5.124399221492837e-35
NK,ST3GAL5,3.8997255595269315e-39,0.2621391008931342,0.255,0.07,6.149867207373971e-35
NK,VDAC2,1.003352869532282e-38,0.31002887121775113,0.444,0.176,1.5822874752524088e-34
NK,STRAP,1.3537379140589315e-38,0.3101920966940629,0.389,0.148,2.134844690470935e-34
NK,LAPTM4A,2.0151740021094637e-38,0.2914262112113669,0.363,0.131,3.1779294013266243e-34
NK,FBXO7,2.5546435743527237e-38,0.2882776666323284,0.381,0.139,4.028672916754245e-34
NK,SNHG6,3.7814322717600574e-38,0.3604188976197348,0.698,0.346,5.96331869256561e-34
NK,WHAMM,4.750351976654693e-38,0.2951897205578446,0.333,0.117,7.49130506718445e-34
NK,POMP,5.294124207530409e-38,0.35218708557416556,0.635,0.298,8.348833875275455e-34
NK,GAPDH,5.453673333451192e-38,0.3164101315404162,0.937,0.643,8.60044284685253e-34
NK,MAPRE1,5.9517673732874e-38,0.2730785411654988,0.34,0.115,9.385937147674229e-34
NK,DYNLL2,5.974858669961995e-38,0.26664473017417695,0.299,0.095,9.422352122530066e-34
NK,NDUFA1,6.506311999955961e-38,0.32904452820978447,0.575,0.251,1.026045402393055e-33
NK,SNRPA1,6.530665921726545e-38,0.2951757991126306,0.363,0.132,1.0298860158562761e-33
NK,RAB18,7.19026359666332e-38,0.2533032241081967,0.268,0.079,1.1339045691938056e-33
NK,RNF220,9.203927596175556e-38,0.25716887703534985,0.265,0.077,1.4514593819168852e-33
NK,SNHG3,9.975306210646506e-38,0.28198770546932506,0.342,0.12,1.573105789418954e-33
NK,RB1CC1,1.1881448677705796e-37,0.3294828105206329,0.47,0.197,1.873704456474204e-33
NK,CTNNB1,1.2730175131424495e-37,0.27551990338394017,0.376,0.137,2.0075486182256427e-33
NK,JMJD1C,1.5953300469059733e-37,0.31251222346119206,0.425,0.171,2.51583548397072e-33
NK,RPS17,1.7740585281579523e-37,0.35525553955663347,0.885,0.525,2.797690298905091e-33
NK,CSDE1,2.057156712084001e-37,0.3193003035075792,0.544,0.234,3.24413613495647e-33
NK,RPF1,2.0713294762163703e-37,0.26836678949612697,0.292,0.093,3.266486583993216e-33
NK,PHF1,2.229790656600179e-37,0.2508328254278772,0.254,0.073,3.516379865458482e-33
NK,CASP8,3.093857911160628e-37,0.30967453816431467,0.462,0.189,4.87901392590031e-33
NK,ZNF326,3.5276322170133564e-37,0.2895319721522249,0.334,0.119,5.563076006230063e-33
NK,NFKB1,3.868149858698262e-37,0.2921363928294532,0.338,0.121,6.1000723271671596e-33
NK,TMEM259,4.79924629736374e-37,0.26221941416650485,0.333,0.115,7.568411410942618e-33
NK,PAPOLA,5.228108331563898e-37,0.3209157091091732,0.554,0.24,8.244726838876267e-33
NK,RWDD1,5.337945975320343e-37,0.34755941269097423,0.578,0.272,8.417940803080181e-33
NK,AKIRIN1,5.5416903416221245e-37,0.26193342817197907,0.314,0.104,8.73924566873809e-33
NK,PSAP,6.538611678125459e-37,0.3015304385189528,0.497,0.211,1.0311390616403848e-32
NK,JMJD6,6.606067967038949e-37,0.26535005788627564,0.281,0.088,1.0417769184020423e-32
NK,MTRNR2L12,6.682840946996751e-37,0.31418499737798844,0.525,0.227,1.0538840173413877e-32
NK,BUD23,7.774210055335894e-37,0.264276562411018,0.326,0.111,1.2259929257264704e-32
NK,B4GALT1,7.823070769315535e-37,0.28769189073763846,0.381,0.144,1.23369826032106e-32
NK,ETF1,8.81518425633037e-37,0.26912379178787177,0.299,0.099,1.3901545572232994e-32
NK,DNAJC3,1.0014935726261588e-36,0.30359990603220655,0.387,0.149,1.5793553640314525e-32
NK,ACBD3,1.0048097935921038e-36,0.27164540693421846,0.298,0.098,1.5845850444947478e-32
NK,CEBPZ,1.012124248446407e-36,0.3072223063429123,0.374,0.144,1.5961199397999837e-32
NK,STK17B,1.2039546763597156e-36,0.33810853618256076,0.59,0.271,1.8986365246192715e-32
NK,HNRNPC,2.8312671163122732e-36,0.3617658778517604,0.756,0.392,4.464908242424455e-32
NK,BCLAF1,3.025299176650848e-36,0.3566158769541369,0.721,0.377,4.770896801578387e-32
NK,RPL36AL,3.608565242958601e-36,0.30582695180574127,0.939,0.657,5.690707388145714e-32
NK,BRD2,3.611659086560929e-36,0.30718142251339997,0.445,0.183,5.695586379506585e-32
NK,ATF4,3.8276978628440334e-36,0.2846591422120077,0.374,0.143,6.036279529705041e-32
NK,HIF1A,4.337936411879779e-36,0.2691147530696581,0.348,0.129,6.840925721534411e-32
NK,OTULINL,4.6514373226455074e-36,0.2683099565535419,0.285,0.093,7.335316657811965e-32
NK,ZFP91,4.896698694559536e-36,0.2864883964231815,0.354,0.132,7.722093841320388e-32
NK,RBBP6,4.96601360207006e-36,0.3052931497557519,0.442,0.183,7.831403450464484e-32
NK,SNHG32,5.625974508100051e-36,0.25268132041316,0.322,0.11,8.872161799273781e-32
NK,TAPBP,5.749469464329079e-36,0.34933003664027806,0.672,0.327,9.066913345246958e-32
NK,ARIH1,6.584283844995711e-36,0.2531346501721109,0.292,0.095,1.0383415623558237e-31
NK,KLF6,6.643042533800657e-36,0.3548668681471576,0.658,0.36,1.0476078075803636e-31
NK,IDS,7.468689692846385e-36,0.32248397073724777,0.577,0.257,1.177812364561875e-31
NK,GNAI3,7.606687214850629e-36,0.2637448789363922,0.325,0.113,1.1995745737819441e-31
NK,CEBPB,9.502864071592104e-36,0.3130372861807279,0.51,0.228,1.4986016640900748e-31
NK,EZR,1.225077754609713e-35,0.2940299942244178,0.446,0.184,1.9319476190195174e-31
NK,NRBP1,1.4216030741629009e-35,0.25923898727209543,0.309,0.105,2.2418680479548946e-31
NK,RNF114,1.4373102098732125e-35,0.25813436622214886,0.284,0.092,2.2666382009700563e-31
NK,KAT6A,1.54098066490193e-35,0.30366134118663607,0.445,0.183,2.4301265085503433e-31
NK,USP16,1.7485825119421977e-35,0.31860713995856893,0.511,0.225,2.757514621332846e-31
NK,AUTS2,1.767384989698345e-35,0.27195889532282497,0.3,0.101,2.78716612875429e-31
NK,CALR,1.998835714829324e-35,0.3578506925543903,0.707,0.38,3.152163922285844e-31
NK,DDX21,2.437639388939147e-35,0.3010235894772987,0.443,0.185,3.8441573163570347e-31
NK,SEC61G,2.685111019161665e-35,0.3346634489201674,0.587,0.273,4.234420077217945e-31
NK,FAM91A1,2.918014534119378e-35,0.2532555981229342,0.25,0.075,4.601708920306259e-31
NK,TENT5C,3.271645136020856e-35,0.26416719623487245,0.298,0.101,5.15938437950489e-31
NK,COX8A,3.287397405402484e-35,0.34629212407672094,0.673,0.323,5.184225708319717e-31
NK,SETD2,3.4490260941284167e-35,0.2908072714553005,0.41,0.164,5.4391141504405135e-31
NK,SRSF4,3.657658432755329e-35,0.2907141725675427,0.436,0.179,5.768127348455154e-31
NK,WBP11,3.708833625269041e-35,0.27600750142936253,0.344,0.127,5.848830627049277e-31
NK,ISCU,3.886792496954472e-35,0.2863513075235393,0.427,0.172,6.129471767697203e-31
NK,BIRC2,3.92055491226453e-35,0.2831886630618017,0.37,0.142,6.182715096641163e-31
NK,RAB1A,4.25107354063323e-35,0.25010089964014653,0.263,0.082,6.703942973578604e-31
NK,ING3,4.4506793689156837e-35,0.2576807440258533,0.287,0.094,7.018721364780033e-31
NK,S1PR5,4.999670566824986e-35,0.2887257364274525,0.405,0.159,7.884480483883003e-31
NK,CDK17,6.536762943434509e-35,0.2763092160363995,0.301,0.105,1.030847516179622e-30
NK,CBX4,6.837398250462354e-35,0.28156276376216494,0.325,0.118,1.0782577040979132e-30
NK,PCGF5,8.159099136473409e-35,0.2561319297395068,0.29,0.097,1.2866899338218566e-30
NK,ZBTB1,8.906326221662253e-35,0.2968188549306265,0.451,0.189,1.4045276451561374e-30
NK,ZNF800,9.031186711597904e-35,0.27724875641976504,0.381,0.147,1.4242181444189895e-30
NK,SLC2A3,9.70845507240381e-35,0.25909963048870327,0.295,0.101,1.5310233649180809e-30
NK,COPS2,1.019060882668158e-34,0.252560382839482,0.306,0.104,1.6070590119676854e-30
NK,ITGB2,1.1579152066305903e-34,0.35113663209222246,0.861,0.519,1.826032280856441e-30
NK,LUC7L2,1.1847498987035053e-34,0.26099304492241776,0.357,0.132,1.8683505902554277e-30
NK,SRP19,1.6868397377245812e-34,0.3095406394048503,0.475,0.207,2.6601462663916646e-30
NK,HNRNPA0,2.005308732444983e-34,0.3119271906399089,0.544,0.243,3.162371871065738e-30
NK,TIAL1,2.3212566370069767e-34,0.257459736726209,0.34,0.124,3.6606217165600026e-30
NK,CCNK,2.3402137763310842e-34,0.2700459247254845,0.358,0.135,3.6905171252741195e-30
NK,DNAJA1,3.265976157523903e-34,0.29948245043869365,0.445,0.19,5.150444400415195e-30
NK,C9orf78,3.6239263197456816e-34,0.33595586744557693,0.62,0.299,5.71493180623894e-30
NK,CIB1,3.976007400851763e-34,0.34015764963590156,0.643,0.32,6.27016367114323e-30
NK,MOB1A,4.261794866170175e-34,0.3087301227548682,0.519,0.228,6.720850503950366e-30
NK,NOP53,6.8596721708232276e-34,0.3387584272478209,0.683,0.333,1.081770301338823e-29
NK,SSB,8.113959771842908e-34,0.29047157210674046,0.432,0.181,1.2795714560196265e-29
NK,NASP,8.240398371245547e-34,0.27624075533437115,0.36,0.14,1.2995108231454227e-29
NK,BNIP2,8.412289140462693e-34,0.26060786497356003,0.354,0.133,1.3266179974509667e-29
NK,ZNF292,8.825383291579387e-34,0.31640760706241344,0.532,0.243,1.3917629450820695e-29
NK,KLRF1,1.216863757467322e-33,-0.2969779250428901,0.549,0.574,1.9189941455259666e-29
NK,ANKHD1,1.4467180334271596e-33,0.2576079144842925,0.368,0.141,2.2814743387146308e-29
NK,MED6,1.4720822815686392e-33,0.26611135355091414,0.364,0.139,2.3214737580337442e-29
NK,TRMT112,1.604351772197483e-33,0.30993135435759767,0.51,0.227,2.5300627447554304e-29
NK,LAMTOR5,1.6385800383088316e-33,0.2733036038187256,0.421,0.17,2.5840407204130276e-29
NK,CENPC,2.1264233925251018e-33,0.29261512569677456,0.44,0.185,3.3533696900120854e-29
NK,ITM2A,2.843092047505456e-33,0.25116147879616313,0.296,0.103,4.483556158916104e-29
NK,ZNF207,2.9089157988526155e-33,0.3235751084894859,0.58,0.274,4.5873602147905745e-29
NK,SP3,3.421503401668612e-33,0.2673108425406249,0.373,0.144,5.395710864431401e-29
NK,C1orf162,3.5440749809168276e-33,-0.4352997740599466,0.147,0.298,5.589006244905838e-29
NK,GTF2B,3.8058347709409395e-33,0.25032172025511734,0.28,0.095,6.001801433773861e-29
NK,DERL1,4.762087750792717e-33,0.2538399792348083,0.371,0.142,7.509812383000115e-29
NK,NCBP2AS2,5.29302316449522e-33,0.2780617856569418,0.404,0.165,8.347097530408962e-29
NK,RBM17,5.38474813443359e-33,0.2825191508048811,0.424,0.178,8.491747808001772e-29
NK,USP3,6.0742550714055986e-33,0.27377971016193176,0.373,0.148,9.579100247606629e-29
NK,DNAJC2,1.0137372323570578e-32,0.26346619593241355,0.333,0.125,1.5986636154270802e-28
NK,FLNA,1.3512589344635136e-32,0.3433879324203213,0.731,0.387,2.130935339648961e-28
NK,ARF6,2.2384101138875046e-32,0.3195173131676652,0.621,0.292,3.5299727496005945e-28
NK,ACIN1,2.3641569423579633e-32,0.2551713586956097,0.338,0.128,3.728275498098508e-28
NK,PPP4R3A,2.9398973290760006e-32,0.26978729248463085,0.425,0.178,4.636218087952853e-28
NK,CAPZA1,3.454322743139445e-32,0.2888751657677029,0.496,0.219,5.447466965930905e-28
NK,PDCD4,4.071223443327602e-32,0.3107599425054809,0.554,0.264,6.420319370127628e-28
NK,PPP2CA,5.069525529467072e-32,0.25713010304512524,0.335,0.127,7.994641759969572e-28
NK,LENG8,5.613159446695522e-32,0.25490463792691165,0.371,0.148,8.851952447438839e-28
NK,SNRPB2,5.815398895816395e-32,0.2899286636092435,0.481,0.211,9.170884058702455e-28
NK,SPAG9,7.191826432702031e-32,0.25072936263426193,0.33,0.124,1.1341510284371103e-27
NK,XRCC6,1.0253172272132706e-31,0.2677139870895456,0.411,0.169,1.6169252673153276e-27
NK,GNG2,1.1677066225631923e-31,0.3144584697810605,0.589,0.275,1.8414733437821543e-27
NK,OGA,1.4361472603460504e-31,0.31616778825079106,0.611,0.297,2.2648042295657214e-27
NK,ITSN2,1.6149787051588856e-31,0.2550491409287495,0.354,0.14,2.5468214180355627e-27
NK,SNU13,2.0434922955318485e-31,0.2951052565824368,0.535,0.247,3.222587350053725e-27
NK,DNTTIP2,2.433321659172192e-31,0.28406164701087683,0.438,0.192,3.837348256514547e-27
NK,SNRPG,3.3361555635002114e-31,0.26070680213969255,0.4,0.165,5.261117323639833e-27
NK,SREK1,3.681019342814869e-31,0.26918786892868196,0.441,0.189,5.804967503619049e-27
NK,DDX6,4.385528163817641e-31,0.3431773876341099,0.76,0.42,6.91597791434042e-27
NK,MIER1,4.7323769080183275e-31,0.27448659553533644,0.443,0.191,7.462958383944903e-27
NK,ATP5F1A,4.7753587947483055e-31,0.2670287658494948,0.44,0.187,7.530740819318078e-27
NK,RNF19A,5.2767685756951065e-31,0.28621089334299576,0.474,0.211,8.321464043871183e-27
NK,VPS37B,5.487894152097024e-31,0.25047318017926157,0.319,0.121,8.654409077857007e-27
NK,CDC5L,6.085907121358554e-31,0.25593244887620575,0.324,0.124,9.597475530382439e-27
NK,FOSL2,6.5443277766125385e-31,0.2701986958541062,0.403,0.172,1.0320404903717973e-26
NK,SFPQ,7.326271551242899e-31,0.33356327607922376,0.714,0.385,1.1553530236310052e-26
NK,LBR,8.452436835723677e-31,0.2652849207560528,0.416,0.175,1.3329492889936238e-26
NK,ARHGDIA,8.457307766617336e-31,0.2837202473310807,0.513,0.231,1.333717434795554e-26
NK,RNPS1,8.673385999154728e-31,0.2874479217120727,0.51,0.23,1.3677929720667006e-26
NK,EIF3B,1.1029634377259048e-30,0.28496225350256155,0.406,0.178,1.7393733412937517e-26
NK,SARAF,1.4423879027867388e-30,0.33400723916999897,0.794,0.461,2.274645722694687e-26
NK,REL,1.5278901363456105e-30,0.303335103698789,0.552,0.263,2.4094827450170276e-26
NK,PCBP2,1.6106371345522504e-30,0.32107017462210297,0.68,0.35,2.5399747611888988e-26
NK,DYNC1H1,1.8560331190534954e-30,0.2932086832575177,0.531,0.248,2.9269642287473625e-26
NK,HOPX,3.1298612349398114e-30,-0.30058567917263324,0.542,0.562,4.935791167500082e-26
NK,CREM,3.4095871811950026e-30,0.2673066920552142,0.33,0.133,5.37691898474452e-26
NK,CD48,4.050419632521519e-30,0.31091715143525556,0.634,0.317,6.387511760486435e-26
NK,RAB14,4.137679380190455e-30,0.26309921191731256,0.398,0.167,6.525120382560348e-26
NK,CREBRF,4.371558471903423e-30,0.2715098064692003,0.435,0.188,6.893947710191698e-26
NK,CAMLG,4.3791896668247825e-30,0.2524364587246083,0.344,0.137,6.905982104582682e-26
NK,RIOK3,4.6287266523135885e-30,0.292118465099091,0.505,0.238,7.299501930698529e-26
NK,SLC25A6,4.6643777461508366e-30,0.32393218704229354,0.707,0.361,7.355723705679869e-26
NK,MAP1LC3B,7.611616107634083e-30,0.30973746312572636,0.585,0.292,1.2003518601738948e-25
NK,LSM14A,7.739146838348955e-30,0.26524038734718425,0.426,0.184,1.22046345640763e-25
NK,TACC1,9.522671088539715e-30,0.2670701897947395,0.41,0.177,1.5017252306627132e-25
NK,SYF2,1.4892221102251108e-29,0.30678076256420916,0.616,0.306,2.3485032678249996e-25
NK,ELF1,1.533322744625405e-29,0.3093958128623837,0.621,0.309,2.418049968274264e-25
NK,GOLGA4,1.6855364392097725e-29,0.28871850957601586,0.538,0.254,2.658090964633811e-25
NK,SPCS3,1.8635582148301963e-29,0.2926352473471209,0.535,0.259,2.9388313047872196e-25
NK,SNHG7,2.3794778214489756e-29,0.25663241082345584,0.397,0.17,3.7524365244250344e-25
NK,NOL7,2.4692451586413238e-29,0.25960034810200183,0.379,0.16,3.8939996151773674e-25
NK,RAD21,2.632451103651433e-29,0.2796845481364938,0.511,0.234,4.15137539045831e-25
NK,BZW1,2.671581826482639e-29,0.33042475442805785,0.744,0.414,4.213084540363122e-25
NK,MTCH1,3.091500803486218e-29,0.2528901358902939,0.376,0.157,4.875296767097765e-25
NK,GZMH,3.2052819767999173e-29,0.3273716459012479,0.654,0.402,5.05472967741347e-25
NK,HLA-F,3.391795406229445e-29,0.31623964091803525,0.648,0.33,5.348861355623835e-25
NK,TM9SF3,3.5433336888921477e-29,0.2523111796740129,0.385,0.162,5.587837227382917e-25
NK,DHX36,5.655209063541351e-29,0.26950196696733286,0.446,0.201,8.918264693204711e-25
NK,CTSD,5.691269115710148e-29,0.2893175085083002,0.585,0.288,8.975131395474904e-25
NK,KANSL1,6.192180971653366e-29,0.2802918984553072,0.537,0.25,9.76506939229736e-25
NK,KRR1,6.810388304876722e-29,0.27312065886175235,0.44,0.198,1.073998235679059e-24
NK,ARID4B,6.958569155859617e-29,0.32013748954048515,0.662,0.343,1.0973663558790617e-24
NK,EML4,8.608245162366628e-29,0.257562652390131,0.419,0.183,1.3575202621052173e-24
NK,FXR1,9.191761665876872e-29,0.2597876494404266,0.392,0.169,1.4495408147087827e-24
NK,AC004687.1,1.051914837506805e-28,0.26924306809000415,0.429,0.193,1.658869698748231e-24
NK,USP15,1.5426462295926563e-28,0.26194480271763676,0.47,0.212,2.432753104067619e-24
NK,YBX1,2.536482064894655e-28,0.3109153144633521,0.871,0.561,4.000032216338871e-24
NK,FMNL1,3.043299267912199e-28,0.28523609694999164,0.552,0.269,4.799282945497538e-24
NK,TOMM5,3.230451747909136e-28,0.25855943558178535,0.437,0.194,5.0944224064527074e-24
NK,CD44,5.258775344647892e-28,0.26194928519248417,0.5,0.236,8.293088718509726e-24
NK,SAP18,6.184605187610772e-28,0.3197414297349037,0.716,0.368,9.753122380862187e-24
NK,ANP32B,7.130806497216312e-28,0.27538701728255655,0.525,0.248,1.1245281846110124e-23
NK,CYLD,9.37765994111067e-28,0.2655091004357647,0.465,0.214,1.4788569727131527e-23
NK,MRPL54,9.799480471482855e-28,0.2651063479663598,0.443,0.204,1.5453780703528463e-23
NK,PRPF4B,1.533924870518703e-27,0.3132204260605467,0.659,0.356,2.4189995208079945e-23
NK,NIPBL,1.8583513832332094e-27,0.25659394089791676,0.446,0.202,2.930620131358771e-23
NK,FKBP11,1.9003054211929704e-27,0.26616495891881686,0.484,0.227,2.9967816492213144e-23
NK,SRSF11,2.609437586340469e-27,0.3114940541069702,0.696,0.379,4.11508307365892e-23
NK,ZBTB7A,2.6192255137218976e-27,0.25956977294747074,0.48,0.223,4.130518635139433e-23
NK,TMA7,2.8505801007310088e-27,0.29069023945563366,0.902,0.616,4.495364818852801e-23
NK,SF3B1,2.855649727225208e-27,0.3074612432073611,0.646,0.329,4.503359619834153e-23
NK,RICTOR,4.337382149581596e-27,0.26192788718123916,0.456,0.211,6.840051649890177e-23
NK,PRRC2C,5.5293623122139655e-27,0.30612635478058836,0.858,0.553,8.719804366361423e-23
NK,TMF1,8.124034950007465e-27,0.2552871773370133,0.425,0.193,1.2811603116161773e-22
NK,RAN,8.768333143739022e-27,0.27357866901248573,0.541,0.258,1.3827661367676437e-22
NK,EPC1,9.542902906280481e-27,0.30685608652772267,0.692,0.377,1.5049157883204319e-22
NK,CDC40,1.445798665917469e-26,0.2609100771727211,0.411,0.187,2.2800244961518486e-22
NK,PSMB6,2.8530108277828e-26,0.25687837737326685,0.462,0.214,4.499198075413476e-22
NK,LY6E,4.105030710017331e-26,0.2936027457024659,0.605,0.316,6.4736334296973305e-22
NK,LAPTM5,5.999331115313625e-26,0.28145318499321315,0.65,0.332,9.460945168849586e-22
NK,SOD1,6.095684709328495e-26,0.2587962128357407,0.503,0.238,9.612894786611037e-22
