Elapsed_time,CPU,Real_MB,Virtual_MB
1.013,98.7,125.621,9450.418
2.034,97.0,205.684,9531.41
3.054,94.1,225.59,9551.754
4.074,93.2,308.582,9635.152
5.095,87.2,334.434,9668.508
6.115,87.2,358.078,9694.508
7.137,86.1,368.961,9773.668
8.158,99.9,404.258,9802.789
9.178,99.0,404.258,9802.789
10.198,100.0,404.414,9802.789
11.218,99.0,423.336,9822.117
12.238,100.0,423.336,9822.117
13.258,99.0,423.336,9822.117
14.278,100.0,423.5,9822.117
15.298,100.0,423.5,9822.117
16.318,99.0,423.5,9822.117
17.338,100.0,423.5,9822.117
18.358,100.0,423.5,9822.117
19.378,99.0,423.5,9822.117
20.398,100.0,423.5,9822.117
21.419,99.0,423.5,9822.117
22.439,100.0,447.289,13683.23
23.459,100.0,625.379,13683.23
24.478,100.0,681.016,13800.23
25.498,101.0,691.328,14126.23
26.518,99.0,712.469,14803.23
27.538,100.0,756.297,16206.23
28.558,100.0,847.047,19115.23
29.578,101.3,5180.434,30885.027
30.598,101.3,14611.562,30372.645
31.619,101.3,6416.961,19521.668
32.639,99.0,8025.434,21182.668
33.659,101.0,9933.762,23152.668
34.679,100.0,11471.355,24739.668
35.699,99.0,11945.363,25219.426
36.719,100.0,12109.148,25360.926
37.739,101.0,13602.73,30979.402
38.759,100.0,15678.73,30979.402
39.779,100.0,17728.18,30979.402
40.8,100.0,17728.18,30979.402
41.82,100.0,18250.965,31825.145
42.84,100.0,18625.184,31825.145
43.86,100.0,13082.84,26206.164
44.88,100.0,13414.594,26769.992
45.9,101.0,14233.312,27476.75
46.92,99.0,14602.914,27712.336
47.94,101.0,14546.383,27688.918
48.96,99.0,14786.531,27886.824
49.98,100.1,14809.379,27886.824
51.0,100.0,14845.426,27886.824
52.019,100.1,14881.996,27886.824
53.039,100.0,14918.086,27886.824
54.059,101.0,14954.695,27886.824
55.079,100.0,14990.34,27886.824
56.099,99.0,14290.965,27155.273
57.119,101.0,14725.441,27588.109
58.139,100.0,15191.84,28050.645
59.159,99.0,15304.418,28150.219
60.18,101.0,15446.652,28258.383
61.199,100.0,14807.418,27616.191
62.219,100.0,15040.879,27849.602
63.239,100.0,15225.691,28034.719
64.26,101.0,15115.711,27924.375
65.28,100.0,15115.711,27924.375
66.3,100.0,15115.73,27924.375
67.32,100.0,15115.832,27924.375
68.34,99.0,15154.602,27924.875
69.36,101.0,15154.785,27924.875
70.378,99.2,15154.785,27924.875
71.396,100.2,15154.785,27924.875
72.414,100.2,15154.785,27924.875
73.432,99.2,15154.785,27924.875
74.45,100.2,15154.785,27924.875
75.469,100.2,15154.785,27924.875
76.487,100.2,15154.785,27924.875
77.505,99.2,15154.785,27924.875
78.523,101.1,15154.785,27924.875
79.541,99.2,15154.785,27924.875
80.559,100.2,15154.785,27924.875
81.577,99.2,15154.785,27924.875
82.595,100.2,15154.785,27924.875
83.613,100.2,15154.785,27924.875
84.632,100.2,15154.785,27924.875
85.65,99.2,15154.785,27924.875
86.668,100.2,15154.785,27924.875
87.686,100.2,15154.785,27924.875
88.704,99.2,15154.785,27924.875
89.722,100.2,15154.785,27924.875
90.74,100.2,15154.785,27924.875
91.758,100.2,15154.785,27924.875
92.777,100.2,15154.785,27924.875
93.795,99.2,15154.785,27924.875
94.813,100.2,15154.785,27924.875
95.831,100.2,15154.785,27924.875
96.849,100.2,15154.785,27924.875
97.868,100.1,15154.785,27924.875
98.886,99.2,15154.785,27924.875
99.904,100.2,15154.785,27924.875
100.923,100.1,15154.785,27924.875
101.942,100.2,15154.785,27924.875
102.96,99.2,15154.785,27924.875
103.977,100.3,15154.785,27924.875
104.996,100.1,15154.785,27924.875
106.014,99.2,15154.785,27924.875
107.032,100.2,15154.785,27924.875
108.05,100.2,15154.785,27924.875
109.069,100.1,15154.785,27924.875
110.088,100.2,15154.785,27924.875
111.106,99.2,15154.785,27924.875
112.124,100.2,15154.785,27924.875
113.142,100.2,15154.785,27924.875
114.16,100.2,15154.785,27924.875
115.179,100.1,15154.785,27924.875
116.197,99.2,15154.785,27924.875
117.215,100.2,15154.785,27924.875
118.233,100.2,15154.785,27924.875
119.251,100.2,15154.785,27924.875
120.269,99.2,15154.785,27924.875
121.288,100.2,15154.785,27924.875
122.306,100.2,15154.785,27924.875
123.324,100.2,15154.785,27924.875
124.342,99.1,15154.785,27924.875
125.361,101.1,15154.785,27924.875
126.379,100.2,15154.785,27924.875
127.397,99.2,15154.785,27924.875
128.415,100.2,15154.785,27924.875
129.434,99.2,15154.785,27924.875
130.452,100.2,15154.785,27924.875
131.47,100.2,15154.785,27924.875
132.489,100.2,15154.785,27924.875
133.507,99.2,15154.785,27924.875
134.525,100.2,15154.785,27924.875
135.543,101.2,15154.785,27924.875
136.561,99.2,15154.785,27924.875
137.58,100.1,15154.785,27924.875
138.598,99.2,15154.785,27924.875
139.616,100.2,15154.785,27924.875
140.635,100.2,15154.785,27924.875
141.653,100.2,15154.785,27924.875
142.67,100.2,15154.785,27924.875
143.689,99.2,15154.785,27924.875
144.707,100.2,15154.785,27924.875
145.725,100.2,15154.785,27924.875
146.743,100.2,15160.738,27924.875
147.763,100.0,15160.738,27924.875
148.781,99.2,15160.738,27924.875
149.798,100.2,15160.738,27924.875
150.816,100.2,15160.738,27924.875
151.834,100.2,15160.738,27924.875
152.852,99.2,15160.738,27924.875
153.87,100.2,15160.738,27924.875
154.888,100.2,15160.738,27924.875
155.906,100.2,15160.738,27924.875
156.924,99.2,15160.738,27924.875
157.941,100.2,15160.738,27924.875
158.96,99.2,15160.738,27924.875
159.977,101.3,15160.738,27924.875
160.995,99.2,15160.738,27924.875
162.012,100.2,15160.738,27924.875
163.03,99.2,15160.738,27924.875
164.048,100.2,15160.738,27924.875
165.066,100.2,15160.738,27924.875
166.084,100.2,15160.738,27924.875
167.102,100.2,15160.738,27924.875
168.12,99.2,15160.738,27924.875
169.138,100.2,15160.738,27924.875
170.155,100.2,15160.738,27924.875
171.173,100.2,15160.738,27924.875
172.191,99.2,15160.738,27924.875
173.209,101.2,15194.465,27924.875
174.229,99.0,15194.465,27924.875
175.247,100.2,15194.465,27924.875
176.265,100.2,15194.465,27924.875
177.283,99.2,15194.465,27924.875
178.301,100.2,15194.465,27924.875
179.319,99.2,15194.465,27924.875
180.337,100.2,15194.465,27924.875
181.355,101.2,15194.465,27924.875
182.373,99.2,15194.465,27924.875
183.391,100.2,15194.465,27924.875
184.41,100.2,15194.465,27924.875
185.428,100.2,15194.465,27924.875
186.446,99.2,15194.465,27924.875
187.464,100.2,15194.465,27924.875
188.482,99.2,15194.465,27924.875
189.5,100.2,15194.465,27924.875
190.518,100.2,15194.465,27924.875
191.536,100.2,15194.465,27924.875
192.555,100.1,15194.465,27924.875
193.573,100.2,15194.465,27924.875
194.592,99.2,15194.465,27924.875
195.61,101.2,15194.465,27924.875
196.628,99.2,15194.465,27924.875
197.646,100.2,15194.465,27924.875
198.664,99.2,15194.465,27924.875
199.682,100.2,15194.465,27924.875
200.7,100.2,15194.465,27924.875
201.718,100.2,15194.465,27924.875
202.736,100.2,15194.465,27924.875
203.754,99.2,15194.465,27924.875
204.772,101.2,15194.465,27924.875
205.79,99.2,15194.465,27924.875
206.809,100.2,15194.465,27924.875
207.827,100.2,15194.465,27924.875
208.845,99.2,15194.465,27924.875
209.863,100.2,15194.465,27924.875
210.881,99.2,15194.465,27924.875
211.899,101.2,15194.465,27924.875
212.917,100.2,15194.465,27924.875
213.935,99.2,15194.465,27924.875
214.953,98.2,15225.5,27924.875
215.972,99.1,15225.5,27924.875
216.991,101.1,15225.5,27924.875
218.009,100.2,15225.5,27924.875
219.027,99.2,15225.5,27924.875
220.045,100.2,15225.5,27924.875
221.063,99.2,15225.5,27924.875
222.081,101.2,15225.5,27924.875
223.099,99.2,15225.5,27924.875
224.117,100.2,15225.5,27924.875
225.135,100.2,15225.5,27924.875
226.153,99.2,15225.5,27924.875
227.171,101.2,15225.5,27924.875
228.189,99.2,15225.5,27924.875
229.207,100.2,15225.5,27924.875
230.225,99.2,15225.5,27924.875
231.243,100.2,15225.5,27924.875
232.261,100.2,15225.5,27924.875
233.279,100.2,15225.5,27924.875
234.297,96.3,15225.5,27924.875
235.315,100.2,15225.5,27924.875
236.333,99.2,15225.5,27924.875
237.351,100.2,15225.5,27924.875
238.369,100.2,15225.5,27924.875
239.387,100.2,15225.5,27924.875
240.405,99.2,15225.5,27924.875
241.423,100.2,15225.5,27924.875
242.441,100.2,15225.5,27924.875
243.46,100.2,15225.5,27924.875
244.478,99.2,15225.5,27924.875
245.496,101.2,15225.5,27924.875
246.514,99.1,15225.5,27924.875
247.533,100.2,15225.5,27924.875
248.551,99.2,15225.5,27924.875
249.569,100.2,15225.5,27924.875
250.587,100.2,15225.5,27924.875
251.605,99.2,15225.5,27924.875
252.623,101.2,15225.5,27924.875
253.641,99.2,15225.5,27924.875
254.659,100.2,15226.656,27924.875
255.679,100.0,15226.656,27924.875
256.696,99.2,15226.656,27924.875
257.714,100.2,15226.656,27924.875
258.732,100.2,15226.656,27924.875
259.75,99.2,15226.656,27924.875
260.768,101.2,15226.656,27924.875
261.786,99.2,15226.656,27924.875
262.804,100.2,15226.656,27924.875
263.822,99.2,15226.656,27924.875
264.839,101.2,15226.656,27924.875
265.857,99.2,15226.656,27924.875
266.875,100.2,15226.656,27924.875
267.893,99.2,15226.656,27924.875
268.911,100.2,15226.656,27924.875
269.929,99.2,15240.281,27924.875
270.949,100.0,15240.293,27924.875
271.966,101.3,15240.293,27924.875
272.982,99.3,15240.293,27924.875
274.001,100.2,15240.293,27924.875
275.018,99.2,15240.293,27924.875
276.036,101.2,15240.293,27924.875
277.054,99.2,15240.293,27924.875
278.073,100.2,15240.293,27924.875
279.091,99.2,15240.293,27924.875
280.109,101.2,15240.293,27924.875
281.127,99.2,15240.293,27924.875
282.145,100.2,15240.293,27924.875
283.163,100.2,15240.293,27924.875
284.181,99.2,15240.293,27924.875
285.199,100.2,15240.293,27924.875
286.217,101.2,15240.293,27924.875
287.235,99.2,15240.293,27924.875
288.253,100.2,15240.293,27924.875
289.271,100.2,15240.293,27924.875
290.289,99.2,15240.293,27924.875
291.307,100.2,15240.293,27924.875
292.325,99.2,15240.293,27924.875
293.343,100.2,15240.293,27924.875
294.361,100.2,15240.293,27924.875
295.378,100.2,15240.293,27924.875
296.396,100.2,15240.293,27924.875
297.414,99.2,15240.293,27924.875
298.433,100.1,15240.293,27924.875
299.451,100.2,15240.293,27924.875
300.47,100.2,15240.293,27924.875
301.489,100.0,15240.293,27924.875
302.507,99.2,15240.293,27924.875
303.525,100.2,15240.293,27924.875
304.543,100.2,15240.293,27924.875
305.561,100.2,15240.293,27924.875
306.579,100.1,15240.293,27924.875
307.598,99.2,15240.293,27924.875
308.616,100.2,15240.293,27924.875
309.634,99.2,15240.293,27924.875
310.652,100.2,15240.293,27924.875
311.67,100.2,15240.293,27924.875
312.688,100.2,15240.293,27924.875
313.706,100.2,15240.293,27924.875
314.724,99.2,15240.293,27924.875
315.741,100.2,15240.293,27924.875
316.76,100.2,15240.293,27924.875
317.778,100.2,15240.293,27924.875
318.795,99.2,15240.293,27924.875
319.813,100.2,15240.293,27924.875
320.831,100.2,15240.293,27924.875
321.849,99.2,15240.293,27924.875
322.867,101.2,15240.293,27924.875
323.885,99.2,15240.293,27924.875
324.903,100.2,15240.293,27924.875
325.921,100.2,15240.293,27924.875
326.939,99.2,15240.293,27924.875
327.957,101.2,15240.293,27924.875
328.974,99.3,15240.293,27924.875
329.992,99.2,15240.293,27924.875
331.01,100.2,15240.293,27924.875
332.028,101.1,15240.293,27924.875
333.046,99.2,15240.293,27924.875
334.064,100.2,15240.293,27924.875
335.082,99.2,15240.41,27924.875
336.102,101.0,15240.41,27924.875
337.12,99.2,15240.41,27924.875
338.138,100.2,15240.41,27924.875
339.156,100.2,15240.41,27924.875
340.174,99.2,15240.41,27924.875
341.192,100.2,15240.41,27924.875
342.21,100.2,15240.41,27924.875
343.228,100.2,15240.41,27924.875
344.246,99.2,15240.41,27924.875
345.264,100.2,15240.41,27924.875
346.282,100.2,15240.41,27924.875
347.301,99.2,15240.41,27924.875
348.318,100.2,15240.41,27924.875
349.336,100.2,15240.41,27924.875
350.354,100.2,15240.41,27924.875
351.373,100.2,15240.41,27924.875
352.39,99.2,15240.41,27924.875
353.408,100.2,15240.41,27924.875
354.426,100.2,15240.41,27924.875
355.445,99.2,15240.41,27924.875
356.462,101.2,15240.41,27924.875
357.48,99.2,15240.41,27924.875
358.498,100.2,15240.41,27924.875
359.516,100.2,15240.41,27924.875
360.534,100.2,15240.41,27924.875
361.552,99.2,15240.41,27924.875
362.57,100.2,15240.41,27924.875
363.589,99.2,15240.41,27924.875
364.607,100.2,15240.41,27924.875
365.625,101.1,15240.41,27924.875
366.643,99.2,15240.41,27924.875
367.661,100.2,15240.41,27924.875
368.679,99.2,15240.41,27924.875
369.697,100.2,15240.41,27924.875
370.716,100.2,15240.531,27924.875
371.736,100.0,15240.531,27924.875
372.754,99.2,15240.531,27924.875
373.771,100.2,15240.531,27924.875
374.789,101.2,15240.531,27924.875
375.807,99.2,15240.531,27924.875
376.825,100.2,15240.531,27924.875
377.843,99.2,15240.531,27924.875
378.861,100.2,15240.531,27924.875
379.88,99.2,15240.531,27924.875
380.897,101.2,15240.531,27924.875
381.915,100.2,15240.531,27924.875
382.933,99.2,15240.531,27924.875
383.951,99.2,15240.531,27924.875
384.968,101.3,15240.531,27924.875
385.985,99.3,15240.531,27924.875
387.003,99.2,15240.531,27924.875
388.021,100.2,15240.531,27924.875
389.039,101.2,15240.531,27924.875
390.057,99.2,15240.531,27924.875
391.075,100.2,15240.531,27924.875
392.093,100.2,15240.531,27924.875
393.111,99.2,15240.531,27924.875
394.129,100.2,15240.531,27924.875
395.147,100.2,15240.531,27924.875
396.165,99.2,15240.531,27924.875
397.183,100.2,15240.531,27924.875
398.201,100.2,15240.531,27924.875
399.219,100.2,15240.531,27924.875
400.237,99.2,15240.379,27924.875
401.257,100.0,15240.742,27924.875
402.275,100.1,15240.742,27924.875
403.293,100.2,15240.742,27924.875
404.312,99.2,15240.742,27924.875
405.33,100.2,15240.742,27924.875
406.348,100.2,15240.742,27924.875
407.366,100.2,15240.742,27924.875
408.384,100.2,15240.742,27924.875
409.402,99.2,15240.742,27924.875
410.42,100.2,15240.742,27924.875
411.439,100.2,15240.742,27924.875
412.457,100.2,15240.742,27924.875
413.474,100.2,15240.742,27924.875
414.493,99.2,15240.742,27924.875
415.511,100.2,15240.742,27924.875
416.529,100.2,15240.742,27924.875
417.547,99.2,15240.742,27924.875
418.565,101.2,15240.742,27924.875
419.583,99.2,15240.742,27924.875
420.602,100.2,15240.742,27924.875
421.62,100.2,15240.742,27924.875
422.638,100.2,15240.742,27924.875
423.656,100.2,15240.742,27924.875
424.674,100.1,15240.742,27924.875
425.693,99.2,15240.742,27924.875
426.711,100.1,15240.742,27924.875
427.73,100.2,15240.742,27924.875
428.748,99.2,15240.742,27924.875
429.766,101.2,15240.742,27924.875
430.784,99.2,15240.742,27924.875
431.802,100.2,15240.742,27924.875
432.82,100.2,15240.742,27924.875
433.838,99.2,15240.742,27924.875
434.856,100.2,15240.742,27924.875
435.875,100.2,15240.742,27924.875
436.893,100.2,15240.742,27924.875
437.911,100.2,15240.742,27924.875
438.929,100.2,15240.742,27924.875
439.948,99.2,15240.742,27924.875
440.965,100.3,15240.742,27924.875
441.982,100.3,15240.742,27924.875
443.0,100.2,15240.742,27924.875
444.018,99.2,15240.742,27924.875
445.036,100.2,15240.742,27924.875
446.054,100.2,15240.742,27924.875
447.072,99.2,15240.742,27924.875
448.09,100.2,15240.742,27924.875
449.109,100.2,15240.742,27924.875
450.127,100.2,15289.461,27924.875
451.147,100.0,15289.461,27924.875
452.165,100.2,15289.461,27924.875
453.183,99.2,15289.461,27924.875
454.201,101.2,15289.461,27924.875
455.22,99.2,15289.461,27924.875
456.238,100.2,15289.461,27924.875
457.256,99.2,15289.461,27924.875
458.275,100.2,15289.461,27924.875
459.293,100.2,15289.461,27924.875
460.311,100.2,15289.461,27924.875
461.33,100.2,15289.461,27924.875
462.348,100.2,15289.461,27924.875
463.366,99.2,15289.461,27924.875
464.384,100.2,15289.461,27924.875
465.403,100.2,15289.461,27924.875
466.421,100.2,15289.461,27924.875
467.439,99.2,15289.461,27924.875
468.457,100.2,15289.461,27924.875
469.476,100.2,15289.461,27924.875
470.494,100.2,15289.461,27924.875
471.512,100.2,15289.461,27924.875
472.53,99.2,15289.461,27924.875
473.548,100.2,15289.461,27924.875
474.567,99.2,15289.461,27924.875
475.585,101.2,15289.461,27924.875
476.603,100.2,15289.461,27924.875
477.621,99.2,15289.461,27924.875
478.64,100.2,15289.461,27924.875
479.658,100.2,15289.461,27924.875
480.676,99.2,15289.461,27924.875
481.694,100.2,15289.461,27924.875
482.713,100.2,15289.461,27924.875
483.731,99.2,15289.461,27924.875
484.749,101.2,15289.461,27924.875
485.767,99.2,15289.461,27924.875
486.786,100.1,15289.461,27924.875
487.805,101.1,15289.461,27924.875
488.823,99.2,15289.461,27924.875
489.841,100.2,15289.461,27924.875
490.86,99.2,15289.461,27924.875
491.878,100.2,15289.461,27924.875
492.896,100.2,15289.461,27924.875
493.914,100.2,15289.461,27924.875
494.933,99.2,15289.461,27924.875
495.951,101.1,15289.461,27924.875
496.968,99.3,15289.461,27924.875
497.985,100.3,15289.461,27924.875
499.004,100.1,15289.461,27924.875
500.023,100.2,15289.461,27924.875
501.041,99.2,15289.461,27924.875
502.059,100.2,15289.461,27924.875
503.077,100.2,15289.461,27924.875
504.095,100.2,15289.461,27924.875
505.114,100.2,15289.461,27924.875
506.132,99.2,15289.461,27924.875
507.15,100.2,15289.461,27924.875
508.169,100.2,15289.461,27924.875
509.187,99.2,15289.461,27924.875
510.205,100.2,15289.461,27924.875
511.223,100.2,15289.461,27924.875
512.242,100.2,15289.461,27924.875
513.26,100.2,15289.461,27924.875
514.278,99.2,15289.461,27924.875
515.297,100.2,15289.461,27924.875
516.315,100.2,15289.461,27924.875
517.333,100.2,15289.461,27924.875
518.351,100.2,15289.461,27924.875
519.37,99.2,15348.707,27924.875
520.39,100.0,15349.078,27924.875
521.41,100.0,15349.078,27924.875
522.428,100.2,15349.078,27924.875
523.446,100.2,15349.078,27924.875
524.464,99.2,15349.078,27924.875
525.483,100.2,15349.078,27924.875
526.501,101.1,15349.078,27924.875
527.519,100.2,15349.078,27924.875
528.538,99.2,15349.078,27924.875
529.556,100.2,15349.078,27924.875
530.574,99.2,15349.078,27924.875
531.592,100.2,15349.078,27924.875
532.611,100.2,15349.078,27924.875
533.629,100.2,15349.078,27924.875
534.647,100.2,15349.078,27924.875
535.665,100.2,15349.078,27924.875
536.684,99.2,15349.078,27924.875
537.702,100.2,15349.078,27924.875
538.72,100.2,15349.078,27924.875
539.739,100.2,15349.078,27924.875
540.757,100.2,15349.078,27924.875
541.775,99.2,15349.078,27924.875
542.794,100.2,15349.078,27924.875
543.812,100.2,15349.078,27924.875
544.83,100.2,15349.078,27924.875
545.849,99.2,15349.078,27924.875
546.868,101.1,15349.078,27924.875
547.886,99.2,15349.078,27924.875
548.905,100.2,15349.078,27924.875
549.923,100.2,15349.078,27924.875
550.942,100.1,15349.078,27924.875
551.96,100.2,15349.078,27924.875
552.978,99.2,15349.078,27924.875
553.996,100.2,15349.078,27924.875
555.014,100.2,15349.078,27924.875
556.033,100.2,15349.078,27924.875
557.051,99.2,15349.078,27924.875
558.069,101.2,15349.078,27924.875
559.087,100.2,15349.078,27924.875
560.106,99.2,15349.078,27924.875
561.124,100.2,15349.078,27924.875
562.142,100.2,15349.078,27924.875
563.16,100.2,15349.078,27924.875
564.178,99.2,15349.078,27924.875
565.197,100.2,15349.078,27924.875
566.215,100.2,15349.078,27924.875
567.234,100.2,15349.078,27924.875
568.252,100.2,15349.078,27924.875
569.27,99.2,15349.078,27924.875
570.289,101.1,15349.078,27924.875
571.307,99.2,15349.078,27924.875
572.326,100.2,15349.078,27924.875
573.344,100.1,15349.078,27924.875
574.362,100.2,15349.078,27924.875
575.381,99.2,15349.078,27924.875
576.399,101.1,15349.078,27924.875
577.418,99.2,15349.078,27924.875
578.436,100.2,15349.078,27924.875
579.454,100.2,15349.078,27924.875
580.472,99.2,15349.078,27924.875
581.491,100.2,15349.078,27924.875
582.509,100.2,15349.078,27924.875
583.527,100.2,15349.078,27924.875
584.546,100.2,15349.078,27924.875
585.564,99.2,15349.078,27924.875
586.583,100.2,15349.078,27924.875
587.601,100.2,15349.078,27924.875
588.619,100.2,15349.078,27924.875
589.638,100.2,15349.078,27924.875
590.656,100.2,15349.078,27924.875
591.675,99.2,15349.078,27924.875
592.693,100.2,15349.078,27924.875
593.711,100.2,15349.078,27924.875
594.729,100.2,15349.078,27924.875
595.747,100.2,15349.078,27924.875
596.766,99.2,15349.078,27924.875
597.784,101.1,15349.078,27924.875
598.802,99.2,15349.078,27924.875
599.821,100.2,15349.078,27924.875
600.839,100.2,15349.078,27924.875
601.857,100.2,15349.078,27924.875
602.875,99.2,15349.078,27924.875
603.894,100.2,15349.141,27924.875
604.914,100.0,15349.141,27924.875
605.931,99.2,15349.141,27924.875
606.95,101.1,15349.141,27924.875
607.968,100.3,15349.141,27924.875
608.985,99.3,15349.141,27924.875
610.003,100.2,15349.141,27924.875
611.021,99.2,15349.141,27924.875
612.039,100.2,15349.141,27924.875
613.058,100.2,15349.141,27924.875
614.076,100.2,15349.141,27924.875
615.094,100.2,15349.141,27924.875
616.112,100.2,15349.141,27924.875
617.13,99.2,15349.141,27924.875
618.149,101.1,15349.141,27924.875
619.167,99.2,15349.141,27924.875
620.185,100.2,15349.141,27924.875
621.203,100.2,15349.141,27924.875
622.221,99.2,15349.141,27924.875
623.239,100.2,15349.141,27924.875
624.257,100.2,15349.141,27924.875
625.276,100.2,15349.141,27924.875
626.294,97.2,15349.141,27924.875
627.312,101.2,15349.141,27924.875
628.33,99.2,15349.141,27924.875
629.348,100.2,15349.141,27924.875
630.367,100.2,15349.141,27924.875
631.385,100.2,15349.141,27924.875
632.403,99.2,15349.141,27924.875
633.421,100.2,15349.141,27924.875
634.44,99.2,15349.141,27924.875
635.458,101.1,15349.141,27924.875
636.477,100.2,15349.141,27924.875
637.495,99.2,15349.141,27924.875
638.513,100.2,15349.141,27924.875
639.531,100.2,15349.141,27924.875
640.55,100.2,15349.141,27924.875
641.568,99.2,15349.141,27924.875
642.586,101.2,15349.141,27924.875
643.604,100.2,15349.141,27924.875
644.623,99.2,15349.141,27924.875
645.641,100.2,15349.141,27924.875
646.659,100.2,15349.141,27924.875
647.677,99.2,15349.141,27924.875
648.696,100.2,15349.141,27924.875
649.714,100.2,15349.141,27924.875
650.732,99.2,15349.141,27924.875
651.75,57.9,15368.445,28067.305
652.771,15.7,15414.793,66596.246
653.793,0.0,15381.766,28409.105
654.815,0.0,15381.766,28409.105
655.835,0.0,15420.25,36714.184
656.855,101.3,15481.008,39108.391
657.876,83.3,15548.324,39250.074
658.896,99.9,15604.426,39306.324
659.917,98.9,15660.582,39362.574
660.938,99.9,15717.789,39419.824
661.959,100.2,15773.688,39476.074
662.977,98.9,15829.117,39531.074
663.998,99.9,15885.094,39587.324
665.018,99.9,15942.152,39643.574
666.039,99.9,15998.051,39699.824
667.061,99.9,16054.191,39756.074
668.081,99.9,16109.824,39811.324
669.102,99.9,16166.438,39868.574
670.123,99.0,16223.598,39925.824
671.143,100.9,16280.141,39982.074
672.164,98.9,16335.98,40038.074
673.185,99.9,16392.359,40094.324
674.205,99.9,16447.91,40129.965
675.226,99.9,16413.227,40095.715
676.247,98.9,17815.715,41497.012
677.268,99.9,17578.512,41259.664
678.289,100.1,17600.02,41284.941
679.307,99.9,17629.852,41310.219
680.328,0.0,15389.023,28429.105
681.35,101.3,15472.773,38998.754
682.371,76.4,15531.832,39233.953
683.392,99.9,15611.148,39313.203
684.413,98.9,15689.672,39391.203
685.434,99.9,15769.363,39471.453
686.455,99.0,16237.523,39917.023
687.475,99.9,16260.285,39939.039
688.496,98.9,16346.941,40025.555
689.517,100.9,16218.328,39896.273
690.538,0.0,15431.305,36725.547
691.559,101.3,15533.438,39224.254
692.581,92.1,15603.582,39279.332
693.601,99.9,15682.234,39358.582
694.622,98.9,15762.652,39438.582
695.643,99.9,15841.844,39517.832
696.664,99.9,15922.496,39597.832
697.685,98.9,16012.953,39673.652
698.706,99.8,16725.324,40411.461
699.728,99.9,16685.98,40346.516
700.749,99.9,16714.09,40374.5
701.77,100.9,16825.816,40485.922
702.791,0.0,15419.926,36668.75
703.818,101.3,15492.199,39076.996
704.839,80.3,15561.129,39243.578
705.859,99.9,15640.867,39321.578
706.88,99.9,15718.512,39399.578
707.901,99.9,15796.32,39476.578
