"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","datasets","source.ligand","target.receptor","ligand.pvalues","ligand.logFC","ligand.pct.1","ligand.pct.2","receptor.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","direction_lig","direction_rec","direction_lig_rec","direction"
"9136","NK","Mono","TGFB1","ITGB1",0.0143450006279523,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","NK.TGFB1","Mono.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9137","T","Mono","TGFB1","ITGB1",0.00763823691612721,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","T.TGFB1","Mono.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9138","NK","NK","TGFB1","ITGB1",0.00928311234417358,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","NK.TGFB1","NK.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9139","DC","T","TGFB1","ITGB1",0.00916642599656334,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","DC.TGFB1","T.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9140","Gran","T","TGFB1","ITGB1",0.00814276905613782,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","Gran.TGFB1","T.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9141","Mono","T","TGFB1","ITGB1",0.0130835466841602,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","Mono.TGFB1","T.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9142","NK","T","TGFB1","ITGB1",0.0170853670604722,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","NK.TGFB1","T.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9143","T","T","TGFB1","ITGB1",0.00910923183965058,0,"TGFB1_ITGB1","TGFB1 - ITGB1","","healthy","T.TGFB1","T.ITGB1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,7.47268951820445e-52,0.0631937406487298,46.192107362395,35.5322752156276,"up","up","up_up","up"
"9144","Ery","DC","CALR","LRP1",0.00230436132604211,0,"CALR_LRP1","CALR - LRP1","","healthy","Ery.CALR","DC.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9145","Gran","DC","CALR","LRP1",0.00180304042540701,0.02,"CALR_LRP1","CALR - LRP1","","healthy","Gran.CALR","DC.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9146","HSPC","DC","CALR","LRP1",0.00230670117663162,0,"CALR_LRP1","CALR - LRP1","","healthy","HSPC.CALR","DC.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9147","DC","Gran","CALR","LRP1",0.00191105861625681,0.01,"CALR_LRP1","CALR - LRP1","","healthy","DC.CALR","Gran.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9148","Ery","Gran","CALR","LRP1",0.00299402755380717,0,"CALR_LRP1","CALR - LRP1","","healthy","Ery.CALR","Gran.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9149","Gran","Gran","CALR","LRP1",0.00234301999849072,0,"CALR_LRP1","CALR - LRP1","","healthy","Gran.CALR","Gran.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9150","HSPC","Gran","CALR","LRP1",0.00299706558845677,0,"CALR_LRP1","CALR - LRP1","","healthy","HSPC.CALR","Gran.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9151","B","Mono","CALR","LRP1",0.00540913848898479,0,"CALR_LRP1","CALR - LRP1","","healthy","B.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9152","DC","Mono","CALR","LRP1",0.0109898716450165,0,"CALR_LRP1","CALR - LRP1","","healthy","DC.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9153","Ery","Mono","CALR","LRP1",0.017129374533944,0,"CALR_LRP1","CALR - LRP1","","healthy","Ery.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9154","Gran","Mono","CALR","LRP1",0.013446293888488,0,"CALR_LRP1","CALR - LRP1","","healthy","Gran.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9155","HSPC","Mono","CALR","LRP1",0.0171465090082003,0,"CALR_LRP1","CALR - LRP1","","healthy","HSPC.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9156","Mono","Mono","CALR","LRP1",0.00648991036484813,0,"CALR_LRP1","CALR - LRP1","","healthy","Mono.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9157","NK","Mono","CALR","LRP1",0.00861828378592247,0,"CALR_LRP1","CALR - LRP1","","healthy","NK.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9158","T","Mono","CALR","LRP1",0.00624397568340083,0,"CALR_LRP1","CALR - LRP1","","healthy","T.CALR","Mono.LRP1",0,0.42499613575548,69.2881610435925,44.862352802174,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9159","B","Ery","TGFB1","LTBP1",0.000963963937969609,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","B.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9160","DC","Ery","TGFB1","LTBP1",0.00498288494609673,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","DC.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9161","Ery","Ery","TGFB1","LTBP1",0.000857621666771037,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","Ery.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9162","Gran","Ery","TGFB1","LTBP1",0.0044243371197708,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","Gran.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9163","HSPC","Ery","TGFB1","LTBP1",0.00306185863063293,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","HSPC.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9164","Mono","Ery","TGFB1","LTBP1",0.00712509434454737,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","Mono.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9165","NK","Ery","TGFB1","LTBP1",0.00932163678795784,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","NK.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9166","T","Ery","TGFB1","LTBP1",0.00495166365337353,0,"TGFB1_LTBP1","TGFB1 - LTBP1","","healthy","T.TGFB1","Ery.LTBP1",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9167","B","B","HLA-C","CD47",0.0297443046711298,0,"HLA-C_CD47","HLA-C - CD47","","healthy","B.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9168","DC","B","HLA-C","CD47",0.0319199628476807,0,"HLA-C_CD47","HLA-C - CD47","","healthy","DC.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9169","Gran","B","HLA-C","CD47",0.0308866640225803,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Gran.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9170","Mono","B","HLA-C","CD47",0.0364283439419343,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9171","NK","B","HLA-C","CD47",0.0433521787742978,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9172","T","B","HLA-C","CD47",0.0394744555761886,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","B.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9173","B","DC","HLA-C","CD47",0.0282913961877358,0.03,"HLA-C_CD47","HLA-C - CD47","","healthy","B.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9174","DC","DC","HLA-C","CD47",0.0303641066605222,0,"HLA-C_CD47","HLA-C - CD47","","healthy","DC.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9175","Gran","DC","HLA-C","CD47",0.0293796448091694,0.01,"HLA-C_CD47","HLA-C - CD47","","healthy","Gran.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9176","Mono","DC","HLA-C","CD47",0.0346606061435844,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9177","NK","DC","HLA-C","CD47",0.0412628399225501,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9178","T","DC","HLA-C","CD47",0.0375646634449537,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","DC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9179","B","Ery","HLA-C","CD47",0.0560785975609986,0,"HLA-C_CD47","HLA-C - CD47","","healthy","B.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9180","DC","Ery","HLA-C","CD47",0.0600612487969024,0,"HLA-C_CD47","HLA-C - CD47","","healthy","DC.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9181","Gran","Ery","HLA-C","CD47",0.058171713208036,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Gran.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9182","HSPC","Ery","HLA-C","CD47",0.0366993813896766,0,"HLA-C_CD47","HLA-C - CD47","","healthy","HSPC.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9183","Mono","Ery","HLA-C","CD47",0.0682640359610315,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9184","NK","Ery","HLA-C","CD47",0.080731822890246,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9185","T","Ery","HLA-C","CD47",0.0737684236125939,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","Ery.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9186","Mono","HSPC","HLA-C","CD47",0.0321631344538074,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","HSPC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9187","NK","HSPC","HLA-C","CD47",0.0383085225907938,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","HSPC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9188","T","HSPC","HLA-C","CD47",0.0348654973894299,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","HSPC.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9189","DC","NK","HLA-C","CD47",0.0290060014409804,0,"HLA-C_CD47","HLA-C - CD47","","healthy","DC.HLA-C","NK.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9190","Gran","NK","HLA-C","CD47",0.02806429749943,0.01,"HLA-C_CD47","HLA-C - CD47","","healthy","Gran.HLA-C","NK.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9191","Mono","NK","HLA-C","CD47",0.0331168933975907,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","NK.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9192","NK","NK","HLA-C","CD47",0.0394370899922846,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","NK.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9193","T","NK","HLA-C","CD47",0.0358964194804438,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","NK.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9194","DC","T","HLA-C","CD47",0.0273266581073315,0,"HLA-C_CD47","HLA-C - CD47","","healthy","DC.HLA-C","T.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9195","Gran","T","HLA-C","CD47",0.0264379909504789,0.01,"HLA-C_CD47","HLA-C - CD47","","healthy","Gran.HLA-C","T.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9196","Mono","T","HLA-C","CD47",0.0312071935537538,0,"HLA-C_CD47","HLA-C - CD47","","healthy","Mono.HLA-C","T.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9197","NK","T","HLA-C","CD47",0.0371769467799389,0,"HLA-C_CD47","HLA-C - CD47","","healthy","NK.HLA-C","T.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9198","T","T","HLA-C","CD47",0.0338320454947892,0,"HLA-C_CD47","HLA-C - CD47","","healthy","T.HLA-C","T.CD47",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9199","DC","T","HBEGF","CD6",0.000556529419902732,0,"HBEGF_CD6","HBEGF - CD6","","healthy","DC.HBEGF","T.CD6",5.48684016569251e-122,0.110113645145466,23.4010604851954,14.7414438186759,4.04961097231916e-131,0.0785987684036649,11.3227910468772,5.04115631522981,"up","up","up_up","up"
"9200","Gran","T","HBEGF","CD6",0.000766589592768315,0,"HBEGF_CD6","HBEGF - CD6","","healthy","Gran.HBEGF","T.CD6",5.48684016569251e-122,0.110113645145466,23.4010604851954,14.7414438186759,4.04961097231916e-131,0.0785987684036649,11.3227910468772,5.04115631522981,"up","up","up_up","up"
"9201","Mono","T","HBEGF","CD6",0.00115642664810048,0,"HBEGF_CD6","HBEGF - CD6","","healthy","Mono.HBEGF","T.CD6",5.48684016569251e-122,0.110113645145466,23.4010604851954,14.7414438186759,4.04961097231916e-131,0.0785987684036649,11.3227910468772,5.04115631522981,"up","up","up_up","up"
"9202","DC","DC","TNFSF13B","IL1R2",0.000361478990227131,0,"TNFSF13B_IL1R2","TNFSF13B - IL1R2","","healthy","DC.TNFSF13B","DC.IL1R2",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9203","Ery","DC","TNFSF13B","IL1R2",1.79044853021113e-05,0,"TNFSF13B_IL1R2","TNFSF13B - IL1R2","","healthy","Ery.TNFSF13B","DC.IL1R2",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9204","Gran","DC","TNFSF13B","IL1R2",0.000563487173982383,0,"TNFSF13B_IL1R2","TNFSF13B - IL1R2","","healthy","Gran.TNFSF13B","DC.IL1R2",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9205","HSPC","DC","TNFSF13B","IL1R2",0.000166289976168499,0,"TNFSF13B_IL1R2","TNFSF13B - IL1R2","","healthy","HSPC.TNFSF13B","DC.IL1R2",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9206","Mono","DC","TNFSF13B","IL1R2",0.000587799707871122,0,"TNFSF13B_IL1R2","TNFSF13B - IL1R2","","healthy","Mono.TNFSF13B","DC.IL1R2",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"9207","Gran","DC","THBS1","SLC7A5",0.000253269677791117,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Gran.THBS1","DC.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9208","Mono","DC","THBS1","SLC7A5",0.00143022314207433,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Mono.THBS1","DC.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9209","Gran","Ery","THBS1","SLC7A5",1.97671599648726e-05,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Gran.THBS1","Ery.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9210","Mono","Ery","THBS1","SLC7A5",0.000111747162927305,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Mono.THBS1","Ery.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9211","Gran","Gran","THBS1","SLC7A5",3.46110714517107e-05,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Gran.THBS1","Gran.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9212","Mono","Gran","THBS1","SLC7A5",0.000195648839510441,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Mono.THBS1","Gran.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9213","Gran","HSPC","THBS1","SLC7A5",2.57107723448271e-05,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Gran.THBS1","HSPC.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9214","Mono","HSPC","THBS1","SLC7A5",0.00014534340853439,0,"THBS1_SLC7A5","THBS1 - SLC7A5","","healthy","Mono.THBS1","HSPC.SLC7A5",NA,NA,NA,NA,7.86526899451202e-286,0.142530989161565,16.4187508798273,6.15966287267142,NA,"up","NA_up","up"
"9215","DC","B","TGFBR1","TGFBR2",6.19350789993275e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","B.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9216","Gran","B","TGFBR1","TGFBR2",0.000132245958010716,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","B.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9217","HSPC","B","TGFBR1","TGFBR2",2.26041058699171e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","B.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9218","DC","DC","TGFBR1","TGFBR2",6.29746758742025e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","DC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9219","Gran","DC","TGFBR1","TGFBR2",0.000134465583100687,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","DC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9220","HSPC","DC","TGFBR1","TGFBR2",2.29835370100506e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","DC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9221","DC","Ery","TGFBR1","TGFBR2",1.47837241579214e-06,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","Ery.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9222","Gran","Ery","TGFBR1","TGFBR2",3.15688943335121e-06,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","Ery.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9223","HSPC","Ery","TGFBR1","TGFBR2",5.39532751871821e-07,0.01,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","Ery.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9224","DC","Gran","TGFBR1","TGFBR2",1.60583467982532e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","Gran.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9225","Gran","Gran","TGFBR1","TGFBR2",3.42901325866253e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","Gran.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9226","HSPC","Gran","TGFBR1","TGFBR2",5.86055595122365e-06,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","Gran.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9227","DC","HSPC","TGFBR1","TGFBR2",1.14755064210656e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","HSPC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9228","Gran","HSPC","TGFBR1","TGFBR2",2.45043085113906e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","HSPC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9229","HSPC","HSPC","TGFBR1","TGFBR2",4.18801839097485e-06,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","HSPC.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9230","DC","Mono","TGFBR1","TGFBR2",4.11262771854312e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","Mono.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9231","Gran","Mono","TGFBR1","TGFBR2",8.78163474468537e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","Gran.TGFBR1","Mono.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9232","HSPC","Mono","TGFBR1","TGFBR2",1.50094333230345e-05,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","HSPC.TGFBR1","Mono.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
"9233","DC","NK","TGFBR1","TGFBR2",4.50399464468255e-06,0,"TGFBR1_TGFBR2","TGFBR1 - TGFBR2","","healthy","DC.TGFBR1","NK.TGFBR2",NA,NA,NA,NA,8.02165939650546e-34,-0.0914996832341784,17.3900802402515,20.7002481194124,NA,"down","NA_down","down"
