"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","datasets","source.ligand","target.receptor","ligand.pvalues","ligand.logFC","ligand.pct.1","ligand.pct.2","receptor.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","direction_lig","direction_rec","direction_lig_rec","direction"
"1","T","DC","FLT3LG","FLT3",0.00517919137282459,0,"FLT3LG_FLT3","FLT3LG - FLT3","","AML","T.FLT3LG","DC.FLT3",NA,NA,NA,NA,0,0.177947052077444,20.6888461357984,3.72179118585326,NA,"up","NA_up","up"
"2","T","Gran","FLT3LG","FLT3",0.0037910149325371,0,"FLT3LG_FLT3","FLT3LG - FLT3","","AML","T.FLT3LG","Gran.FLT3",NA,NA,NA,NA,0,0.177947052077444,20.6888461357984,3.72179118585326,NA,"up","NA_up","up"
"3","T","HSPC","FLT3LG","FLT3",0.00156692695546374,0,"FLT3LG_FLT3","FLT3LG - FLT3","","AML","T.FLT3LG","HSPC.FLT3",NA,NA,NA,NA,0,0.177947052077444,20.6888461357984,3.72179118585326,NA,"up","NA_up","up"
"4","T","Mono","FLT3LG","FLT3",0.00244147458270823,0,"FLT3LG_FLT3","FLT3LG - FLT3","","AML","T.FLT3LG","Mono.FLT3",NA,NA,NA,NA,0,0.177947052077444,20.6888461357984,3.72179118585326,NA,"up","NA_up","up"
"5","DC","Gran","TNFSF10","TNFRSF10B",0.000364006029428356,0.01,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","DC.TNFSF10","Gran.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"6","Gran","Gran","TNFSF10","TNFRSF10B",0.000534152011682688,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","Gran.TNFSF10","Gran.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"7","Mono","Gran","TNFSF10","TNFRSF10B",0.00195974971732347,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","Mono.TNFSF10","Gran.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"8","DC","Mono","TNFSF10","TNFRSF10B",0.000528010229008142,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","DC.TNFSF10","Mono.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"9","Gran","Mono","TNFSF10","TNFRSF10B",0.000774756668910536,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","Gran.TNFSF10","Mono.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"10","Mono","Mono","TNFSF10","TNFRSF10B",0.002840678759375,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","","AML","Mono.TNFSF10","Mono.TNFRSF10B",NA,NA,NA,NA,5.27274048329312e-220,0.0770912846935622,14.8702547979916,5.82096018274192,NA,"up","NA_up","up"
"11","B","NK","TGFB1","TGFBR3",0.00433116621508125,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","B.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"12","DC","NK","TGFB1","TGFBR3",0.0111614940761109,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","DC.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"13","Ery","NK","TGFB1","TGFBR3",0.000198888786997735,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Ery.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"14","Gran","NK","TGFB1","TGFBR3",0.0090163808546342,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Gran.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"15","HSPC","NK","TGFB1","TGFBR3",0.00470701867495373,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","HSPC.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"16","Mono","NK","TGFB1","TGFBR3",0.0140406808345682,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Mono.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"17","NK","NK","TGFB1","TGFBR3",0.0286690529200072,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","NK.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"18","T","NK","TGFB1","TGFBR3",0.018512880492771,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","T.TGFB1","NK.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"19","B","T","TGFB1","TGFBR3",0.00144818069709352,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","B.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"20","DC","T","TGFB1","TGFBR3",0.00374910752616683,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","DC.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"21","Ery","T","TGFB1","TGFBR3",6.63177970108544e-05,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Ery.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"22","Gran","T","TGFB1","TGFBR3",0.00302421450681252,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Gran.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"23","HSPC","T","TGFB1","TGFBR3",0.00157424732419939,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","HSPC.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"24","Mono","T","TGFB1","TGFBR3",0.00472535369890845,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","Mono.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"25","NK","T","TGFB1","TGFBR3",0.00974441186539723,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","NK.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"26","T","T","TGFB1","TGFBR3",0.00624926677619197,0,"TGFB1_TGFBR3","TGFB1 - TGFBR3","","AML","T.TGFB1","T.TGFBR3",3.32977127220355e-163,0.199274696532135,56.5341842241096,40.8609349769603,NA,NA,NA,NA,"up",NA,"up_NA","up"
"27","DC","DC","TYK2","IFNAR2",0.00132661890586085,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","DC.TYK2","DC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"28","Gran","DC","TYK2","IFNAR2",0.000666087687287051,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Gran.TYK2","DC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"29","Mono","DC","TYK2","IFNAR2",0.000683498810560587,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Mono.TYK2","DC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"30","DC","Gran","TYK2","IFNAR2",0.000483210049556665,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","DC.TYK2","Gran.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"31","Gran","Gran","TYK2","IFNAR2",0.000242514997261516,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Gran.TYK2","Gran.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"32","Mono","Gran","TYK2","IFNAR2",0.000248856947587449,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Mono.TYK2","Gran.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"33","DC","HSPC","TYK2","IFNAR2",0.000276229239167651,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","DC.TYK2","HSPC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"34","Gran","HSPC","TYK2","IFNAR2",0.00013862051075356,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Gran.TYK2","HSPC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"35","Mono","HSPC","TYK2","IFNAR2",0.000142245928360553,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Mono.TYK2","HSPC.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"36","DC","Mono","TYK2","IFNAR2",0.000808082100114451,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","DC.TYK2","Mono.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"37","Gran","Mono","TYK2","IFNAR2",0.000405628488000907,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Gran.TYK2","Mono.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"38","Mono","Mono","TYK2","IFNAR2",0.000416234203398402,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Mono.TYK2","Mono.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"39","DC","NK","TYK2","IFNAR2",0.00015379023373574,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","DC.TYK2","NK.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"40","Mono","NK","TYK2","IFNAR2",7.91905128301683e-05,0,"TYK2_IFNAR2","TYK2 - IFNAR2","","AML","Mono.TYK2","NK.IFNAR2",NA,NA,NA,NA,7.84384779495801e-05,-0.0520223737736499,17.9297076627094,18.258438029223,NA,"down","NA_down","down"
"41","HSPC","DC","MDK","NOTCH2",0.000881138414320133,0,"MDK_NOTCH2","MDK - NOTCH2","","AML","HSPC.MDK","DC.NOTCH2",NA,NA,NA,NA,3.57604970257895e-16,-0.0579297806320067,13.274834592464,15.2967586940254,NA,"down","NA_down","down"
"42","HSPC","Ery","MDK","NOTCH2",1.15542337685054e-06,0,"MDK_NOTCH2","MDK - NOTCH2","","AML","HSPC.MDK","Ery.NOTCH2",NA,NA,NA,NA,3.57604970257895e-16,-0.0579297806320067,13.274834592464,15.2967586940254,NA,"down","NA_down","down"
"43","HSPC","Gran","MDK","NOTCH2",0.000135558259309649,0,"MDK_NOTCH2","MDK - NOTCH2","","AML","HSPC.MDK","Gran.NOTCH2",NA,NA,NA,NA,3.57604970257895e-16,-0.0579297806320067,13.274834592464,15.2967586940254,NA,"down","NA_down","down"
"44","HSPC","HSPC","MDK","NOTCH2",4.13772880127994e-05,0,"MDK_NOTCH2","MDK - NOTCH2","","AML","HSPC.MDK","HSPC.NOTCH2",NA,NA,NA,NA,3.57604970257895e-16,-0.0579297806320067,13.274834592464,15.2967586940254,NA,"down","NA_down","down"
"45","HSPC","Mono","MDK","NOTCH2",0.000302703684309893,0,"MDK_NOTCH2","MDK - NOTCH2","","AML","HSPC.MDK","Mono.NOTCH2",NA,NA,NA,NA,3.57604970257895e-16,-0.0579297806320067,13.274834592464,15.2967586940254,NA,"down","NA_down","down"
"46","Gran","NK","ADM","RAMP1",9.52049815572769e-06,0,"ADM_RAMP1","ADM - RAMP1","","AML","Gran.ADM","NK.RAMP1",0,0.298841217399485,21.5006334756698,5.69886967823244,NA,NA,NA,NA,"up",NA,"up_NA","up"
"47","Mono","NK","ADM","RAMP1",0.000177520013953284,0,"ADM_RAMP1","ADM - RAMP1","","AML","Mono.ADM","NK.RAMP1",0,0.298841217399485,21.5006334756698,5.69886967823244,NA,NA,NA,NA,"up",NA,"up_NA","up"
"48","DC","B","TNFSF13B","TNFRSF13C",0.00881782495360683,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","","AML","DC.TNFSF13B","B.TNFRSF13C",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"49","Gran","B","TNFSF13B","TNFRSF13C",0.0295060200014876,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","","AML","Gran.TNFSF13B","B.TNFRSF13C",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"50","HSPC","B","TNFSF13B","TNFRSF13C",0.0044120611081065,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","","AML","HSPC.TNFSF13B","B.TNFRSF13C",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"51","Mono","B","TNFSF13B","TNFRSF13C",0.0360018656384178,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","","AML","Mono.TNFSF13B","B.TNFRSF13C",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"52","Gran","DC","CCL3","CCR1",0.00113155270999516,0,"CCL3_CCR1","CCL3 - CCR1","","AML","Gran.CCL3","DC.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"53","Mono","DC","CCL3","CCR1",0.00227213754879574,0,"CCL3_CCR1","CCL3 - CCR1","","AML","Mono.CCL3","DC.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"54","NK","DC","CCL3","CCR1",0.00155150415740708,0,"CCL3_CCR1","CCL3 - CCR1","","AML","NK.CCL3","DC.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"55","Mono","Gran","CCL3","CCR1",0.000603044759521083,0,"CCL3_CCR1","CCL3 - CCR1","","AML","Mono.CCL3","Gran.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"56","NK","Gran","CCL3","CCR1",0.000411564121056524,0,"CCL3_CCR1","CCL3 - CCR1","","AML","NK.CCL3","Gran.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"57","Gran","Mono","CCL3","CCR1",0.00255788943727823,0,"CCL3_CCR1","CCL3 - CCR1","","AML","Gran.CCL3","Mono.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"58","Mono","Mono","CCL3","CCR1",0.00512881395659938,0,"CCL3_CCR1","CCL3 - CCR1","","AML","Mono.CCL3","Mono.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"59","NK","Mono","CCL3","CCR1",0.00350533741189091,0,"CCL3_CCR1","CCL3 - CCR1","","AML","NK.CCL3","Mono.CCR1",0,0.225857357163131,26.2728168551452,10.6967035563782,NA,NA,NA,NA,"up",NA,"up_NA","up"
"60","NK","DC","CCL4","CCR1",0.00471448162618392,0,"CCL4_CCR1","CCL4 - CCR1","","AML","NK.CCL4","DC.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"61","T","DC","CCL4","CCR1",0.00204892726085961,0,"CCL4_CCR1","CCL4 - CCR1","","AML","T.CCL4","DC.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"62","NK","Gran","CCL4","CCR1",0.001253517878466,0,"CCL4_CCR1","CCL4 - CCR1","","AML","NK.CCL4","Gran.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"63","T","Gran","CCL4","CCR1",0.000543713483135404,0,"CCL4_CCR1","CCL4 - CCR1","","AML","T.CCL4","Gran.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"64","NK","Mono","CCL4","CCR1",0.0106091774761777,0,"CCL4_CCR1","CCL4 - CCR1","","AML","NK.CCL4","Mono.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"65","T","Mono","CCL4","CCR1",0.00462627068866258,0,"CCL4_CCR1","CCL4 - CCR1","","AML","T.CCL4","Mono.CCR1",9.23305639885388e-76,0.0887491458186855,17.1460747970532,10.8109172541452,NA,NA,NA,NA,"up",NA,"up_NA","up"
"66","Gran","B","IL1RN","IL2RG",0.000723926629901183,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Gran.IL1RN","B.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"67","Mono","B","IL1RN","IL2RG",0.00188666221515954,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","B.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"68","Gran","DC","IL1RN","IL2RG",0.000655577964952397,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Gran.IL1RN","DC.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"69","Mono","DC","IL1RN","IL2RG",0.00170872298034178,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","DC.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"70","Mono","Gran","IL1RN","IL2RG",0.000548591408020429,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","Gran.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"71","Gran","HSPC","IL1RN","IL2RG",0.000531169646374151,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Gran.IL1RN","HSPC.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"72","Mono","HSPC","IL1RN","IL2RG",0.00138473740281858,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","HSPC.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"73","Gran","NK","IL1RN","IL2RG",0.00241619433935262,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Gran.IL1RN","NK.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"74","Mono","NK","IL1RN","IL2RG",0.00627988630971009,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","NK.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"75","Gran","T","IL1RN","IL2RG",0.00179275848126443,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Gran.IL1RN","T.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"76","Mono","T","IL1RN","IL2RG",0.00466418673229963,0,"IL1RN_IL2RG","IL1RN - IL2RG","","AML","Mono.IL1RN","T.IL2RG",NA,NA,NA,NA,0.0270848753136058,-0.0500789809216224,26.9297545868331,26.2730888897641,NA,"down","NA_down","down"
"77","DC","B","TNFSF13B","TNFRSF13B",0.00027201444134681,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","","AML","DC.TNFSF13B","B.TNFRSF13B",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"78","Gran","B","TNFSF13B","TNFRSF13B",0.00092900117031571,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","","AML","Gran.TNFSF13B","B.TNFRSF13B",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"79","HSPC","B","TNFSF13B","TNFRSF13B",0.000135520549648427,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","","AML","HSPC.TNFSF13B","B.TNFRSF13B",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"80","Mono","B","TNFSF13B","TNFRSF13B",0.00114091990546568,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","","AML","Mono.TNFSF13B","B.TNFRSF13B",4.22592491236305e-99,0.151122133809919,37.938154004974,29.2426450317041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"81","DC","B","TYK2","JAK1",0.00443423893380995,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","B.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"82","Gran","B","TYK2","JAK1",0.00222986059812259,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","B.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"83","Mono","B","TYK2","JAK1",0.00228805419638874,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","B.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"84","DC","DC","TYK2","JAK1",0.00403327773659538,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","DC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"85","Gran","DC","TYK2","JAK1",0.00202782189368269,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","DC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"86","Mono","DC","TYK2","JAK1",0.00208075379964088,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","DC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"87","DC","Gran","TYK2","JAK1",0.0021391471272555,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","Gran.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"88","Gran","Gran","TYK2","JAK1",0.00107448868764462,0.01,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","Gran.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"89","Mono","Gran","TYK2","JAK1",0.00110256338427722,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","Gran.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"90","DC","HSPC","TYK2","JAK1",0.00259236118839141,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","HSPC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"91","Gran","HSPC","TYK2","JAK1",0.001302431482997,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","HSPC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"92","Mono","HSPC","TYK2","JAK1",0.00133645399756962,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","HSPC.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"93","DC","Mono","TYK2","JAK1",0.00229096965775056,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","Mono.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"94","Gran","Mono","TYK2","JAK1",0.00115083594229265,0.01,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","Mono.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"95","Mono","Mono","TYK2","JAK1",0.0011809031141709,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","Mono.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"96","DC","NK","TYK2","JAK1",0.0100938779936775,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","NK.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"97","Gran","NK","TYK2","JAK1",0.00509032798535497,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","NK.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
